LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.27139516593888,space,3.0704428548924625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86462,2022-11-28_10h32.38.705,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99635766952201,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.47642374318093,207.47642374318093,207.47642374318093,207.47642374318093,207.47642374318093,207.47642374318093,207.47642374318093,207.47642374318093,207.47642374318093,207.47642374318093,a,109.40254780603573,0,0,0,316.9113471270539,318.41355532221496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86462,2022-11-28_10h32.38.705,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99635766952201,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.9138796380721,318.9138796380721,318.9138796380721,318.9138796380721,318.9138796380721,318.9138796380721,318.9138796380721,318.9138796380721,318.9138796380721,318.9138796380721,a,7.944473574869335,1,1,0,326.8871024809778,328.3875596700236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86462,2022-11-28_10h32.38.705,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99635766952201,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.8878518049605,328.8878518049605,328.8878518049605,328.8878518049605,328.8878518049605,328.8878518049605,328.8878518049605,328.8878518049605,328.8878518049605,328.8878518049605,a,3.8771145092323422,1,2,0,332.789083075244,334.2915620333515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86462,2022-11-28_10h32.38.705,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99635766952201,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.79180634813383,334.79180634813383,334.79180634813383,334.79180634813383,334.79180634813383,334.79180634813383,334.79180634813383,334.79180634813383,334.79180634813383,334.79180634813383,a,7.761112723033875,10,12,0,342.5807530521415,344.0821126671508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86462,2022-11-28_10h32.38.705,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99635766952201,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.582545527257,344.582545527257,344.582545527257,344.582545527257,344.582545527257,344.582545527257,344.582545527257,344.582545527257,344.582545527257,344.582545527257,a,1.8633529772050679,1,13,0,346.46703282929957,347.9669408793561,347.9669408793561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86462,2022-11-28_10h32.38.705,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99635766952201,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.46886996133253,348.46886996133253,348.46886996133253,348.46886996133253,348.46886996133253,348.46886996133253,348.46886996133253,348.46886996133253,348.46886996133253,348.46886996133253,a,0.5193028678186238,10,23,0,349.02001706091687,350.51966037694365,350.51966037694365,351.0198132363148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86462,2022-11-28_10h32.38.705,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99635766952201,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0198132363148,351.0198132363148,351.0198132363148,351.0198132363148,351.0198132363148,351.0198132363148,351.0198132363148,351.0198132363148,351.0198132363148,351.0198132363148,a,0.40989002399146557,1,24,0,351.4538722313009,352.9539493871853,352.9539493871853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86462,2022-11-28_10h32.38.705,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99635766952201,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.45608128933236,353.45608128933236,353.45608128933236,353.45608128933236,353.45608128933236,353.45608128933236,353.45608128933236,353.45608128933236,353.45608128933236,353.45608128933236,a,0.3698842921294272,10,34,0,353.85734998993576,355.3566027889028,355.3566027889028,355.85669993422925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86462,2022-11-28_10h32.38.705,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99635766952201,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.85669993422925,355.85669993422925,355.85669993422925,355.85669993422925,355.85669993422925,355.85669993422925,355.85669993422925,355.85669993422925,355.85669993422925,355.85669993422925,a,0.29904312593862414,1,35,0,356.174569175113,357.67419721512124,357.67419721512124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86462,2022-11-28_10h32.38.705,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99635766952201,
