LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,11,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.635293824991,1568.635293824991,1568.635293824991,1568.635293824991,1568.635293824991,1568.635293824991,1568.635293824991,1568.635293824991,1568.635293824991,1568.635293824991,a,1.0354671530076303,10,828,2,1569.7028426299948,1571.204544726992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.6149136820022,,W,132,hexagon,0.001844690996222198,1604.6032922809973,1606.1097980149934,1606.1097980149934,1606.1097980149934,1609.1131909399992,1609.1131909399992,1609.1131909399992,1609.1131909399992,0,0,None,0,1609.1131909399992,1610.6149136820022,1611.1153900759964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615.7871283249988,,H,125,triangle,0.008980869999504648,1611.6104387759988,1613.1177947620017,1613.1177947620017,1613.1177947620017,,,,,1,1,d,0,1614.2854833769961,,,1.1452949159865966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.6591888749972,,F,160,circle,0.0017731270054355264,1616.7664976469969,1618.273210458996,1618.273210458996,1618.273210458996,,,,,1,0,d,0,1619.1578424820036,,,0.8616762500023469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625.4644620670006,,U,167,star,0.0013987169950269163,1621.6389132859913,1623.1453653019998,1623.1453653019998,1623.1453653019998,,,,,1,0,f,0,1623.9708487689932,,,0.7898059980070684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.0528882109938,,B,181,circle,0.0016839820018503815,1626.4437602529943,1627.9504372160009,1627.9504372160009,1627.9504372160009,,,,,1,0,d,0,1628.5512098239997,,,0.5764823250065092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.5910986310046,,D,174,star,0.0015207989927148446,1631.0317692889948,1632.5389865479956,1632.5389865479956,1632.5389865479956,,,,,1,0,d,0,1633.0896465209953,,,0.5179938619985478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639.1461206270033,,Y,139,triangle,0.0015282759995898232,1635.5700207719929,1637.0773162660043,1637.0773162660043,1637.0773162660043,,,,,1,0,f,0,1637.644464914003,,,0.5387865060038166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643.784619115002,,S,146,hexagon,0.001671050995355472,1640.1238959019975,1641.6323330110026,1641.6323330110026,1641.6323330110026,,,,,1,0,f,0,1642.2828886350035,,,0.6231225299998187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648.4229933759925,,W,132,hexagon,0.0016453080024803057,1644.7616218990006,1646.2707908599987,1646.2707908599987,1646.2707908599987,,,,,1,0,f,0,1646.9215415749932,,,0.6179147799848579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652.8779838799965,,H,125,circle,0.001606940000783652,1649.4003188990027,1650.9092924809956,1650.9092924809956,1650.9092924809956,,,,,1,0,d,0,1651.3765137629962,,,0.44230316299945116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671.565243399993,,S,174,circle,0.0019177030044374987,,,,,,,,,1,0,,1,1670.0635357889987,,,,1667.3212558230007,1668.8289718629967,1668.8289718629967,1668.8289718629967,k,1.2099500129988883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676.5040901979955,,Y,167,triangle,0.001601240990567021,,,,,,,,,1,0,,1,1675.002435360002,,,,1672.542535872999,1674.0515963310027,1674.0515963310027,1674.0515963310027,k,0.9231815199891571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1681.1925714579993,,W,160,hexagon,0.001363445000606589,,,,,,,,,1,0,,1,1679.6910380219924,,,,1677.4816113760025,1678.9901856069919,1678.9901856069919,1678.9901856069919,k,0.6814390479994472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685.881050985001,,U,132,star,0.0012601339985849336,,,,,,,,,1,0,,1,1684.3793878799916,,,,1682.1705773879949,1683.6786998269963,1683.6786998269963,1683.6786998269963,j,0.6722725089930464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.4862482269964,,B,125,hexagon,0.0016387630021199584,,,,,,,,,1,0,,1,1688.9844668549922,,,,1686.857301416996,1688.3670477709966,1688.3670477709966,1688.3670477709966,j,0.5928155489964411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695.2915318129963,,H,139,star,0.001771994007867761,,,,,,,,,1,0,,1,1693.7899225069996,,,,1691.4641749339935,1692.972456040996,1692.972456040996,1692.972456040996,j,0.7947213250008645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.2301490039972,,D,146,circle,0.0013285750028444454,,,,,,,,,1,0,,1,1698.7285410729964,,,,1696.2687405879988,1697.7775334719918,1697.7775334719918,1697.7775334719918,j,0.9185329449974233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.7854172939988,,F,181,triangle,0.0020435119949979708,,,,,,,,,1,0,,1,1703.283945431991,,,,1701.2083269319992,1702.7162934480002,1702.7162934480002,1702.7162934480002,k,0.547315621006419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709.3901763750036,,S,174,hexagon,0.0014169990026857704,,,,,,,,,1,0,,1,1707.8886128009908,,,,1705.7621449439903,1707.2712188010046,1707.2712188010046,1707.2712188010046,k,0.592167871989659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.012185073996,,Y,167,triangle,0.0014907300064805895,,,,,,,,,1,0,,1,1712.5106543220027,,,,1710.367402214004,1711.8765391240013,1711.8765391240013,1711.8765391240013,k,0.610738939998555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1779.8180754829955,,F,174,hexagon,0.002210973994806409,,,,,,,,,1,0,,2,,,,,,,,,,,1775.3420537030033,1775.3420537030033,1775.3420537030033,1775.3420537030033,1776.848135288994,1776.848135288994,1776.848135288994,1776.848135288994,1776.848135288994,1776.848135288994,1776.848135288994,1776.848135288994,-1,letter,NA,d,1.4473026650084648,vtsPrac,1778.3165000729932,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1785.7913598509913,,Y,125,triangle,0.0018324580014450476,,,,,,,,,1,0,,2,,,,,,,,,,,1780.7978920149908,1780.7978920149908,1780.7978920149908,1780.7978920149908,1782.3041677449946,1782.3041677449946,1782.3041677449946,1782.3041677449946,1782.3041677449946,1782.3041677449946,1782.3041677449946,1782.3041677449946,switch,number,numSwt,j,1.9527450729947304,vtsPrac,1784.2896481569915,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1790.4799006609974,,D,181,triangle,0.00200608599698171,,,,,,,,,1,0,,2,,,,,,,,,,,1786.7714625099907,1786.7714625099907,1786.7714625099907,1786.7714625099907,1788.2774644829915,1788.2774644829915,1788.2774644829915,1788.2774644829915,1788.2774644829915,1788.2774644829915,1788.2774644829915,1788.2774644829915,switch,letter,lettSwt,d,0.6743578159948811,vtsPrac,1788.9782591749972,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1795.1683359799936,,B,160,hexagon,0.0017908860027091578,,,,,,,,,1,0,,2,,,,,,,,,,,1791.4588223989995,1791.4588223989995,1791.4588223989995,1791.4588223989995,1792.965891713,1792.965891713,1792.965891713,1792.965891713,1792.965891713,1792.965891713,1792.965891713,1792.965891713,repeat,letter,lettRpt,d,0.6728436429984868,vtsPrac,1793.6666116429988,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1799.9903141459945,,F,174,hexagon,0.0019165900012012571,,,,,,,,,1,0,,2,,,,,,,,,,,1796.1460761329945,1796.1460761329945,1796.1460761329945,1796.1460761329945,1797.6545317239943,1797.6545317239943,1797.6545317239943,1797.6545317239943,1797.6545317239943,1797.6545317239943,1797.6545317239943,1797.6545317239943,repeat,letter,lettRpt,d,0.8092392709950218,vtsPrac,1798.4886346269923,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1805.0626247359905,,Y,125,star,0.0014899140078341588,,,,,,,,,1,0,,2,,,,,,,,,,,1800.968617488994,1800.968617488994,1800.968617488994,1800.968617488994,1802.4765967379935,1802.4765967379935,1802.4765967379935,1802.4765967379935,1802.4765967379935,1802.4765967379935,1802.4765967379935,1802.4765967379935,switch,number,numSwt,j,1.0516244820028078,vtsPrac,1803.560856148004,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1809.7510975189944,,D,181,triangle,0.001678978995187208,,,,,,,,,1,0,,2,,,,,,,,,,,1806.0402305509924,1806.0402305509924,1806.0402305509924,1806.0402305509924,1807.5486354629975,1807.5486354629975,1807.5486354629975,1807.5486354629975,1807.5486354629975,1807.5486354629975,1807.5486354629975,1807.5486354629975,switch,letter,lettSwt,d,0.6750439580064267,vtsPrac,1808.2495746939967,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1815.5740751849953,,B,160,hexagon,0.0014961870037950575,,,,,,,,,1,0,,2,,,,,,,,,,,1810.7276705139957,1810.7276705139957,1810.7276705139957,1810.7276705139957,1812.237249450991,1812.237249450991,1812.237249450991,1812.237249450991,1812.237249450991,1812.237249450991,1812.237249450991,1812.237249450991,switch,number,numSwt,k,1.8030432469968218,vtsPrac,1814.0724526900012,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1820.2459424080007,,Y,160,circle,0.0017806799878599122,,,,,,,,,1,0,,2,,,,,,,,,,,1816.5519857619947,1816.5519857619947,1816.5519857619947,1816.5519857619947,1818.0601582759991,1818.0601582759991,1818.0601582759991,1818.0601582759991,1818.0601582759991,1818.0601582759991,1818.0601582759991,1818.0601582759991,repeat,number,numRpt,k,0.6515307020017644,vtsPrac,1818.7443673639937,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1825.0346419859998,,S,132,hexagon,0.0012360820110188797,,,,,,,,,1,0,,2,,,,,,,,,,,1821.2242864129948,1821.2242864129948,1821.2242864129948,1821.2242864129948,1822.732290703003,1822.732290703003,1822.732290703003,1822.732290703003,1822.732290703003,1822.732290703003,1822.732290703003,1822.732290703003,switch,letter,lettSwt,f,0.7795701599970926,vtsPrac,1823.533024613993,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1829.6402385120018,,B,139,star,0.0016583569959038869,,,,,,,,,1,0,,2,,,,,,,,,,,1826.0131472840003,1826.0131472840003,1826.0131472840003,1826.0131472840003,1827.5207991310017,1827.5207991310017,1827.5207991310017,1827.5207991310017,1827.5207991310017,1827.5207991310017,1827.5207991310017,1827.5207991310017,repeat,letter,lettRpt,d,0.6000165259902133,vtsPrac,1828.1380970299942,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1834.2614528580016,,U,174,triangle,0.0007896629977039993,,,,,,,,,1,0,,2,,,,,,,,,,,1830.6172946459992,1830.6172946459992,1830.6172946459992,1830.6172946459992,1832.1257250069903,1832.1257250069903,1832.1257250069903,1832.1257250069903,1832.1257250069903,1832.1257250069903,1832.1257250069903,1832.1257250069903,switch,number,numSwt,k,0.609502908991999,vtsPrac,1832.7597837219946,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1838.966676682001,,S,132,triangle,0.001605268000275828,,,,,,,,,1,0,,2,,,,,,,,,,,1835.239017215994,1835.239017215994,1835.239017215994,1835.239017215994,1836.7476144690008,1836.7476144690008,1836.7476144690008,1836.7476144690008,1836.7476144690008,1836.7476144690008,1836.7476144690008,1836.7476144690008,repeat,number,numRpt,j,0.7010509259998798,vtsPrac,1837.4650844760035,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1843.5717568289983,,D,125,hexagon,0.00108861799526494,,,,,,,,,1,0,,2,,,,,,,,,,,1839.9441633249953,1839.9441633249953,1839.9441633249953,1839.9441633249953,1841.452958865004,1841.452958865004,1841.452958865004,1841.452958865004,1841.452958865004,1841.452958865004,1841.452958865004,1841.452958865004,repeat,number,numRpt,j,0.5948415649909293,vtsPrac,1842.0702318029944,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1848.310337005998,,W,139,triangle,0.0013880210026400164,,,,,,,,,1,0,,2,,,,,,,,,,,1844.5500055220036,1844.5500055220036,1844.5500055220036,1844.5500055220036,1846.0578613499965,1846.0578613499965,1846.0578613499965,1846.0578613499965,1846.0578613499965,1846.0578613499965,1846.0578613499965,1846.0578613499965,switch,letter,lettSwt,f,0.7184376649965998,vtsPrac,1846.808754579004,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1852.9654373499943,,U,174,hexagon,0.00175026900251396,,,,,,,,,1,0,,2,,,,,,,,,,,1849.2886574669974,1849.2886574669974,1849.2886574669974,1849.2886574669974,1850.7964639359998,1850.7964639359998,1850.7964639359998,1850.7964639359998,1850.7964639359998,1850.7964639359998,1850.7964639359998,1850.7964639359998,switch,number,numSwt,k,0.634878569006105,vtsPrac,1851.464026193993,,,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1892.992960812,,D,167,triangle,0.0022189879964571446,,,,,,,,,1,0,,,,,,,,,,,,,1889.1988503320026,1889.1988503320026,1889.1988503320026,1889.1988503320026,1890.7073398159991,1890.7073398159991,1890.7073398159991,1890.7073398159991,1890.7073398159991,1890.7073398159991,1890.7073398159991,1890.7073398159991,switch,letter,lettSwt,d,0.7641674570040777,noRew,,0,1891.4911709720036,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,1897.5314647189953,,H,132,circle,0.0012081640015821904,,,,,,,,,1,0,,,,,,,,,,,,,1893.9702637790033,1893.9702637790033,1893.9702637790033,1893.9702637790033,1895.4789112260041,1895.4789112260041,1895.4789112260041,1895.4789112260041,1895.4789112260041,1895.4789112260041,1895.4789112260041,1895.4789112260041,repeat,letter,lettRpt,d,0.5201577929983614,noRew,,0,1896.0296053420025,,,,,,,,,,,,,,,,,,,,,90200,2022-10-28_14h56.09.170,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94487158089674,
