LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,prac_fback_text.stopped,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,vts_fback.stopped,target_resp.rt,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.22416750001139,space,20.975391032989137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.14237442798913,73.14237442798913,73.14237442798913,73.14237442798913,73.14237442798913,73.14237442798913,73.14237442798913,73.14237442798913,73.14237442798913,73.14237442798913,l,2.026860657002544,1,1,0,75.19483277099789,76.69641750201117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1976252339955,77.1976252339955,77.1976252339955,77.1976252339955,77.1976252339955,77.1976252339955,77.1976252339955,77.1976252339955,77.1976252339955,77.1976252339955,a,1.0541593990055844,1,2,0,78.28182031400502,79.78344573901268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.28395565599203,80.28395565599203,80.28395565599203,80.28395565599203,80.28395565599203,80.28395565599203,80.28395565599203,80.28395565599203,80.28395565599203,80.28395565599203,a,0.9037296439928468,1,3,0,81.21845812001266,82.71987672301475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.22045929799788,83.22045929799788,83.22045929799788,83.22045929799788,83.22045929799788,83.22045929799788,83.22045929799788,83.22045929799788,83.22045929799788,83.22045929799788,a,0.8703232539992314,10,13,0,84.12157052199473,85.62315992001095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.12365117599256,86.12365117599256,86.12365117599256,86.12365117599256,86.12365117599256,86.12365117599256,86.12365117599256,86.12365117599256,86.12365117599256,86.12365117599256,l,1.1620631930127274,10,23,0,87.30831277900143,88.8100702080119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.31058576199575,89.31058576199575,89.31058576199575,89.31058576199575,89.31058576199575,89.31058576199575,89.31058576199575,89.31058576199575,89.31058576199575,89.31058576199575,l,1.1708753110142425,1,24,0,90.51214258201071,92.01391615401371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.51401114600594,92.51401114600594,92.51401114600594,92.51401114600594,92.51401114600594,92.51401114600594,92.51401114600594,92.51401114600594,92.51401114600594,92.51401114600594,l,0.8920632579829544,10,34,0,93.4317542760109,94.9334370259894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,7,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.43388300700462,95.43388300700462,95.43388300700462,95.43388300700462,95.43388300700462,95.43388300700462,95.43388300700462,95.43388300700462,95.43388300700462,95.43388300700462,l,1.0328187630220782,10,44,0,96.48528740601614,97.986761519016,97.986761519016,98.4873056760116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4873056760116,98.4873056760116,98.4873056760116,98.4873056760116,98.4873056760116,98.4873056760116,98.4873056760116,98.4873056760116,98.4873056760116,98.4873056760116,l,1.073971799982246,1,45,0,99.58832761901431,101.09002982798847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.59077159001026,101.59077159001026,101.59077159001026,101.59077159001026,101.59077159001026,101.59077159001026,101.59077159001026,101.59077159001026,101.59077159001026,101.59077159001026,l,0.6692746990011074,1,46,0,102.2915985879954,103.79328943099244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,10,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.29363268200541,104.29363268200541,104.29363268200541,104.29363268200541,104.29363268200541,104.29363268200541,104.29363268200541,104.29363268200541,104.29363268200541,104.29363268200541,a,0.6230251149972901,1,47,0,104.94443148901337,106.44604287101538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,11,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.94673027799581,106.94673027799581,106.94673027799581,106.94673027799581,106.94673027799581,106.94673027799581,106.94673027799581,106.94673027799581,106.94673027799581,106.94673027799581,l,0.6803758949972689,1,48,0,107.6473335660121,109.14920929100481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.64959223699407,109.64959223699407,109.64959223699407,109.64959223699407,109.64959223699407,109.64959223699407,109.64959223699407,109.64959223699407,109.64959223699407,109.64959223699407,l,0.7453489520121366,1,49,0,110.41717637499096,111.91862719200435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,1,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.41923163901083,112.41923163901083,112.41923163901083,112.41923163901083,112.41923163901083,112.41923163901083,112.41923163901083,112.41923163901083,112.41923163901083,112.41923163901083,l,0.5850707350182347,10,59,0,113.03676673400332,114.53821565801627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,2,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.03878133400576,115.03878133400576,115.03878133400576,115.03878133400576,115.03878133400576,115.03878133400576,115.03878133400576,115.03878133400576,115.03878133400576,115.03878133400576,l,0.6429576850205194,10,69,0,115.70629385800567,117.20813437900506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,3,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.70866091299104,117.70866091299104,117.70866091299104,117.70866091299104,117.70866091299104,117.70866091299104,117.70866091299104,117.70866091299104,117.70866091299104,117.70866091299104,l,0.5851729109999724,10,79,0,118.32600114299566,119.82791064601042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,4,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.32836890898761,120.32836890898761,120.32836890898761,120.32836890898761,120.32836890898761,120.32836890898761,120.32836890898761,120.32836890898761,120.32836890898761,120.32836890898761,l,0.618158591008978,10,89,0,120.97894235700369,122.48051017601392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,5,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.98129020800116,122.98129020800116,122.98129020800116,122.98129020800116,122.98129020800116,122.98129020800116,122.98129020800116,122.98129020800116,122.98129020800116,122.98129020800116,l,0.5991592950013,1,90,0,123.5984151760058,125.09997770999325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,6,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.60052632601582,125.60052632601582,125.60052632601582,125.60052632601582,125.60052632601582,125.60052632601582,125.60052632601582,125.60052632601582,125.60052632601582,125.60052632601582,a,0.8827348310151137,1,91,0,126.50145758601138,128.00331144800293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,7,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.50373717400362,128.50373717400362,128.50373717400362,128.50373717400362,128.50373717400362,128.50373717400362,128.50373717400362,128.50373717400362,128.50373717400362,128.50373717400362,l,0.6017581190099008,10,101,0,129.13783767301356,130.6394087570079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,8,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.1402277009911,131.1402277009911,131.1402277009911,131.1402277009911,131.1402277009911,131.1402277009911,131.1402277009911,131.1402277009911,131.1402277009911,131.1402277009911,l,0.4945419939758722,1,102,0,131.65714382298756,133.15916328399908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,9,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.65940986500937,133.65940986500937,133.65940986500937,133.65940986500937,133.65940986500937,133.65940986500937,133.65940986500937,133.65940986500937,133.65940986500937,133.65940986500937,l,0.5628450650256127,10,112,0,134.24336210801266,135.74502444898826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,10,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.24564613300026,136.24564613300026,136.24564613300026,136.24564613300026,136.24564613300026,136.24564613300026,136.24564613300026,136.24564613300026,136.24564613300026,136.24564613300026,a,0.6431506719964091,10,122,0,136.91288582599373,138.41469102501287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,11,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.91516249999404,138.91516249999404,138.91516249999404,138.91516249999404,138.91516249999404,138.91516249999404,138.91516249999404,138.91516249999404,138.91516249999404,138.91516249999404,l,1.38309924598434,10,132,0,140.3170050040062,141.81848010700196,141.81848010700196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.3190662919951,142.3190662919951,142.3190662919951,142.3190662919951,142.3190662919951,142.3190662919951,142.3190662919951,142.3190662919951,142.3190662919951,142.3190662919951,a,0.8356984169804491,10,142,0,143.18654484700528,144.68827263600542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,1,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.18895244499436,145.18895244499436,145.18895244499436,145.18895244499436,145.18895244499436,145.18895244499436,145.18895244499436,145.18895244499436,145.18895244499436,145.18895244499436,l,0.9137136210047174,1,143,0,146.12318286500522,147.62480646400945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,2,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.1252653390111,148.1252653390111,148.1252653390111,148.1252653390111,148.1252653390111,148.1252653390111,148.1252653390111,148.1252653390111,148.1252653390111,148.1252653390111,l,0.6562793559860438,10,153,0,148.809666887013,150.31105121198925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,3,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.8117308699875,150.8117308699875,150.8117308699875,150.8117308699875,150.8117308699875,150.8117308699875,150.8117308699875,150.8117308699875,150.8117308699875,150.8117308699875,a,1.1985399019904435,10,163,0,152.02960343600716,153.53113729300094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,4,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.03173330498976,154.03173330498976,154.03173330498976,154.03173330498976,154.03173330498976,154.03173330498976,154.03173330498976,154.03173330498976,154.03173330498976,154.03173330498976,l,0.7795330590161029,10,173,0,154.83266238999204,156.3344599760021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,5,29,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.83509937601048,156.83509937601048,156.83509937601048,156.83509937601048,156.83509937601048,156.83509937601048,156.83509937601048,156.83509937601048,156.83509937601048,156.83509937601048,l,1.271311758988304,1,174,0,158.13640884499182,159.63807189199724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,6,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.13905102401623,160.13905102401623,160.13905102401623,160.13905102401623,160.13905102401623,160.13905102401623,160.13905102401623,160.13905102401623,160.13905102401623,160.13905102401623,a,1.2868515620066319,10,184,0,161.45684708599583,162.95839864600566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,7,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.45939261899912,163.45939261899912,163.45939261899912,163.45939261899912,163.45939261899912,163.45939261899912,163.45939261899912,163.45939261899912,163.45939261899912,163.45939261899912,a,0.7350331490160897,10,194,0,164.22645048200502,165.7285122399917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,8,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.2288180720061,166.2288180720061,166.2288180720061,166.2288180720061,166.2288180720061,166.2288180720061,166.2288180720061,166.2288180720061,166.2288180720061,166.2288180720061,l,1.2379367419925984,10,204,0,167.49676818499574,168.99836350799887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,9,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.49907388401334,169.49907388401334,169.49907388401334,169.49907388401334,169.49907388401334,169.49907388401334,169.49907388401334,169.49907388401334,169.49907388401334,169.49907388401334,l,1.0740226659982,10,214,0,170.60017765499651,172.1021485000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,10,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.60236772499047,172.60236772499047,172.60236772499047,172.60236772499047,172.60236772499047,172.60236772499047,172.60236772499047,172.60236772499047,172.60236772499047,172.60236772499047,l,0.8623173510131892,10,224,0,173.48671480698977,174.98855763100437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,11,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.48883772001136,175.48883772001136,175.48883772001136,175.48883772001136,175.48883772001136,175.48883772001136,175.48883772001136,175.48883772001136,175.48883772001136,175.48883772001136,a,1.0121873040043283,1,225,0,176.52343219399336,178.02518839100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,3,0,36,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.52561492301174,178.52561492301174,178.52561492301174,178.52561492301174,178.52561492301174,178.52561492301174,178.52561492301174,178.52561492301174,178.52561492301174,178.52561492301174,l,1.0135025900090113,10,235,0,179.55998246799572,181.06188626898802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,3,1,37,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.56244410399813,181.56244410399813,181.56244410399813,181.56244410399813,181.56244410399813,181.56244410399813,181.56244410399813,181.56244410399813,181.56244410399813,181.56244410399813,l,1.1848665800062008,10,245,0,182.76352152301115,184.26524609001353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,3,2,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.76583034099895,184.76583034099895,184.76583034099895,184.76583034099895,184.76583034099895,184.76583034099895,184.76583034099895,184.76583034099895,184.76583034099895,184.76583034099895,a,0.8821989730058704,10,255,0,185.6667291840131,187.16837717499584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82645,2022-11-17_14h04.31.668,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.952219880520786,
