LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2146.537432969024,2146.537432969024,2146.537432969024,2146.537432969024,2146.537432969024,2146.537432969024,2146.537432969024,2146.537432969024,2146.537432969024,2146.537432969024,a,1.175991604977753,1,46,0,2147.7386874189833,2149.240486213006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149.7408498830046,2149.7408498830046,2149.7408498830046,2149.7408498830046,2149.7408498830046,2149.7408498830046,2149.7408498830046,2149.7408498830046,2149.7408498830046,2149.7408498830046,a,1.1255943779833615,10,56,0,2150.8922134700115,2152.3936322560185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,11,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2152.894201254996,2152.894201254996,2152.894201254996,2152.894201254996,2152.894201254996,2152.894201254996,2152.894201254996,2152.894201254996,2152.894201254996,2152.894201254996,l,1.915078888006974,10,66,0,2154.82968047302,2156.3313382809865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,0,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2156.8319886759855,2156.8319886759855,2156.8319886759855,2156.8319886759855,2156.8319886759855,2156.8319886759855,2156.8319886759855,2156.8319886759855,2156.8319886759855,2156.8319886759855,l,1.473399626032915,10,76,0,2158.3334361980087,2159.835140143987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160.3357811759925,2160.3357811759925,2160.3357811759925,2160.3357811759925,2160.3357811759925,2160.3357811759925,2160.3357811759925,2160.3357811759925,2160.3357811759925,2160.3357811759925,a,1.1299006909830496,10,86,0,2161.4872689610347,2162.9888006949914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,2,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2163.4892845010036,2163.4892845010036,2163.4892845010036,2163.4892845010036,2163.4892845010036,2163.4892845010036,2163.4892845010036,2163.4892845010036,2163.4892845010036,2163.4892845010036,a,1.3436328200041316,1,87,0,2164.857515527983,2166.3591558189946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,3,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2166.859710538003,2166.859710538003,2166.859710538003,2166.859710538003,2166.859710538003,2166.859710538003,2166.859710538003,2166.859710538003,2166.859710538003,2166.859710538003,a,2.703466838982422,10,97,0,2169.596180217981,2171.097768343985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,4,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171.5983093400137,2171.5983093400137,2171.5983093400137,2171.5983093400137,2171.5983093400137,2171.5983093400137,2171.5983093400137,2171.5983093400137,2171.5983093400137,2171.5983093400137,a,0.9628060520044528,1,98,0,2172.582704091037,2174.084290430008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,5,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174.584915916028,2174.584915916028,2174.584915916028,2174.584915916028,2174.584915916028,2174.584915916028,2174.584915916028,2174.584915916028,2174.584915916028,2174.584915916028,a,0.8649031960521825,10,108,0,2175.4691307580215,2176.9709002650343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,6,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2177.4713833599817,2177.4713833599817,2177.4713833599817,2177.4713833599817,2177.4713833599817,2177.4713833599817,2177.4713833599817,2177.4713833599817,2177.4713833599817,2177.4713833599817,l,1.4024955249624327,1,109,0,2178.906432148011,2180.4081071930123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,7,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2180.9087257800275,2180.9087257800275,2180.9087257800275,2180.9087257800275,2180.9087257800275,2180.9087257800275,2180.9087257800275,2180.9087257800275,2180.9087257800275,2180.9087257800275,a,0.25215959595516324,1,110,0,2181.1922745240154,2182.6938001480303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,8,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2183.1943294330267,2183.1943294330267,2183.1943294330267,2183.1943294330267,2183.1943294330267,2183.1943294330267,2183.1943294330267,2183.1943294330267,2183.1943294330267,2183.1943294330267,l,0.2552719959639944,10,120,0,2183.4779962379835,2184.9796086950228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,9,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2185.4801957500167,2185.4801957500167,2185.4801957500167,2185.4801957500167,2185.4801957500167,2185.4801957500167,2185.4801957500167,2185.4801957500167,2185.4801957500167,2185.4801957500167,l,0.08992048999061808,1,121,0,2185.597006438009,2187.098683135002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,10,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2187.599147350993,2187.599147350993,2187.599147350993,2187.599147350993,2187.599147350993,2187.599147350993,2187.599147350993,2187.599147350993,2187.599147350993,2187.599147350993,a,0.4349523939890787,1,122,0,2188.066641234036,2189.5680778910173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,11,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190.068594459037,2190.068594459037,2190.068594459037,2190.068594459037,2190.068594459037,2190.068594459037,2190.068594459037,2190.068594459037,2190.068594459037,2190.068594459037,l,0.3816845710389316,10,132,0,2190.4690832379856,2191.970574325009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,0,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2192.471095068031,2192.471095068031,2192.471095068031,2192.471095068031,2192.471095068031,2192.471095068031,2192.471095068031,2192.471095068031,2192.471095068031,2192.471095068031,l,0.5622067259973846,10,142,0,2193.0553728209925,2194.5570341650164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,1,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195.0573126850068,2195.0573126850068,2195.0573126850068,2195.0573126850068,2195.0573126850068,2195.0573126850068,2195.0573126850068,2195.0573126850068,2195.0573126850068,2195.0573126850068,l,0.4084342500427738,10,152,0,2195.4912392410333,2196.9928222100134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,2,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2197.49331385002,2197.49331385002,2197.49331385002,2197.49331385002,2197.49331385002,2197.49331385002,2197.49331385002,2197.49331385002,2197.49331385002,2197.49331385002,l,0.2848327950341627,1,153,0,2197.8104790659854,2199.3121428660234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,3,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2199.8126869680127,2199.8126869680127,2199.8126869680127,2199.8126869680127,2199.8126869680127,2199.8126869680127,2199.8126869680127,2199.8126869680127,2199.8126869680127,2199.8126869680127,a,0.18125912203686312,10,163,0,2200.012804055994,2201.514545299986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,4,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2202.015151139989,2202.015151139989,2202.015151139989,2202.015151139989,2202.015151139989,2202.015151139989,2202.015151139989,2202.015151139989,2202.015151139989,2202.015151139989,a,0.02653268602443859,10,173,0,2202.0651954910136,2203.566663826001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,5,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204.067273228022,2204.067273228022,2204.067273228022,2204.067273228022,2204.067273228022,2204.067273228022,2204.067273228022,2204.067273228022,2204.067273228022,2204.067273228022,l,0.022607855033129454,1,174,0,2204.117316349002,2205.6191075980314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,6,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206.1197038040264,2206.1197038040264,2206.1197038040264,2206.1197038040264,2206.1197038040264,2206.1197038040264,2206.1197038040264,2206.1197038040264,2206.1197038040264,2206.1197038040264,l,0.0010678530088625848,10,184,0,2206.152866656019,2207.654687308008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,7,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2208.155213168997,2208.155213168997,2208.155213168997,2208.155213168997,2208.155213168997,2208.155213168997,2208.155213168997,2208.155213168997,2208.155213168997,2208.155213168997,a,0.02999571099644527,10,194,0,2208.205239204981,2209.7069316839916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,8,32,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210.2076096850215,2210.2076096850215,2210.2076096850215,2210.2076096850215,2210.2076096850215,2210.2076096850215,2210.2076096850215,2210.2076096850215,2210.2076096850215,2210.2076096850215,a,0.11432937596691772,10,204,0,2210.3410171280266,2211.842772768985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,9,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2212.343173239031,2212.343173239031,2212.343173239031,2212.343173239031,2212.343173239031,2212.343173239031,2212.343173239031,2212.343173239031,2212.343173239031,2212.343173239031,a,0.07512616703752428,1,205,0,2212.443864703004,2213.944974229031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,10,34,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2214.445592501026,2214.445592501026,2214.445592501026,2214.445592501026,2214.445592501026,2214.445592501026,2214.445592501026,2214.445592501026,2214.445592501026,2214.445592501026,l,0.2274557469645515,10,215,0,2214.6963607480284,2216.1975862249965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16592,2022-10-28_15h15.59.757,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.1094454735859,
