LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,7,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.084515708033,614.084515708033,614.084515708033,614.084515708033,614.084515708033,614.084515708033,614.084515708033,614.084515708033,614.084515708033,614.084515708033,l,0.1984961429843679,10,692,2,614.3182369610295,615.8030303680571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,8,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.3201139580924,616.3201139580924,616.3201139580924,616.3201139580924,616.3201139580924,616.3201139580924,616.3201139580924,616.3201139580924,616.3201139580924,616.3201139580924,l,0.3353850139537826,1,693,2,616.7040344891138,618.2056729580509,618.2056729580509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,9,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.7062019740697,618.7062019740697,618.7062019740697,618.7062019740697,618.7062019740697,618.7062019740697,618.7062019740697,618.7062019740697,618.7062019740697,618.7062019740697,l,0.176909301080741,1,694,2,618.9231873711105,620.4080735481111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,10,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.9087619900238,620.9087619900238,620.9087619900238,620.9087619900238,620.9087619900238,620.9087619900238,620.9087619900238,620.9087619900238,620.9087619900238,620.9087619900238,l,0.6302309350576252,10,704,2,621.5761922140373,623.0612539300928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,11,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.5616388641065,623.5616388641065,623.5616388641065,623.5616388641065,623.5616388641065,623.5616388641065,623.5616388641065,623.5616388641065,623.5616388641065,623.5616388641065,l,0.20464029198046774,1,705,2,623.8120419600746,625.2968539810972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,0,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.7974010080798,625.7974010080798,625.7974010080798,625.7974010080798,625.7974010080798,625.7974010080798,625.7974010080798,625.7974010080798,625.7974010080798,625.7974010080798,l,0.44453526998404413,1,706,2,626.2815793630434,627.766310311039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,1,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.2669696731027,628.2669696731027,628.2669696731027,628.2669696731027,628.2669696731027,628.2669696731027,628.2669696731027,628.2669696731027,628.2669696731027,628.2669696731027,a,0.14630565291736275,1,707,2,628.4505788050592,629.9521752860164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,2,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.4359073790256,630.4359073790256,630.4359073790256,630.4359073790256,630.4359073790256,630.4359073790256,630.4359073790256,630.4359073790256,630.4359073790256,630.4359073790256,l,0.1259507330833003,1,708,2,630.6029663750669,632.0879191990243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,3,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.5883258200483,632.5883258200483,632.5883258200483,632.5883258200483,632.5883258200483,632.5883258200483,632.5883258200483,632.5883258200483,632.5883258200483,632.5883258200483,a,0.12369288294576108,1,709,2,632.7553055559983,634.2569756390294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,4,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.7408350741025,634.7408350741025,634.7408350741025,634.7408350741025,634.7408350741025,634.7408350741025,634.7408350741025,634.7408350741025,634.7408350741025,634.7408350741025,l,0.017721359035931528,10,719,2,634.807681330014,636.309270588099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,5,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.8266367641045,636.8266367641045,636.8266367641045,636.8266367641045,636.8266367641045,636.8266367641045,636.8266367641045,636.8266367641045,636.8266367641045,636.8266367641045,l,0.23803708900231868,10,729,2,637.1101216280367,638.6116480660858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,6,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.1121035501128,639.1121035501128,639.1121035501128,639.1121035501128,639.1121035501128,639.1121035501128,639.1121035501128,639.1121035501128,639.1121035501128,639.1121035501128,l,0.12490122905001044,1,730,2,639.2790292591089,640.7641790260095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,7,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.2644938951125,641.2644938951125,641.2644938951125,641.2644938951125,641.2644938951125,641.2644938951125,641.2644938951125,641.2644938951125,641.2644938951125,641.2644938951125,l,0.008368526003323495,10,740,2,641.3146898930427,642.7997447140515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,8,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.3000658330275,643.3000658330275,643.3000658330275,643.3000658330275,643.3000658330275,643.3000658330275,643.3000658330275,643.3000658330275,643.3000658330275,643.3000658330275,l,0.19025635090656579,10,750,2,643.5338178400416,645.0187317361124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,9,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.5193353960058,645.5193353960058,645.5193353960058,645.5193353960058,645.5193353960058,645.5193353960058,645.5193353960058,645.5193353960058,645.5193353960058,645.5193353960058,a,0.18609930796083063,1,751,2,645.7528128060512,647.2543042231118,647.2543042231118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,10,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.7718934860313,647.7718934860313,647.7718934860313,647.7718934860313,647.7718934860313,647.7718934860313,647.7718934860313,647.7718934860313,647.7718934860313,647.7718934860313,a,0.24140005197841674,1,752,2,648.0555089160334,649.5401588380337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,11,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0409143280704,650.0409143280704,650.0409143280704,650.0409143280704,650.0409143280704,650.0409143280704,650.0409143280704,650.0409143280704,650.0409143280704,650.0409143280704,a,0.20960500498767942,1,753,2,650.2910819310928,651.7930315050762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,0,36,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.276500248001,652.276500248001,652.276500248001,652.276500248001,652.276500248001,652.276500248001,652.276500248001,652.276500248001,652.276500248001,652.276500248001,l,0.023178990930318832,10,763,2,652.3434418230318,653.8283520410769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,1,37,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.3289008880965,654.3289008880965,654.3289008880965,654.3289008880965,654.3289008880965,654.3289008880965,654.3289008880965,654.3289008880965,654.3289008880965,654.3289008880965,l,0.23231381794903427,10,773,2,654.596063994104,656.0975956990151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,2,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.5813985980349,656.5813985980349,656.5813985980349,656.5813985980349,656.5813985980349,656.5813985980349,656.5813985980349,656.5813985980349,656.5813985980349,656.5813985980349,l,0.05970895499922335,10,783,2,656.6814542630455,658.1831675980939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,3,39,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.666853159084,658.666853159084,658.666853159084,658.666853159084,658.666853159084,658.666853159084,658.666853159084,658.666853159084,658.666853159084,658.666853159084,l,0.04420544300228357,10,793,2,658.7505623580655,660.2353367561009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,4,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.735858079046,660.735858079046,660.735858079046,660.735858079046,660.735858079046,660.735858079046,660.735858079046,660.735858079046,660.735858079046,660.735858079046,l,0.15802336402703077,10,803,2,660.9360483980272,662.4212724110112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,5,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.9383509350009,662.9383509350009,662.9383509350009,662.9383509350009,662.9383509350009,662.9383509350009,662.9383509350009,662.9383509350009,662.9383509350009,662.9383509350009,l,0.25127719703596085,10,813,2,663.2389882510761,664.7403824550565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,6,42,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.2409139689989,665.2409139689989,665.2409139689989,665.2409139689989,665.2409139689989,665.2409139689989,665.2409139689989,665.2409139689989,665.2409139689989,665.2409139689989,a,0.007731997990049422,1,814,2,665.2911023960914,666.776086458005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,7,43,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.2765826300019,667.2765826300019,667.2765826300019,667.2765826300019,667.2765826300019,667.2765826300019,667.2765826300019,667.2765826300019,667.2765826300019,667.2765826300019,l,0.13405037601478398,1,815,2,667.4601501260186,668.9618528560968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,8,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.4622264340287,669.4622264340287,669.4622264340287,669.4622264340287,669.4622264340287,669.4622264340287,669.4622264340287,669.4622264340287,669.4622264340287,669.4622264340287,a,0.08426897693425417,1,816,2,669.5958519181004,671.097304374096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,9,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.5979152080836,671.5979152080836,671.5979152080836,671.5979152080836,671.5979152080836,671.5979152080836,671.5979152080836,671.5979152080836,671.5979152080836,671.5979152080836,l,0.10806980705820024,10,826,2,671.7482335300883,673.2330270200036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,10,46,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.7337522150483,673.7337522150483,673.7337522150483,673.7337522150483,673.7337522150483,673.7337522150483,673.7337522150483,673.7337522150483,673.7337522150483,673.7337522150483,a,0.23434086004272103,1,827,2,674.0173044491094,675.5190835510148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,11,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.0195306410315,676.0195306410315,676.0195306410315,676.0195306410315,676.0195306410315,676.0195306410315,676.0195306410315,676.0195306410315,676.0195306410315,676.0195306410315,l,0.277182167978026,10,837,2,676.3366391400341,677.821578183095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.7189816210885,,,160,S,circle,0.0019815469859167933,715.8134008230409,717.3152441990096,717.3152441990096,717.3152441990096,0,0,d,1.8582822950556874,0,719.2172442190349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.4418025850318,,,139,Y,hexagon,0.0011008359724655747,721.6867529060692,723.1883236980066,723.1883236980066,723.1883236980066,1,1,d,1.7242876320378855,0,724.9568762750132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.0972339530708,,,132,D,triangle,0.0013916149036958814,727.4261909601046,728.9280140580377,728.9280140580377,728.9280140580377,1,0,d,0.6406800029799342,0,729.6121463680174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.6854710860644,,,174,U,star,0.0012128609232604504,732.081421361072,733.5832049060846,733.5832049060846,733.5832049060846,1,0,f,0.566287411027588,0,734.1840707490919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.2237101260107,,,125,W,hexagon,0.0008390709990635514,736.6531238090247,738.1549516400555,738.1549516400555,738.1549516400555,1,0,d,0.5182502700481564,0,738.7221072050743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.9454952310771,,,167,H,circle,0.0013562130043283105,741.2079716681037,742.7097644850146,742.7097644850146,742.7097644850146,1,0,f,0.7093524540541694,0,743.4606627951143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.8519278611057,,,146,B,triangle,0.00112375698518008,745.9300562851131,747.4315584710566,747.4315584710566,747.4315584710566,1,0,d,1.8944262419827282,0,749.3671672890196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.6573808330577,,,181,F,star,0.0014024290721863508,751.8364990151022,753.3381302750204,753.3381302750204,753.3381302750204,1,0,f,0.7918867989210412,0,754.1724818930961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.2969898061128,,,160,S,star,0.0012559669557958841,756.6418745811097,758.1434279390378,758.1434279390378,758.1434279390378,1,0,f,1.6028332520509139,0,759.7952967950841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.9523756850976,,,139,Y,hexagon,0.0010848609963431954,762.2814697700087,763.7833322900115,763.7833322900115,763.7833322900115,1,0,d,0.6414419539505616,0,764.4674806640251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.9376259660348,,,167,B,hexagon,0.0020226850174367428,,,,,1,0,,,1,781.4525878090644,778.4660649580183,779.9675001481082,779.9675001481082,779.9675001481082,j,1.4456832299474627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.8442434580065,,,174,D,triangle,0.0010906660463660955,,,,,1,0,,,1,787.3590490650386,783.9219534000149,785.423547414015,785.423547414015,785.423547414015,j,1.8967131109675393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17658,2022-12-01_14h11.18.460,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.940586410437234,
