LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,prac_fback_text.stopped,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.344731708988547,space,15.842890936997719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.073200049984735,60.073200049984735,60.073200049984735,60.073200049984735,60.073200049984735,60.073200049984735,60.073200049984735,60.073200049984735,60.073200049984735,60.073200049984735,a,1.386130228987895,1,1,0,61.4913246880169,62.99296847800724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.493551989027765,63.493551989027765,63.493551989027765,63.493551989027765,63.493551989027765,63.493551989027765,63.493551989027765,63.493551989027765,63.493551989027765,63.493551989027765,a,3.1492002019658685,10,11,0,66.66453133203322,68.16556946700439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.6657047420158,68.6657047420158,68.6657047420158,68.6657047420158,68.6657047420158,68.6657047420158,68.6657047420158,68.6657047420158,68.6657047420158,68.6657047420158,l,1.353922476992011,10,21,0,70.05089432001114,71.55252215400105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0530830140342,72.0530830140342,72.0530830140342,72.0530830140342,72.0530830140342,72.0530830140342,72.0530830140342,72.0530830140342,72.0530830140342,72.0530830140342,a,1.0075757770100608,1,22,0,73.0876487980131,74.58911297703162,74.58911297703162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.08966980001424,75.08966980001424,75.08966980001424,75.08966980001424,75.08966980001424,75.08966980001424,75.08966980001424,75.08966980001424,75.08966980001424,75.08966980001424,l,1.4094074360327795,10,32,0,76.524927749997,78.0263922890299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.52705720800441,78.52705720800441,78.52705720800441,78.52705720800441,78.52705720800441,78.52705720800441,78.52705720800441,78.52705720800441,78.52705720800441,78.52705720800441,l,0.9085296079865657,10,42,0,79.4612371440162,80.96328348800307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.46350968698971,81.46350968698971,81.46350968698971,81.46350968698971,81.46350968698971,81.46350968698971,81.46350968698971,81.46350968698971,81.46350968698971,81.46350968698971,a,0.8273216799716465,10,52,0,82.31442832702305,83.81605000200216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.31676397501724,84.31676397501724,84.31676397501724,84.31676397501724,84.31676397501724,84.31676397501724,84.31676397501724,84.31676397501724,84.31676397501724,84.31676397501724,l,1.4148894359823316,1,53,0,85.75160598702496,87.25320279900916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.75371445302153,87.75371445302153,87.75371445302153,87.75371445302153,87.75371445302153,87.75371445302153,87.75371445302153,87.75371445302153,87.75371445302153,87.75371445302153,a,2.250387382984627,1,54,0,90.0229245829978,91.52471623301972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.02528384298785,92.02528384298785,92.02528384298785,92.02528384298785,92.02528384298785,92.02528384298785,92.02528384298785,92.02528384298785,92.02528384298785,92.02528384298785,a,0.753429508942645,1,55,0,92.80949773703469,94.31080767902313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,10,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.81153427902609,94.81153427902609,94.81153427902609,94.81153427902609,94.81153427902609,94.81153427902609,94.81153427902609,94.81153427902609,94.81153427902609,94.81153427902609,a,0.8561112930183299,1,56,0,95.69571106898366,97.1973897240241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.69814465899253,97.69814465899253,97.69814465899253,97.69814465899253,97.69814465899253,97.69814465899253,97.69814465899253,97.69814465899253,97.69814465899253,97.69814465899253,l,1.001622251002118,10,66,0,98.7323589969892,100.23404296202352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.73464858700754,100.73464858700754,100.73464858700754,100.73464858700754,100.73464858700754,100.73464858700754,100.73464858700754,100.73464858700754,100.73464858700754,100.73464858700754,l,1.0447242090012878,1,67,0,101.80250453698682,103.30410592799308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.80470932502067,103.80470932502067,103.80470932502067,103.80470932502067,103.80470932502067,103.80470932502067,103.80470932502067,103.80470932502067,103.80470932502067,103.80470932502067,l,0.7921043919632211,1,68,0,104.62216695200186,106.12418603000697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,2,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.62448479200248,106.62448479200248,106.62448479200248,106.62448479200248,106.62448479200248,106.62448479200248,106.62448479200248,106.62448479200248,106.62448479200248,106.62448479200248,a,2.5308043289696798,10,78,0,109.17735043901484,110.67912016698392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,3,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.17976887698751,111.17976887698751,111.17976887698751,111.17976887698751,111.17976887698751,111.17976887698751,111.17976887698751,111.17976887698751,111.17976887698751,111.17976887698751,a,1.375970373977907,10,88,0,112.58108827500837,114.08280595199903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,4,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.58332238200819,114.58332238200819,114.58332238200819,114.58332238200819,114.58332238200819,114.58332238200819,114.58332238200819,114.58332238200819,114.58332238200819,114.58332238200819,l,1.6688486549537629,1,89,0,116.26859242701903,117.77005053998437,117.77005053998437,118.27073090901831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,5,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.27073090901831,118.27073090901831,118.27073090901831,118.27073090901831,118.27073090901831,118.27073090901831,118.27073090901831,118.27073090901831,118.27073090901831,118.27073090901831,l,0.7420245729736052,1,90,0,119.03825357399182,120.53994515701197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,6,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.04028233198915,121.04028233198915,121.04028233198915,121.04028233198915,121.04028233198915,121.04028233198915,121.04028233198915,121.04028233198915,121.04028233198915,121.04028233198915,l,0.6680798709858209,10,100,0,121.74130126199452,123.24309773300774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,7,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.74352876399644,123.74352876399644,123.74352876399644,123.74352876399644,123.74352876399644,123.74352876399644,123.74352876399644,123.74352876399644,123.74352876399644,123.74352876399644,a,1.8531610939535312,1,101,0,125.62888611899689,127.13068455999019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,8,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.63118309900165,127.63118309900165,127.63118309900165,127.63118309900165,127.63118309900165,127.63118309900165,127.63118309900165,127.63118309900165,127.63118309900165,127.63118309900165,a,0.5347012630081736,10,111,0,128.19835909001995,129.6999908850412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,9,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.2004995699972,130.2004995699972,130.2004995699972,130.2004995699972,130.2004995699972,130.2004995699972,130.2004995699972,130.2004995699972,130.2004995699972,130.2004995699972,l,0.6021927769761533,10,121,0,130.83462406799663,132.3362476520124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,10,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.83683313400252,132.83683313400252,132.83683313400252,132.83683313400252,132.83683313400252,132.83683313400252,132.83683313400252,132.83683313400252,132.83683313400252,132.83683313400252,a,0.9587435509311035,10,131,0,133.82121377403382,135.32284168701153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,11,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.82348779198946,135.82348779198946,135.82348779198946,135.82348779198946,135.82348779198946,135.82348779198946,135.82348779198946,135.82348779198946,135.82348779198946,135.82348779198946,a,1.203236701025162,10,141,0,137.05825300404103,138.56005919503514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,0,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.06033148500137,139.06033148500137,139.06033148500137,139.06033148500137,139.06033148500137,139.06033148500137,139.06033148500137,139.06033148500137,139.06033148500137,139.06033148500137,l,1.2705493939574808,10,151,0,140.36183613201138,141.86348415800603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.3638689389918,142.3638689389918,142.3638689389918,142.3638689389918,142.3638689389918,142.3638689389918,142.3638689389918,142.3638689389918,142.3638689389918,142.3638689389918,l,0.8711639670073055,1,152,0,143.2650674789911,144.76669202902121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,2,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.2672601590166,145.2672601590166,145.2672601590166,145.2672601590166,145.2672601590166,145.2672601590166,145.2672601590166,145.2672601590166,145.2672601590166,145.2672601590166,a,0.7360748840146698,10,162,0,146.03474054503022,147.5363793800352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,3,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.03684928803705,148.03684928803705,148.03684928803705,148.03684928803705,148.03684928803705,148.03684928803705,148.03684928803705,148.03684928803705,148.03684928803705,148.03684928803705,a,1.5833742099930532,10,172,0,149.63879237900255,151.14054505899549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,4,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.6410524850362,151.6410524850362,151.6410524850362,151.6410524850362,151.6410524850362,151.6410524850362,151.6410524850362,151.6410524850362,151.6410524850362,151.6410524850362,l,1.0353231790359132,10,182,0,152.70865674800007,154.21029561199248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,5,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.71088414202677,154.71088414202677,154.71088414202677,154.71088414202677,154.71088414202677,154.71088414202677,154.71088414202677,154.71088414202677,154.71088414202677,154.71088414202677,a,1.6040733809932135,10,192,0,156.34604877902893,157.84760496299714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,6,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.34826265403535,158.34826265403535,158.34826265403535,158.34826265403535,158.34826265403535,158.34826265403535,158.34826265403535,158.34826265403535,158.34826265403535,158.34826265403535,a,1.2783614989602938,1,193,0,159.6496688820189,161.1511653800262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,7,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.65192581299925,161.65192581299925,161.65192581299925,161.65192581299925,161.65192581299925,161.65192581299925,161.65192581299925,161.65192581299925,161.65192581299925,161.65192581299925,l,1.3026994909741916,1,194,0,162.9870747620007,164.48859912902117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,8,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.98915999900782,164.98915999900782,164.98915999900782,164.98915999900782,164.98915999900782,164.98915999900782,164.98915999900782,164.98915999900782,164.98915999900782,164.98915999900782,l,1.4621823959751055,1,195,0,166.47379766701488,167.9754460970289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,9,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.47613363503478,168.47613363503478,168.47613363503478,168.47613363503478,168.47613363503478,168.47613363503478,168.47613363503478,168.47613363503478,168.47613363503478,168.47613363503478,l,0.9354768069460988,10,205,0,169.44376598199597,170.9453620929853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,10,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.4460561380256,171.4460561380256,171.4460561380256,171.4460561380256,171.4460561380256,171.4460561380256,171.4460561380256,171.4460561380256,171.4460561380256,171.4460561380256,a,0.7585201500332914,10,215,0,172.23046180198435,173.7320424580248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,11,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.23244684701785,174.23244684701785,174.23244684701785,174.23244684701785,174.23244684701785,174.23244684701785,174.23244684701785,174.23244684701785,174.23244684701785,174.23244684701785,l,0.8349809180363081,1,216,0,175.10014010802843,176.60162731900346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,3,0,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.10229880001862,177.10229880001862,177.10229880001862,177.10229880001862,177.10229880001862,177.10229880001862,177.10229880001862,177.10229880001862,177.10229880001862,177.10229880001862,a,0.7822053179843351,10,226,0,177.90301862399792,179.40490633499576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,3,1,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.90517908899346,179.90517908899346,179.90517908899346,179.90517908899346,179.90517908899346,179.90517908899346,179.90517908899346,179.90517908899346,179.90517908899346,179.90517908899346,l,0.9461613440071233,10,236,0,180.87298483302584,182.37487130903173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,3,2,38,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.87523669801885,182.87523669801885,182.87523669801885,182.87523669801885,182.87523669801885,182.87523669801885,182.87523669801885,182.87523669801885,182.87523669801885,182.87523669801885,l,0.8488352079875767,10,246,0,183.74299368698848,185.24451912299264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,2022-10-31_10h45.34.358,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.866688873590654,
