LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,1,37,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.6801447780163,859.6801447780163,859.6801447780163,859.6801447780163,859.6801447780163,859.6801447780163,859.6801447780163,859.6801447780163,859.6801447780163,859.6801447780163,l,0.8448263769969344,1,755,2,860.5479763339972,,862.0495274690038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,2,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.5501113710052,862.5501113710052,862.5501113710052,862.5501113710052,862.5501113710052,862.5501113710052,862.5501113710052,862.5501113710052,862.5501113710052,862.5501113710052,a,0.7096771979704499,10,765,2,863.2844965560071,,864.7858288480202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,3,39,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.2864298630157,865.2864298630157,865.2864298630157,865.2864298630157,865.2864298630157,865.2864298630157,865.2864298630157,865.2864298630157,865.2864298630157,865.2864298630157,l,0.8191309769754298,10,775,2,866.1374911630119,,867.6390752090083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,4,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.1397573200229,868.1397573200229,868.1397573200229,868.1397573200229,868.1397573200229,868.1397573200229,868.1397573200229,868.1397573200229,868.1397573200229,868.1397573200229,l,1.1737300399981905,1,776,2,869.341417388001,,870.8424377909978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,5,41,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.3430309249961,871.3430309249961,871.3430309249961,871.3430309249961,871.3430309249961,871.3430309249961,871.3430309249961,871.3430309249961,871.3430309249961,871.3430309249961,l,1.277281131973723,1,777,2,872.64466536502,874.1462980350188,874.1462980350188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,6,42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.6466854409955,874.6466854409955,874.6466854409955,874.6466854409955,874.6466854409955,874.6466854409955,874.6466854409955,874.6466854409955,874.6466854409955,874.6466854409955,a,1.0015554929559585,1,778,2,875.664555543015,877.1658512639988,877.1658512639988,877.6665555380168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,7,43,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.6665555380168,877.6665555380168,877.6665555380168,877.6665555380168,877.6665555380168,877.6665555380168,877.6665555380168,877.6665555380168,877.6665555380168,877.6665555380168,a,0.9517463230004068,10,788,2,878.6511384240002,,880.152692283009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,8,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.6532032450195,880.6532032450195,880.6532032450195,880.6532032450195,880.6532032450195,880.6532032450195,880.6532032450195,880.6532032450195,880.6532032450195,880.6532032450195,l,1.4523612189805135,10,798,2,882.1382636800117,,883.6400359700201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,9,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.1405365760147,884.1405365760147,884.1405365760147,884.1405365760147,884.1405365760147,884.1405365760147,884.1405365760147,884.1405365760147,884.1405365760147,884.1405365760147,a,1.1490818789752666,10,808,2,885.3085679560027,,886.810148605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,10,46,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.3106626890076,887.3106626890076,887.3106626890076,887.3106626890076,887.3106626890076,887.3106626890076,887.3106626890076,887.3106626890076,887.3106626890076,887.3106626890076,l,1.3650093059695791,1,809,2,888.6958622840175,,890.1973912490066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,11,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.6979382279969,890.6979382279969,890.6979382279969,890.6979382279969,890.6979382279969,890.6979382279969,890.6979382279969,890.6979382279969,890.6979382279969,890.6979382279969,l,0.7113871539768297,10,819,2,891.4323437809944,,892.933471168013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.5771955590171,963.0778228300042,D,167,hexagon,0.002034133009146899,956.5714398389973,958.0720870750083,958.0720870750083,958.0720870750083,961.0753367480065,961.0753367480065,961.0753367480065,961.0753367480065,0,0,None,0,961.0753367480065,962.5771955590171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.3323884640122,,Y,125,triangle,0.009113575011724606,963.5782811100071,965.0798666510091,965.0798666510091,965.0798666510091,,,,,1,1,f,0,965.8475212659978,,0.7317762589664198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971.9539912960026,,F,146,star,0.0012610999983735383,968.3167735800089,969.8185031080211,969.8185031080211,969.8185031080211,,,,,1,0,d,0,970.4525493490219,,0.6065387499693315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.5924021429964,,S,139,circle,0.0011009360023308545,972.9387870840146,974.4402578250156,974.4402578250156,974.4402578250156,,,,,1,0,f,0,975.0909739900089,,0.629588158975821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.431335027999,,H,181,triangle,0.0016062860086094588,977.5770539359946,979.0787393360224,979.0787393360224,979.0787393360224,,,,,1,0,d,0,979.9295000340207,,0.8181999889784493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.1198674560001,,B,132,hexagon,0.0012439690181054175,982.4157206450182,983.9171734690026,983.9171734690026,983.9171734690026,,,,,1,0,d,0,984.6181561760022,,0.6706988539663143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.824742368015,,W,160,star,0.0010605460265651345,987.1040342049964,988.6057314590144,988.6057314590144,988.6057314590144,,,,,1,0,f,0,989.3231223910116,,0.6970926799986046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.980496011005,,U,174,circle,0.001471419003792107,991.8093753590074,993.3109989229997,993.3109989229997,993.3109989229997,,,,,1,0,f,0,994.4788129010121,,1.1447562299726997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.7024504860165,,D,167,triangle,0.001155479985754937,996.9651987440011,998.466830682999,998.466830682999,998.466830682999,,,,,1,0,d,0,999.2008270189981,,0.7146662209706847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.3240851340233,,Y,125,star,0.0011327440151944757,1001.6869185900141,1003.1884249260183,1003.1884249260183,1003.1884249260183,,,,,1,0,f,0,1003.8223907110223,,0.606566364003811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.8814524210175,,S,160,triangle,0.0023175049864221364,,,,,,,,,1,0,,1,1025.3796252540196,1026.8814524210175,,1023.2941282980028,1024.7956265810062,1024.7956265810062,1024.7956265810062,k,0.5676712579734158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031.4030983240227,,U,174,circle,0.000641338003333658,,,,,,,,,1,0,,1,1029.9013877840189,,,1027.865968438011,1029.3677629909944,1029.3677629909944,1029.3677629909944,k,0.5065589299774729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.4586685709946,,H,181,hexagon,0.0011885429848916829,,,,,,,,,1,0,,1,1034.9568273879995,,,1032.3873287280148,1033.8889127360017,1033.8889127360017,1033.8889127360017,k,1.0470513929612935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.9303299230232,,D,139,star,0.0012198780023027211,,,,,,,,,1,0,,1,1039.4285018380033,,,1037.4432325430098,1038.9448048380145,1038.9448048380145,1038.9448048380145,j,0.45803981597418897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045.3684952540207,,W,125,hexagon,0.0012781819968950003,,,,,,,,,1,0,,1,1043.866798365023,,,1041.9146428060194,1043.4164295340015,1043.4164295340015,1043.4164295340015,j,0.42966232099570334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.4574695549964,,B,146,circle,0.0013228399911895394,,,,,,,,,1,0,,1,1048.9555319760111,,,1046.3526890600042,1047.8546507200226,1047.8546507200226,1047.8546507200226,j,1.0767775729764253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054.9789544540108,,Y,132,star,0.0012793880014214665,,,,,,,,,1,0,,1,1053.4772481060063,,,1051.441788156022,1052.94331955901,1052.94331955901,1052.94331955901,j,0.5118935960053932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059.684180833021,,F,167,triangle,0.0015044900064822286,,,,,,,,,1,0,,1,1058.1826111300034,,,1055.9633772100206,1057.4652223160083,1057.4652223160083,1057.4652223160083,k,0.6918417439737823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.2225342800084,,S,160,star,0.0013392670080065727,,,,,,,,,1,0,,1,1062.7210616850061,,,1060.668754659011,1062.1703915749968,1062.1703915749968,1062.1703915749968,k,0.5205551839899272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.7608178240189,,U,174,hexagon,0.0012506649945862591,,,,,,,,,1,0,,1,1067.2591413760092,,,1065.206985308003,1066.7087787930213,1066.7087787930213,1066.7087787930213,k,0.5287394659826532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,,1096.057733801019,,S,174,hexagon,0.002188029990065843,,,,,,,,,1,0,,2,,,,,,,,,,1091.7695530100027,1091.7695530100027,1091.7695530100027,1091.7695530100027,1093.2546579930058,1093.2546579930058,1093.2546579930058,1093.2546579930058,1093.271038299019,1093.271038299019,1093.271038299019,1093.271038299019,-1,letter,NA,f,1.2663205130083952,vtsPrac,1094.555848620017,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,,1100.9128915890178,,D,125,triangle,0.0005805499968118966,,,,,,,,,1,0,,2,,,,,,,,,,1097.0260914200044,1097.0260914200044,1097.0260914200044,1097.0260914200044,1098.5270162890083,1098.5270162890083,1098.5270162890083,1098.5270162890083,1098.5270162890083,1098.5270162890083,1098.5270162890083,1098.5270162890083,repeat,letter,lettRpt,d,0.8531169799680356,vtsPrac,1099.4113988979952,1100.9128915890178,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,,1105.6515239750152,,B,167,triangle,0.0012578520108945668,,,,,,,,,1,0,,2,,,,,,,,,,1101.8974133400188,1101.8974133400188,1101.8974133400188,1101.8974133400188,1103.3992599500052,1103.3992599500052,1103.3992599500052,1103.3992599500052,1103.3992599500052,1103.3992599500052,1103.3992599500052,1103.3992599500052,repeat,letter,lettRpt,d,0.7185409739904571,vtsPrac,1104.1498636530014,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,,1111.2076584350143,,H,160,star,0.0011541550047695637,,,,,,,,,0,0,,2,,,,,,,,,,1106.6367330180074,1106.6367330180074,1106.6367330180074,1106.6367330180074,1108.1377502700198,1108.1377502700198,1108.1377502700198,1108.1377502700198,1108.1377502700198,1108.1377502700198,1108.1377502700198,1108.1377502700198,switch,number,NA,j,1.5372268219653051,vtsPrac,1109.7228958549968,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,,1116.4301085690095,,S,174,hexagon,0.0013249269977677613,,,,,,,,,1,1,,2,,,,,,,,,,1112.1923170460213,1112.1923170460213,1112.1923170460213,1112.1923170460213,1113.6939121530158,1113.6939121530158,1113.6939121530158,1113.6939121530158,1113.6939121530158,1113.6939121530158,1113.6939121530158,1113.6939121530158,switch,letter,lettSwt,f,1.2022761269763578,vtsPrac,1114.9285035950015,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,,1120.9852121300064,,D,125,star,0.0011109199840575457,,,,,,,,,1,0,,2,,,,,,,,,,1117.414511445997,1117.414511445997,1117.414511445997,1117.414511445997,1118.9164433499973,1118.9164433499973,1118.9164433499973,1118.9164433499973,1118.9164433499973,1118.9164433499973,1118.9164433499973,1118.9164433499973,switch,number,numSwt,j,0.5471170769887976,vtsPrac,1119.4835265699949,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,,1125.790486145008,,B,167,star,0.0013413620181381702,,,,,,,,,1,0,,2,,,,,,,,,,1121.9695316890138,1121.9695316890138,1121.9695316890138,1121.9695316890138,1123.4713538100186,1123.4713538100186,1123.4713538100186,1123.4713538100186,1123.4713538100186,1123.4713538100186,1123.4713538100186,1123.4713538100186,switch,letter,lettSwt,d,0.7851414369652048,vtsPrac,1124.2886065659986,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,,1130.4789007210056,,H,160,circle,0.0012915980187244713,,,,,,,,,1,0,,2,,,,,,,,,,1126.774782182998,1126.774782182998,1126.774782182998,1126.774782182998,1128.2765986250015,1128.2765986250015,1128.2765986250015,1128.2765986250015,1128.2765986250015,1128.2765986250015,1128.2765986250015,1128.2765986250015,switch,number,numSwt,k,0.6840701639885083,vtsPrac,1128.97744667402,1130.4789007210056,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,,1134.9671724229993,,Y,160,star,0.0008200700103770941,,,,,,,,,1,0,,2,,,,,,,,,,1131.4632398500107,1131.4632398500107,1131.4632398500107,1131.4632398500107,1132.9649461450172,1132.9649461450172,1132.9649461450172,1132.9649461450172,1132.9649461450172,1132.9649461450172,1132.9649461450172,1132.9649461450172,repeat,number,numRpt,k,0.47346592997200787,vtsPrac,1133.465400290006,,,,,,,,,,,,,,,,,,,,,,,,,60300,2022-11-22_08h04.11.743,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.21672552549697,
