LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.80201329593547,space,32.31644557113759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43487,2022-11-22_08h04.00.940,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.03953091527554,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.11498653003946,304.11498653003946,304.11498653003946,304.11498653003946,304.11498653003946,304.11498653003946,304.11498653003946,304.11498653003946,304.11498653003946,304.11498653003946,l,3.109227813081816,1,1,0,307.2445839019492,308.75939064403065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43487,2022-11-22_08h04.00.940,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.03953091527554,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.2597724569496,309.2597724569496,309.2597724569496,309.2597724569496,309.2597724569496,309.2597724569496,309.2597724569496,309.2597724569496,309.2597724569496,309.2597724569496,l,0.9116289969533682,10,11,0,310.1978297610767,311.7122772030998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43487,2022-11-22_08h04.00.940,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.03953091527554,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.2127085670363,312.2127085670363,312.2127085670363,312.2127085670363,312.2127085670363,312.2127085670363,312.2127085670363,312.2127085670363,312.2127085670363,312.2127085670363,a,0.9178727080579847,1,12,0,313.163435916882,314.66344166593626,314.66344166593626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43487,2022-11-22_08h04.00.940,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.03953091527554,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.1652978430502,315.1652978430502,315.1652978430502,315.1652978430502,315.1652978430502,315.1652978430502,315.1652978430502,315.1652978430502,315.1652978430502,315.1652978430502,l,2.0383661868982017,10,22,0,317.23439263994806,318.74992874404415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43487,2022-11-22_08h04.00.940,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.03953091527554,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.24995733005926,319.24995733005926,319.24995733005926,319.24995733005926,319.24995733005926,319.24995733005926,319.24995733005926,319.24995733005926,319.24995733005926,319.24995733005926,l,1.565401995088905,1,23,0,320.8376614660956,322.353195277974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43487,2022-11-22_08h04.00.940,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.03953091527554,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.85332179488614,322.85332179488614,322.85332179488614,322.85332179488614,322.85332179488614,322.85332179488614,322.85332179488614,322.85332179488614,322.85332179488614,322.85332179488614,l,4.116119530051947,1,24,0,326.98996533290483,328.4904438511003,328.4904438511003,328.9906808680389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43487,2022-11-22_08h04.00.940,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.03953091527554,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.9906808680389,328.9906808680389,328.9906808680389,328.9906808680389,328.9906808680389,328.9906808680389,328.9906808680389,328.9906808680389,328.9906808680389,328.9906808680389,l,1.0267979130148888,1,25,0,330.04609069996513,331.5603192988783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43487,2022-11-22_08h04.00.940,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.03953091527554,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.06029183603823,332.06029183603823,332.06029183603823,332.06029183603823,332.06029183603823,332.06029183603823,332.06029183603823,332.06029183603823,332.06029183603823,332.06029183603823,l,1.850677722133696,10,35,0,333.93024510587566,335.430035358062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43487,2022-11-22_08h04.00.940,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.03953091527554,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,8,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.93002674006857,335.93002674006857,335.93002674006857,335.93002674006857,335.93002674006857,335.93002674006857,335.93002674006857,335.93002674006857,335.93002674006857,335.93002674006857,a,1.400739576201886,10,45,0,337.34722567605786,338.84798386204056,338.84798386204056,339.34809062606655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43487,2022-11-22_08h04.00.940,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.03953091527554,
