LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.04045003000647,381.04045003000647,381.04045003000647,381.04045003000647,381.04045003000647,381.04045003000647,381.04045003000647,381.04045003000647,381.04045003000647,381.04045003000647,l,1.1582072890014388,1,498,2,382.225140480994,383.7268259380071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.22735681800987,384.22735681800987,384.22735681800987,384.22735681800987,384.22735681800987,384.22735681800987,384.22735681800987,384.22735681800987,384.22735681800987,384.22735681800987,l,0.6044824779964983,10,508,2,384.86150964398985,386.36317548400257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.8628333180095,386.8628333180095,386.8628333180095,386.8628333180095,386.8628333180095,386.8628333180095,386.8628333180095,386.8628333180095,386.8628333180095,386.8628333180095,a,0.7707623210153542,1,509,2,387.6642359539983,389.1661727220053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.6667885159841,389.6667885159841,389.6667885159841,389.6667885159841,389.6667885159841,389.6667885159841,389.6667885159841,389.6667885159841,389.6667885159841,389.6667885159841,a,0.8587789759912994,1,510,2,390.55103853100445,392.0526876570075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.5531610309845,392.5531610309845,392.5531610309845,392.5531610309845,392.5531610309845,392.5531610309845,392.5531610309845,392.5531610309845,392.5531610309845,392.5531610309845,a,0.8078230149985757,1,511,2,393.38744681098615,394.8893278299947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.3897766699956,395.3897766699956,395.3897766699956,395.3897766699956,395.3897766699956,395.3897766699956,395.3897766699956,395.3897766699956,395.3897766699956,395.3897766699956,a,0.5349249349965248,10,521,2,395.9569353009865,397.4586643189832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,11,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.9592556889984,397.9592556889984,397.9592556889984,397.9592556889984,397.9592556889984,397.9592556889984,397.9592556889984,397.9592556889984,397.9592556889984,397.9592556889984,l,0.5416245629894547,10,531,2,398.52670249098446,400.027998998994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,0,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.52848576399265,400.52848576399265,400.52848576399265,400.52848576399265,400.52848576399265,400.52848576399265,400.52848576399265,400.52848576399265,400.52848576399265,400.52848576399265,a,0.5498114259971771,1,532,2,401.0959228349966,402.59774364798795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,1,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.0980464830063,403.0980464830063,403.0980464830063,403.0980464830063,403.0980464830063,403.0980464830063,403.0980464830063,403.0980464830063,403.0980464830063,403.0980464830063,l,0.5565567550074775,1,533,2,403.6821083659888,405.1838760130049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,2,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.6845679479884,405.6845679479884,405.6845679479884,405.6845679479884,405.6845679479884,405.6845679479884,405.6845679479884,405.6845679479884,405.6845679479884,405.6845679479884,l,0.7928710400010459,10,543,2,406.50203082399094,408.0037968159886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,3,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.5041634159861,408.5041634159861,408.5041634159861,408.5041634159861,408.5041634159861,408.5041634159861,408.5041634159861,408.5041634159861,408.5041634159861,408.5041634159861,a,0.797446985001443,10,553,2,409.3219491140044,410.8234019849915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,4,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.3238633440051,411.3238633440051,411.3238633440051,411.3238633440051,411.3238633440051,411.3238633440051,411.3238633440051,411.3238633440051,411.3238633440051,411.3238633440051,l,1.2861243750085123,10,563,2,412.64201972898445,414.1435899579956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,5,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.6443337039964,414.6443337039964,414.6443337039964,414.6443337039964,414.6443337039964,414.6443337039964,414.6443337039964,414.6443337039964,414.6443337039964,414.6443337039964,l,1.418958743015537,10,573,2,416.09588171800715,417.59755618398776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,6,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.0983033340017,418.0983033340017,418.0983033340017,418.0983033340017,418.0983033340017,418.0983033340017,418.0983033340017,418.0983033340017,418.0983033340017,418.0983033340017,a,1.644384875020478,10,583,2,419.766714494006,421.2682628289913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,7,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.7688960240048,421.7688960240048,421.7688960240048,421.7688960240048,421.7688960240048,421.7688960240048,421.7688960240048,421.7688960240048,421.7688960240048,421.7688960240048,l,0.785541806020774,10,593,2,422.5865897219919,424.08821617698413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,8,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.5885611170088,424.5885611170088,424.5885611170088,424.5885611170088,424.5885611170088,424.5885611170088,424.5885611170088,424.5885611170088,424.5885611170088,424.5885611170088,a,0.8116549120168202,10,603,2,425.42278231299133,426.9245288230013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,9,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.42498697698466,427.42498697698466,427.42498697698466,427.42498697698466,427.42498697698466,427.42498697698466,427.42498697698466,427.42498697698466,427.42498697698466,427.42498697698466,l,0.6535127419920173,1,604,2,428.109114699997,429.61074600100983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,10,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.1113964410033,430.1113964410033,430.1113964410033,430.1113964410033,430.1113964410033,430.1113964410033,430.1113964410033,430.1113964410033,430.1113964410033,430.1113964410033,a,0.4993497809919063,1,605,2,430.6286185760109,432.1302737829974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,11,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.63079585999367,432.63079585999367,432.63079585999367,432.63079585999367,432.63079585999367,432.63079585999367,432.63079585999367,432.63079585999367,432.63079585999367,432.63079585999367,a,0.7014152720221318,10,615,2,433.3649012100068,434.8665977620112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,0,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.3671325609903,435.3671325609903,435.3671325609903,435.3671325609903,435.3671325609903,435.3671325609903,435.3671325609903,435.3671325609903,435.3671325609903,435.3671325609903,a,0.8346330370113719,1,616,2,436.23493383001187,437.7363870650006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,1,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.23710396300885,438.23710396300885,438.23710396300885,438.23710396300885,438.23710396300885,438.23710396300885,438.23710396300885,438.23710396300885,438.23710396300885,438.23710396300885,l,0.7662391440244392,1,617,2,439.02110862301197,440.5228087329888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,2,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.0233355269884,441.0233355269884,441.0233355269884,441.0233355269884,441.0233355269884,441.0233355269884,441.0233355269884,441.0233355269884,441.0233355269884,441.0233355269884,l,0.7814316200092435,10,627,2,441.82437252099044,443.3258463270031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,3,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.82662226699176,443.82662226699176,443.82662226699176,443.82662226699176,443.82662226699176,443.82662226699176,443.82662226699176,443.82662226699176,443.82662226699176,443.82662226699176,l,0.7343651890114415,1,628,2,444.5941069489927,446.09557578200474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,4,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.5961308669939,446.5961308669939,446.5961308669939,446.5961308669939,446.5961308669939,446.5961308669939,446.5961308669939,446.5961308669939,446.5961308669939,446.5961308669939,l,0.5740757810126524,10,638,2,447.1967511929979,448.6984774559969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,5,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.1991713400057,449.1991713400057,449.1991713400057,449.1991713400057,449.1991713400057,449.1991713400057,449.1991713400057,449.1991713400057,449.1991713400057,449.1991713400057,l,1.0084699010185432,10,648,2,450.233446697006,451.7352708079852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,6,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.23576200800017,452.23576200800017,452.23576200800017,452.23576200800017,452.23576200800017,452.23576200800017,452.23576200800017,452.23576200800017,452.23576200800017,452.23576200800017,a,0.9305213000043295,1,649,2,453.1866870689846,454.68840203399304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,7,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.1890151890111,455.1890151890111,455.1890151890111,455.1890151890111,455.1890151890111,455.1890151890111,455.1890151890111,455.1890151890111,455.1890151890111,455.1890151890111,l,0.49860599101521075,1,650,2,455.7062595629832,457.20784626499517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,8,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.7084623010014,457.7084623010014,457.7084623010014,457.7084623010014,457.7084623010014,457.7084623010014,457.7084623010014,457.7084623010014,457.7084623010014,457.7084623010014,l,0.7804286320169922,10,660,2,458.50933999801055,460.0111131129961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,9,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.51128276699455,460.51128276699455,460.51128276699455,460.51128276699455,460.51128276699455,460.51128276699455,460.51128276699455,460.51128276699455,460.51128276699455,460.51128276699455,a,0.9580243190284818,10,670,2,461.4961626470031,462.99765249999473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,10,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.4981509500067,463.4981509500067,463.4981509500067,463.4981509500067,463.4981509500067,463.4981509500067,463.4981509500067,463.4981509500067,463.4981509500067,463.4981509500067,a,0.5920769899967127,1,671,2,464.1152530070103,465.61709175500437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,11,35,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.1175525489962,466.1175525489962,466.1175525489962,466.1175525489962,466.1175525489962,466.1175525489962,466.1175525489962,466.1175525489962,466.1175525489962,466.1175525489962,l,0.7407112390210386,1,672,2,466.8851231180015,468.3869563640037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,0,36,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.88738414499676,468.88738414499676,468.88738414499676,468.88738414499676,468.88738414499676,468.88738414499676,468.88738414499676,468.88738414499676,468.88738414499676,468.88738414499676,l,0.5693922280042898,1,673,2,469.4881710050104,470.9898015889921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,1,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.4903207879979,471.4903207879979,471.4903207879979,471.4903207879979,471.4903207879979,471.4903207879979,471.4903207879979,471.4903207879979,471.4903207879979,471.4903207879979,l,0.5873634979943745,10,683,2,472.10775764199207,473.6093622529879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,2,38,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.109816857992,474.109816857992,474.109816857992,474.109816857992,474.109816857992,474.109816857992,474.109816857992,474.109816857992,474.109816857992,474.109816857992,l,0.5573036940186284,10,693,2,474.6939536189893,476.1956055719929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,3,39,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.69625199900474,476.69625199900474,476.69625199900474,476.69625199900474,476.69625199900474,476.69625199900474,476.69625199900474,476.69625199900474,476.69625199900474,476.69625199900474,l,0.6581712790066376,10,703,2,477.38006977099576,478.88175888799015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,4,40,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.38239795999834,479.38239795999834,479.38239795999834,479.38239795999834,479.38239795999834,479.38239795999834,479.38239795999834,479.38239795999834,479.38239795999834,479.38239795999834,l,0.7183617530099582,10,713,2,480.1333082120109,481.63488817200414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,5,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.13531671901,482.13531671901,482.13531671901,482.13531671901,482.13531671901,482.13531671901,482.13531671901,482.13531671901,482.13531671901,482.13531671901,l,0.6531146409979556,10,723,2,482.81953853400773,484.3210823420086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,6,42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.82162410000456,484.82162410000456,484.82162410000456,484.82162410000456,484.82162410000456,484.82162410000456,484.82162410000456,484.82162410000456,484.82162410000456,484.82162410000456,l,0.6568748780118767,1,724,2,485.50581200400484,487.00748993700836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,7,43,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.5080085689842,487.5080085689842,487.5080085689842,487.5080085689842,487.5080085689842,487.5080085689842,487.5080085689842,487.5080085689842,487.5080085689842,487.5080085689842,l,0.6250285050191451,10,734,2,488.15869035900687,489.660474119999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,8,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.1608703059901,490.1608703059901,490.1608703059901,490.1608703059901,490.1608703059901,490.1608703059901,490.1608703059901,490.1608703059901,490.1608703059901,490.1608703059901,l,0.9087923800107092,10,744,2,491.09518585700425,492.5969997649954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14066,2022-11-08_10h23.42.245,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94715633633594,
