LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,vts_fback.stopped,fix.stopped,target_resp.rt,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364.7048786759988,1364.7048786759988,1364.7048786759988,1364.7048786759988,1364.7048786759988,1364.7048786759988,1364.7048786759988,1364.7048786759988,1364.7048786759988,1364.7048786759988,a,2.41972386600537,10,55,0,1367.1414595960014,1368.6430671209964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369.1436799689982,1369.1436799689982,1369.1436799689982,1369.1436799689982,1369.1436799689982,1369.1436799689982,1369.1436799689982,1369.1436799689982,1369.1436799689982,1369.1436799689982,l,1.2597733610018622,10,65,0,1370.4284452909997,1371.9301601369953,1371.9301601369953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372.4307421260019,1372.4307421260019,1372.4307421260019,1372.4307421260019,1372.4307421260019,1372.4307421260019,1372.4307421260019,1372.4307421260019,1372.4307421260019,1372.4307421260019,l,0.6616418440025882,1,66,0,1373.1147035289978,1374.6164401259957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,0,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.1170113010012,1375.1170113010012,1375.1170113010012,1375.1170113010012,1375.1170113010012,1375.1170113010012,1375.1170113010012,1375.1170113010012,1375.1170113010012,1375.1170113010012,l,1.6002564650043496,10,76,0,1376.7353164519955,1378.2369257550017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,1,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1378.7375069350019,1378.7375069350019,1378.7375069350019,1378.7375069350019,1378.7375069350019,1378.7375069350019,1378.7375069350019,1378.7375069350019,1378.7375069350019,1378.7375069350019,l,1.3537267150022672,1,77,0,1380.122410819,1381.6241863069954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,2,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382.1247120350017,1382.1247120350017,1382.1247120350017,1382.1247120350017,1382.1247120350017,1382.1247120350017,1382.1247120350017,1382.1247120350017,1382.1247120350017,1382.1247120350017,a,0.846913219007547,10,87,0,1382.9922727209996,1384.4940080160013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,3,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384.9945573899968,1384.9945573899968,1384.9945573899968,1384.9945573899968,1384.9945573899968,1384.9945573899968,1384.9945573899968,1384.9945573899968,1384.9945573899968,1384.9945573899968,a,1.9214893329990446,1,88,0,1386.9465947200006,1388.4481962579957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,4,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1388.9489067100003,1388.9489067100003,1388.9489067100003,1388.9489067100003,1388.9489067100003,1388.9489067100003,1388.9489067100003,1388.9489067100003,1388.9489067100003,1388.9489067100003,a,0.6069396660022903,1,89,0,1389.5819150440002,1391.0843909059986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,5,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1391.5850459639987,1391.5850459639987,1391.5850459639987,1391.5850459639987,1391.5850459639987,1391.5850459639987,1391.5850459639987,1391.5850459639987,1391.5850459639987,1391.5850459639987,l,0.5866911200064351,10,99,0,1392.2024370779982,1393.7039711079997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,6,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.2045907669963,1394.2045907669963,1394.2045907669963,1394.2045907669963,1394.2045907669963,1394.2045907669963,1394.2045907669963,1394.2045907669963,1394.2045907669963,1394.2045907669963,l,0.6957430930051487,1,100,0,1394.9219587799962,1396.4237601869972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,7,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.924334358002,1396.924334358002,1396.924334358002,1396.924334358002,1396.924334358002,1396.924334358002,1396.924334358002,1396.924334358002,1396.924334358002,1396.924334358002,l,1.2396194920074777,10,110,0,1398.1925028319965,1399.6939308229994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,8,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.1945340480015,1400.1945340480015,1400.1945340480015,1400.1945340480015,1400.1945340480015,1400.1945340480015,1400.1945340480015,1400.1945340480015,1400.1945340480015,1400.1945340480015,a,0.7532245610054815,10,120,0,1400.978794745999,1402.4804419939974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,9,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402.9809846610005,1402.9809846610005,1402.9809846610005,1402.9809846610005,1402.9809846610005,1402.9809846610005,1402.9809846610005,1402.9809846610005,1402.9809846610005,1402.9809846610005,a,0.631318938008917,10,130,0,1403.6317091960009,1405.133526163001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,10,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405.6339907799993,1405.6339907799993,1405.6339907799993,1405.6339907799993,1405.6339907799993,1405.6339907799993,1405.6339907799993,1405.6339907799993,1405.6339907799993,1405.6339907799993,l,1.138035084004514,10,140,0,1406.8020636329966,1408.3036435699978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,11,23,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408.8041060499963,1408.8041060499963,1408.8041060499963,1408.8041060499963,1408.8041060499963,1408.8041060499963,1408.8041060499963,1408.8041060499963,1408.8041060499963,1408.8041060499963,l,0.6798195880037383,10,150,0,1409.504870331999,1411.0065560189978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,0,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411.5071053639986,1411.5071053639986,1411.5071053639986,1411.5071053639986,1411.5071053639986,1411.5071053639986,1411.5071053639986,1411.5071053639986,1411.5071053639986,1411.5071053639986,a,0.8249656520056305,10,160,0,1412.358209770995,1413.8597991790011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,1,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.3602088449989,1414.3602088449989,1414.3602088449989,1414.3602088449989,1414.3602088449989,1414.3602088449989,1414.3602088449989,1414.3602088449989,1414.3602088449989,1414.3602088449989,l,0.6029985410059453,10,170,0,1414.9943303740001,1416.4958912579968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,2,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416.9964117560012,1416.9964117560012,1416.9964117560012,1416.9964117560012,1416.9964117560012,1416.9964117560012,1416.9964117560012,1416.9964117560012,1416.9964117560012,1416.9964117560012,l,1.2874258430019836,10,180,0,1418.314618065,1419.816347674001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,3,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.3168074279965,1420.3168074279965,1420.3168074279965,1420.3168074279965,1420.3168074279965,1420.3168074279965,1420.3168074279965,1420.3168074279965,1420.3168074279965,1420.3168074279965,l,0.4714368440036196,10,190,0,1420.8175175649958,1422.3190945109964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,4,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.8196668659948,1422.8196668659948,1422.8196668659948,1422.8196668659948,1422.8196668659948,1422.8196668659948,1422.8196668659948,1422.8196668659948,1422.8196668659948,1422.8196668659948,a,0.9354698060051305,10,200,0,1423.7873022200001,1425.2889967509982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,5,29,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.7894563969967,1425.7894563969967,1425.7894563969967,1425.7894563969967,1425.7894563969967,1425.7894563969967,1425.7894563969967,1425.7894563969967,1425.7894563969967,1425.7894563969967,l,0.9588294390050578,10,210,0,1426.7738807060014,1428.275562486997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,6,30,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.776055440001,1428.776055440001,1428.776055440001,1428.776055440001,1428.776055440001,1428.776055440001,1428.776055440001,1428.776055440001,1428.776055440001,1428.776055440001,a,0.7801435490036965,1,211,0,1429.5768698629981,1431.0787185020017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,7,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.5792786029997,1431.5792786029997,1431.5792786029997,1431.5792786029997,1431.5792786029997,1431.5792786029997,1431.5792786029997,1431.5792786029997,1431.5792786029997,1431.5792786029997,a,0.952789984003175,10,221,0,1432.563663203,1434.0651176350002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,8,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434.5657383209982,1434.5657383209982,1434.5657383209982,1434.5657383209982,1434.5657383209982,1434.5657383209982,1434.5657383209982,1434.5657383209982,1434.5657383209982,1434.5657383209982,a,1.03750938000303,10,231,0,1435.6337654909948,1437.135490695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,9,33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437.6360292050013,1437.6360292050013,1437.6360292050013,1437.6360292050013,1437.6360292050013,1437.6360292050013,1437.6360292050013,1437.6360292050013,1437.6360292050013,1437.6360292050013,a,0.4721962620023987,10,241,0,1438.1364375139965,1439.638201834001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61261,2022-10-26_14h46.38.686,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.977512629804274,
