LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427.5465195369907,,F,181,star,0.001142274122685194,1422.157311683055,1423.6589327719994,1423.6589327719994,1423.6589327719994,1,0,d,2.364916159072891,0,1426.0449132828508,1427.5465195369907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434.5043897819705,,H,160,triangle,0.0012121300678700209,1428.5309216249734,1430.0327375249472,1430.0327375249472,1430.0327375249472,1,0,d,2.943648010957986,0,1433.0023753780406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439.876715017017,,Y,125,hexagon,0.0012144320644438267,1435.4886386110447,1436.990117750829,1436.990117750829,1436.990117750829,1,0,f,1.364043298177421,0,1438.3750847298652,1439.876715017017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444.9657101398334,,B,167,circle,0.000900499988347292,1440.8617731349077,1442.3628394820262,1442.3628394820262,1442.3628394820262,1,0,d,1.0760690399911255,0,1443.464143211022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.1714639998972,,U,139,triangle,0.0011515561491250992,1445.9500304160174,1447.451639950974,1447.451639950974,1447.451639950974,1,0,f,1.1963005259167403,0,1448.6698544018436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454.9102473668754,,D,132,hexagon,0.0014054400380700827,1451.1559571330436,1452.6576545860153,1452.6576545860153,1452.6576545860153,1,0,d,0.727863937150687,0,1453.4083822430111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480.6718550508376,,Y,125,circle,0.0017983948346227407,,,,,1,0,,,1,1479.1702777708415,1480.6718550508376,1476.133557536872,1477.6351834498346,1477.6351834498346,1477.6351834498346,j,1.5140349681023508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.4770810080227,,D,139,triangle,0.0009176558814942837,,,,,1,0,,,1,1483.9753165249713,,1481.6562151068356,1483.1579137719236,1483.1579137719236,1483.1579137719236,j,0.7961138940881938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490.316079315031,,S,174,hexagon,0.0012486400082707405,,,,,1,0,,,1,1488.814227445051,,1486.4614196768962,1487.963233500952,1487.963233500952,1487.963233500952,k,0.8182614212855697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495.1710038669407,,H,132,star,0.0014078731182962656,,,,,1,0,,,1,1493.6695417598821,,1491.300053235842,1492.8017165770289,1492.8017165770289,1492.8017165770289,j,0.8403212900739163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.3268246129155,,B,146,triangle,0.0014235670678317547,,,,,1,0,,,1,1498.8251512229908,,1496.1556565929204,1497.6572300810367,1497.6572300810367,1497.6572300810367,j,1.135966407135129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505.6494366808329,,F,167,star,0.0012353567872196436,,,,,0,0,,,1,1504.1643555208575,,1501.3112173520494,1502.8129741200246,1502.8129741200246,1502.8129741200246,j,1.3130912901833653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510.3713638558984,,U,160,circle,0.0011070359032601118,,,,,0,1,,,1,1508.869667120045,,1506.6339454809204,1508.1355325980112,1508.1355325980112,1508.1355325980112,j,0.7044365492183715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515.3099590709899,,W,181,hexagon,0.001289515057578683,,,,,0,1,,,1,1513.80814852193,,1511.3555917020421,1512.8574719680473,1512.8574719680473,1512.8574719680473,j,0.923312921077013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.2987592800055,,Y,125,hexagon,0.0012587429955601692,,,,,1,1,,,1,1518.7984867179766,,1516.2944821799174,1517.795996721834,1517.795996721834,1517.795996721834,j,0.9791646341327578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525.1543559278361,,D,139,circle,0.0011300179176032543,,,,,1,0,,,1,1523.6526827299967,,1521.2832342430484,1522.7848064559512,1522.7848064559512,1522.7848064559512,j,0.8409465281292796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535.3819708570372,,W,125,circle,0.001976258121430874,,,,,1,0,,,2,1533.8805830348283,1535.3819708570372,1531.6779395169578,1533.179706956027,1533.179706956027,1533.179706956027,j,0.6706538631115109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540.0375564608257,,Y,132,triangle,0.0009513888508081436,,,,,1,0,,,2,1538.5356290009804,,1536.366699072998,1537.8683831568342,1537.8683831568342,1537.8683831568342,j,0.6416998072527349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544.8428651699796,,B,167,hexagon,0.0013418470043689013,,,,,1,0,,,2,1543.3409563209862,,1541.0215700408444,1542.5234076068737,1542.5234076068737,1542.5234076068737,k,0.7919444201979786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549.6979136709124,,D,181,star,0.0012381989508867264,,,,,1,0,,,2,1548.1961631849408,,1545.8271160928998,1547.3289469659794,1547.3289469659794,1547.3289469659794,k,0.8441667072474957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554.503391470993,,H,160,star,0.0012402059510350227,,,,,1,0,,,2,1553.0014635669068,,1550.6823805619497,1552.1839222328272,1552.1839222328272,1552.1839222328272,k,0.7927426211535931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1559.2250265430193,,U,174,circle,0.0012860170099884272,,,,,1,0,,,2,1557.723602610873,,1555.4878148660064,1556.9893105130177,1556.9893105130177,1556.9893105130177,k,0.7022397632244974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563.9304349150043,,S,139,hexagon,0.0010604250710457563,,,,,1,0,,,2,1562.4287785328925,,1560.2096134198364,1561.7112235878594,1561.7112235878594,1561.7112235878594,j,0.6845413101837039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.5687817549333,,F,146,triangle,0.0011921811383217573,,,,,1,0,,,2,1567.0670651800465,,1564.9147188810166,1566.4162181660067,1566.4162181660067,1566.4162181660067,j,0.6245671061333269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573.3907317498233,,W,125,circle,0.0013515569735318422,,,,,1,0,,,2,1571.8889762980398,1573.3907317498233,1569.5531276548281,1571.054531696951,1571.054531696951,1571.054531696951,j,0.8021421381272376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1578.262749077985,,Y,132,triangle,0.0005761848296970129,,,,,1,0,,,2,1576.761112737935,,1574.3751495520119,1575.8770706129726,1575.8770706129726,1575.8770706129726,j,0.8518788581714034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,1628.7851728228852,,W,181,star,0.0029432568699121475,,,,,0,0,,,3,,,,,,,,,1623.8798641818576,1623.8798641818576,1623.8798641818576,1623.8798641818576,1625.3648098378908,1625.3648098378908,1625.3648098378908,1625.3648098378908,1625.3816074149217,1625.3816074149217,1625.3816074149217,1625.3816074149217,-1,number,NA,j,1.8786692400462925,vtsPrac,1627.283690516837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,1635.5092669508886,,H,146,circle,0.0009346138685941696,,,,,1,1,,,3,,,,,,,,,1629.7539022129495,1629.7539022129495,1629.7539022129495,1629.7539022129495,1631.2548857908696,1631.2548857908696,1631.2548857908696,1631.2548857908696,1631.2548857908696,1631.2548857908696,1631.2548857908696,1631.2548857908696,repeat,number,numRpt,j,2.727776176063344,vtsPrac,1634.0243089299183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,1641.5827454510145,,B,125,circle,0.0011512220371514559,,,,,1,0,,,3,,,,,,,,,1636.4948640018702,1636.4948640018702,1636.4948640018702,1636.4948640018702,1637.995304472046,1637.995304472046,1637.995304472046,1637.995304472046,1637.995304472046,1637.995304472046,1637.995304472046,1637.995304472046,repeat,number,numRpt,j,2.0533083309419453,vtsPrac,1640.0812298429664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,1646.3214027369395,,S,132,star,0.0012953199911862612,,,,,1,0,,,3,,,,,,,,,1642.5677468460053,1642.5677468460053,1642.5677468460053,1642.5677468460053,1644.0687613219488,1644.0687613219488,1644.0687613219488,1644.0687613219488,1644.0687613219488,1644.0687613219488,1644.0687613219488,1644.0687613219488,repeat,number,numRpt,j,0.7262662861030549,vtsPrac,1644.8196384359617,1646.3214027369395,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,1651.1600474119186,,W,181,triangle,0.000993622001260519,,,,,1,0,,,3,,,,,,,,,1647.305710311979,1647.305710311979,1647.305710311979,1647.305710311979,1648.807517716894,1648.807517716894,1648.807517716894,1648.807517716894,1648.807517716894,1648.807517716894,1648.807517716894,1648.807517716894,switch,letter,lettSwt,f,0.8248039272148162,vtsPrac,1649.6583315099124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,1658.0341907718685,,H,146,star,0.001275544986128807,,,,,1,0,,,3,,,,,,,,,1652.144504843047,1652.144504843047,1652.144504843047,1652.144504843047,1653.6460390929133,1653.6460390929133,1653.6460390929133,1653.6460390929133,1653.6460390929133,1653.6460390929133,1653.6460390929133,1653.6460390929133,repeat,letter,lettRpt,d,2.860590125899762,vtsPrac,1656.5323316319846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,1663.373443966033,,B,125,circle,0.001368131022900343,,,,,1,0,,,3,,,,,,,,,1659.0186466700397,1659.0186466700397,1659.0186466700397,1659.0186466700397,1660.520390767837,1660.520390767837,1660.520390767837,1660.520390767837,1660.520390767837,1660.520390767837,1660.520390767837,1660.520390767837,switch,number,numSwt,j,1.3310109921731055,vtsPrac,1661.8716241719667,1663.373443966033,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,1668.312312226044,,S,132,hexagon,0.0010692409705370665,,,,,1,0,,,3,,,,,,,,,1664.3578317658976,1664.3578317658976,1664.3578317658976,1664.3578317658976,1665.8594605859835,1665.8594605859835,1665.8594605859835,1665.8594605859835,1665.8594605859835,1665.8594605859835,1665.8594605859835,1665.8594605859835,switch,letter,lettSwt,f,0.9190547252073884,vtsPrac,1666.810464979848,1668.312312226044,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,1673.017361166887,,Y,174,hexagon,0.0012089700903743505,,,,,1,0,,,3,,,,,,,,,1669.2969195349142,1669.2969195349142,1669.2969195349142,1669.2969195349142,1670.7983673098497,1670.7983673098497,1670.7983673098497,1670.7983673098497,1670.7983673098497,1670.7983673098497,1670.7983673098497,1670.7983673098497,repeat,letter,lettRpt,f,0.6846431090962142,vtsPrac,1671.5156394699588,1673.017361166887,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,1679.6247616158798,,W,160,circle,0.0011053008493036032,,,,,1,0,,,3,,,,,,,,,1674.0017829299904,1674.0017829299904,1674.0017829299904,1674.0017829299904,1675.503320937045,1675.503320937045,1675.503320937045,1675.503320937045,1675.503320937045,1675.503320937045,1675.503320937045,1675.503320937045,switch,number,numSwt,k,2.5935844781342894,vtsPrac,1678.1229641230311,1679.6247616158798,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,1685.0303330249153,,H,181,hexagon,0.0011230770032852888,,,,,1,0,,,3,,,,,,,,,1680.6090852080379,1680.6090852080379,1680.6090852080379,1680.6090852080379,1682.1107805848587,1682.1107805848587,1682.1107805848587,1682.1107805848587,1682.1107805848587,1682.1107805848587,1682.1107805848587,1682.1107805848587,switch,letter,lettSwt,d,1.399754072073847,vtsPrac,1683.528950986918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,1690.3864830660168,,S,146,star,0.0013294161763042212,,,,,1,0,,,3,,,,,,,,,1686.0149341679644,1686.0149341679644,1686.0149341679644,1686.0149341679644,1687.5167351558339,1687.5167351558339,1687.5167351558339,1687.5167351558339,1687.5167351558339,1687.5167351558339,1687.5167351558339,1687.5167351558339,switch,number,numSwt,j,1.3476076410152018,vtsPrac,1688.8849491009023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,1695.992637194926,,S,146,hexagon,0.0010455730371177197,,,,,1,0,,,3,,,,,,,,,1691.3708987359423,1691.3708987359423,1691.3708987359423,1691.3708987359423,1692.8726579109207,1692.8726579109207,1692.8726579109207,1692.8726579109207,1692.8726579109207,1692.8726579109207,1692.8726579109207,1692.8726579109207,switch,letter,lettSwt,f,1.5950273980852216,vtsPrac,1694.4910258620512,1695.992637194926,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,1701.0983058658894,,Y,181,triangle,0.0011288991663604975,,,,,1,0,,,3,,,,,,,,,1696.9771905369125,1696.9771905369125,1696.9771905369125,1696.9771905369125,1698.4788266378455,1698.4788266378455,1698.4788266378455,1698.4788266378455,1698.4788266378455,1698.4788266378455,1698.4788266378455,1698.4788266378455,switch,number,numSwt,k,1.0855236891657114,vtsPrac,1699.59654107783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,2022-11-10_11h16.40.857,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.217507348821094,
