LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,vts_fback.stopped,fix.stopped,target_resp.rt,blockNum,norew_fback.started,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1289.349450187001,,D,132,circle,0.0013411690015345812,,,,,1,0,,,,,,,,,,,1285.3392219439993,1285.3392219439993,1285.3392219439993,1285.3392219439993,1286.8469924689998,1286.8469924689998,1286.8469924689998,1286.8469924689998,1286.8469924689998,1286.8469924689998,1286.8469924689998,1286.8469924689998,,,,,switch,letter,lettSwt,d,noRew,,,,0.9741324670176255,0,1287.8480991779943,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1294.4886155150016,,U,167,hexagon,0.0014836300106253475,,,,,1,0,,,,,,,,,,,1290.3309876249987,1290.3309876249987,1290.3309876249987,1290.3309876249987,1291.8356751279935,1291.8356751279935,1291.8356751279935,1291.8356751279935,1291.8356751279935,1291.8356751279935,1291.8356751279935,1291.8356751279935,,,,,switch,number,numSwt,k,noRew,,,,1.1297967580176191,0,1292.9870793129958,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1299.3608276299929,,W,146,circle,0.0017710459942463785,,,,,1,0,,,,,,,,,,,1295.4665519599948,1295.4665519599948,1295.4665519599948,1295.4665519599948,1296.974945911992,1296.974945911992,1296.974945911992,1296.974945911992,1296.974945911992,1296.974945911992,1296.974945911992,1296.974945911992,,,,,switch,letter,lettSwt,f,noRew,,,,0.8543296270217979,0,1297.8591217779904,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1304.2996383149875,,Y,139,hexagon,0.0016723840089980513,,,,,1,0,,,,,,,,,,,1300.3396555219952,1300.3396555219952,1300.3396555219952,1300.3396555219952,1301.8467700909969,1301.8467700909969,1301.8467700909969,1301.8467700909969,1301.8467700909969,1301.8467700909969,1301.8467700909969,1301.8467700909969,,,,,switch,number,numSwt,j,noRew,,,,0.9261204740178073,0,1302.7978433579992,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1310.890278255989,,Y,160,circle,0.001675713006989099,,,,,1,0,,,,,,,,,,,1305.2787346729892,1305.2787346729892,1305.2787346729892,1305.2787346729892,1306.7855052059895,1306.7855052059895,1306.7855052059895,1306.7855052059895,1306.7855052059895,1306.7855052059895,1306.7855052059895,1306.7855052059895,,,,,switch,letter,lettSwt,f,noRew,,,,2.5718173180066515,0,1309.3884801589884,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1315.8956238179962,,F,181,triangle,0.0015503119939239696,,,,,1,0,,,,,,,,,,,1311.8693914350006,1311.8693914350006,1311.8693914350006,1311.8693914350006,1313.3763819109881,1313.3763819109881,1313.3763819109881,1313.3763819109881,1313.3763819109881,1313.3763819109881,1313.3763819109881,1313.3763819109881,,,,,switch,number,numSwt,k,noRew,,,,0.997276434005471,0,1314.3940226449922,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1322.4528058559954,,B,125,circle,0.0014096700033405796,,,,,1,0,,,,,,,,,,,1316.875032469994,1316.875032469994,1316.875032469994,1316.875032469994,1318.3817605840013,1318.3817605840013,1318.3817605840013,1318.3817605840013,1318.3817605840013,1318.3817605840013,1318.3817605840013,1318.3817605840013,,,,,switch,letter,lettSwt,d,noRew,,,,2.5429429130163044,0,1320.9511694749963,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1327.7587179269904,,H,174,hexagon,0.0015452020015800372,,,,,1,0,,,,,,,,,,,1323.4342136499909,1323.4342136499909,1323.4342136499909,1323.4342136499909,1324.9388081840007,1324.9388081840007,1324.9388081840007,1324.9388081840007,1324.9388081840007,1324.9388081840007,1324.9388081840007,1324.9388081840007,,,,,switch,number,numSwt,k,noRew,,,,1.2993798910174519,0,1326.2571150939912,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1332.9478367959964,,B,125,triangle,0.0016356160049326718,,,,,1,0,,,,,,,,,,,1328.7398870939942,1328.7398870939942,1328.7398870939942,1328.7398870939942,1330.2448226069973,1330.2448226069973,1330.2448226069973,1330.2448226069973,1330.2448226069973,1330.2448226069973,1330.2448226069973,1330.2448226069973,,,,,switch,letter,lettSwt,d,noRew,,,,1.17712098400807,0,1331.4460591489915,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1338.1034099419921,,S,160,hexagon,0.001639087000512518,,,,,1,0,,,,,,,,,,,1333.9263053210016,1333.9263053210016,1333.9263053210016,1333.9263053210016,1335.4338660179928,1335.4338660179928,1335.4338660179928,1335.4338660179928,1335.4338660179928,1335.4338660179928,1335.4338660179928,1335.4338660179928,,,,,switch,number,numSwt,k,noRew,,,,1.1399515619996237,0,1336.601732449999,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1343.5928120889876,,H,174,circle,0.0015671630098950118,,,,,1,0,,,,,,,,,,,1339.0827397309913,1339.0827397309913,1339.0827397309913,1339.0827397309913,1340.5895636349887,1340.5895636349887,1340.5895636349887,1340.5895636349887,1340.5895636349887,1340.5895636349887,1340.5895636349887,1340.5895636349887,,,,,switch,letter,lettSwt,d,noRew,,,,1.4722263240109896,0,1342.0910979670007,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1348.698561593992,,F,132,triangle,0.0015225109964376315,,,,,1,0,,,,,,,,,,,1344.572102524995,1344.572102524995,1344.572102524995,1344.572102524995,1346.078869534991,1346.078869534991,1346.078869534991,1346.078869534991,1346.078869534991,1346.078869534991,1346.078869534991,1346.078869534991,,,,,repeat,letter,lettRpt,d,noRew,,,,1.0863736030005384,0,1347.1968506150006,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1353.7207092499884,,B,139,star,0.0015324950072681531,,,,,1,0,,,,,,,,,,,1349.6797699159943,1349.6797699159943,1349.6797699159943,1349.6797699159943,1351.1846239430015,1351.1846239430015,1351.1846239430015,1351.1846239430015,1351.1846239430015,1351.1846239430015,1351.1846239430015,1351.1846239430015,,,,,switch,number,numSwt,j,noRew,,,,1.0130557210068218,0,1352.2189286039938,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1358.742969023995,,U,174,circle,0.0016933089937083423,,,,,1,0,,,,,,,,,,,1354.6994332819886,1354.6994332819886,1354.6994332819886,1354.6994332819886,1356.2068287159927,1356.2068287159927,1356.2068287159927,1356.2068287159927,1356.2068287159927,1356.2068287159927,1356.2068287159927,1356.2068287159927,,,,,repeat,number,numRpt,k,noRew,,,,1.0150113760173554,0,1357.241184183993,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1364.4158051080012,,F,160,hexagon,0.0017624770116526634,,,,,1,0,,,,,,,,,,,1359.7241017699998,1359.7241017699998,1359.7241017699998,1359.7241017699998,1361.2290349940013,1361.2290349940013,1361.2290349940013,1361.2290349940013,1361.2290349940013,1361.2290349940013,1361.2290349940013,1361.2290349940013,,,,,repeat,number,numRpt,k,noRew,,,,1.6570249020005576,0,1362.9143523499952,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1370.1220839989983,,Y,132,triangle,0.0014857569913147017,,,,,1,0,,,,,,,,,,,1365.395245298001,1365.395245298001,1365.395245298001,1365.395245298001,1366.9019354819902,1366.9019354819902,1366.9019354819902,1366.9019354819902,1366.9019354819902,1366.9019354819902,1366.9019354819902,1366.9019354819902,,,,,repeat,number,numRpt,j,noRew,,,,1.6949435010174057,0,1368.620647978998,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,10,829,,,1408.8982251650013,,F,160,circle,0.001990984004805796,,,,,1,0,,,,,,,,,,,1404.273892266996,1404.273892266996,1404.273892266996,1404.273892266996,1405.7782353429939,1405.7782353429939,1405.7782353429939,1405.7782353429939,1405.7782353429939,1405.7782353429939,1405.7782353429939,1405.7782353429939,,,,,switch,letter,lettSwt,d,Lo,,,,1.5864110970142065,0,,space,5.475108077007462,high,1407.396639804996,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,1,830,,,1414.0373550059885,,W,139,hexagon,0.0014871669991407543,,,,,1,0,,,,,,,,,,,1409.8774480229913,1409.8774480229913,1409.8774480229913,1409.8774480229913,1411.38431795199,1411.38431795199,1411.38431795199,1411.38431795199,1411.38431795199,1411.38431795199,1411.38431795199,1411.38431795199,,,,,switch,number,numSwt,j,Lo,,,,1.1339847160124918,0,,,,high,1412.5362128109991,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,0,830,,,1419.1262202319922,,B,174,star,0.0014891409955453128,,,,,1,0,,,,,,,,,,,1415.0164827929984,1415.0164827929984,1415.0164827929984,1415.0164827929984,1416.5232821620011,1416.5232821620011,1416.5232821620011,1416.5232821620011,1416.5232821620011,1416.5232821620011,1416.5232821620011,1416.5232821620011,,,,,switch,letter,lettSwt,d,Hi,,,,1.082889581011841,0,,,,high,1417.6307083369902,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,0,830,,,1424.4487518069946,,H,132,triangle,0.0012080579908797517,,,,,1,0,,,,,,,,,,,1420.1040217400005,1420.1040217400005,1420.1040217400005,1420.1040217400005,1421.6122034569999,1421.6122034569999,1421.6122034569999,1421.6122034569999,1421.6122034569999,1421.6122034569999,1421.6122034569999,1421.6122034569999,,,,,switch,number,numSwt,j,Hi,,,,1.3050502440164564,0,,,,high,1422.9471783119952,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,0,830,,,1428.9203715859912,,D,181,star,0.0017470089951530099,,,,,0,0,,,,,,,,,,,1425.4279793599999,1425.4279793599999,1425.4279793599999,1425.4279793599999,1426.934792740998,1426.934792740998,1426.934792740998,1426.934792740998,1426.934792740998,1426.934792740998,1426.934792740998,1426.934792740998,,,,,switch,letter,NA,f,Hi,,,,0.45467006201215554,0,,,,high,1427.4201227669982,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,0,830,,,1433.308458457992,,S,125,triangle,0.0014863329997751862,,,,,0,1,,,,,,,,,,,1429.9014057739987,1429.9014057739987,1429.9014057739987,1429.9014057739987,1431.4062859889964,1431.4062859889964,1431.4062859889964,1431.4062859889964,1431.4062859889964,1431.4062859889964,1431.4062859889964,1431.4062859889964,,,,,repeat,letter,NA,d,Hi,,,,0.37473839802260045,0,,,,high,1431.8068720439915,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,0,830,,,1438.0636709709943,,U,146,hexagon,0.0015353570051956922,,,,,0,1,,,,,,,,,,,1434.2897793669981,1434.2897793669981,1434.2897793669981,1434.2897793669981,1435.794459755998,1435.794459755998,1435.794459755998,1435.794459755998,1435.794459755998,1435.794459755998,1435.794459755998,1435.794459755998,,,,,switch,number,NA,k,Hi,,,,0.7398716880124994,0,,,,high,1436.562079823998,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,1,831,,,1442.952392444,,Y,167,circle,0.0015009189955890179,,,,,1,1,,,,,,,,,,,1439.0449590729986,1439.0449590729986,1439.0449590729986,1439.0449590729986,1440.549828528994,1440.549828528994,1440.549828528994,1440.549828528994,1440.549828528994,1440.549828528994,1440.549828528994,1440.549828528994,,,,,repeat,number,numRpt,k,Lo,,,,0.8797868640103843,0,,,,high,1441.4512577799906,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,10,841,,,1447.7578861660004,,F,160,star,0.0017436310008633882,,,,,1,0,,,,,,,,,,,1443.9336988989962,1443.9336988989962,1443.9336988989962,1443.9336988989962,1445.438554362001,1445.438554362001,1445.438554362001,1445.438554362001,1445.438554362001,1445.438554362001,1445.438554362001,1445.438554362001,,,,,switch,letter,lettSwt,d,Hi,,,,0.7905583800165914,0,,,,high,1446.256444655999,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,10,851,,,1452.3961567939987,,W,139,triangle,0.0015843860019231215,,,,,1,0,,,,,,,,,,,1448.7371283829998,1448.7371283829998,1448.7371283829998,1448.7371283829998,1450.2439318349934,1450.2439318349934,1450.2439318349934,1450.2439318349934,1450.2439318349934,1450.2439318349934,1450.2439318349934,1450.2439318349934,,,,,switch,number,numSwt,j,Hi,,,,0.6337530170130776,0,,,,high,1450.8946054609987,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,1,852,,,1457.3350382159988,,B,174,hexagon,0.001353435989585705,,,,,1,0,,,,,,,,,,,1453.3753304959973,1453.3753304959973,1453.3753304959973,1453.3753304959973,1454.8823347860016,1454.8823347860016,1454.8823347860016,1454.8823347860016,1454.8823347860016,1454.8823347860016,1454.8823347860016,1454.8823347860016,,,,,switch,letter,lettSwt,d,Lo,,,,0.9317222070094431,0,,,,high,1455.8336908079946,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,1,853,,,1462.3072204789933,,H,132,circle,0.0016411980031989515,,,,,1,0,,,,,,,,,,,1458.316153451,1458.316153451,1458.316153451,1458.316153451,1459.8210495639942,1459.8210495639942,1459.8210495639942,1459.8210495639942,1459.8210495639942,1459.8210495639942,1459.8210495639942,1459.8210495639942,,,,,repeat,letter,lettRpt,d,Lo,,,,0.9522596810129471,0,,,,high,1460.805380277001,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,10,863,,,1467.0958684949874,,D,181,hexagon,0.0015448190097231418,,,,,1,0,,,,,,,,,,,1463.2883390200004,1463.2883390200004,1463.2883390200004,1463.2883390200004,1464.7933485789981,1464.7933485789981,1464.7933485789981,1464.7933485789981,1464.7933485789981,1464.7933485789981,1464.7933485789981,1464.7933485789981,,,,,switch,number,numSwt,k,Lo,,,,0.7725476540217642,0,,,,high,1465.594715995001,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,0,863,,,1471.7675100189954,,S,125,circle,0.0016179840022232383,,,,,0,0,,,,,,,,,,,1468.0741946329945,1468.0741946329945,1468.0741946329945,1468.0741946329945,1469.5818537089945,1469.5818537089945,1469.5818537089945,1469.5818537089945,1469.5818537089945,1469.5818537089945,1469.5818537089945,1469.5818537089945,,,,,repeat,number,NA,k,Lo,,,,0.6632517790130805,0,,,,high,1470.2666818449943,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,0,863,,,1476.7398514109955,,U,146,star,0.001372751998133026,,,,,0,1,,,,,,,,,,,1472.7487274219893,1472.7487274219893,1472.7487274219893,1472.7487274219893,1474.253717317988,1474.253717317988,1474.253717317988,1474.253717317988,1474.253717317988,1474.253717317988,1474.253717317988,1474.253717317988,,,,,repeat,number,NA,k,Lo,,,,0.960071000008611,0,,,,high,1475.2380529359943,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,10,873,,,1481.4450261589955,,Y,167,triangle,0.0016293189983116463,,,,,1,1,,,,,,,,,,,1477.7194704360008,1477.7194704360008,1477.7194704360008,1477.7194704360008,1479.2258482199977,1479.2258482199977,1479.2258482199977,1479.2258482199977,1479.2258482199977,1479.2258482199977,1479.2258482199977,1479.2258482199977,,,,,switch,letter,lettSwt,f,Hi,,,,0.6999700520100305,0,,,,high,1479.9436873419909,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,1,874,,,1486.0667015619983,,U,160,hexagon,0.0012105820060241967,,,,,1,0,,,,,,,,,,,1482.423961831999,1482.423961831999,1482.423961831999,1482.423961831999,1483.9310031950008,1483.9310031950008,1483.9310031950008,1483.9310031950008,1483.9310031950008,1483.9310031950008,1483.9310031950008,1483.9310031950008,,,,,repeat,letter,lettRpt,f,Lo,,,,0.6106465090124402,0,,,,high,1484.5654776449956,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,10,884,,,1490.8385858039983,,Y,125,star,0.001492683994001709,,,,,1,0,,,,,,,,,,,1487.0459730820003,1487.0459730820003,1487.0459730820003,1487.0459730820003,1488.5529138279962,1488.5529138279962,1488.5529138279962,1488.5529138279962,1488.5529138279962,1488.5529138279962,1488.5529138279962,1488.5529138279962,,,,,repeat,letter,lettRpt,f,Hi,,,,0.7651208720199065,0,,,,high,1489.3374172849872,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,1,885,,,1495.393553885995,,B,146,circle,0.0014290249964687973,,,,,1,0,,,,,,,,,,,1491.8176326019893,1491.8176326019893,1491.8176326019893,1491.8176326019893,1493.3245336909895,1493.3245336909895,1493.3245336909895,1493.3245336909895,1493.3245336909895,1493.3245336909895,1493.3245336909895,1493.3245336909895,,,,,switch,number,numSwt,j,Lo,,,,0.5366480290103937,0,,,,high,1493.8924491139915,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,1,886,,,1500.0979746599915,,W,132,triangle,0.0016148180002346635,,,,,1,0,,,,,,,,,,,1496.373026745001,1496.373026745001,1496.373026745001,1496.373026745001,1497.879700532998,1497.879700532998,1497.879700532998,1497.879700532998,1497.879700532998,1497.879700532998,1497.879700532998,1497.879700532998,,,,,switch,letter,lettSwt,f,Hi,,,,0.6849758900207235,0,,,,high,1498.597163434999,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
