LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,vts_fback.stopped,fix.stopped,target_resp.rt,blockNum,norew_fback.started,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,2,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.0452763590001,530.0452763590001,530.0452763590001,530.0452763590001,530.0452763590001,530.0452763590001,530.0452763590001,530.0452763590001,530.0452763590001,530.0452763590001,l,1.2873711600113893,10,699,2,531.3634044789942,532.8652539559989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,3,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.3656835619913,533.3656835619913,533.3656835619913,533.3656835619913,533.3656835619913,533.3656835619913,533.3656835619913,533.3656835619913,533.3656835619913,533.3656835619913,a,0.9114485600148328,10,709,2,534.3000393109978,535.8016646679898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,4,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.3021836010012,536.3021836010012,536.3021836010012,536.3021836010012,536.3021836010012,536.3021836010012,536.3021836010012,536.3021836010012,536.3021836010012,536.3021836010012,l,3.591150695006945,1,710,2,539.9229824200011,541.4246133549896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,5,29,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.9251580379932,541.9251580379932,541.9251580379932,541.9251580379932,541.9251580379932,541.9251580379932,541.9251580379932,541.9251580379932,541.9251580379932,541.9251580379932,l,2.864171804016223,10,720,2,544.8117501669913,546.3133404629916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,6,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.8137926269992,546.8137926269992,546.8137926269992,546.8137926269992,546.8137926269992,546.8137926269992,546.8137926269992,546.8137926269992,546.8137926269992,546.8137926269992,l,1.7919229000108317,1,721,2,548.6326884099981,550.134199002001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,7,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.6349491849978,550.6349491849978,550.6349491849978,550.6349491849978,550.6349491849978,550.6349491849978,550.6349491849978,550.6349491849978,550.6349491849978,550.6349491849978,a,1.4258627240051283,1,722,2,552.0865515049954,553.5880772439996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,8,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.0887404419918,554.0887404419918,554.0887404419918,554.0887404419918,554.0887404419918,554.0887404419918,554.0887404419918,554.0887404419918,554.0887404419918,554.0887404419918,l,3.220954818010796,1,723,2,557.342308139996,558.8440733379975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,9,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.3443570409872,559.3443570409872,559.3443570409872,559.3443570409872,559.3443570409872,559.3443570409872,559.3443570409872,559.3443570409872,559.3443570409872,559.3443570409872,l,0.7817950100143207,10,733,2,560.1453915619932,561.6469951670006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,10,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.1476641599875,562.1476641599875,562.1476641599875,562.1476641599875,562.1476641599875,562.1476641599875,562.1476641599875,562.1476641599875,562.1476641599875,562.1476641599875,l,0.6582180030090967,10,743,2,562.8316718349961,564.3333056709962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,11,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.8339545039926,564.8339545039926,564.8339545039926,564.8339545039926,564.8339545039926,564.8339545039926,564.8339545039926,564.8339545039926,564.8339545039926,564.8339545039926,a,1.7308328960061772,10,753,2,566.5857930729981,568.0874091180012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,0,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.5879693179886,568.5879693179886,568.5879693179886,568.5879693179886,568.5879693179886,568.5879693179886,568.5879693179886,568.5879693179886,568.5879693179886,568.5879693179886,a,2.84153523601708,10,763,2,571.4577451919904,572.95948614199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,1,37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.4599494989961,573.4599494989961,573.4599494989961,573.4599494989961,573.4599494989961,573.4599494989961,573.4599494989961,573.4599494989961,573.4599494989961,573.4599494989961,l,1.3056935900094686,10,773,2,574.7947787699959,576.2964357849996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,2,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.7972210429871,576.7972210429871,576.7972210429871,576.7972210429871,576.7972210429871,576.7972210429871,576.7972210429871,576.7972210429871,576.7972210429871,576.7972210429871,l,0.7114122850034619,10,783,2,577.5311155149975,579.0330011100014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,3,39,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.5332935069891,579.5332935069891,579.5332935069891,579.5332935069891,579.5332935069891,579.5332935069891,579.5332935069891,579.5332935069891,579.5332935069891,579.5332935069891,l,2.6170154490246205,1,784,2,582.1696785769891,583.6712852810015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,4,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.1718892539939,584.1718892539939,584.1718892539939,584.1718892539939,584.1718892539939,584.1718892539939,584.1718892539939,584.1718892539939,584.1718892539939,584.1718892539939,l,0.7213570800086018,1,785,2,584.9226718069986,586.4244256689999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,5,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.9249560049939,586.9249560049939,586.9249560049939,586.9249560049939,586.9249560049939,586.9249560049939,586.9249560049939,586.9249560049939,586.9249560049939,586.9249560049939,l,1.2958381660137093,10,795,2,588.2429164709902,589.7446155270009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,6,42,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.2453206349892,590.2453206349892,590.2453206349892,590.2453206349892,590.2453206349892,590.2453206349892,590.2453206349892,590.2453206349892,590.2453206349892,590.2453206349892,l,1.4250330610084347,10,805,2,591.7002839659981,593.2151610789879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,7,43,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.7158183069987,593.7158183069987,593.7158183069987,593.7158183069987,593.7158183069987,593.7158183069987,593.7158183069987,593.7158183069987,593.7158183069987,593.7158183069987,a,2.642725313009578,1,806,2,596.3855010989937,597.8868848209968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,8,44,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.387565136989,598.387565136989,598.387565136989,598.387565136989,598.387565136989,598.387565136989,598.387565136989,598.387565136989,598.387565136989,598.387565136989,l,0.8016427370166639,1,807,2,599.2217039149982,600.7235147169995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,9,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.2238768249954,601.2238768249954,601.2238768249954,601.2238768249954,601.2238768249954,601.2238768249954,601.2238768249954,601.2238768249954,601.2238768249954,601.2238768249954,a,1.4770343600102933,1,808,2,602.7256434570008,604.227284912995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,10,46,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.7277944789967,604.7277944789967,604.7277944789967,604.7277944789967,604.7277944789967,604.7277944789967,604.7277944789967,604.7277944789967,604.7277944789967,604.7277944789967,l,1.4056846300081816,1,809,2,606.1626580869925,607.6643865629885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,11,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.1649993629981,608.1649993629981,608.1649993629981,608.1649993629981,608.1649993629981,608.1649993629981,608.1649993629981,608.1649993629981,608.1649993629981,608.1649993629981,a,1.0088113740057452,10,819,2,609.1994196919986,610.7010909870005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.4181333499873,,D,146,triangle,0.0020227499917382374,652.1127545339987,653.6150499829964,653.6150499829964,653.6150499829964,1,0,d,1.27048117700906,0,654.9174057429918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.4408289720013,,W,132,hexagon,0.0013637200027005747,657.4004388959875,658.9043068129977,658.9043068129977,658.9043068129977,1,0,f,1.0132332300127018,0,659.9385207589949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.1623499349953,,S,160,circle,0.0015308959991671145,662.4198908469989,663.9264533499954,663.9264533499954,663.9264533499954,1,0,f,0.7111535360163543,0,664.6607224299951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.8173875329958,,B,125,star,0.0015183040086412802,667.1439131069928,668.6483867669886,668.6483867669886,668.6483867669886,1,0,d,0.6445381400117185,0,669.3158351859893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.7562566699926,,H,139,circle,0.0013164010015316308,671.7983879039966,673.3034597919905,673.3034597919905,673.3034597919905,1,0,d,0.925736011005938,0,674.2546726979926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.3779570449988,,F,167,hexagon,0.0017541999986860901,676.7378299779957,678.2422052439942,678.2422052439942,678.2422052439942,1,0,d,0.6109535280120326,0,678.8762437059922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.116531296997,,Y,174,triangle,0.0013377069990383461,681.3596514779929,682.8641022589873,682.8641022589873,682.8641022589873,1,0,f,0.7340163980115904,0,683.6150130229944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.0052562709898,,U,181,star,0.0013301389990374446,686.0989097129932,687.6025835229957,687.6025835229957,687.6025835229957,1,0,f,0.883938681014115,0,688.5035544649872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.910656395994,,D,146,circle,0.0016125660040415823,690.9839533729973,692.4912054019951,692.4912054019951,692.4912054019951,1,0,d,0.8986520750186173,0,693.4089871359902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.5324423919956,,W,132,hexagon,0.0015611589915351942,695.8902768939879,697.3967331989988,697.3967331989988,697.3967331989988,1,0,f,0.6089538360101869,0,698.0306233169977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.6611399099929,,B,132,hexagon,0.0022180230007506907,,,,,2,0,,,1,739.1612532189902,736.8027047669893,738.3085508449876,738.3085508449876,738.3085508449876,d,0.8332650560187176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.2516837039875,,S,160,triangle,0.0011860450031235814,,,,,1,0,,,1,745.7500453089888,741.6403758779925,743.1471882849874,743.1471882849874,743.1471882849874,k,2.5704816190118436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.8423229879991,,H,174,star,0.0016684300062479451,,,,,1,0,,,1,752.3406343109964,748.2305438789917,749.7376719519962,749.7376719519962,749.7376719519962,k,2.5709718780126423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.5808575779956,,Y,181,circle,0.0018763080006465316,,,,,1,0,,,1,757.0792779969925,754.8237629089999,756.3285643499985,756.3285643499985,756.3285643499985,k,0.7249642840179149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.4695503149997,,D,125,star,0.0016640209942124784,,,,,1,0,,,1,761.9678697469935,759.5601163989922,761.0669175469957,761.0669175469957,761.0669175469957,j,0.8832750820147339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.3584294619941,,W,139,triangle,0.0014490130124613643,,,,,1,0,,,1,766.8566577329912,764.4484311609995,765.9555292000005,765.9555292000005,765.9555292000005,j,0.8734123910107883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.3804877459916,,U,167,hexagon,0.001812868009437807,,,,,1,0,,,1,771.878908558996,769.3403083469893,770.8445208399935,770.8445208399935,770.8445208399935,k,1.001773353011231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.1859497529949,,F,146,circle,0.0017035899945767596,,,,,1,0,,,1,776.6842450609984,774.3603319209942,775.866833824999,775.866833824999,775.866833824999,j,0.7865749030170264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.9911372709903,,B,132,circle,0.0016973969904938713,,,,,1,0,,,1,781.4895963819872,779.1654314289917,780.6718239819893,780.6718239819893,780.6718239819893,j,0.7981667790154461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.8466629699979,,S,160,star,0.0016354529943782836,,,,,1,0,,,1,786.3447439390002,783.9689471719903,785.4771956179902,785.4771956179902,785.4771956179902,k,0.8488156630046433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,827.1397774189973,,W,167,circle,0.0018819899996742606,,,,,-1,0,,,2,,,,,,,,821.1311430399946,821.1311430399946,821.1311430399946,821.1311430399946,822.634811949989,822.634811949989,822.634811949989,822.634811949989,822.634811949989,822.634811949989,822.634811949989,822.634811949989,825.6384624509956,825.6384624509956,825.6384624509956,825.6384624509956,-1,no_choice,NA,None,vtsPrac,825.6384624509956,827.1397774189973,827.6403995669971,,,,,,,,,,,,,,,,,,,,,,,40705,2022-10-28_09h09.04.353,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9464135417548,
