LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2179.818461359013,space,6.169844394084066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75773,2022-11-10_11h39.14.067,vts_reward_expectancy_bt_OFFLINE,2022.2.4,61.11879019335923,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211.511591312941,2211.511591312941,2211.511591312941,2211.511591312941,2211.511591312941,2211.511591312941,2211.511591312941,2211.511591312941,2211.511591312941,2211.511591312941,l,6.371809205040336,10,10,0,2217.9054771459196,2219.420588729903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75773,2022-11-10_11h39.14.067,vts_reward_expectancy_bt_OFFLINE,2022.2.4,61.11879019335923,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219.920668820967,2219.920668820967,2219.920668820967,2219.920668820967,2219.920668820967,2219.920668820967,2219.920668820967,2219.920668820967,2219.920668820967,2219.920668820967,a,1.0678747551282868,1,11,0,2221.0206932539586,2222.523252920946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75773,2022-11-10_11h39.14.067,vts_reward_expectancy_bt_OFFLINE,2022.2.4,61.11879019335923,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2223.0236606330145,2223.0236606330145,2223.0236606330145,2223.0236606330145,2223.0236606330145,2223.0236606330145,2223.0236606330145,2223.0236606330145,2223.0236606330145,2223.0236606330145,l,7.731389343040064,1,12,0,2230.7781924799783,2232.280646286905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75773,2022-11-10_11h39.14.067,vts_reward_expectancy_bt_OFFLINE,2022.2.4,61.11879019335923,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2232.780792039004,2232.780792039004,2232.780792039004,2232.780792039004,2232.780792039004,2232.780792039004,2232.780792039004,2232.780792039004,2232.780792039004,2232.780792039004,l,0.8431447300827131,10,22,0,2233.6489509129897,2235.1481083129765,2235.1481083129765,2235.648320818902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75773,2022-11-10_11h39.14.067,vts_reward_expectancy_bt_OFFLINE,2022.2.4,61.11879019335923,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235.648320818902,2235.648320818902,2235.648320818902,2235.648320818902,2235.648320818902,2235.648320818902,2235.648320818902,2235.648320818902,2235.648320818902,2235.648320818902,a,1.2941686960402876,10,32,0,2236.9600765459472,2238.4680251309182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75773,2022-11-10_11h39.14.067,vts_reward_expectancy_bt_OFFLINE,2022.2.4,61.11879019335923,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2238.9681885279715,2238.9681885279715,2238.9681885279715,2238.9681885279715,2238.9681885279715,2238.9681885279715,2238.9681885279715,2238.9681885279715,2238.9681885279715,2238.9681885279715,l,0.9223782151238993,1,33,0,2239.91923276498,2241.4190151799703,2241.4190151799703,2241.918883414939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75773,2022-11-10_11h39.14.067,vts_reward_expectancy_bt_OFFLINE,2022.2.4,61.11879019335923,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241.918883414939,2241.918883414939,2241.918883414939,2241.918883414939,2241.918883414939,2241.918883414939,2241.918883414939,2241.918883414939,2241.918883414939,2241.918883414939,l,0.7834000021684915,1,34,0,2242.721153252991,2244.2220093639335,2244.2220093639335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75773,2022-11-10_11h39.14.067,vts_reward_expectancy_bt_OFFLINE,2022.2.4,61.11879019335923,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2244.72209475399,2244.72209475399,2244.72209475399,2244.72209475399,2244.72209475399,2244.72209475399,2244.72209475399,2244.72209475399,2244.72209475399,2244.72209475399,a,0.7143584880977869,1,35,0,2245.4554705480114,2246.9540520349983,2246.9540520349983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75773,2022-11-10_11h39.14.067,vts_reward_expectancy_bt_OFFLINE,2022.2.4,61.11879019335923,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247.4582648059586,2247.4582648059586,2247.4582648059586,2247.4582648059586,2247.4582648059586,2247.4582648059586,2247.4582648059586,2247.4582648059586,2247.4582648059586,2247.4582648059586,a,1.7133399860467762,1,36,0,2249.1920532579534,2250.6927816959796,2250.6927816959796,2251.1928896479076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75773,2022-11-10_11h39.14.067,vts_reward_expectancy_bt_OFFLINE,2022.2.4,61.11879019335923,
