LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,prac_fback_text.stopped,top_target_prac2.stopped,tgt_fix_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,fix.stopped,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,vts_fback.stopped,target_resp.rt,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.720761384,,U,146,star,0.0017522029811516404,1085.3270423169888,1086.8338936069922,1086.8338936069922,1086.8338936069922,1,0,f,1.3658713019976858,0,1088.2188948349794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.3923173539806,,W,174,star,0.00132093601860106,1090.7002185419842,1092.2065602429793,1092.2065602429793,1092.2065602429793,1,0,f,0.6524186380265746,0,1092.8906624649826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.5986359799863,,S,167,hexagon,0.0018029320053756237,1095.3701598579937,1096.8784492089762,1096.8784492089762,1096.8784492089762,1,0,f,1.1869672120083123,0,1098.0964669829991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104.253251675982,,Y,132,triangle,0.002082150982460007,1100.5763675149938,1102.0841501159885,1102.0841501159885,1102.0841501159885,1,0,f,0.6389598429959733,0,1102.751534312003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109.1086332399864,,B,160,circle,0.0016550139989703894,1105.2316238329804,1106.7393570449785,1106.7393570449785,1106.7393570449785,1,0,d,0.8355222590034828,0,1107.6073169070005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.9638701379881,,H,125,star,0.0017620600119698793,1110.085876851983,1111.5946259119955,1111.5946259119955,1111.5946259119955,1,0,d,0.8487011410179548,0,1112.4620788369793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118.9362708459958,,D,139,triangle,0.0010135430202353746,1114.9408227719832,1116.4499062839895,1116.4499062839895,1116.4499062839895,1,0,d,0.9564976610126905,0,1117.4344879359996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154.041446393996,,S,167,hexagon,0.002107861015247181,,,,,1,0,,,1,1152.5396872309793,1149.780194291001,1151.2883616129984,1151.2883616129984,1151.2883616129984,k,1.2194326910248492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.763374653994,,H,146,star,0.0013041789934504777,,,,,1,0,,,1,1157.2616508200008,1155.018127399002,1156.5274173929938,1156.5274173929938,1156.5274173929938,j,0.7153054000227712,1158.763374653994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.5356164339755,,W,181,circle,0.0007969920116011053,,,,,1,0,,,1,1162.0337116209848,1159.7400767380022,1161.2494168549892,1161.2494168549892,1161.2494168549892,k,0.7637927909963764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.5575814869953,,B,174,triangle,0.0012611910060513765,,,,,1,0,,,1,1167.055659399979,1164.5131878870015,1166.0213911739993,1166.0213911739993,1166.0213911739993,k,1.0093887190159876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.930105382984,,Y,132,circle,0.0016496539756190032,,,,,1,0,,,1,1172.4283916839922,1169.5351711019757,1171.0437749869889,1171.0437749869889,1171.0437749869889,j,1.3525556960084941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178.8855646709853,,F,160,hexagon,0.0017460600065533072,,,,,1,0,,,1,1177.3838671839912,1174.9072960229823,1176.4160857879906,1176.4160857879906,1176.4160857879906,k,0.9425306190096308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.6084362919792,,D,139,star,0.0016680559783708304,,,,,1,0,,,1,1183.1068403269746,1179.8623183469754,1181.3717446230003,1181.3717446230003,1181.3717446230003,j,1.703480649041012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189.480482234998,,U,125,triangle,0.0015396059898193926,,,,,1,0,,,1,1187.9787927389843,1185.5857678689936,1187.0945525199932,1187.0945525199932,1187.0945525199932,j,0.8521369459922425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.3857909639773,,S,167,circle,0.0018141760083381087,,,,,1,0,,,1,1192.8842103490024,1190.4572019740008,1191.9666434050014,1191.9666434050014,1191.9666434050014,k,0.8950022630160674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.3770761009946,,H,146,hexagon,0.0016137360071297735,,,,,0,0,,,1,1199.875447370985,1195.3629688729998,1196.8721170289791,1196.8721170289791,1196.8721170289791,None,,1201.3770761009946,1199.875447370985,1199.875447370985,1199.875447370985,1199.875447370985,1201.8775508120016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1255.9374898989918,,U,167,triangle,0.0020556120143737644,,,,,-1,1,,,2,,,,,,,,,,,,,1256.437828176975,1249.9262170629809,1249.9262170629809,1249.9262170629809,1249.9262170629809,1251.4323043499899,1251.4323043499899,1251.4323043499899,1251.4323043499899,1251.4323043499899,1251.4323043499899,1251.4323043499899,1251.4323043499899,1254.4356690709828,1254.4356690709828,1254.4356690709828,1254.4356690709828,-1,no_choice,NA,None,vtsPrac,1254.4356690709828,1255.9374898989918,,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1260.826020546985,,Y,125,star,0.009158622997347265,,,,,1,0,,,2,,,,,,,,,,,,,,1256.9321607659804,1256.9321607659804,1256.9321607659804,1256.9321607659804,1258.4400147979904,1258.4400147979904,1258.4400147979904,1258.4400147979904,1258.4400147979904,1258.4400147979904,1258.4400147979904,1258.4400147979904,,,,,switch,letter,lettSwt,f,vtsPrac,1259.3242708139878,,0.8550424570275936,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1265.4476805089798,,W,174,circle,0.0016355929838027805,,,,,1,0,,,2,,,,,,,,,,,,,,1261.8055603849934,1261.8055603849934,1261.8055603849934,1261.8055603849934,1263.312010973983,1263.312010973983,1263.312010973983,1263.312010973983,1263.312010973983,1263.312010973983,1263.312010973983,1263.312010973983,,,,,repeat,letter,lettRpt,f,vtsPrac,1263.9463032170024,,0.6062468360178173,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1270.3866053759994,,H,146,triangle,0.0017426990089006722,,,,,1,0,,,2,,,,,,,,,,,,,,1266.426098492986,1266.426098492986,1266.426098492986,1266.426098492986,1267.9340016069764,1267.9340016069764,1267.9340016069764,1267.9340016069764,1267.9340016069764,1267.9340016069764,1267.9340016069764,1267.9340016069764,,,,,switch,number,numSwt,j,vtsPrac,1268.8848715889908,,0.9227632490219548,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1275.158406573988,,U,167,triangle,0.0018271440058015287,,,,,1,0,,,2,,,,,,,,,,,,,,1271.3652771060006,1271.3652771060006,1271.3652771060006,1271.3652771060006,1272.8724338219909,1272.8724338219909,1272.8724338219909,1272.8724338219909,1272.8724338219909,1272.8724338219909,1272.8724338219909,1272.8724338219909,,,,,switch,letter,lettSwt,f,vtsPrac,1273.6567746060027,,0.767725383018842,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1279.8469181649853,,Y,125,hexagon,0.0009657480113673955,,,,,1,0,,,2,,,,,,,,,,,,,,1276.135995249002,1276.135995249002,1276.135995249002,1276.135995249002,1277.6443364349834,1277.6443364349834,1277.6443364349834,1277.6443364349834,1277.6443364349834,1277.6443364349834,1277.6443364349834,1277.6443364349834,,,,,switch,number,numSwt,j,vtsPrac,1278.3451563239796,,0.6737769820319954,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1284.6021011399862,,W,174,star,0.0015933890244923532,,,,,1,0,,,2,,,,,,,,,,,,,,1280.8238488929928,1280.8238488929928,1280.8238488929928,1280.8238488929928,1282.3329428540019,1282.3329428540019,1282.3329428540019,1282.3329428540019,1282.3329428540019,1282.3329428540019,1282.3329428540019,1282.3329428540019,,,,,repeat,number,numRpt,k,vtsPrac,1283.1006745559862,,0.7441313650342636,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1289.7078865869844,,H,146,circle,0.0017308310198131949,,,,,1,0,,,2,,,,,,,,,,,,,,1285.579772305995,1285.579772305995,1285.579772305995,1285.579772305995,1287.088181514002,1287.088181514002,1287.088181514002,1287.088181514002,1287.088181514002,1287.088181514002,1287.088181514002,1287.088181514002,,,,,repeat,number,numRpt,j,vtsPrac,1288.2060804849898,,1.0857606400095392,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1294.3295102549891,,F,125,triangle,0.001829365995945409,,,,,1,0,,,2,,,,,,,,,,,,,,1290.6862228209793,1290.6862228209793,1290.6862228209793,1290.6862228209793,1292.193762750976,1292.193762750976,1292.193762750976,1292.193762750976,1292.193762750976,1292.193762750976,1292.193762750976,1292.193762750976,,,,,switch,letter,lettSwt,d,vtsPrac,1292.8279583669791,,0.6043934720219113,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1300.002739855001,,W,132,circle,0.0012243239907547832,,,,,1,0,,,2,,,,,,,,,,,,,,1295.3075485989975,1295.3075485989975,1295.3075485989975,1295.3075485989975,1296.8158655899751,1296.8158655899751,1296.8158655899751,1296.8158655899751,1296.8158655899751,1296.8158655899751,1296.8158655899751,1296.8158655899751,,,,,switch,number,numSwt,j,vtsPrac,1298.5007957179914,,1.6526097900350578,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1304.6743192559807,,Y,139,hexagon,0.0016403260233346373,,,,,1,0,,,2,,,,,,,,,,,,,,1300.980799817975,1300.980799817975,1300.980799817975,1300.980799817975,1302.488879113982,1302.488879113982,1302.488879113982,1302.488879113982,1302.488879113982,1302.488879113982,1302.488879113982,1302.488879113982,,,,,switch,letter,lettSwt,f,vtsPrac,1303.1728910509846,,0.6589706770319026,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1309.5296484599821,,H,181,star,0.001543405989650637,,,,,1,0,,,2,,,,,,,,,,,,,,1305.6536165079742,1305.6536165079742,1305.6536165079742,1305.6536165079742,1307.160442813998,1307.160442813998,1307.160442813998,1307.160442813998,1307.160442813998,1307.160442813998,1307.160442813998,1307.160442813998,,,,,repeat,letter,lettRpt,d,vtsPrac,1308.0280727319769,,0.848545320041012,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1314.3181448729883,,F,125,triangle,0.0010102280066348612,,,,,1,0,,,2,,,,,,,,,,,,,,1310.5067634329898,1310.5067634329898,1310.5067634329898,1310.5067634329898,1312.0157854549761,1312.0157854549761,1312.0157854549761,1312.0157854549761,1312.0157854549761,1312.0157854549761,1312.0157854549761,1312.0157854549761,,,,,repeat,letter,lettRpt,d,vtsPrac,1312.8166272579983,,0.7731897140329238,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1319.056857158983,,H,181,star,0.001810285000829026,,,,,1,0,,,2,,,,,,,,,,,,,,1315.2956020299753,1315.2956020299753,1315.2956020299753,1315.2956020299753,1316.8043718079862,1316.8043718079862,1316.8043718079862,1316.8043718079862,1316.8043718079862,1316.8043718079862,1316.8043718079862,1316.8043718079862,,,,,switch,number,numSwt,k,vtsPrac,1317.555233697989,1319.056857158983,0.7349659930041526,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1323.9121024199994,,S,174,circle,0.00046617499901913106,,,,,1,0,,,2,,,,,,,,,,,,,,1320.0352435619861,1320.0352435619861,1320.0352435619861,1320.0352435619861,1321.5428554039972,1321.5428554039972,1321.5428554039972,1321.5428554039972,1321.5428554039972,1321.5428554039972,1321.5428554039972,1321.5428554039972,,,,,switch,letter,lettSwt,f,vtsPrac,1322.4105219869816,,0.8437828240275849,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1328.9511749839876,,B,160,hexagon,0.0017373060109093785,,,,,1,0,,,2,,,,,,,,,,,,,,1324.8908062879927,1324.8908062879927,1324.8908062879927,1324.8908062879927,1326.3982878029929,1326.3982878029929,1326.3982878029929,1326.3982878029929,1326.3982878029929,1326.3982878029929,1326.3982878029929,1326.3982878029929,,,,,switch,number,numSwt,k,vtsPrac,1327.4493089289754,,1.0189958060218487,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1333.673054391984,,H,174,circle,0.001638054003706202,,,,,1,0,,,2,,,,,,,,,,,,,,1329.9281859280018,1329.9281859280018,1329.9281859280018,1329.9281859280018,1331.4372207229899,1331.4372207229899,1331.4372207229899,1331.4372207229899,1331.4372207229899,1331.4372207229899,1331.4372207229899,1331.4372207229899,,,,,repeat,number,numRpt,k,vtsPrac,1332.1712390619796,,0.7149237690318841,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1338.594909634994,,S,160,star,0.0013801070163026452,,,,,1,0,,,2,,,,,,,,,,,,,,1334.6506787149992,1334.6506787149992,1334.6506787149992,1334.6506787149992,1336.1589669550012,1336.1589669550012,1336.1589669550012,1336.1589669550012,1336.1589669550012,1336.1589669550012,1336.1589669550012,1336.1589669550012,,,,,switch,letter,lettSwt,f,vtsPrac,1337.0932381250022,,0.9089411190070678,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1343.3168538349855,,W,181,hexagon,0.001738763996399939,,,,,1,0,,,2,,,,,,,,,,,,,,1339.5726327619923,1339.5726327619923,1339.5726327619923,1339.5726327619923,1341.0810599059914,1341.0810599059914,1341.0810599059914,1341.0810599059914,1341.0810599059914,1341.0810599059914,1341.0810599059914,1341.0810599059914,,,,,repeat,letter,lettRpt,f,vtsPrac,1341.815214827977,,0.7116181950259488,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1348.7736463169858,,B,146,circle,0.0016017970046959817,,,,,1,0,,,2,,,,,,,,,,,,,,1344.2951833559782,1344.2951833559782,1344.2951833559782,1344.2951833559782,1345.803044499975,1345.803044499975,1345.803044499975,1345.803044499975,1345.803044499975,1345.803044499975,1345.803044499975,1345.803044499975,,,,,switch,number,numSwt,j,vtsPrac,1347.2713304819772,,1.4468234710220713,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,1353.4617740079993,,W,181,star,0.001704349007923156,,,,,1,0,,,2,,,,,,,,,,,,,,1349.7505094149965,1349.7505094149965,1349.7505094149965,1349.7505094149965,1351.2590820899932,1351.2590820899932,1351.2590820899932,1351.2590820899932,1351.2590820899932,1351.2590820899932,1351.2590820899932,1351.2590820899932,,,,,switch,letter,lettSwt,f,vtsPrac,1351.9597165579908,,0.6816517420229502,,,,,,,,,,,,,,,,,,,,,,,,77970,2022-11-22_08h04.02.974,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94806914303617,
