LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.6427086309996,space,54.55746234511025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41318,2022-11-04_15h10.18.421,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99814016921688,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.9511341199977,800.9511341199977,800.9511341199977,800.9511341199977,800.9511341199977,800.9511341199977,800.9511341199977,800.9511341199977,800.9511341199977,800.9511341199977,l,1.2457102370681241,1,1,0,802.2212135229493,803.7225377399009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41318,2022-11-04_15h10.18.421,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99814016921688,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.2226642839378,804.2226642839378,804.2226642839378,804.2226642839378,804.2226642839378,804.2226642839378,804.2226642839378,804.2226642839378,804.2226642839378,804.2226642839378,l,1.439057780080475,1,2,0,805.6899003959261,807.1905545009067,807.1905545009067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41318,2022-11-04_15h10.18.421,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99814016921688,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.6906817059498,807.6906817059498,807.6906817059498,807.6906817059498,807.6906817059498,807.6906817059498,807.6906817059498,807.6906817059498,807.6906817059498,807.6906817059498,l,1.2111329111503437,10,12,0,808.927433048957,810.4269512490137,810.4269512490137,810.9270267459797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41318,2022-11-04_15h10.18.421,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99814016921688,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.9270267459797,810.9270267459797,810.9270267459797,810.9270267459797,810.9270267459797,810.9270267459797,810.9270267459797,810.9270267459797,810.9270267459797,810.9270267459797,a,0.8317673751153052,1,13,0,811.7777707990026,813.2778730249265,813.2778730249265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41318,2022-11-04_15h10.18.421,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99814016921688,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.7798368389485,813.7798368389485,813.7798368389485,813.7798368389485,813.7798368389485,813.7798368389485,813.7798368389485,813.7798368389485,813.7798368389485,813.7798368389485,l,0.7470978021156043,10,23,0,814.5475563619984,816.0472132719588,816.0472132719588,816.547411306994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41318,2022-11-04_15h10.18.421,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99814016921688,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.547411306994,816.547411306994,816.547411306994,816.547411306994,816.547411306994,816.547411306994,816.547411306994,816.547411306994,816.547411306994,816.547411306994,l,0.7464283551089466,10,33,0,817.3142754639266,818.8167966019828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41318,2022-11-04_15h10.18.421,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99814016921688,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.3170894329669,819.3170894329669,819.3170894329669,819.3170894329669,819.3170894329669,819.3170894329669,819.3170894329669,819.3170894329669,819.3170894329669,819.3170894329669,a,1.5328634181059897,1,34,0,820.8681372759165,822.3681734349811,822.3681734349811,822.8682983119506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41318,2022-11-04_15h10.18.421,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99814016921688,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.8682983119506,822.8682983119506,822.8682983119506,822.8682983119506,822.8682983119506,822.8682983119506,822.8682983119506,822.8682983119506,822.8682983119506,822.8682983119506,a,0.9508733230177313,10,44,0,823.8378218779108,825.3379248179263,825.3379248179263,825.8380742109148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41318,2022-11-04_15h10.18.421,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99814016921688,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.8380742109148,825.8380742109148,825.8380742109148,825.8380742109148,825.8380742109148,825.8380742109148,825.8380742109148,825.8380742109148,825.8380742109148,825.8380742109148,l,0.7260917661478743,1,45,0,826.5885945030022,828.0888165229699,828.0888165229699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41318,2022-11-04_15h10.18.421,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99814016921688,
