LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2599.129524078686,,,Y,132,hexagon,0.016713391058146954,,,,,1,0,,,,,,,,,,,,2595.488610472996,2595.488610472996,2595.488610472996,2595.488610472996,2596.9622737020254,2596.9622737020254,2596.9622737020254,2596.9622737020254,2596.995687088929,2596.995687088929,2596.995687088929,2596.995687088929,repeat,letter,lettRpt,f,0.6267966888844967,noRew,,,0,2597.6155956410803,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2604.3168019657023,,,H,160,star,0.01664318796247244,,,,,1,0,,,,,,,,,,,,2600.125245010946,2600.125245010946,2600.125245010946,2600.125245010946,2601.596943612676,2601.596943612676,2601.596943612676,2601.596943612676,2601.630543258041,2601.630543258041,2601.630543258041,2601.630543258041,repeat,letter,lettRpt,d,1.1796619412489235,noRew,,,0,2602.8027914837003,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2609.0703549860045,,,S,139,hexagon,0.016632873099297285,,,,,1,0,,,,,,,,,,,,2605.312472118996,2605.312472118996,2605.312472118996,2605.312472118996,2606.784152497072,2606.784152497072,2606.784152497072,2606.784152497072,2606.8175626308657,2606.8175626308657,2606.8175626308657,2606.8175626308657,repeat,letter,lettRpt,f,0.7391942176036537,noRew,,,0,2607.556195125915,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2614.0403765169904,,,B,167,triangle,0.016832842957228422,,,,,1,0,,,,,,,,,,,,2610.065820539836,2610.065820539836,2610.065820539836,2610.065820539836,2611.5378744350746,2611.5378744350746,2611.5378744350746,2611.5378744350746,2611.5710800760426,2611.5710800760426,2611.5710800760426,2611.5710800760426,switch,number,numSwt,k,0.9587967642582953,noRew,,,0,2612.526591173839,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2618.8441510507837,,2619.3442481900565,W,181,triangle,0.016666797921061516,,,,,1,0,,,,,,,,,,,,2615.036082097795,2615.036082097795,2615.036082097795,2615.036082097795,2616.508109521121,2616.508109521121,2616.508109521121,2616.508109521121,2616.5414176890627,2616.5414176890627,2616.5414176890627,2616.5414176890627,repeat,number,numRpt,k,0.8030349905602634,noRew,,,0,2617.3448944329284,2618.8441510507837,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2623.6977937007323,,,U,132,circle,0.013325408101081848,,,,,0,0,,,,,,,,,,,,2619.85612203693,2619.85612203693,2619.85612203693,2619.85612203693,2621.3449673987925,2621.3449673987925,2621.3449673987925,2621.3449673987925,2621.3617673157714,2621.3617673157714,2621.3617673157714,2621.3617673157714,switch,letter,NA,d,0.8048164001666009,noRew,,,0,2622.1835113479756,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2628.4845953369513,,,H,174,circle,0.01684157084673643,,,,,1,1,,,,,,,,,,,,2624.693320551887,2624.693320551887,2624.693320551887,2624.693320551887,2626.1650747009553,2626.1650747009553,2626.1650747009553,2626.1650747009553,2626.198400496971,2626.198400496971,2626.198400496971,2626.198400496971,repeat,letter,lettRpt,d,0.7766933762468398,noRew,,,0,2626.97052207496,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2633.4883831730112,,,S,139,triangle,0.01672519836574793,,,,,1,0,,,,,,,,,,,,2629.480131799821,2629.480131799821,2629.480131799821,2629.480131799821,2630.9520411998965,2630.9520411998965,2630.9520411998965,2630.9520411998965,2630.985441051889,2630.985441051889,2630.985441051889,2630.985441051889,repeat,letter,lettRpt,f,0.9965237001888454,noRew,,,0,2631.9741587429307,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2638.425098444801,,,S,160,circle,0.01680370606482029,,,,,1,0,,,,,,,,,,,,2634.482762745116,2634.482762745116,2634.482762745116,2634.482762745116,2635.9556255987845,2635.9556255987845,2635.9556255987845,2635.9556255987845,2635.9893746408634,2635.9893746408634,2635.9893746408634,2635.9893746408634,repeat,letter,lettRpt,f,0.9325751075521111,noRew,,,0,2636.9115815376863,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2643.1616981336847,,,W,125,star,0.013494898099452257,,,,,1,0,,,,,,,,,,,,2639.4211741196923,2639.4211741196923,2639.4211741196923,2639.4211741196923,2640.9092194857076,2640.9092194857076,2640.9092194857076,2640.9092194857076,2640.9258564589545,2640.9258564589545,2640.9258564589545,2640.9258564589545,repeat,letter,lettRpt,f,0.7255963669158518,noRew,,,0,2641.662817216944,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2648.081968839746,,,U,174,star,0.001916239969432354,,,,,1,0,,,,,,,,,,,,2644.157194707077,2644.157194707077,2644.157194707077,2644.157194707077,2645.6456861700863,2645.6456861700863,2645.6456861700863,2645.6456861700863,2645.662529878784,2645.662529878784,2645.662529878784,2645.662529878784,repeat,letter,lettRpt,f,0.9172868342138827,noRew,,,0,2646.582817622926,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2652.752259832807,,,B,139,hexagon,0.0018457872793078423,,,,,1,0,,,,,,,,,,,,2649.077470204793,2649.077470204793,2649.077470204793,2649.077470204793,2650.5662785940804,2650.5662785940804,2650.5662785940804,2650.5662785940804,2650.5830987589434,2650.5830987589434,2650.5830987589434,2650.5830987589434,switch,number,numSwt,j,0.6547646215185523,noRew,,,0,2651.253201260697,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2657.4892578367144,,,U,132,hexagon,0.0019727349281311035,,,,,1,0,,,,,,,,,,,,2653.7479183087125,2653.7479183087125,2653.7479183087125,2653.7479183087125,2655.2363916030154,2655.2363916030154,2655.2363916030154,2655.2363916030154,2655.253099708818,2655.253099708818,2655.253099708818,2655.253099708818,repeat,number,numRpt,j,0.7322950661182404,noRew,,,0,2655.990025691688,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2662.209248512052,,,F,160,star,0.0016896980814635754,,,,,1,0,,,,,,,,,,,,2658.484746006783,2658.484746006783,2658.484746006783,2658.484746006783,2659.973652463872,2659.973652463872,2659.973652463872,2659.973652463872,2659.9900724696927,2659.9900724696927,2659.9900724696927,2659.9900724696927,repeat,number,numRpt,k,0.7092951205559075,noRew,,,0,2660.710174323991,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2667.063288969919,,,W,174,hexagon,0.0019323360174894333,,,,,1,0,,,,,,,,,,,,2663.205131914001,2663.205131914001,2663.205131914001,2663.205131914001,2664.6935687009245,2664.6935687009245,2664.6935687009245,2664.6935687009245,2664.7103859377094,2664.7103859377094,2664.7103859377094,2664.7103859377094,repeat,number,numRpt,k,0.8379391292110085,noRew,,,0,2665.5638291398063,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2671.731581163127,,,S,167,triangle,0.0017105559818446636,,,,,1,0,,,,,,,,,,,,2668.058383104857,2668.058383104857,2668.058383104857,2668.058383104857,2669.5473276949488,2669.5473276949488,2669.5473276949488,2669.5473276949488,2669.563995794859,2669.563995794859,2669.563995794859,2669.563995794859,repeat,number,numRpt,k,0.6425633104518056,noRew,,,0,2670.217383940704,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2676.235056651756,,,H,139,triangle,0.001893416978418827,,,,,1,0,,,,,,,,,,,,2672.711608793121,2672.711608793121,2672.711608793121,2672.711608793121,2674.200809864793,2674.200809864793,2674.200809864793,2674.200809864793,2674.217570412904,2674.217570412904,2674.217570412904,2674.217570412904,switch,letter,lettSwt,d,0.48854393837973475,noRew,,,0,2674.7209555408917,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2680.821542911697,,,U,132,hexagon,0.016603348311036825,,,,,1,0,,,,,,,,,,,,2677.230889725033,2677.230889725033,2677.230889725033,2677.230889725033,2678.7042158748955,2678.7042158748955,2678.7042158748955,2678.7042158748955,2678.737699758727,2678.737699758727,2678.737699758727,2678.737699758727,repeat,letter,lettRpt,f,0.5761583624407649,noRew,,,0,2679.307626612019,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2685.291746044066,,,D,167,star,0.016830972861498594,,,,,1,0,,,,,,,,,,,,2681.817885918077,2681.817885918077,2681.817885918077,2681.817885918077,2683.2911526560783,2683.2911526560783,2683.2911526560783,2683.2911526560783,2683.3244160921313,2683.3244160921313,2683.3244160921313,2683.3244160921313,repeat,letter,lettRpt,d,0.4554605972953141,noRew,,,0,2683.7779186787084,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,0,1026,,,2689.9953609108925,,,W,174,circle,0.016894927714020014,,,,,1,0,,,,,,,,,,,,2686.2879005400464,2686.2879005400464,2686.2879005400464,2686.2879005400464,2687.761281308718,2687.761281308718,2687.761281308718,2687.761281308718,2687.79458114272,2687.79458114272,2687.79458114272,2687.79458114272,switch,number,numSwt,k,0.6875465712510049,noRew,,,0,2688.481398680713,,,,,,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,1027,,,2728.4406655938365,,,H,132,hexagon,0.017102768179029226,,,,,1,0,,,,,,,,,,,,2724.699398441706,2724.699398441706,2724.699398441706,2724.699398441706,2726.1713150539435,2726.1713150539435,2726.1713150539435,2726.1713150539435,2726.2045693211257,2726.2045693211257,2726.2045693211257,2726.2045693211257,switch,letter,lettSwt,d,0.7434445451945066,Lo,,,0,,,space,9.46690906630829,high,2726.943326361943,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,10,1037,,,2733.0608995039947,,,F,174,star,0.0020942240953445435,,,,,1,0,,,,,,,,,,,,2729.43615130987,2729.43615130987,2729.43615130987,2729.43615130987,2730.9248401140794,2730.9248401140794,2730.9248401140794,2730.9248401140794,2730.9412947590463,2730.9412947590463,2730.9412947590463,2730.9412947590463,repeat,letter,lettRpt,d,0.6027422728948295,Hi,,,0,,,,,high,2731.5615348559804,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,10,1047,,,2737.630845490843,,,B,139,circle,0.0019140890799462795,,,,,1,0,,,,,,,,,,,,2734.055720768869,2734.055720768869,2734.055720768869,2734.055720768869,2735.544967002701,2735.544967002701,2735.544967002701,2735.544967002701,2735.561559815891,2735.561559815891,2735.561559815891,2735.561559815891,repeat,letter,lettRpt,d,0.5615604603663087,Lo,,,0,,,,,high,2736.131710698828,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,0,1047,,,2742.250864879694,,,Y,181,triangle,0.0019465279765427113,,,,,1,0,,,,,,,,,,,,2738.6262931870297,2738.6262931870297,2738.6262931870297,2738.6262931870297,2740.114958262071,2740.114958262071,2740.114958262071,2740.114958262071,2740.1315841837786,2740.1315841837786,2740.1315841837786,2740.1315841837786,switch,number,numSwt,k,0.6154990424402058,Hi,,,0,,,,,high,2740.756194761023,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,0,1047,,,2746.819301549811,,,S,160,hexagon,0.0019998238421976566,,,,,0,0,,,,,,,,,,,,2743.246375190094,2743.246375190094,2743.246375190094,2743.246375190094,2744.73515812587,2744.73515812587,2744.73515812587,2744.73515812587,2744.751846339088,2744.751846339088,2744.751846339088,2744.751846339088,switch,letter,NA,d,0.5414970871061087,Hi,,,0,,,,,high,2745.30568877887,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,10,1057,,,2751.5062635429204,,,U,167,star,0.001783957239240408,,,,,1,1,,,,,,,,,,,,2747.799597823061,2747.799597823061,2747.799597823061,2747.799597823061,2749.2886854489334,2749.2886854489334,2749.2886854489334,2749.2886854489334,2749.305345696863,2749.305345696863,2749.305345696863,2749.305345696863,repeat,letter,lettRpt,f,0.6682453425601125,Hi,,,0,,,,,high,2749.9922519689426,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,0,1057,,,2756.509942174889,,,W,125,triangle,0.0021152389235794544,,,,,1,0,,,,,,,,,,,,2752.487679251004,2752.487679251004,2752.487679251004,2752.487679251004,2753.9755969820544,2753.9755969820544,2753.9755969820544,2753.9755969820544,2753.9920871406794,2753.9920871406794,2753.9920871406794,2753.9920871406794,repeat,letter,lettRpt,f,0.9980387054383755,Hi,,,0,,,,,high,2754.9960367199965,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,1,1058,,,2761.113319276832,,,D,146,circle,0.005001488141715527,,,,,1,0,,,,,,,,,,,,2757.4914561579935,2757.4914561579935,2757.4914561579935,2757.4914561579935,2758.979191660881,2758.979191660881,2758.979191660881,2758.979191660881,2758.995741025079,2758.995741025079,2758.995741025079,2758.995741025079,repeat,letter,lettRpt,d,0.5849081631749868,Lo,,,0,,,,,high,2759.59921869589,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,10,1068,,,2765.7669117241167,,,H,132,triangle,0.013407958671450615,,,,,1,0,,,,,,,,,,,,2762.109560118057,2762.109560118057,2762.109560118057,2762.109560118057,2763.599535314832,2763.599535314832,2763.599535314832,2763.599535314832,2763.616232209839,2763.616232209839,2763.616232209839,2763.616232209839,repeat,letter,lettRpt,d,0.623163337353617,Hi,,,0,,,,,high,2764.252950412687,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,10,1078,,,2770.203465247061,,,F,174,star,0.016899258829653263,,,,,1,0,,,,,,,,,,,,2766.762931572739,2766.762931572739,2766.762931572739,2766.762931572739,2768.236295216717,2768.236295216717,2768.236295216717,2768.236295216717,2768.2694821679033,2768.2694821679033,2768.2694821679033,2768.2694821679033,switch,number,numSwt,k,0.4295200426131487,Hi,,,0,,,,,high,2768.6899154260755,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,1,1079,,,2774.573815430049,,2775.07378194388,B,139,circle,0.016926422249525785,,,,,1,0,,,,,,,,,,,,2771.1995101347566,2771.1995101347566,2771.1995101347566,2771.1995101347566,2772.67293632403,2772.67293632403,2772.67293632403,2772.67293632403,2772.7062365887687,2772.7062365887687,2772.7062365887687,2772.7062365887687,repeat,number,numRpt,j,0.3694644635543227,Lo,,,0,,,,,high,2773.07652307814,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,1,1080,,,2779.010456742719,,,Y,181,hexagon,0.0005400180816650391,,,,,1,0,,,,,,,,,,,,2775.5695129339583,2775.5695129339583,2775.5695129339583,2775.5695129339583,2777.0596732357517,2777.0596732357517,2777.0596732357517,2777.0596732357517,2777.0764050879516,2777.0764050879516,2777.0764050879516,2777.0764050879516,repeat,number,numRpt,k,0.40387726621702313,Lo,,,0,,,,,high,2777.4964852780104,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,1,1081,,,2783.4974715588614,,,S,160,circle,0.01683713123202324,,,,,1,0,,,,,,,,,,,,2780.0057981130667,2780.0057981130667,2780.0057981130667,2780.0057981130667,2781.4779161671177,2781.4779161671177,2781.4779161671177,2781.4779161671177,2781.5114875389263,2781.5114875389263,2781.5114875389263,2781.5114875389263,repeat,number,numRpt,k,0.4859487316571176,Lo,,,0,,,,,high,2781.9922423167154,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,0,1081,,,2788.200818336103,,,U,167,star,0.004908689763396978,,,,,1,0,,,,,,,,,,,,2784.4924395130947,2784.4924395130947,2784.4924395130947,2784.4924395130947,2785.981571135111,2785.981571135111,2785.981571135111,2785.981571135111,2785.9982392578386,2785.9982392578386,2785.9982392578386,2785.9982392578386,repeat,number,numRpt,k,0.6963185202330351,Hi,,,0,,,,,high,2786.701876603067,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,1,1082,,,2792.8040461959317,,,W,125,triangle,0.0020748148672282696,,,,,1,0,,,,,,,,,,,,2789.1960197091103,2789.1960197091103,2789.1960197091103,2789.1960197091103,2790.684960138984,2790.684960138984,2790.684960138984,2790.684960138984,2790.7016982357018,2790.7016982357018,2790.7016982357018,2790.7016982357018,repeat,number,numRpt,j,0.5954585801810026,Hi,,,0,,,,,high,2791.3049677638337,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,0,1082,,,2797.4243207909167,,,D,146,hexagon,0.0017772228457033634,,,,,0,0,,,,,,,,,,,,2793.79968893202,2793.79968893202,2793.79968893202,2793.79968893202,2795.288503856864,2795.288503856864,2795.288503856864,2795.288503856864,2795.3051128918305,2795.3051128918305,2795.3051128918305,2795.3051128918305,repeat,number,NA,k,0.6157640716992319,Hi,,,0,,,,,high,2795.925269305706,,,,,,,,,,,,,,,,,,,,,13675,2022-12-02_14h50.48.413,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01774342024522,
