LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.59877749485895,space,17.017182538984343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95949,2022-11-16_14h31.02.361,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.095062409638274,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.9588619619608,273.9588619619608,273.9588619619608,273.9588619619608,273.9588619619608,273.9588619619608,273.9588619619608,273.9588619619608,273.9588619619608,273.9588619619608,a,1.2369102481752634,10,10,0,275.2269972609356,276.7287314508576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95949,2022-11-16_14h31.02.361,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.095062409638274,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.22910322481766,277.22910322481766,277.22910322481766,277.22910322481766,277.22910322481766,277.22910322481766,277.22910322481766,277.22910322481766,277.22910322481766,277.22910322481766,a,0.8484038340393454,10,20,0,278.09699011198245,279.5983100938611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95949,2022-11-16_14h31.02.361,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.095062409638274,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.09905627393164,280.09905627393164,280.09905627393164,280.09905627393164,280.09905627393164,280.09905627393164,280.09905627393164,280.09905627393164,280.09905627393164,280.09905627393164,a,1.5684267689939588,10,30,0,281.68396101985127,283.1856425369624,283.1856425369624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95949,2022-11-16_14h31.02.361,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.095062409638274,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.68637535185553,283.68637535185553,283.68637535185553,283.68637535185553,283.68637535185553,283.68637535185553,283.68637535185553,283.68637535185553,283.68637535185553,283.68637535185553,l,0.6016076679807156,10,40,0,284.3201374600176,285.82194926496595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95949,2022-11-16_14h31.02.361,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.095062409638274,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.32245068391785,286.32245068391785,286.32245068391785,286.32245068391785,286.32245068391785,286.32245068391785,286.32245068391785,286.32245068391785,286.32245068391785,286.32245068391785,l,0.8684021572116762,10,50,0,287.2236040569842,288.72504853084683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95949,2022-11-16_14h31.02.361,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.095062409638274,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.22582482895814,289.22582482895814,289.22582482895814,289.22582482895814,289.22582482895814,289.22582482895814,289.22582482895814,289.22582482895814,289.22582482895814,289.22582482895814,l,1.3953759821597487,10,60,0,290.64413510402665,292.14556015189737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95949,2022-11-16_14h31.02.361,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.095062409638274,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.64617628394626,292.64617628394626,292.64617628394626,292.64617628394626,292.64617628394626,292.64617628394626,292.64617628394626,292.64617628394626,292.64617628394626,292.64617628394626,l,0.6860828849021345,10,70,0,293.3637427589856,294.86537350085564,294.86537350085564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95949,2022-11-16_14h31.02.361,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.095062409638274,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.3657138450071,295.3657138450071,295.3657138450071,295.3657138450071,295.3657138450071,295.3657138450071,295.3657138450071,295.3657138450071,295.3657138450071,295.3657138450071,a,0.7019178930204362,1,71,0,296.09995582001284,297.6016828469001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95949,2022-11-16_14h31.02.361,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.095062409638274,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.10186709999107,298.10186709999107,298.10186709999107,298.10186709999107,298.10186709999107,298.10186709999107,298.10186709999107,298.10186709999107,298.10186709999107,298.10186709999107,l,1.7010831942316145,1,72,0,299.82083151489496,301.3222783799283,301.3222783799283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95949,2022-11-16_14h31.02.361,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.095062409638274,
