LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,prac_fback_text.stopped,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,blockNum,norew_fback.started,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,1,869,,,1823.2096510669217,,,125,U,triangle,0.0003963196650147438,,,,,1,0,,,,,,,,,,,,,,,1819.5310400980525,1819.5310400980525,1819.5310400980525,1819.5310400980525,1821.0089132469147,1821.0089132469147,1821.0089132469147,1821.0089132469147,1821.0422242041677,1821.0422242041677,1821.0422242041677,1821.0422242041677,switch,letter,lettSwt,k,0.6559703601524234,Lo,,,,,,0,,,,low,1821.6957911332138,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,10,879,,,1828.1966638029553,,,146,Y,circle,0.01666278298944235,,,,,1,0,,,,,,,,,,,,,,,1824.2058530482464,1824.2058530482464,1824.2058530482464,1824.2058530482464,1825.6792075042613,1825.6792075042613,1825.6792075042613,1825.6792075042613,1825.7122887521982,1825.7122887521982,1825.7122887521982,1825.7122887521982,repeat,letter,lettRpt,k,0.9697994310408831,Lo,,,,,,0,,,,low,1826.6826342321,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,1,880,,,1833.1505173821934,,,132,B,circle,0.01669023372232914,,,,,1,0,,,,,,,,,,,,,,,1829.1926421080716,1829.1926421080716,1829.1926421080716,1829.1926421080716,1830.6663318122737,1830.6663318122737,1830.6663318122737,1830.6663318122737,1830.6993145872839,1830.6993145872839,1830.6993145872839,1830.6993145872839,repeat,letter,lettRpt,j,0.944939109031111,Lo,,,,,,0,,,,low,1831.636442339979,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,0,880,,,1837.8538210559636,,,160,H,hexagon,0.016975726932287216,,,,,1,0,,,,,,,,,,,,,,,1834.1464762371033,1834.1464762371033,1834.1464762371033,1834.1464762371033,1835.619691315107,1835.619691315107,1835.619691315107,1835.619691315107,1835.6531717772596,1835.6531717772596,1835.6531717772596,1835.6531717772596,repeat,letter,lettRpt,j,0.6935140970163047,Hi,,,,,,0,,,,low,1836.3401081040502,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,10,890,,,1842.42397330096,,,181,F,triangle,0.017039377242326736,,,,,1,0,,,,,,,,,,,,,,,1838.8494679969735,1838.8494679969735,1838.8494679969735,1838.8494679969735,1840.3231374123134,1840.3231374123134,1840.3231374123134,1840.3231374123134,1840.3564298111014,1840.3564298111014,1840.3564298111014,1840.3564298111014,switch,number,numSwt,f,0.558671607170254,Lo,,,,,,0,,,,low,1840.9098774553277,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,1,891,,,1847.1611198540777,,,174,W,star,0.016523651778697968,,,,,1,0,,,,,,,,,,,,,,,1843.4196959473193,1843.4196959473193,1843.4196959473193,1843.4196959473193,1844.8932643760927,1844.8932643760927,1844.8932643760927,1844.8932643760927,1844.9265308631584,1844.9265308631584,1844.9265308631584,1844.9265308631584,repeat,number,numRpt,f,0.7247428111732006,Hi,,,,,,0,,,,low,1845.6467262213118,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,0,891,,,1852.1146857151762,,,132,Y,hexagon,0.01662478595972061,,,,,1,0,,,,,,,,,,,,,,,1848.1564940782264,1848.1564940782264,1848.1564940782264,1848.1564940782264,1849.6303200209513,1849.6303200209513,1849.6303200209513,1849.6303200209513,1849.6636790488847,1849.6636790488847,1849.6636790488847,1849.6636790488847,switch,letter,lettSwt,k,0.9492314560338855,Hi,,,,,,0,,,,low,1850.6008454402909,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,1,892,,,1856.5676465169527,,,181,B,triangle,0.0169655648060143,,,,,1,0,,,,,,,,,,,,,,,1853.1099572172388,1853.1099572172388,1853.1099572172388,1853.1099572172388,1854.5838175690733,1854.5838175690733,1854.5838175690733,1854.5838175690733,1854.6170277949423,1854.6170277949423,1854.6170277949423,1854.6170277949423,repeat,letter,lettRpt,j,0.4502135869115591,Lo,,,,,,0,,,,low,1855.0536685041152,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,10,902,,,1861.2545563080348,,,139,S,star,0.016446468885987997,,,,,1,0,,,,,,,,,,,,,,,1857.5635531293228,1857.5635531293228,1857.5635531293228,1857.5635531293228,1859.0352894780226,1859.0352894780226,1859.0352894780226,1859.0352894780226,1859.0689215552993,1859.0689215552993,1859.0689215552993,1859.0689215552993,switch,number,numSwt,d,0.6802539629861712,Hi,,,,,,0,,,,low,1859.740738302935,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,10,912,,,1865.6581440903246,,,160,H,circle,0.017049037851393223,,,,,1,0,,,,,,,,,,,,,,,1862.2504684110172,1862.2504684110172,1862.2504684110172,1862.2504684110172,1863.7223484022543,1863.7223484022543,1863.7223484022543,1863.7223484022543,1863.7557253409177,1863.7557253409177,1863.7557253409177,1863.7557253409177,repeat,number,numRpt,f,0.4025267460383475,Lo,,,,,,0,,,,low,1864.1591822342016,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,1,913,,,1870.4614924280904,,,146,U,circle,0.0015509147197008133,,,,,1,0,,,,,,,,,,,,,,,1866.665574195329,1866.665574195329,1866.665574195329,1866.665574195329,1868.1424240451306,1868.1424240451306,1868.1424240451306,1868.1424240451306,1868.1758200610057,1868.1758200610057,1868.1758200610057,1868.1758200610057,repeat,number,numRpt,d,0.7861856031231582,Lo,,,,,,0,,,,low,1868.9624637290835,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,10,923,,,1875.0314662889577,,,167,W,hexagon,0.0019084722734987736,,,,,1,0,,,,,,,,,,,,,,,1871.468934847042,1871.468934847042,1871.468934847042,1871.468934847042,1872.9460996729322,1872.9460996729322,1872.9460996729322,1872.9460996729322,1872.9792938292958,1872.9792938292958,1872.9792938292958,1872.9792938292958,switch,letter,lettSwt,k,0.5616512480191886,Hi,,,,,,0,,,,low,1873.5326902009547,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,10,933,,,1879.5168355712667,,,174,F,star,0.0014695581048727036,,,,,1,0,,,,,,,,,,,,,,,1876.0388537202962,1876.0388537202962,1876.0388537202962,1876.0388537202962,1877.5160722341388,1877.5160722341388,1877.5160722341388,1877.5160722341388,1877.549302412197,1877.549302412197,1877.549302412197,1877.549302412197,switch,number,numSwt,f,0.4580828337930143,Hi,,,,,,0,,,,low,1878.0029134671204,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,1,934,,,1884.2203920301981,,,125,D,triangle,0.001932361163198948,,,,,1,0,,,,,,,,,,,,,,,1880.5086873350665,1880.5086873350665,1880.5086873350665,1880.5086873350665,1881.9861595160328,1881.9861595160328,1881.9861595160328,1881.9861595160328,1882.0195979680866,1882.0195979680866,1882.0195979680866,1882.0195979680866,repeat,number,numRpt,d,0.6921465890482068,Lo,,,,,,0,,,,low,1882.7060380629264,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,0,934,,,1905.2204295299016,,,174,B,hexagon,0.002416871953755617,,,,,0,0,,,,,,,,,,,,,,,1901.4243653919548,1901.4243653919548,1901.4243653919548,1901.4243653919548,1902.9011334022507,1902.9011334022507,1902.9011334022507,1902.9011334022507,1902.9346392652951,1902.9346392652951,1902.9346392652951,1902.9346392652951,repeat,number,NA,d,0.7927990187890828,Lo,,,,,,1,,space,1.7217095461674035,low,1903.7222903920338,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,1,935,,,1909.924095923081,,,125,W,triangle,0.0019364077597856522,,,,,1,1,,,,,,,,,,,,,,,1906.2273740340024,1906.2273740340024,1906.2273740340024,1906.2273740340024,1907.704467935022,1907.704467935022,1907.704467935022,1907.704467935022,1907.7378179151565,1907.7378179151565,1907.7378179151565,1907.7378179151565,repeat,number,numRpt,d,0.6918877880088985,Lo,,,,,,1,,,,low,1908.4248611880466,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,10,945,,,1914.6115983952768,,,146,Y,circle,0.0017659333534538746,,,,,1,0,,,,,,,,,,,,,,,1910.93110960396,1910.93110960396,1910.93110960396,1910.93110960396,1912.4082514122128,1912.4082514122128,1912.4082514122128,1912.4082514122128,1912.4413127852604,1912.4413127852604,1912.4413127852604,1912.4413127852604,repeat,number,numRpt,d,0.6690301331691444,Lo,,,,,,1,,,,low,1913.1114614889957,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,10,955,,,1919.1957331793383,,,132,H,star,0.0020973896607756615,,,,,1,0,,,,,,,,,,,,,,,1915.617510753218,1915.617510753218,1915.617510753218,1915.617510753218,1917.0948748230003,1917.0948748230003,1917.0948748230003,1917.0948748230003,1917.1282419972122,1917.1282419972122,1917.1282419972122,1917.1282419972122,switch,letter,lettSwt,j,0.560584588907659,Hi,,,,,,1,,,,low,1917.6818298762664,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,1,956,,,1923.8660917649977,,,181,S,circle,0.0018812883645296097,,,,,1,0,,,,,,,,,,,,,,,1920.1877548219636,1920.1877548219636,1920.1877548219636,1920.1877548219636,1921.6649997993372,1921.6649997993372,1921.6649997993372,1921.6649997993372,1921.6984625961632,1921.6984625961632,1921.6984625961632,1921.6984625961632,switch,number,numSwt,f,0.6592594971880317,Lo,,,,,,1,,,,low,1922.3520167940296,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,0,956,,,1928.7194805680774,,,139,D,star,0.016881889663636684,,,,,1,0,,,,,,,,,,,,,,,1924.8615395030938,1924.8615395030938,1924.8615395030938,1924.8615395030938,1926.335401949007,1926.335401949007,1926.335401949007,1926.335401949007,1926.3685272089206,1926.3685272089206,1926.3685272089206,1926.3685272089206,repeat,number,numRpt,d,0.838631056714803,Hi,,,,,,1,,,,low,1927.2062413240783,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,1,957,,,1933.423133782111,,,167,F,triangle,0.01697853021323681,,,,,1,0,,,,,,,,,,,,,,,1929.715842118021,1929.715842118021,1929.715842118021,1929.715842118021,1931.1891999980435,1931.1891999980435,1931.1891999980435,1931.1891999980435,1931.2223261049949,1931.2223261049949,1931.2223261049949,1931.2223261049949,repeat,number,numRpt,f,0.687428864184767,Lo,,,,,,1,,,,low,1931.9091760809533,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,0,957,,,1938.076458894182,,,160,U,hexagon,0.016768646892160177,,,,,1,0,,,,,,,,,,,,,,,1934.4192355759442,1934.4192355759442,1934.4192355759442,1934.4192355759442,1935.8924153870903,1935.8924153870903,1935.8924153870903,1935.8924153870903,1935.9258886501193,1935.9258886501193,1935.9258886501193,1935.9258886501193,switch,letter,lettSwt,k,0.6412032810039818,Hi,,,,,,1,,,,low,1936.5630817692727,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,1,958,,,1942.580154686235,,,174,B,hexagon,0.017007754649966955,,,,,1,0,,,,,,,,,,,,,,,1939.0726381200366,1939.0726381200366,1939.0726381200366,1939.0726381200366,1940.5459932391532,1940.5459932391532,1940.5459932391532,1940.5459932391532,1940.5792945460416,1940.5792945460416,1940.5792945460416,1940.5792945460416,repeat,letter,lettRpt,j,0.4885187712498009,Hi,,,,,,1,,,,low,1941.0661995653063,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,1,959,,,1947.1670108959079,,,125,W,triangle,0.016727379988878965,,,,,1,0,,,,,,,,,,,,,,,1943.5759175121784,1943.5759175121784,1943.5759175121784,1943.5759175121784,1945.0494281169958,1945.0494281169958,1945.0494281169958,1945.0494281169958,1945.0825326573104,1945.0825326573104,1945.0825326573104,1945.0825326573104,repeat,letter,lettRpt,k,0.5749199050478637,Lo,,,,,,1,,,,low,1945.6529977140017,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,1,960,,,1951.787242158316,,,146,Y,circle,0.016820131335407495,,,,,1,0,,,,,,,,,,,,,,,1948.1622477918863,1948.1622477918863,1948.1622477918863,1948.1622477918863,1949.6379964682274,1949.6379964682274,1949.6379964682274,1949.6379964682274,1949.6694466881454,1949.6694466881454,1949.6694466881454,1949.6694466881454,switch,number,numSwt,d,0.6111383331008255,Lo,,,,,,1,,,,low,1950.273074182216,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,0,960,,,1956.6239903452806,,,132,H,star,0.016991758719086647,,,,,1,0,,,,,,,,,,,,,,,1952.7827515080571,1952.7827515080571,1952.7827515080571,1952.7827515080571,1954.2546703261323,1954.2546703261323,1954.2546703261323,1954.2546703261323,1954.287980871275,1954.287980871275,1954.287980871275,1954.287980871275,repeat,number,numRpt,d,0.8198598572053015,Hi,,,,,,1,,,,low,1955.1094433860853,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,0,960,,,1961.244086321909,,,181,S,triangle,0.013200229033827782,,,,,0,0,,,,,,,,,,,,,,,1957.6195732071064,1957.6195732071064,1957.6195732071064,1957.6195732071064,1959.1081083272584,1959.1081083272584,1959.1081083272584,1959.1081083272584,1959.1247102553025,1959.1247102553025,1959.1247102553025,1959.1247102553025,repeat,number,NA,d,0.6019667536020279,Hi,,,,,,1,,,,low,1959.7307220823132,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,0,960,,,1965.9810427459888,,,139,D,hexagon,0.01680891402065754,,,,,1,1,,,,,,,,,,,,,,,1962.239946869202,1962.239946869202,1962.239946869202,1962.239946869202,1963.7114663259126,1963.7114663259126,1963.7114663259126,1963.7114663259126,1963.7448555929586,1963.7448555929586,1963.7448555929586,1963.7448555929586,repeat,number,numRpt,d,0.7467905292287469,Hi,,,,,,1,,,,low,1964.4827806330286,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,10,970,,,1970.6345360400155,,,167,F,circle,0.0018341979011893272,,,,,1,0,,,,,,,,,,,,,,,1966.9883661610074,1966.9883661610074,1966.9883661610074,1966.9883661610074,1968.465231499169,1968.465231499169,1968.465231499169,1968.465231499169,1968.4984197122976,1968.4984197122976,1968.4984197122976,1968.4984197122976,switch,letter,lettSwt,j,0.6399258011952043,Lo,,,,,,1,,,,low,1969.1354629741982,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,0,970,,,1975.2710993750952,,,160,U,star,0.00221437681466341,,,,,1,0,,,,,,,,,,,,,,,1971.6416349620558,1971.6416349620558,1971.6416349620558,1971.6416349620558,1973.1185913891532,1973.1185913891532,1973.1185913891532,1973.1185913891532,1973.1521989870816,1973.1521989870816,1973.1521989870816,1973.1521989870816,repeat,letter,lettRpt,k,0.6326185590587556,Hi,,,,,,1,,,,low,1973.7729668579996,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,1,971,,,1980.1246484839357,,,139,S,triangle,0.0018249377608299255,,,,,1,0,,,,,,,,,,,,,,,1976.2783718369901,1976.2783718369901,1976.2783718369901,1976.2783718369901,1977.7555050682276,1977.7555050682276,1977.7555050682276,1977.7555050682276,1977.7890928462148,1977.7890928462148,1977.7890928462148,1977.7890928462148,repeat,letter,lettRpt,k,0.8451416050083935,Lo,,,,,,1,,,,low,1978.625356071163,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,1,972,,,1984.8117055878974,,,181,D,circle,0.002215042244642973,,,,,1,0,,,,,,,,,,,,,,,1981.132063689176,1981.132063689176,1981.132063689176,1981.132063689176,1982.6088433959521,1982.6088433959521,1982.6088433959521,1982.6088433959521,1982.6422993000597,1982.6422993000597,1982.6422993000597,1982.6422993000597,switch,number,numSwt,f,0.6826111013069749,Lo,,,,,,1,,,,low,1983.31270936504,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,0,972,,,1989.5134927160107,,,125,F,star,0.0020233849063515663,,,,,1,0,,,,,,,,,,,,,,,1985.8187956521288,1985.8187956521288,1985.8187956521288,1985.8187956521288,1987.2960384879261,1987.2960384879261,1987.2960384879261,1987.2960384879261,1987.3292784322985,1987.3292784322985,1987.3292784322985,1987.3292784322985,repeat,number,numRpt,d,0.6763676819391549,Hi,,,,,,1,,,,low,1988.0002148691565,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,0,972,,,1994.1669973409735,,,146,B,hexagon,0.0017923573032021523,,,,,1,0,,,,,,,,,,,,,,,1990.5058098929003,1990.5058098929003,1990.5058098929003,1990.5058098929003,1991.982829902321,1991.982829902321,1991.982829902321,1991.982829902321,1992.0162805989385,1992.0162805989385,1992.0162805989385,1992.0162805989385,repeat,number,numRpt,d,0.6463394700549543,Hi,,,,,,1,,,,low,1992.6528436150402,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,1,973,,,1998.7702809260227,,,167,Y,triangle,0.009068159386515617,,,,,1,0,,,,,,,,,,,,,,,1995.1493206638843,1995.1493206638843,1995.1493206638843,1995.1493206638843,1996.6362924813293,1996.6362924813293,1996.6362924813293,1996.6362924813293,1996.6530687459745,1996.6530687459745,1996.6530687459745,1996.6530687459745,repeat,number,numRpt,f,0.594690877944231,Lo,,,,,,1,,,,low,1997.2563481749967,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
