LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,prac_fback_text.stopped,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,blockNum,norew_fback.started,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.7324692909606,691.7324692909606,691.7324692909606,691.7324692909606,691.7324692909606,691.7324692909606,691.7324692909606,691.7324692909606,691.7324692909606,691.7324692909606,a,1.4956634622067213,1,511,2,693.2576097692363,694.757461217232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.2575520733371,695.2575520733371,695.2575520733371,695.2575520733371,695.2575520733371,695.2575520733371,695.2575520733371,695.2575520733371,695.2575520733371,695.2575520733371,l,0.9415368461050093,10,521,2,696.2271297150292,697.7418828043155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,0,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.2419205242768,698.2419205242768,698.2419205242768,698.2419205242768,698.2419205242768,698.2419205242768,698.2419205242768,698.2419205242768,698.2419205242768,698.2419205242768,l,1.0050420979969203,1,522,2,699.2804693449289,700.794788364321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.2946975692175,701.2946975692175,701.2946975692175,701.2946975692175,701.2946975692175,701.2946975692175,701.2946975692175,701.2946975692175,701.2946975692175,701.2946975692175,l,1.1033993461169302,10,532,2,702.4307626592927,703.9307265589014,703.9307265589014,704.4309863569215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.4309863569215,704.4309863569215,704.4309863569215,704.4309863569215,704.4309863569215,704.4309863569215,704.4309863569215,704.4309863569215,704.4309863569215,704.4309863569215,a,2.1522652939893305,10,542,2,706.6151852910407,708.1157542760484,708.1157542760484,708.6161881731823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.6161881731823,708.6161881731823,708.6161881731823,708.6161881731823,708.6161881731823,708.6161881731823,708.6161881731823,708.6161881731823,708.6161881731823,708.6161881731823,l,2.9951501390896738,1,543,2,711.6384068462066,713.1363293151371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.6364101371728,713.6364101371728,713.6364101371728,713.6364101371728,713.6364101371728,713.6364101371728,713.6364101371728,713.6364101371728,713.6364101371728,713.6364101371728,l,2.5202460107393563,10,553,2,716.1903860229068,717.689695877023,717.689695877023,718.1898764679208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.1898764679208,718.1898764679208,718.1898764679208,718.1898764679208,718.1898764679208,718.1898764679208,718.1898764679208,718.1898764679208,718.1898764679208,718.1898764679208,a,3.468535440042615,10,563,2,721.6772094140761,723.1770327351987,723.1770327351987,723.6767754252069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,8,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.6767754252069,723.6767754252069,723.6767754252069,723.6767754252069,723.6767754252069,723.6767754252069,723.6767754252069,723.6767754252069,723.6767754252069,723.6767754252069,l,1.8630095971748233,10,573,2,725.5636331620626,727.0631824759766,727.0631824759766,727.563350789249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,0,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.563350789249,727.563350789249,727.563350789249,727.563350789249,727.563350789249,727.563350789249,727.563350789249,727.563350789249,727.563350789249,727.563350789249,l,7.540034401696175,10,583,2,735.1211266103201,736.6372413849458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.1373541741632,737.1373541741632,737.1373541741632,737.1373541741632,737.1373541741632,737.1373541741632,737.1373541741632,737.1373541741632,737.1373541741632,737.1373541741632,a,1.6669770223088562,1,584,2,738.826231950894,740.3403452560306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.8406913429499,740.8406913429499,740.8406913429499,740.8406913429499,740.8406913429499,740.8406913429499,740.8406913429499,740.8406913429499,740.8406913429499,740.8406913429499,a,1.260153500828892,10,594,2,742.1273191682994,743.6415341729298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,0,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.1268654842861,744.1268654842861,744.1268654842861,744.1268654842861,744.1268654842861,744.1268654842861,744.1268654842861,744.1268654842861,744.1268654842861,744.1268654842861,l,1.9677440100349486,1,595,2,746.1146236122586,747.6280565829948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,1,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.1283100699075,748.1283100699075,748.1283100699075,748.1283100699075,748.1283100699075,748.1283100699075,748.1283100699075,748.1283100699075,748.1283100699075,748.1283100699075,l,1.5329072894528508,10,605,2,749.6951735680923,751.1981723969802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,2,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.6981547041796,751.6981547041796,751.6981547041796,751.6981547041796,751.6981547041796,751.6981547041796,751.6981547041796,751.6981547041796,751.6981547041796,751.6981547041796,a,2.1830039713531733,10,615,2,753.9014506503008,755.4013842851855,755.4013842851855,755.9015924553387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,3,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.9015924553387,755.9015924553387,755.9015924553387,755.9015924553387,755.9015924553387,755.9015924553387,755.9015924553387,755.9015924553387,755.9015924553387,755.9015924553387,l,1.4885631711222231,10,625,2,757.4194339183159,758.921034659259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,4,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.4212307180278,759.4212307180278,759.4212307180278,759.4212307180278,759.4212307180278,759.4212307180278,759.4212307180278,759.4212307180278,759.4212307180278,759.4212307180278,l,1.738902669865638,10,635,2,761.1893116813153,762.6890111402608,762.6890111402608,763.1892599361017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,5,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.1892599361017,763.1892599361017,763.1892599361017,763.1892599361017,763.1892599361017,763.1892599361017,763.1892599361017,763.1892599361017,763.1892599361017,763.1892599361017,a,1.8630154128186405,1,636,2,765.0778999812901,766.5923472163267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,6,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.0922720879316,767.0922720879316,767.0922720879316,767.0922720879316,767.0922720879316,767.0922720879316,767.0922720879316,767.0922720879316,767.0922720879316,767.0922720879316,l,5.587717655580491,1,637,2,772.6978581422009,774.1986439591274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,7,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.6988757541403,774.6988757541403,774.6988757541403,774.6988757541403,774.6988757541403,774.6988757541403,774.6988757541403,774.6988757541403,774.6988757541403,774.6988757541403,a,1.716269712895155,1,638,2,776.433733927086,777.9333477192558,777.9333477192558,778.4331347770058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,8,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.4331347770058,778.4331347770058,778.4331347770058,778.4331347770058,778.4331347770058,778.4331347770058,778.4331347770058,778.4331347770058,778.4331347770058,778.4331347770058,a,1.5601937361061573,1,639,2,780.020445690956,781.5197282619774,781.5197282619774,782.0198405990377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,9,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.0198405990377,782.0198405990377,782.0198405990377,782.0198405990377,782.0198405990377,782.0198405990377,782.0198405990377,782.0198405990377,782.0198405990377,782.0198405990377,a,1.3595914761535823,1,640,2,783.4051370332018,784.9062397102825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,10,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.406538376119,785.406538376119,785.406538376119,785.406538376119,785.406538376119,785.406538376119,785.406538376119,785.406538376119,785.406538376119,785.406538376119,l,1.5958777610212564,10,650,2,787.0267913131975,788.5410545570776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,11,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.026326417923,789.026326417923,789.026326417923,789.026326417923,789.026326417923,789.026326417923,789.026326417923,789.026326417923,789.026326417923,789.026326417923,a,1.3061828771606088,1,651,2,790.3632533391938,791.8772744373418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,0,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.3772729933262,792.3772729933262,792.3772729933262,792.3772729933262,792.3772729933262,792.3772729933262,792.3772729933262,792.3772729933262,792.3772729933262,792.3772729933262,l,2.3435946023091674,10,661,2,794.7497790860943,796.2641723062843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,1,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.764121604152,796.764121604152,796.764121604152,796.764121604152,796.764121604152,796.764121604152,796.764121604152,796.764121604152,796.764121604152,796.764121604152,l,2.051482770126313,10,671,2,798.8344490230083,800.3341085473076,800.3341085473076,800.8341687088832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,2,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.8341687088832,800.8341687088832,800.8341687088832,800.8341687088832,800.8341687088832,800.8341687088832,800.8341687088832,800.8341687088832,800.8341687088832,800.8341687088832,a,2.583387979771942,10,681,2,803.4364430741407,804.9373651202768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,3,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.4380089761689,805.4380089761689,805.4380089761689,805.4380089761689,805.4380089761689,805.4380089761689,805.4380089761689,805.4380089761689,805.4380089761689,805.4380089761689,a,1.5004013292491436,1,682,2,806.9582823789679,808.4721256443299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,4,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.9572730381042,808.9572730381042,808.9572730381042,808.9572730381042,808.9572730381042,808.9572730381042,808.9572730381042,808.9572730381042,808.9572730381042,808.9572730381042,a,1.739488460123539,1,683,2,810.7258338020183,812.2253016890027,812.2253016890027,812.7253241329454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,5,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.7253241329454,812.7253241329454,812.7253241329454,812.7253241329454,812.7253241329454,812.7253241329454,812.7253241329454,812.7253241329454,812.7253241329454,812.7253241329454,l,1.446702605113387,10,693,2,814.1976076420397,815.7118297950365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,6,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.211766497232,816.211766497232,816.211766497232,816.211766497232,816.211766497232,816.211766497232,816.211766497232,816.211766497232,816.211766497232,816.211766497232,a,1.234044201206416,1,694,2,817.4654328292236,818.9649863000959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,7,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.4648622549139,819.4648622549139,819.4648622549139,819.4648622549139,819.4648622549139,819.4648622549139,819.4648622549139,819.4648622549139,819.4648622549139,819.4648622549139,a,2.9203686411492527,1,695,2,822.4165644431487,823.9183524451219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,8,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.418387263082,824.418387263082,824.418387263082,824.418387263082,824.418387263082,824.418387263082,824.418387263082,824.418387263082,824.418387263082,824.418387263082,l,1.3982506426982582,1,696,2,825.8367333118804,827.3359802169725,827.3359802169725,827.8364251363091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,9,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.8364251363091,827.8364251363091,827.8364251363091,827.8364251363091,827.8364251363091,827.8364251363091,827.8364251363091,827.8364251363091,827.8364251363091,827.8364251363091,l,2.8633886920288205,1,697,2,830.7240675189532,832.2395337200724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,10,34,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.7398881050758,832.7398881050758,832.7398881050758,832.7398881050758,832.7398881050758,832.7398881050758,832.7398881050758,832.7398881050758,832.7398881050758,832.7398881050758,a,1.1994838509708643,10,707,2,833.9620736800134,835.4760711272247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,11,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.9763499149121,835.9763499149121,835.9763499149121,835.9763499149121,835.9763499149121,835.9763499149121,835.9763499149121,835.9763499149121,835.9763499149121,835.9763499149121,a,1.4507079017348588,10,717,2,837.4456570539623,838.9457737822086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,0,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.4460273869336,839.4460273869336,839.4460273869336,839.4460273869336,839.4460273869336,839.4460273869336,839.4460273869336,839.4460273869336,839.4460273869336,839.4460273869336,l,1.716340878047049,1,718,2,841.1833840142936,842.6971585960127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,1,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.1973963603377,843.1973963603377,843.1973963603377,843.1973963603377,843.1973963603377,843.1973963603377,843.1973963603377,843.1973963603377,843.1973963603377,843.1973963603377,a,1.5766291408799589,1,719,2,844.8008494479582,846.3004413200542,846.3004413200542,846.8005233481526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,2,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.8005233481526,846.8005233481526,846.8005233481526,846.8005233481526,846.8005233481526,846.8005233481526,846.8005233481526,846.8005233481526,846.8005233481526,846.8005233481526,a,1.809662587940693,10,729,2,848.6375441430137,850.136928814929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54640,2022-12-01_08h06.47.788,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0205125541495,
