LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,trainBlock,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,fix.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,prac_fback_text.stopped,fix.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,tgt_fix_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,points_trial,points_cumul,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate
0,0,1,0,1,0,0,0,hexagon,triangle,2,2,0,2,0,2,3,27,6,379.1074778,379.1074778,379.1074778,379.1074778,379.1074778,379.1074778,379.1074778,379.1074778,379.1074778,379.1074778,a,1.59164237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,682,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
0,1,0,0,1,0,0,0,circle,triangle,2,2,0,2,0,2,4,28,3,382.7280634,382.7280634,382.7280634,382.7280634,382.7280634,382.7280634,382.7280634,382.7280634,382.7280634,382.7280634,a,0.915093092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,683,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
0,0,0,1,1,0,0,0,star,triangle,2,2,0,2,0,2,5,29,9,385.6649054,385.6649054,385.6649054,385.6649054,385.6649054,385.6649054,385.6649054,385.6649054,385.6649054,385.6649054,a,1.235077895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,693,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
0,0,1,0,0,1,0,0,hexagon,circle,2,2,0,2,0,2,6,30,7,388.9185009,388.9185009,388.9185009,388.9185009,388.9185009,388.9185009,388.9185009,388.9185009,388.9185009,388.9185009,l,0.973374336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,694,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
0,1,0,0,0,0,0,1,circle,star,2,2,0,2,0,2,7,31,5,391.9214038,391.9214038,391.9214038,391.9214038,391.9214038,391.9214038,391.9214038,391.9214038,391.9214038,391.9214038,a,0.809607858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,695,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
1,0,0,0,0,0,1,0,triangle,hexagon,2,2,0,2,0,2,8,32,1,394.7580467,394.7580467,394.7580467,394.7580467,394.7580467,394.7580467,394.7580467,394.7580467,394.7580467,394.7580467,l,1.22849938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,696,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
0,1,0,0,0,0,1,0,circle,hexagon,2,2,0,2,0,2,9,33,4,398.011816,398.011816,398.011816,398.011816,398.011816,398.011816,398.011816,398.011816,398.011816,398.011816,a,0.558933899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,706,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
1,0,0,0,0,1,0,0,triangle,circle,2,2,0,2,0,2,10,34,0,400.5979899,400.5979899,400.5979899,400.5979899,400.5979899,400.5979899,400.5979899,400.5979899,400.5979899,400.5979899,l,0.877097922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,716,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
0,0,0,1,0,0,1,0,star,hexagon,2,2,0,2,0,2,11,35,11,403.5010738,403.5010738,403.5010738,403.5010738,403.5010738,403.5010738,403.5010738,403.5010738,403.5010738,403.5010738,a,1.270253647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,726,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
0,0,0,1,1,0,0,0,star,triangle,2,2,0,2,0,3,0,36,9,406.8049366,406.8049366,406.8049366,406.8049366,406.8049366,406.8049366,406.8049366,406.8049366,406.8049366,406.8049366,a,0.493634521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,727,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
0,1,0,0,0,0,1,0,circle,hexagon,2,2,0,2,0,3,1,37,4,409.3243602,409.3243602,409.3243602,409.3243602,409.3243602,409.3243602,409.3243602,409.3243602,409.3243602,409.3243602,a,0.886307824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,737,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
0,0,0,1,0,0,1,0,star,hexagon,2,2,0,2,0,3,2,38,11,412.2440151,412.2440151,412.2440151,412.2440151,412.2440151,412.2440151,412.2440151,412.2440151,412.2440151,412.2440151,a,0.663178045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,738,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
1,0,0,0,0,1,0,0,triangle,circle,2,2,0,2,0,3,3,39,0,414.9304773,414.9304773,414.9304773,414.9304773,414.9304773,414.9304773,414.9304773,414.9304773,414.9304773,414.9304773,l,0.528616398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,739,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
1,0,0,0,0,0,0,1,triangle,star,2,2,0,2,0,3,4,40,2,417.4831895,417.4831895,417.4831895,417.4831895,417.4831895,417.4831895,417.4831895,417.4831895,417.4831895,417.4831895,l,0.695286108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,749,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
0,0,1,0,0,1,0,0,hexagon,circle,2,2,0,2,0,3,5,41,7,420.2028306,420.2028306,420.2028306,420.2028306,420.2028306,420.2028306,420.2028306,420.2028306,420.2028306,420.2028306,l,0.623415352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,750,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
0,0,1,0,0,0,0,1,hexagon,star,2,2,0,2,0,3,6,42,8,422.8556384,422.8556384,422.8556384,422.8556384,422.8556384,422.8556384,422.8556384,422.8556384,422.8556384,422.8556384,a,0.52383623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,751,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
0,1,0,0,1,0,0,0,circle,triangle,2,2,0,2,0,3,7,43,3,425.4084856,425.4084856,425.4084856,425.4084856,425.4084856,425.4084856,425.4084856,425.4084856,425.4084856,425.4084856,l,1.178283858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,761,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
0,0,0,1,0,1,0,0,star ,circle,2,2,0,2,0,3,8,44,10,428.6122867,428.6122867,428.6122867,428.6122867,428.6122867,428.6122867,428.6122867,428.6122867,428.6122867,428.6122867,l,0.584333279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,771,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
0,1,0,0,0,0,0,1,circle,star,2,2,0,2,0,3,9,45,5,431.2150406,431.2150406,431.2150406,431.2150406,431.2150406,431.2150406,431.2150406,431.2150406,431.2150406,431.2150406,a,0.484467138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,772,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
1,0,0,0,0,0,1,0,triangle,hexagon,2,2,0,2,0,3,10,46,1,433.7343803,433.7343803,433.7343803,433.7343803,433.7343803,433.7343803,433.7343803,433.7343803,433.7343803,433.7343803,l,0.524980757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,782,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
0,0,1,0,1,0,0,0,hexagon,triangle,2,2,0,2,0,3,11,47,6,436.2872325,436.2872325,436.2872325,436.2872325,436.2872325,436.2872325,436.2872325,436.2872325,436.2872325,436.2872325,l,0.717306742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.73794819,space,4.437495898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,S,hexagon,0.001799609,29.4267479,30.93424249,30.93424249,30.93424249,1,0,f,2.705010581,0,33.67072901,35.17243594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,Y,circle,0.001762433,36.15253516,37.65832439,37.65832439,37.65832439,1,0,f,0.902168852,0,38.59269181,40.09472963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,U,star,0.00105967,41.0737995,42.58022276,42.58022276,42.58022276,1,0,d,0.843792279,0,43.44795915,44.94965684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,D,triangle,0.001849142,45.92812465,47.43573336,47.43573336,47.43573336,0,0,None,,0,50.43906741,51.94093941,50.43906741,50.43906741,50.43906741,50.43906741,51.94093941,52.44109714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,W,star,0.009057505,52.93773459,54.44332172,54.44332172,54.44332172,1,1,f,0.627966793,0,55.09399734,56.5957959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,B,circle,0.001955422,57.57453043,59.08198759,59.08198759,59.08198759,0,0,f,1.068937493,0,60.1831395,61.68498218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,H,hexagon,0.001278546,62.6631251,64.17104703,64.17104703,64.17104703,1,1,f,0.702055178,0,64.90524235,66.40666828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,F,triangle,0.001636588,67.38537052,68.89294246,68.89294246,68.89294246,1,0,d,0.714738847,0,69.62688725,71.12845795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,S,hexagon,0.001304852,72.1061586,73.61451035,73.61451035,73.61451035,1,0,f,0.665198602,0,74.29872045,75.80018801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,Y,circle,0.000988397,76.77810829,78.28665061,78.28665061,78.28665061,1,0,f,0.496468265,0,78.80377042,80.30529737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,U,circle,0.001714853,92.29644961,93.80363812,93.80363812,93.80363812,1,0,f,0.524046145,1,94.35421939,95.85585186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,F,hexagon,0.001536595,96.83354188,98.34171449,98.34171449,98.34171449,1,0,d,0.851399898,1,99.20938903,100.7110133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,H,star,0.000926499,101.6891071,103.1972158,103.1972158,103.1972158,1,0,d,0.771025854,1,103.9981351,105.4998021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,Y,triangle,0.00164613,106.4778775,107.9858711,107.9858711,107.9858711,1,0,f,1.022641026,1,109.0372773,110.5386548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,W,circle,0.002103712,111.5178392,113.0247668,113.0247668,113.0247668,1,0,f,0.727345518,1,113.7755472,115.2772268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,D,star,0.001720724,116.2551385,117.7632171,117.7632171,117.7632171,1,0,d,0.995942435,1,118.7812022,120.2827883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,B,triangle,0.00189153,121.261342,122.7689405,122.7689405,122.7689405,1,0,f,0.59972529,1,123.3863604,124.8878541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,S,hexagon,0.000937828,125.8659,127.3738782,127.3738782,127.3738782,1,0,d,0.968997434,1,128.3748626,129.8768919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,U,triangle,0.001646942,130.8536169,132.362728,132.362728,132.362728,1,0,f,0.934407265,1,133.313779,134.8153868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,F,star,0.000969691,135.7914045,137.3015826,137.3015826,137.3015826,1,0,d,1.010194969,1,138.3359956,139.8377151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,181,S,triangle,0.001565071,,,,,2,0,,,2,154.7045095,156.2056911,,,,,,,151.3771746,152.8854497,152.8854497,152.8854497,f,1.786502069,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,174,U,star,0.001669359,,,,,2,0,,,2,160.3767877,161.8785553,,,,,161.8785553,,157.1827142,158.6918583,158.6918583,158.6918583,f,1.668982706,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,146,H,hexagon,0.000952087,,,,,2,0,,,2,165.7671093,167.2679668,,,,,,,162.8635316,164.3646985,164.3646985,164.3646985,d,1.370875853,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,167,D,circle,0.003002937,,,,,2,0,,,2,170.504839,172.0065036,,,,,,,168.2449958,169.7539466,169.7539466,169.7539466,f,0.71827001,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,139,F,triangle,0.001444842,,,,,2,0,,,2,175.3601326,176.8617579,,,,,,,172.9834357,174.4925243,174.4925243,174.4925243,d,0.835455042,,,,,,,,,,,,,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97592842
