LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.932181086973287,space,1.849754250026308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.84056584991049,23.84056584991049,23.84056584991049,23.84056584991049,23.84056584991049,23.84056584991049,23.84056584991049,23.84056584991049,23.84056584991049,23.84056584991049,l,98.68731178203598,1,1,0,122.55458487698343,124.0540951580042,124.0540951580042,124.55429093190469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.55429093190469,124.55429093190469,124.55429093190469,124.55429093190469,124.55429093190469,124.55429093190469,124.55429093190469,124.55429093190469,124.55429093190469,124.55429093190469,a,1.2583450820529833,1,2,0,125.83987381891347,127.34036787890363,127.34036787890363,127.84087328298483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.84087328298483,127.84087328298483,127.84087328298483,127.84087328298483,127.84087328298483,127.84087328298483,127.84087328298483,127.84087328298483,127.84087328298483,127.84087328298483,a,2.5281518670963123,10,12,0,130.39432037901133,131.89377200894523,131.89377200894523,132.39410283998586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.39410283998586,132.39410283998586,132.39410283998586,132.39410283998586,132.39410283998586,132.39410283998586,132.39410283998586,132.39410283998586,132.39410283998586,132.39410283998586,a,1.147579504060559,1,13,0,133.56123227498028,135.0618711319985,135.0618711319985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.563645608956,135.563645608956,135.563645608956,135.563645608956,135.563645608956,135.563645608956,135.563645608956,135.563645608956,135.563645608956,135.563645608956,a,0.7682591191260144,1,14,0,136.36407045391388,137.8645722999936,137.8645722999936,138.36484205396846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.36484205396846,138.36484205396846,138.36484205396846,138.36484205396846,138.36484205396846,138.36484205396846,138.36484205396846,138.36484205396846,138.36484205396846,138.36484205396846,l,0.6566460070898756,10,24,0,139.048493198934,,140.55092331499327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,6,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0507421719376,141.0507421719376,141.0507421719376,141.0507421719376,141.0507421719376,141.0507421719376,141.0507421719376,141.0507421719376,141.0507421719376,141.0507421719376,l,1.9188465760089457,1,25,0,143.00167384301312,144.50207785097882,144.50207785097882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.00231602892745,145.00231602892745,145.00231602892745,145.00231602892745,145.00231602892745,145.00231602892745,145.00231602892745,145.00231602892745,145.00231602892745,145.00231602892745,a,0.9829198780935258,10,35,0,146.00496761500835,147.50509950798005,147.50509950798005,148.00541868491564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.00541868491564,148.00541868491564,148.00541868491564,148.00541868491564,148.00541868491564,148.00541868491564,148.00541868491564,148.00541868491564,148.00541868491564,148.00541868491564,l,1.0616209589643404,10,45,0,149.08895888598636,,150.59130469092634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.09152939298656,151.09152939298656,151.09152939298656,151.09152939298656,151.09152939298656,151.09152939298656,151.09152939298656,151.09152939298656,151.09152939298656,151.09152939298656,a,0.5412906520068645,10,55,0,151.6584076049039,153.15885930100922,153.15885930100922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.65921126492321,153.65921126492321,153.65921126492321,153.65921126492321,153.65921126492321,153.65921126492321,153.65921126492321,153.65921126492321,153.65921126492321,153.65921126492321,l,1.0441955660935491,1,56,0,154.7267557369778,,156.22866534197237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,11,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.72893445694353,156.72893445694353,156.72893445694353,156.72893445694353,156.72893445694353,156.72893445694353,156.72893445694353,156.72893445694353,156.72893445694353,156.72893445694353,a,1.1926135750254616,1,57,0,157.94598870398477,159.44632579491008,159.44632579491008,159.94655934697948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,0,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.94655934697948,159.94655934697948,159.94655934697948,159.94655934697948,159.94655934697948,159.94655934697948,159.94655934697948,159.94655934697948,159.94655934697948,159.94655934697948,a,1.1476378460647538,1,58,0,161.1155101750046,162.61626028397586,162.61626028397586,163.11597016092855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,1,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.11597016092855,163.11597016092855,163.11597016092855,163.11597016092855,163.11597016092855,163.11597016092855,163.11597016092855,163.11597016092855,163.11597016092855,163.11597016092855,a,0.3628065960947424,1,59,0,163.49950257199816,165.00030221499037,165.00030221499037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,2,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.5022278180113,165.5022278180113,165.5022278180113,165.5022278180113,165.5022278180113,165.5022278180113,165.5022278180113,165.5022278180113,165.5022278180113,165.5022278180113,l,0.7553286061156541,1,60,0,166.28583922691178,167.7864048879128,167.7864048879128,168.2865782600129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,3,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.2865782600129,168.2865782600129,168.2865782600129,168.2865782600129,168.2865782600129,168.2865782600129,168.2865782600129,168.2865782600129,168.2865782600129,168.2865782600129,a,0.7055093221133575,1,61,0,169.02021265798248,,170.52248997194692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,4,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.02280565793626,171.02280565793626,171.02280565793626,171.02280565793626,171.02280565793626,171.02280565793626,171.02280565793626,171.02280565793626,171.02280565793626,171.02280565793626,l,0.3093556520761922,1,62,0,171.35621567990165,172.85686665493995,172.85686665493995,173.3569273269968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,5,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.3569273269968,173.3569273269968,173.3569273269968,173.3569273269968,173.3569273269968,173.3569273269968,173.3569273269968,173.3569273269968,173.3569273269968,173.3569273269968,a,0.4720415921183303,10,72,0,173.85748795594554,,175.35956000292208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,6,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.85976268793456,175.85976268793456,175.85976268793456,175.85976268793456,175.85976268793456,175.85976268793456,175.85976268793456,175.85976268793456,175.85976268793456,175.85976268793456,a,0.9631551409838721,1,73,0,176.84373316995334,178.34389964293223,178.34389964293223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,7,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.84405703900848,178.84405703900848,178.84405703900848,178.84405703900848,178.84405703900848,178.84405703900848,178.84405703900848,178.84405703900848,178.84405703900848,178.84405703900848,l,0.6213688960997388,1,74,0,179.49420422292314,,180.9966892109951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,8,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.49682765698526,181.49682765698526,181.49682765698526,181.49682765698526,181.49682765698526,181.49682765698526,181.49682765698526,181.49682765698526,181.49682765698526,181.49682765698526,a,0.4669164210790768,10,84,0,181.9809784349054,183.4807944719214,183.4807944719214,183.98102202196606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,9,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.98102202196606,183.98102202196606,183.98102202196606,183.98102202196606,183.98102202196606,183.98102202196606,183.98102202196606,183.98102202196606,183.98102202196606,183.98102202196606,l,0.502757006091997,10,94,0,184.5146252999548,,186.01692685193848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,10,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.51723411795683,186.51723411795683,186.51723411795683,186.51723411795683,186.51723411795683,186.51723411795683,186.51723411795683,186.51723411795683,186.51723411795683,186.51723411795683,a,4.626647976110689,10,104,0,191.1705299859168,192.67107622895855,192.67107622895855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,11,23,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.1713473049458,193.1713473049458,193.1713473049458,193.1713473049458,193.1713473049458,193.1713473049458,193.1713473049458,193.1713473049458,193.1713473049458,193.1713473049458,l,0.0644108570413664,1,105,0,193.2552239599172,194.75533607695252,194.75533607695252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,0,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.2555491969688,195.2555491969688,195.2555491969688,195.2555491969688,195.2555491969688,195.2555491969688,195.2555491969688,195.2555491969688,195.2555491969688,195.2555491969688,l,0.2762671890668571,10,115,0,195.55797900096513,197.0580932769226,197.0580932769226,197.55823677789886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,1,25,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.55823677789886,197.55823677789886,197.55823677789886,197.55823677789886,197.55823677789886,197.55823677789886,197.55823677789886,197.55823677789886,197.55823677789886,197.55823677789886,l,0.5720960091566667,1,116,0,198.15833624301013,199.65905560494866,199.65905560494866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,2,26,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.15910123090725,200.15910123090725,200.15910123090725,200.15910123090725,200.15910123090725,200.15910123090725,200.15910123090725,200.15910123090725,200.15910123090725,200.15910123090725,a,0.20995994901750237,10,126,0,200.39464936801232,201.8949578559259,201.8949578559259,202.39516052498948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,3,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.39516052498948,202.39516052498948,202.39516052498948,202.39516052498948,202.39516052498948,202.39516052498948,202.39516052498948,202.39516052498948,202.39516052498948,202.39516052498948,a,0.3824337280821055,10,136,0,202.7950903949095,204.29577480594162,204.29577480594162,204.79579114390071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,4,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.79579114390071,204.79579114390071,204.79579114390071,204.79579114390071,204.79579114390071,204.79579114390071,204.79579114390071,204.79579114390071,204.79579114390071,204.79579114390071,a,0.34411518508568406,1,137,0,205.1634499169886,,206.66535825794563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,5,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.16532026894856,207.16532026894856,207.16532026894856,207.16532026894856,207.16532026894856,207.16532026894856,207.16532026894856,207.16532026894856,207.16532026894856,207.16532026894856,l,0.4607813630718738,1,138,0,207.64884146500845,209.1493495629402,209.1493495629402,209.6493052939186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,6,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.6493052939186,209.6493052939186,209.6493052939186,209.6493052939186,209.6493052939186,209.6493052939186,209.6493052939186,209.6493052939186,209.6493052939186,209.6493052939186,a,0.36085262696724385,10,148,0,210.0335469909478,,211.53558180399705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,7,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.03571877791546,212.03571877791546,212.03571877791546,212.03571877791546,212.03571877791546,212.03571877791546,212.03571877791546,212.03571877791546,212.03571877791546,212.03571877791546,a,0.2700056601315737,10,158,0,212.33557782694697,213.83610881399363,213.83610881399363,214.3365351909306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,8,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.3365351909306,214.3365351909306,214.3365351909306,214.3365351909306,214.3365351909306,214.3365351909306,214.3365351909306,214.3365351909306,214.3365351909306,214.3365351909306,l,0.3538684310624376,10,168,0,214.71989921596833,,216.22221369296312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,9,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.72240800294094,216.72240800294094,216.72240800294094,216.72240800294094,216.72240800294094,216.72240800294094,216.72240800294094,216.72240800294094,216.72240800294094,216.72240800294094,l,0.24155300401616842,1,169,0,216.98963529395405,218.4898862829432,218.4898862829432,218.989840499009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,10,34,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.989840499009,218.989840499009,218.989840499009,218.989840499009,218.989840499009,218.989840499009,218.989840499009,218.989840499009,218.989840499009,218.989840499009,a,0.3244744890835136,10,179,0,219.3408236959949,,220.84238628891762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,11,35,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.34262078395113,221.34262078395113,221.34262078395113,221.34262078395113,221.34262078395113,221.34262078395113,221.34262078395113,221.34262078395113,221.34262078395113,221.34262078395113,a,0.424537290004082,1,180,0,221.79326209693681,223.29333802696783,223.29333802696783,223.79333118500654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,3,0,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.79333118500654,223.79333118500654,223.79333118500654,223.79333118500654,223.79333118500654,223.79333118500654,223.79333118500654,223.79333118500654,223.79333118500654,223.79333118500654,l,0.23485607712063938,10,190,0,224.06007486698218,,225.56257148098666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,3,1,37,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.06281218701042,226.06281218701042,226.06281218701042,226.06281218701042,226.06281218701042,226.06281218701042,226.06281218701042,226.06281218701042,226.06281218701042,226.06281218701042,l,0.3966003080131486,10,200,0,226.47945859190077,227.98022134695202,227.98022134695202,228.48043959692586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473102564513,
