LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.5186107570189,407.5186107570189,407.5186107570189,407.5186107570189,407.5186107570189,407.5186107570189,407.5186107570189,407.5186107570189,407.5186107570189,407.5186107570189,a,0.9453318959567696,1,691,2,408.4855828520376,409.9859530220274,409.9859530220274,410.48570698400727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.48570698400727,410.48570698400727,410.48570698400727,410.48570698400727,410.48570698400727,410.48570698400727,410.48570698400727,410.48570698400727,410.48570698400727,410.48570698400727,l,1.0824006609618664,10,701,2,411.5885316800559,,413.0885242980439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.58898838202003,413.58898838202003,413.58898838202003,413.58898838202003,413.58898838202003,413.58898838202003,413.58898838202003,413.58898838202003,413.58898838202003,413.58898838202003,l,0.546917115978431,10,711,2,414.15593181102304,415.6562920960132,415.6562920960132,416.1563527560211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,0,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.1563527560211,416.1563527560211,416.1563527560211,416.1563527560211,416.1563527560211,416.1563527560211,416.1563527560211,416.1563527560211,416.1563527560211,416.1563527560211,a,0.6441216649254784,10,721,2,416.8236542380182,,418.3258594220388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,1,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.8261987279984,418.8261987279984,418.8261987279984,418.8261987279984,418.8261987279984,418.8261987279984,418.8261987279984,418.8261987279984,418.8261987279984,418.8261987279984,l,0.6696077249362133,10,731,2,419.52693099703174,421.02696697600186,421.02696697600186,421.52692324703094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,2,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.52692324703094,421.52692324703094,421.52692324703094,421.52692324703094,421.52692324703094,421.52692324703094,421.52692324703094,421.52692324703094,421.52692324703094,421.52692324703094,l,0.5376655299332924,10,741,2,422.09436838305555,,423.5961842540419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,3,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.096363194054,424.096363194054,424.096363194054,424.096363194054,424.096363194054,424.096363194054,424.096363194054,424.096363194054,424.096363194054,424.096363194054,a,0.5760317699750885,10,751,2,424.69674938503886,,426.19713527103886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,4,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.6970818590489,426.6970818590489,426.6970818590489,426.6970818590489,426.6970818590489,426.6970818590489,426.6970818590489,426.6970818590489,426.6970818590489,426.6970818590489,a,0.22349900100380182,10,761,2,426.9480152350152,,428.45007439202163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,5,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.9503149430384,428.9503149430384,428.9503149430384,428.9503149430384,428.9503149430384,428.9503149430384,428.9503149430384,428.9503149430384,428.9503149430384,428.9503149430384,a,1.1456011079717427,1,762,2,430.1320147580118,,431.6344704100047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,6,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.13445467705606,432.13445467705606,432.13445467705606,432.13445467705606,432.13445467705606,432.13445467705606,432.13445467705606,432.13445467705606,432.13445467705606,432.13445467705606,l,1.177555444999598,10,772,2,433.33890372305177,,434.8537649800419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,7,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.35378993302584,435.35378993302584,435.35378993302584,435.35378993302584,435.35378993302584,435.35378993302584,435.35378993302584,435.35378993302584,435.35378993302584,435.35378993302584,a,1.150013502978254,10,782,2,436.52116361801745,,438.0233173900051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,8,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.52358355600154,438.52358355600154,438.52358355600154,438.52358355600154,438.52358355600154,438.52358355600154,438.52358355600154,438.52358355600154,438.52358355600154,438.52358355600154,a,1.916931459971238,1,783,2,440.4607164050103,,441.9748845550348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,9,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.4602552620345,442.4602552620345,442.4602552620345,442.4602552620345,442.4602552620345,442.4602552620345,442.4602552620345,442.4602552620345,442.4602552620345,442.4602552620345,a,1.3157252490054816,10,793,2,443.7963933640276,,445.3111296080169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,10,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.7952065040008,445.7952065040008,445.7952065040008,445.7952065040008,445.7952065040008,445.7952065040008,445.7952065040008,445.7952065040008,445.7952065040008,445.7952065040008,l,0.8924813919584267,1,794,2,446.7143413570011,,448.214473162021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,11,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.7149634680245,448.7149634680245,448.7149634680245,448.7149634680245,448.7149634680245,448.7149634680245,448.7149634680245,448.7149634680245,448.7149634680245,448.7149634680245,l,1.2527143050101586,10,804,2,449.9989802710479,451.4987869330216,451.4987869330216,451.9987267200486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,0,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.9987267200486,451.9987267200486,451.9987267200486,451.9987267200486,451.9987267200486,451.9987267200486,451.9987267200486,451.9987267200486,451.9987267200486,451.9987267200486,l,1.312768812989816,10,814,2,453.33454451401485,454.83509364601923,454.83509364601923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,1,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.3351912430371,455.3351912430371,455.3351912430371,455.3351912430371,455.3351912430371,455.3351912430371,455.3351912430371,455.3351912430371,455.3351912430371,455.3351912430371,l,1.1048262809636071,10,824,2,456.46970361401327,,457.9715257480275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,2,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.4719586710562,458.4719586710562,458.4719586710562,458.4719586710562,458.4719586710562,458.4719586710562,458.4719586710562,458.4719586710562,458.4719586710562,458.4719586710562,l,1.48753325099824,10,834,2,459.9895150650409,461.4894360000035,461.4894360000035,461.98934118804755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,3,27,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.98934118804755,461.98934118804755,461.98934118804755,461.98934118804755,461.98934118804755,461.98934118804755,461.98934118804755,461.98934118804755,461.98934118804755,461.98934118804755,l,2.202679580950644,10,844,2,464.209471898037,465.709765000036,465.709765000036,466.2101174510317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,4,28,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.2101174510317,466.2101174510317,466.2101174510317,466.2101174510317,466.2101174510317,466.2101174510317,466.2101174510317,466.2101174510317,466.2101174510317,466.2101174510317,l,1.1742684339988045,10,854,2,467.4121086920495,468.9123812870239,468.9123812870239,469.41261313902214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,5,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.41261313902214,469.41261313902214,469.41261313902214,469.41261313902214,469.41261313902214,469.41261313902214,469.41261313902214,469.41261313902214,469.41261313902214,469.41261313902214,a,1.060013193928171,10,864,2,470.4968299320317,471.996728334052,471.996728334052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,6,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.49874323705444,472.49874323705444,472.49874323705444,472.49874323705444,472.49874323705444,472.49874323705444,472.49874323705444,472.49874323705444,472.49874323705444,472.49874323705444,a,0.8212314969277941,10,874,2,473.349612104008,474.84998084703693,474.84998084703693,475.349861454044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,7,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.349861454044,475.349861454044,475.349861454044,475.349861454044,475.349861454044,475.349861454044,475.349861454044,475.349861454044,475.349861454044,475.349861454044,a,0.9536817859625444,10,884,2,476.33433270902606,,477.8359422260546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,8,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.33648317703046,478.33648317703046,478.33648317703046,478.33648317703046,478.33648317703046,478.33648317703046,478.33648317703046,478.33648317703046,478.33648317703046,478.33648317703046,l,2.095858506974764,10,894,2,480.45466138405027,481.9538492220454,481.9538492220454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,9,33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.456058529031,482.456058529031,482.456058529031,482.456058529031,482.456058529031,482.456058529031,482.456058529031,482.456058529031,482.456058529031,482.456058529031,a,0.9514464269741438,1,895,2,483.4401736880536,484.9404030160513,484.9404030160513,485.4407429730054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,10,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.4407429730054,485.4407429730054,485.4407429730054,485.4407429730054,485.4407429730054,485.4407429730054,485.4407429730054,485.4407429730054,485.4407429730054,485.4407429730054,a,1.0873117429437116,1,896,2,486.5580844510114,,488.05978559399955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,11,35,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.560075735033,488.560075735033,488.560075735033,488.560075735033,488.560075735033,488.560075735033,488.560075735033,488.560075735033,488.560075735033,488.560075735033,a,2.0394356879987754,10,906,2,490.63020187901566,,492.1452968060039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,0,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.63051947799977,492.63051947799977,492.63051947799977,492.63051947799977,492.63051947799977,492.63051947799977,492.63051947799977,492.63051947799977,492.63051947799977,492.63051947799977,a,0.8094605960068293,10,916,2,493.46447340602754,494.96442020201357,494.96442020201357,495.46442705002846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,1,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.46442705002846,495.46442705002846,495.46442705002846,495.46442705002846,495.46442705002846,495.46442705002846,495.46442705002846,495.46442705002846,495.46442705002846,495.46442705002846,l,1.0721318939467892,10,926,2,496.5654182130238,,498.06713201501407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,2,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.56739825900877,498.56739825900877,498.56739825900877,498.56739825900877,498.56739825900877,498.56739825900877,498.56739825900877,498.56739825900877,498.56739825900877,498.56739825900877,a,0.9601129799266346,1,927,2,499.5540025520022,,501.0684234290384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,3,39,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.56844660802744,501.56844660802744,501.56844660802744,501.56844660802744,501.56844660802744,501.56844660802744,501.56844660802744,501.56844660802744,501.56844660802744,501.56844660802744,a,1.4315243609598838,10,937,2,503.02335867501097,,504.5384832950076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,4,40,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.0384239080013,505.0384239080013,505.0384239080013,505.0384239080013,505.0384239080013,505.0384239080013,505.0384239080013,505.0384239080013,505.0384239080013,505.0384239080013,a,0.7777744129416533,10,947,2,505.8392096120515,507.33947421604535,507.33947421604535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,5,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.8409105000319,507.8409105000319,507.8409105000319,507.8409105000319,507.8409105000319,507.8409105000319,507.8409105000319,507.8409105000319,507.8409105000319,507.8409105000319,l,1.0948322319309227,10,957,2,508.9595678860205,510.4593118870398,510.4593118870398,510.9593057160382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,6,42,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.9593057160382,510.9593057160382,510.9593057160382,510.9593057160382,510.9593057160382,510.9593057160382,510.9593057160382,510.9593057160382,510.9593057160382,510.9593057160382,l,0.9126609609811567,1,958,2,511.8954532360076,,513.395329217019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,7,43,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.8954027480213,513.8954027480213,513.8954027480213,513.8954027480213,513.8954027480213,513.8954027480213,513.8954027480213,513.8954027480213,513.8954027480213,513.8954027480213,a,0.6088266259757802,10,968,2,514.5314022110542,,516.0462884490262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,8,44,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.5463700670516,516.5463700670516,516.5463700670516,516.5463700670516,516.5463700670516,516.5463700670516,516.5463700670516,516.5463700670516,516.5463700670516,516.5463700670516,a,1.9651592529262416,1,969,2,518.535042634001,,520.0491388890077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,9,45,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.5492909290479,520.5492909290479,520.5492909290479,520.5492909290479,520.5492909290479,520.5492909290479,520.5492909290479,520.5492909290479,520.5492909290479,520.5492909290479,l,0.9542778929462656,10,979,2,521.5360197940026,,523.0353171680472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,10,46,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.5355736640049,523.5355736640049,523.5355736640049,523.5355736640049,523.5355736640049,523.5355736640049,523.5355736640049,523.5355736640049,523.5355736640049,523.5355736640049,a,0.8400948669877835,10,989,2,524.4040844330448,,525.9196305090445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,11,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.4200288230204,526.4200288230204,526.4200288230204,526.4200288230204,526.4200288230204,526.4200288230204,526.4200288230204,526.4200288230204,526.4200288230204,526.4200288230204,l,0.6994360429816879,10,999,2,527.1377880170476,,528.6391663830145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431,2022-10-31_10h44.42.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05725992252821,
