LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,top_target_prac2.stopped,tgt_fix_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,target_resp_prac2.keys,prac_fback_text.stopped,fix.stopped,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.71966215601424,space,15.172020610974869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.20137877200614,361.20137877200614,361.20137877200614,361.20137877200614,361.20137877200614,361.20137877200614,361.20137877200614,361.20137877200614,361.20137877200614,361.20137877200614,a,1.5075485419656616,1,1,0,362.7250940010126,364.22681578600896,364.22681578600896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.72743531200103,364.72743531200103,364.72743531200103,364.72743531200103,364.72743531200103,364.72743531200103,364.72743531200103,364.72743531200103,364.72743531200103,364.72743531200103,l,1.8690948559960816,1,2,0,366.62918117901427,,368.13089496199973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.63156382899615,368.63156382899615,368.63156382899615,368.63156382899615,368.63156382899615,368.63156382899615,368.63156382899615,368.63156382899615,368.63156382899615,368.63156382899615,a,1.8203603149740957,10,12,0,370.48345994600095,,371.98520767100854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.4857732100063,372.4857732100063,372.4857732100063,372.4857732100063,372.4857732100063,372.4857732100063,372.4857732100063,372.4857732100063,372.4857732100063,372.4857732100063,l,1.5579476839920972,10,22,0,374.07086794200586,,375.5724397050217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.07290960202226,376.07290960202226,376.07290960202226,376.07290960202226,376.07290960202226,376.07290960202226,376.07290960202226,376.07290960202226,376.07290960202226,376.07290960202226,a,2.0529017629742157,1,23,0,378.14193790001445,379.643664342002,379.643664342002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.1440740370017,380.1440740370017,380.1440740370017,380.1440740370017,380.1440740370017,380.1440740370017,380.1440740370017,380.1440740370017,380.1440740370017,380.1440740370017,a,2.043138844979694,10,33,0,382.21303864900256,,383.7146245240001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.21531581602176,384.21531581602176,384.21531581602176,384.21531581602176,384.21531581602176,384.21531581602176,384.21531581602176,384.21531581602176,384.21531581602176,384.21531581602176,a,1.8281521999742836,1,34,0,386.0673628730001,,387.56890633900184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.069728130009,388.069728130009,388.069728130009,388.069728130009,388.069728130009,388.069728130009,388.069728130009,388.069728130009,388.069728130009,388.069728130009,a,1.4142060699814465,10,44,0,389.5043896709976,,391.0060571100039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.50666253000963,391.50666253000963,391.50666253000963,391.50666253000963,391.50666253000963,391.50666253000963,391.50666253000963,391.50666253000963,391.50666253000963,391.50666253000963,a,1.3689246889844071,10,54,0,392.9081756150117,,394.40981756101246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.9105139540043,394.9105139540043,394.9105139540043,394.9105139540043,394.9105139540043,394.9105139540043,394.9105139540043,394.9105139540043,394.9105139540043,394.9105139540043,l,3.7724321769783273,1,55,0,398.71475647200714,,400.2162377110217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.7169232760207,400.7169232760207,400.7169232760207,400.7169232760207,400.7169232760207,400.7169232760207,400.7169232760207,400.7169232760207,400.7169232760207,400.7169232760207,l,1.6472458809730597,1,56,0,402.3853948780161,,403.8870336849941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,11,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.38756921500317,404.38756921500317,404.38756921500317,404.38756921500317,404.38756921500317,404.38756921500317,404.38756921500317,404.38756921500317,404.38756921500317,404.38756921500317,l,1.2959734739852138,10,66,0,405.70563749500434,,407.20717910301755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,0,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.7079503440182,407.7079503440182,407.7079503440182,407.7079503440182,407.7079503440182,407.7079503440182,407.7079503440182,407.7079503440182,407.7079503440182,407.7079503440182,a,1.9531824069854338,10,76,0,409.6934622580011,,411.1950373680156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,1,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.6956579470134,411.6956579470134,411.6956579470134,411.6956579470134,411.6956579470134,411.6956579470134,411.6956579470134,411.6956579470134,411.6956579470134,411.6956579470134,a,0.8754748970095534,1,77,0,412.5967129950004,,414.0982776780147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,2,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.5991195710085,414.5991195710085,414.5991195710085,414.5991195710085,414.5991195710085,414.5991195710085,414.5991195710085,414.5991195710085,414.5991195710085,414.5991195710085,l,0.9804062609910034,1,78,0,415.600056847994,,417.10167760800687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,3,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.6021699330013,417.6021699330013,417.6021699330013,417.6021699330013,417.6021699330013,417.6021699330013,417.6021699330013,417.6021699330013,417.6021699330013,417.6021699330013,a,1.3376127849915065,1,79,0,418.9704506120179,,420.47205098101404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,4,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.9727553950215,420.9727553950215,420.9727553950215,420.9727553950215,420.9727553950215,420.9727553950215,420.9727553950215,420.9727553950215,420.9727553950215,420.9727553950215,a,1.7685926569974981,1,80,0,422.7579668260005,,424.2596829760005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,5,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.7600685090001,424.7600685090001,424.7600685090001,424.7600685090001,424.7600685090001,424.7600685090001,424.7600685090001,424.7600685090001,424.7600685090001,424.7600685090001,a,1.5868206249724608,1,81,0,426.37855421501445,,427.88037523199455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,6,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.380860314006,428.380860314006,428.380860314006,428.380860314006,428.380860314006,428.380860314006,428.380860314006,428.380860314006,428.380860314006,428.380860314006,l,2.510523570992518,10,91,0,430.91677990101743,,432.4184842870163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,7,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.9191677000199,432.9191677000199,432.9191677000199,432.9191677000199,432.9191677000199,432.9191677000199,432.9191677000199,432.9191677000199,432.9191677000199,432.9191677000199,l,2.51662586996099,1,92,0,435.45531111600576,,436.95678071901784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,8,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.4574827880133,437.4574827880133,437.4574827880133,437.4574827880133,437.4574827880133,437.4574827880133,437.4574827880133,437.4574827880133,437.4574827880133,437.4574827880133,a,2.138337958982447,10,102,0,439.6265472290106,,441.12807270901976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,9,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.6288074119948,441.6288074119948,441.6288074119948,441.6288074119948,441.6288074119948,441.6288074119948,441.6288074119948,441.6288074119948,441.6288074119948,441.6288074119948,a,1.5751617639907636,10,112,0,443.23075126000913,,444.7321486590081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,10,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.2331329070148,445.2331329070148,445.2331329070148,445.2331329070148,445.2331329070148,445.2331329070148,445.2331329070148,445.2331329070148,445.2331329070148,445.2331329070148,l,1.5154578200017568,10,122,0,446.76766541501274,,448.26938997700927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,11,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.77029047801625,448.77029047801625,448.77029047801625,448.77029047801625,448.77029047801625,448.77029047801625,448.77029047801625,448.77029047801625,448.77029047801625,448.77029047801625,l,1.344937157962704,1,123,0,450.13825460200314,,451.63989017900894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,0,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.14033404699876,452.14033404699876,452.14033404699876,452.14033404699876,452.14033404699876,452.14033404699876,452.14033404699876,452.14033404699876,452.14033404699876,452.14033404699876,l,1.3849959479703102,10,133,0,453.54197458102135,,455.0436512409942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,1,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.54446994900354,455.54446994900354,455.54446994900354,455.54446994900354,455.54446994900354,455.54446994900354,455.54446994900354,455.54446994900354,455.54446994900354,455.54446994900354,a,1.1474035259743687,10,143,0,456.712029464019,,458.2138002180145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,2,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.7142311320058,458.7142311320058,458.7142311320058,458.7142311320058,458.7142311320058,458.7142311320058,458.7142311320058,458.7142311320058,458.7142311320058,458.7142311320058,a,0.8575484359753318,10,153,0,459.59864688501693,,461.1003855430172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,3,27,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.6008154230076,461.6008154230076,461.6008154230076,461.6008154230076,461.6008154230076,461.6008154230076,461.6008154230076,461.6008154230076,461.6008154230076,461.6008154230076,a,1.6742394629691262,10,163,0,463.30262953901547,,464.80431348001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,4,28,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.3047890950111,465.3047890950111,465.3047890950111,465.3047890950111,465.3047890950111,465.3047890950111,465.3047890950111,465.3047890950111,465.3047890950111,465.3047890950111,a,1.8112413649796508,10,173,0,467.1402527000173,,468.64208775400766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,5,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.14265247702133,469.14265247702133,469.14265247702133,469.14265247702133,469.14265247702133,469.14265247702133,469.14265247702133,469.14265247702133,469.14265247702133,469.14265247702133,l,1.5184931279800367,10,183,0,470.6773983600142,,472.17920144600794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,6,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.6796065290109,472.6796065290109,472.6796065290109,472.6796065290109,472.6796065290109,472.6796065290109,472.6796065290109,472.6796065290109,472.6796065290109,472.6796065290109,a,1.117636834969744,1,184,0,473.81441126100253,,475.31587053401745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,7,31,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.8162630230072,475.8162630230072,475.8162630230072,475.8162630230072,475.8162630230072,475.8162630230072,475.8162630230072,475.8162630230072,475.8162630230072,475.8162630230072,a,1.39563756599091,1,185,0,477.2345874920138,,478.73614662501495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,8,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.2367856860219,479.2367856860219,479.2367856860219,479.2367856860219,479.2367856860219,479.2367856860219,479.2367856860219,479.2367856860219,479.2367856860219,479.2367856860219,l,1.8476876099884976,10,195,0,481.1055243970186,,482.60724548000144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,9,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.1079572059971,483.1079572059971,483.1079572059971,483.1079572059971,483.1079572059971,483.1079572059971,483.1079572059971,483.1079572059971,483.1079572059971,483.1079572059971,l,1.3524741099972744,1,196,0,484.4927861400065,,485.9944275080052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,10,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.4948231980088,486.4948231980088,486.4948231980088,486.4948231980088,486.4948231980088,486.4948231980088,486.4948231980088,486.4948231980088,486.4948231980088,486.4948231980088,a,2.5650161359808408,1,197,0,489.0811670520052,,490.5826714760042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,11,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.083249214018,491.083249214018,491.083249214018,491.083249214018,491.083249214018,491.083249214018,491.083249214018,491.083249214018,491.083249214018,491.083249214018,l,1.720486729987897,1,198,0,492.83514690599986,,494.33677262900164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,3,0,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.83737364099943,494.83737364099943,494.83737364099943,494.83737364099943,494.83737364099943,494.83737364099943,494.83737364099943,494.83737364099943,494.83737364099943,494.83737364099943,l,1.9266364779905416,10,208,0,496.7895675150212,,498.29121830200893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,3,1,37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.79177088901633,498.79177088901633,498.79177088901633,498.79177088901633,498.79177088901633,498.79177088901633,498.79177088901633,498.79177088901633,498.79177088901633,498.79177088901633,l,2.5954217379912734,10,218,0,501.41119527001865,,502.9129596390121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,3,2,38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.41344787200796,503.41344787200796,503.41344787200796,503.41344787200796,503.41344787200796,503.41344787200796,503.41344787200796,503.41344787200796,503.41344787200796,503.41344787200796,l,1.935908319981536,1,219,0,505.36570778200985,,506.8672721470066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,2022-12-01_08h10.00.849,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.91531976085079,
