LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,2,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.137741891027,551.137741891027,551.137741891027,551.137741891027,551.137741891027,551.137741891027,551.137741891027,551.137741891027,551.137741891027,551.137741891027,a,0.42552567398524843,10,651,2,551.5885490040237,553.0899578190001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,3,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.5905971330067,553.5905971330067,553.5905971330067,553.5905971330067,553.5905971330067,553.5905971330067,553.5905971330067,553.5905971330067,553.5905971330067,553.5905971330067,a,0.14334604199393652,10,661,2,553.7574376100092,555.2588439579995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,4,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.7596559880185,555.7596559880185,555.7596559880185,555.7596559880185,555.7596559880185,555.7596559880185,555.7596559880185,555.7596559880185,555.7596559880185,555.7596559880185,l,0.2019672149908729,1,662,2,555.9931831069989,557.4949703460152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,5,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.9953320930072,557.9953320930072,557.9953320930072,557.9953320930072,557.9953320930072,557.9953320930072,557.9953320930072,557.9953320930072,557.9953320930072,557.9953320930072,l,0.5197543260001112,1,663,2,558.545959414012,560.0475790050114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,6,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.5481232090096,560.5481232090096,560.5481232090096,560.5481232090096,560.5481232090096,560.5481232090096,560.5481232090096,560.5481232090096,560.5481232090096,560.5481232090096,a,0.735274306993233,10,673,2,561.3156492810231,562.8173092870275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,7,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.3178769180086,563.3178769180086,563.3178769180086,563.3178769180086,563.3178769180086,563.3178769180086,563.3178769180086,563.3178769180086,563.3178769180086,563.3178769180086,a,0.31804068200290203,1,674,2,563.668202166009,565.1698087760014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,8,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.6704918920004,565.6704918920004,565.6704918920004,565.6704918920004,565.6704918920004,565.6704918920004,565.6704918920004,565.6704918920004,565.6704918920004,565.6704918920004,l,0.11277219399926253,10,684,2,565.80391560102,567.3056224500178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,9,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.8060338040232,567.8060338040232,567.8060338040232,567.8060338040232,567.8060338040232,567.8060338040232,567.8060338040232,567.8060338040232,567.8060338040232,567.8060338040232,l,0.5196166609821375,10,694,2,568.3566407110193,569.858532060025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,10,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.3590508830093,570.3590508830093,570.3590508830093,570.3590508830093,570.3590508830093,570.3590508830093,570.3590508830093,570.3590508830093,570.3590508830093,570.3590508830093,l,0.31869477999862283,10,704,2,570.7093382739986,572.211033568019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,11,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.7116754570161,572.7116754570161,572.7116754570161,572.7116754570161,572.7116754570161,572.7116754570161,572.7116754570161,572.7116754570161,572.7116754570161,572.7116754570161,l,0.3513028869929258,1,705,2,573.0955406220164,574.5971340930264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,0,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.0975801970053,575.0975801970053,575.0975801970053,575.0975801970053,575.0975801970053,575.0975801970053,575.0975801970053,575.0975801970053,575.0975801970053,575.0975801970053,a,0.02276289797737263,1,706,2,575.1475592670031,576.6492217190098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,1,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.1498004560126,577.1498004560126,577.1498004560126,577.1498004560126,577.1498004560126,577.1498004560126,577.1498004560126,577.1498004560126,577.1498004560126,577.1498004560126,l,0.14240065499325283,1,707,2,577.3166229610215,578.8184382260079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,2,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.3195086680062,579.3195086680062,579.3195086680062,579.3195086680062,579.3195086680062,579.3195086680062,579.3195086680062,579.3195086680062,579.3195086680062,579.3195086680062,l,0.3469379750022199,10,717,2,579.6859745760157,581.1877055170189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,3,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.6881320970133,581.6881320970133,581.6881320970133,581.6881320970133,581.6881320970133,581.6881320970133,581.6881320970133,581.6881320970133,581.6881320970133,581.6881320970133,l,0.3854306139983237,10,727,2,582.1054238680226,583.6068981440039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,4,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.1075188630202,584.1075188630202,584.1075188630202,584.1075188630202,584.1075188630202,584.1075188630202,584.1075188630202,584.1075188630202,584.1075188630202,584.1075188630202,l,0.41871534098754637,1,728,2,584.5580486770195,586.059960315004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,5,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.5603847120074,586.5603847120074,586.5603847120074,586.5603847120074,586.5603847120074,586.5603847120074,586.5603847120074,586.5603847120074,586.5603847120074,586.5603847120074,a,0.7354390929976944,10,738,2,587.3278295100026,588.8294402360043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,6,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.3299629370158,589.3299629370158,589.3299629370158,589.3299629370158,589.3299629370158,589.3299629370158,589.3299629370158,589.3299629370158,589.3299629370158,589.3299629370158,a,1.0358060069847852,1,739,2,590.3982031190244,591.8995277270151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,7,31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.4006264630007,592.4006264630007,592.4006264630007,592.4006264630007,592.4006264630007,592.4006264630007,592.4006264630007,592.4006264630007,592.4006264630007,592.4006264630007,a,0.38443947001360357,10,749,2,592.8174675710034,594.3187249840121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,8,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.8193611410097,594.8193611410097,594.8193611410097,594.8193611410097,594.8193611410097,594.8193611410097,594.8193611410097,594.8193611410097,594.8193611410097,594.8193611410097,l,0.8109358070068993,10,759,2,595.6534426890139,597.155294353026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,9,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.6559406330052,597.6559406330052,597.6559406330052,597.6559406330052,597.6559406330052,597.6559406330052,597.6559406330052,597.6559406330052,597.6559406330052,597.6559406330052,a,1.1481442969816271,1,760,2,598.8236931520223,600.32529143602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,10,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.8259550500079,600.8259550500079,600.8259550500079,600.8259550500079,600.8259550500079,600.8259550500079,600.8259550500079,600.8259550500079,600.8259550500079,600.8259550500079,a,1.4313225410005543,1,761,2,602.277876674023,603.7791768090101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,11,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.2800975230057,604.2800975230057,604.2800975230057,604.2800975230057,604.2800975230057,604.2800975230057,604.2800975230057,604.2800975230057,604.2800975230057,604.2800975230057,a,1.0819822210178245,10,771,2,605.3811651590222,606.8828024470131,606.8828024470131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,0,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.3832491089997,607.3832491089997,607.3832491089997,607.3832491089997,607.3832491089997,607.3832491089997,607.3832491089997,607.3832491089997,607.3832491089997,607.3832491089997,a,0.9707459139754064,10,781,2,608.3843634510122,609.8859668160148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,1,37,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.3864864550123,610.3864864550123,610.3864864550123,610.3864864550123,610.3864864550123,610.3864864550123,610.3864864550123,610.3864864550123,610.3864864550123,610.3864864550123,l,1.7704744810180273,10,791,2,612.1885578040092,613.6901713020052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,2,38,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.1905985650083,614.1905985650083,614.1905985650083,614.1905985650083,614.1905985650083,614.1905985650083,614.1905985650083,614.1905985650083,614.1905985650083,614.1905985650083,a,1.4326703010010533,10,801,2,615.6423417910119,617.1439118720009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,3,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.6444841890188,617.6444841890188,617.6444841890188,617.6444841890188,617.6444841890188,617.6444841890188,617.6444841890188,617.6444841890188,617.6444841890188,617.6444841890188,l,0.4986084279953502,10,811,2,618.161869655014,619.6633460599987,619.6633460599987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,4,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.163975204021,620.163975204021,620.163975204021,620.163975204021,620.163975204021,620.163975204021,620.163975204021,620.163975204021,620.163975204021,620.163975204021,a,0.6445732610009145,1,812,2,620.8311808040016,622.3330715210177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,5,41,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.8334157000063,622.8334157000063,622.8334157000063,622.8334157000063,622.8334157000063,622.8334157000063,622.8334157000063,622.8334157000063,622.8334157000063,622.8334157000063,l,0.40692987898364663,1,813,2,623.2672548070259,624.7689185990021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,6,42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.2694963640242,625.2694963640242,625.2694963640242,625.2694963640242,625.2694963640242,625.2694963640242,625.2694963640242,625.2694963640242,625.2694963640242,625.2694963640242,a,0.4113608600164298,10,823,2,625.7034085560008,627.20501676001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,7,43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.7056122670183,627.7056122670183,627.7056122670183,627.7056122670183,627.7056122670183,627.7056122670183,627.7056122670183,627.7056122670183,627.7056122670183,627.7056122670183,l,0.4399604439968243,1,824,2,628.1727016880177,629.6747005850193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,8,44,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.174924328021,630.174924328021,630.174924328021,630.174924328021,630.174924328021,630.174924328021,630.174924328021,630.174924328021,630.174924328021,630.174924328021,a,0.3879145790124312,1,825,2,630.5924688590167,632.0938184780243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,9,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.5944472640113,632.5944472640113,632.5944472640113,632.5944472640113,632.5944472640113,632.5944472640113,632.5944472640113,632.5944472640113,632.5944472640113,632.5944472640113,l,0.31928291800431907,1,826,2,632.9447350460105,634.4463974880055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,10,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.9468664320011,634.9468664320011,634.9468664320011,634.9468664320011,634.9468664320011,634.9468664320011,634.9468664320011,634.9468664320011,634.9468664320011,634.9468664320011,a,0.33027152600698173,10,836,2,635.2973428110126,636.7988772940007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,11,47,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.2995267570077,637.2995267570077,637.2995267570077,637.2995267570077,637.2995267570077,637.2995267570077,637.2995267570077,637.2995267570077,637.2995267570077,637.2995267570077,l,0.3734132109966595,1,837,2,637.699819549016,639.2016364550218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.3914917950169,,675.8921733330062,Y,146,triangle,0.0016579320072196424,669.3794011470163,670.8866005650198,670.8866005650198,670.8866005650198,673.8901152920153,673.8901152920153,673.8901152920153,673.8901152920153,0,0,None,0,673.8901152920153,675.3914917950169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.8808593880094,,,F,167,hexagon,0.00887415700708516,676.3866006740136,677.8942892610212,677.8942892610212,677.8942892610212,,,,,0,1,f,0,679.3792466330051,,1.4618889370176475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.2856241950067,,,D,181,circle,0.0015572760021314025,681.8592389410187,683.366877523018,683.366877523018,683.366877523018,,,,,1,1,d,0,683.7841146120045,,0.3885432179959025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.508053846017,,,W,132,star,0.0014132159994915128,686.2647013310052,687.7717752450262,687.7717752450262,687.7717752450262,,,,,1,0,f,0,689.0069712700206,,1.202922964002937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.6638119840063,,,H,160,triangle,0.0012039190041832626,691.5515176620102,692.99424568002,692.99424568002,692.99424568002,,,,,0,0,f,0,694.1623115830007,,1.1352950569998939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.902979652019,,,U,125,hexagon,0.0015821429842617363,696.6435005690146,698.1499037760077,698.1499037760077,698.1499037760077,,,,,1,1,f,0,699.4012497660005,,1.2201608669711277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95243,2022-11-17_08h05.55.763,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93543862033485,
