LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.962612468982115,space,19.500093438196927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.772385123884305,54.772385123884305,54.772385123884305,54.772385123884305,54.772385123884305,54.772385123884305,54.772385123884305,54.772385123884305,54.772385123884305,54.772385123884305,l,1.2814693972468376,1,1,0,56.081392663065344,57.595487914048135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.081002631923184,58.081002631923184,58.081002631923184,58.081002631923184,58.081002631923184,58.081002631923184,58.081002631923184,58.081002631923184,58.081002631923184,58.081002631923184,a,1.0097030601464212,1,2,0,59.11417899793014,60.61471548699774,60.61471548699774,61.11497157602571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.11497157602571,61.11497157602571,61.11497157602571,61.11497157602571,61.11497157602571,61.11497157602571,61.11497157602571,61.11497157602571,61.11497157602571,61.11497157602571,l,1.4861280841287225,10,12,0,62.63322057388723,64.13447596901096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.63481751992367,64.63481751992367,64.63481751992367,64.63481751992367,64.63481751992367,64.63481751992367,64.63481751992367,64.63481751992367,64.63481751992367,64.63481751992367,a,0.8013074221089482,10,22,0,65.46853152499534,66.9689478748478,66.9689478748478,67.46913714590482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.46913714590482,67.46913714590482,67.46913714590482,67.46913714590482,67.46913714590482,67.46913714590482,67.46913714590482,67.46913714590482,67.46913714590482,67.46913714590482,a,0.4759333471301943,10,32,0,67.96934602293186,69.47151585388929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9716408350505,69.9716408350505,69.9716408350505,69.9716408350505,69.9716408350505,69.9716408350505,69.9716408350505,69.9716408350505,69.9716408350505,69.9716408350505,l,0.8532752799801528,1,33,0,70.85717267706059,72.35606751404703,72.35606751404703,72.85607036203146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.85607036203146,72.85607036203146,72.85607036203146,72.85607036203146,72.85607036203146,72.85607036203146,72.85607036203146,72.85607036203146,72.85607036203146,72.85607036203146,a,0.6804998109582812,1,34,0,73.55881317495368,75.0594670928549,75.0594670928549,75.5595130699221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5595130699221,75.5595130699221,75.5595130699221,75.5595130699221,75.5595130699221,75.5595130699221,75.5595130699221,75.5595130699221,75.5595130699221,75.5595130699221,l,1.0598905531223863,1,35,0,76.64274484105408,78.1454812460579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.64563766401261,78.64563766401261,78.64563766401261,78.64563766401261,78.64563766401261,78.64563766401261,78.64563766401261,78.64563766401261,78.64563766401261,78.64563766401261,l,0.8201780871022493,10,45,0,79.49719172902405,81.01294943201356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.51310285087675,81.51310285087675,81.51310285087675,81.51310285087675,81.51310285087675,81.51310285087675,81.51310285087675,81.51310285087675,81.51310285087675,81.51310285087675,a,0.8333768171723932,10,55,0,82.36305583897047,83.86596486903727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,10,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.36655931686983,84.36655931686983,84.36655931686983,84.36655931686983,84.36655931686983,84.36655931686983,84.36655931686983,84.36655931686983,84.36655931686983,84.36655931686983,l,0.6346895210444927,10,65,0,85.03274156502448,86.53307920601219,86.53307920601219,87.03364437888376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,11,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.03364437888376,87.03364437888376,87.03364437888376,87.03364437888376,87.03364437888376,87.03364437888376,87.03364437888376,87.03364437888376,87.03364437888376,87.03364437888376,a,0.28493304713629186,1,66,0,87.35050752200186,88.85303270304576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.35344488290139,89.35344488290139,89.35344488290139,89.35344488290139,89.35344488290139,89.35344488290139,89.35344488290139,89.35344488290139,89.35344488290139,89.35344488290139,a,0.7449897290207446,10,76,0,90.12139309290797,91.62043315195478,91.62043315195478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,1,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.12031766097061,92.12031766097061,92.12031766097061,92.12031766097061,92.12031766097061,92.12031766097061,92.12031766097061,92.12031766097061,92.12031766097061,92.12031766097061,a,0.6107977621722966,10,86,0,92.75433397386223,94.25632727588527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,2,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.75653002597392,94.75653002597392,94.75653002597392,94.75653002597392,94.75653002597392,94.75653002597392,94.75653002597392,94.75653002597392,94.75653002597392,94.75653002597392,a,0.43707462027668953,1,87,0,95.22490655304864,96.74058407894336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,3,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.22472388786264,97.22472388786264,97.22472388786264,97.22472388786264,97.22472388786264,97.22472388786264,97.22472388786264,97.22472388786264,97.22472388786264,97.22472388786264,a,1.8958002470899373,1,88,0,99.14312895503826,100.6437246389687,100.6437246389687,101.14380294503644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,4,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.14380294503644,101.14380294503644,101.14380294503644,101.14380294503644,101.14380294503644,101.14380294503644,101.14380294503644,101.14380294503644,101.14380294503644,101.14380294503644,l,0.5867408521007746,10,98,0,101.76239841291681,103.26308483886532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,5,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.76333438488655,103.76333438488655,103.76333438488655,103.76333438488655,103.76333438488655,103.76333438488655,103.76333438488655,103.76333438488655,103.76333438488655,103.76333438488655,l,1.0165363273117691,10,108,0,104.79736178205349,106.29764000186697,106.29764000186697,106.79794272896834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,6,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.79794272896834,106.79794272896834,106.79794272896834,106.79794272896834,106.79794272896834,106.79794272896834,106.79794272896834,106.79794272896834,106.79794272896834,106.79794272896834,a,0.9402334780897945,10,118,0,107.76479709590785,109.2678669989109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,7,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.76805111393332,109.76805111393332,109.76805111393332,109.76805111393332,109.76805111393332,109.76805111393332,109.76805111393332,109.76805111393332,109.76805111393332,109.76805111393332,a,1.0527144412044436,1,119,0,110.85138897504658,112.3516997138504,112.3516997138504,112.85178492194973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,8,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.85178492194973,112.85178492194973,112.85178492194973,112.85178492194973,112.85178492194973,112.85178492194973,112.85178492194973,112.85178492194973,112.85178492194973,112.85178492194973,l,0.9164586621336639,10,129,0,113.78887443500571,115.28859529295005,115.28859529295005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,9,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.7885967718903,115.7885967718903,115.7885967718903,115.7885967718903,115.7885967718903,115.7885967718903,115.7885967718903,115.7885967718903,115.7885967718903,115.7885967718903,a,0.5561599570792168,1,130,0,116.37269248487428,117.87215955392458,117.87215955392458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,10,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.37462864187546,118.37462864187546,118.37462864187546,118.37462864187546,118.37462864187546,118.37462864187546,118.37462864187546,118.37462864187546,118.37462864187546,118.37462864187546,a,0.8726409072987735,10,140,0,119.27627143403515,120.7919527660124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,11,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.29200044600293,121.29200044600293,121.29200044600293,121.29200044600293,121.29200044600293,121.29200044600293,121.29200044600293,121.29200044600293,121.29200044600293,121.29200044600293,a,1.4541590351145715,1,141,0,122.77735489490442,124.27840390894562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,0,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.77848751400597,124.77848751400597,124.77848751400597,124.77848751400597,124.77848751400597,124.77848751400597,124.77848751400597,124.77848751400597,124.77848751400597,124.77848751400597,a,0.5565460261423141,10,151,0,125.36361718084663,126.86254215589724,126.86254215589724,127.36265302007087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,1,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.36265302007087,127.36265302007087,127.36265302007087,127.36265302007087,127.36265302007087,127.36265302007087,127.36265302007087,127.36265302007087,127.36265302007087,127.36265302007087,l,0.7952480572275817,1,152,0,128.18296286906116,129.6989164419938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.18287644605152,130.18287644605152,130.18287644605152,130.18287644605152,130.18287644605152,130.18287644605152,130.18287644605152,130.18287644605152,130.18287644605152,130.18287644605152,a,0.6975981879513711,1,153,0,130.89901706506498,132.3997084100265,132.3997084100265,132.89971173601225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,3,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.89971173601225,132.89971173601225,132.89971173601225,132.89971173601225,132.89971173601225,132.89971173601225,132.89971173601225,132.89971173601225,132.89971173601225,132.89971173601225,a,0.7822079982142895,1,154,0,133.70231991191395,135.20309919700958,135.20309919700958,135.7031344959978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,4,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.7031344959978,135.7031344959978,135.7031344959978,135.7031344959978,135.7031344959978,135.7031344959978,135.7031344959978,135.7031344959978,135.7031344959978,135.7031344959978,l,0.43192444392479956,10,164,0,136.15456092800014,137.67010221094824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,5,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.15568797197193,138.15568797197193,138.15568797197193,138.15568797197193,138.15568797197193,138.15568797197193,138.15568797197193,138.15568797197193,138.15568797197193,138.15568797197193,l,0.6227945352438837,1,165,0,138.80749772302806,140.30638483399525,140.30638483399525,140.80651169200428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,6,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.80651169200428,140.80651169200428,140.80651169200428,140.80651169200428,140.80651169200428,140.80651169200428,140.80651169200428,140.80651169200428,140.80651169200428,140.80651169200428,l,1.6966676202137023,1,166,0,142.52363435691223,144.0260848668404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,7,31,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.52654033503495,144.52654033503495,144.52654033503495,144.52654033503495,144.52654033503495,144.52654033503495,144.52654033503495,144.52654033503495,144.52654033503495,144.52654033503495,l,0.6755896320100874,1,167,0,145.22658123797737,146.72673820704222,146.72673820704222,147.2271615350619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,8,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.2271615350619,147.2271615350619,147.2271615350619,147.2271615350619,147.2271615350619,147.2271615350619,147.2271615350619,147.2271615350619,147.2271615350619,147.2271615350619,a,0.5748667193111032,1,168,0,147.82758003799245,149.329895661911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,9,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.83027301495895,149.83027301495895,149.83027301495895,149.83027301495895,149.83027301495895,149.83027301495895,149.83027301495895,149.83027301495895,149.83027301495895,149.83027301495895,a,0.7611726031173021,10,178,0,150.6155449328944,152.1306712029036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,10,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.63095212401822,152.63095212401822,152.63095212401822,152.63095212401822,152.63095212401822,152.63095212401822,152.63095212401822,152.63095212401822,152.63095212401822,152.63095212401822,l,0.4578626351431012,1,179,0,153.10640253894962,154.61734697897919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,11,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.1174769559875,155.1174769559875,155.1174769559875,155.1174769559875,155.1174769559875,155.1174769559875,155.1174769559875,155.1174769559875,155.1174769559875,155.1174769559875,l,1.3691464110743254,10,189,0,156.51939941197634,158.03479420789517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,3,0,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.52023379295133,158.52023379295133,158.52023379295133,158.52023379295133,158.52023379295133,158.52023379295133,158.52023379295133,158.52023379295133,158.52023379295133,158.52023379295133,a,0.4525520072784275,10,199,0,159.00403939699754,160.5047867728863,,161.00469218706712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,3,1,37,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.00469218706712,161.00469218706712,161.00469218706712,161.00469218706712,161.00469218706712,161.00469218706712,161.00469218706712,161.00469218706712,161.00469218706712,161.00469218706712,a,0.5677806560415775,10,209,0,161.60498629999347,163.11020515789278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67592,2022-11-15_14h01.31.669,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.06698631814396,
