LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,tgt_fix_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,10,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.94645969901467,443.94645969901467,443.94645969901467,443.94645969901467,443.94645969901467,443.94645969901467,443.94645969901467,443.94645969901467,443.94645969901467,443.94645969901467,a,0.6420251529780217,1,707,2,444.6303715640097,,446.1154044920113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,11,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.6158422040171,446.6158422040171,446.6158422040171,446.6158422040171,446.6158422040171,446.6158422040171,446.6158422040171,446.6158422040171,446.6158422040171,446.6158422040171,a,0.6047615009883884,1,708,2,447.2665537589928,,448.76819072299986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,0,36,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.2689408590086,449.2689408590086,449.2689408590086,449.2689408590086,449.2689408590086,449.2689408590086,449.2689408590086,449.2689408590086,449.2689408590086,449.2689408590086,l,1.687551116978284,10,718,2,451.00408429201343,,452.5057116050157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,1,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.0062405249919,453.0062405249919,453.0062405249919,453.0062405249919,453.0062405249919,453.0062405249919,453.0062405249919,453.0062405249919,453.0062405249919,453.0062405249919,a,0.5374022469914053,10,728,2,453.5901260540122,,455.09198465701775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,2,38,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.59259443799965,455.59259443799965,455.59259443799965,455.59259443799965,455.59259443799965,455.59259443799965,455.59259443799965,455.59259443799965,455.59259443799965,455.59259443799965,l,0.5743326489755418,1,729,2,456.21008058000007,,457.6948358200025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,3,39,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.19542357799946,458.19542357799946,458.19542357799946,458.19542357799946,458.19542357799946,458.19542357799946,458.19542357799946,458.19542357799946,458.19542357799946,458.19542357799946,l,1.3022647479956504,10,739,2,459.54699954899843,461.0485178620147,461.0485178620147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,4,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.54911708299187,461.54911708299187,461.54911708299187,461.54911708299187,461.54911708299187,461.54911708299187,461.54911708299187,461.54911708299187,461.54911708299187,461.54911708299187,a,0.5791626189893577,1,740,2,462.1666726080002,,463.66798706699046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,5,41,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.1519951669907,464.1519951669907,464.1519951669907,464.1519951669907,464.1519951669907,464.1519951669907,464.1519951669907,464.1519951669907,464.1519951669907,464.1519951669907,a,0.5861745009897277,10,750,2,464.7858653489966,,466.2877441419987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,6,42,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.78815942798974,466.78815942798974,466.78815942798974,466.78815942798974,466.78815942798974,466.78815942798974,466.78815942798974,466.78815942798974,466.78815942798974,466.78815942798974,l,0.8089943929808214,1,751,2,467.6391402890149,,469.1241542950156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,7,43,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.62457547700615,469.62457547700615,469.62457547700615,469.62457547700615,469.62457547700615,469.62457547700615,469.62457547700615,469.62457547700615,469.62457547700615,469.62457547700615,a,0.6378661509952508,10,761,2,470.30863734000013,,471.8105282190081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,8,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.3108049890143,472.3108049890143,472.3108049890143,472.3108049890143,472.3108049890143,472.3108049890143,472.3108049890143,472.3108049890143,472.3108049890143,472.3108049890143,l,0.5622057089931332,1,762,2,472.9116430330032,,474.3965904850047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,9,45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.8971503119974,474.8971503119974,474.8971503119974,474.8971503119974,474.8971503119974,474.8971503119974,474.8971503119974,474.8971503119974,474.8971503119974,474.8971503119974,a,1.1035491460061166,10,772,2,476.0485832990089,,477.54990006401204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,10,46,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.0504652289965,478.0504652289965,478.0504652289965,478.0504652289965,478.0504652289965,478.0504652289965,478.0504652289965,478.0504652289965,478.0504652289965,478.0504652289965,a,4.081785357993795,10,782,2,482.17181711201556,,483.6732633119973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,11,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.15725691401167,484.15725691401167,484.15725691401167,484.15725691401167,484.15725691401167,484.15725691401167,484.15725691401167,484.15725691401167,484.15725691401167,484.15725691401167,l,1.2849050450022332,10,792,2,485.47563029499725,,486.9769744880032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.243793385016,,125,F,circle,0.0020571229979395866,511.62148483798956,513.1226078630134,513.1226078630134,513.1226078630134,1,0,d,2.570652350987075,0,515.7426069230132,517.243793385016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.149347922008,,139,D,triangle,0.0006158130127005279,518.228119692998,519.7299750340171,519.7299750340171,519.7299750340171,1,0,d,0.8687172809732147,0,520.6475029480061,522.149347922008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.8709382149973,,132,Y,hexagon,0.0010121229861397296,523.1335801020032,524.6352415069996,524.6352415069996,524.6352415069996,1,0,d,0.7116396029887255,0,525.3861920830095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.626342544012,,181,U,star,0.0012745090061798692,527.856963942002,529.3570177970105,529.3570177970105,529.3570177970105,1,0,f,0.7381785909819882,0,530.1414916540089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.1490134389896,,167,B,star,0.0014438610232900828,532.6112248190038,534.1125241139962,534.1125241139962,534.1125241139962,1,0,f,1.4859223369858228,0,535.6474304019939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.6553353200143,,146,H,triangle,0.0013179370143916458,538.1336475939897,539.6352728450147,539.6352728450147,539.6352728450147,1,0,d,1.4967085259850137,0,541.1701820919989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.1281011289975,,174,W,hexagon,0.0010874289728235453,543.6396041480184,545.1414049119921,545.1414049119921,545.1414049119921,1,0,f,1.458920194010716,0,546.6430650640104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.184429201996,,160,S,circle,0.001624598982743919,549.1124072039966,550.613935988018,550.613935988018,550.613935988018,1,0,f,2.0518238010117784,0,552.6997337290086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.0744306289998,,125,F,hexagon,0.0006655429897364229,555.168965652003,556.6706133550033,556.6706133550033,556.6706133550033,1,0,d,1.8774708999844734,0,558.589474612003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.896457349998,,139,D,triangle,0.0014525839942507446,561.0589796080021,562.5605187290057,562.5605187290057,562.5605187290057,1,0,d,0.8148023569956422,0,563.4115577320044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.014087899006,,132,W,circle,0.0018777789955493063,,,,,1,0,,,1,579.5293299450132,,576.7593889140117,578.2610402819992,578.2610402819992,578.2610402819992,k,1.2250909539870918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.0053753970133,588.5058474370162,174,F,hexagon,0.0010587349825073034,,,,,0,0,,,1,586.5035409379925,588.0053753970133,581.9984844519931,583.5001414419967,583.5001414419967,583.5001414419967,None,,586.5035409379925,586.5035409379925,586.5035409379925,586.5035409379925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.1452897170093,,160,D,star,0.00849663998815231,,,,,1,1,,,1,592.6605287379934,,589.0063297440065,590.5080149320129,590.5080149320129,590.5080149320129,j,2.109735845006071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.55124045501,,167,H,triangle,0.0011748640099540353,,,,,1,0,,,1,598.0665396870172,,595.1298079729895,596.6315653370111,596.6315653370111,596.6315653370111,j,1.3955987979716156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.1563413389958,,146,Y,circle,0.0010404480271972716,,,,,1,0,,,1,602.6715168539959,,600.5358488770144,602.0373727249971,602.0373727249971,602.0373727249971,k,0.5908543829864357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.6124851389905,,181,U,star,0.0013259060215204954,,,,,1,0,,,1,608.1276083569974,,605.1411058689991,606.6424799190136,606.6424799190136,606.6424799190136,k,1.4430332939955406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.3176830380107,,125,S,hexagon,0.0011575999960768968,,,,,1,0,,,1,612.8159022020118,,610.596829859016,612.0984217149962,612.0984217149962,612.0984217149962,k,0.6681148459902033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.9058991600177,,139,B,triangle,0.0011664750054478645,,,,,1,0,,,1,617.4041939880117,,615.3021118830075,616.8035610179941,616.8035610179941,616.8035610179941,j,0.551921500969911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.5944728250033,,132,W,circle,0.001059189991792664,,,,,1,0,,,1,622.1094527090027,,619.8903061579913,621.3919911929988,621.3919911929988,621.3919911929988,k,0.6781887099787127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.416555644013,,174,F,triangle,0.0014077359810471535,,,,,1,0,,,1,626.9148981079925,,624.5788612079923,626.0807977500081,626.0807977500081,626.0807977500081,j,0.7938256050110795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,792,,,,649.3728773579933,,174,F,triangle,0.0020880030060652643,,,,,1,0,,,2,,,,,,,,,,,,,644.30073623301,644.30073623301,644.30073623301,644.30073623301,645.7855360989925,645.7855360989925,645.7855360989925,645.7855360989925,645.8022810920083,645.8022810920083,645.8022810920083,645.8022810920083,-1,number,NA,f,2.0372822559729684,vtsPrac,647.8714317890117,649.3728773579933,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,792,,,,654.9790955370117,,139,B,star,0.0009543640189804137,,,,,1,0,,,2,,,,,,,,,,,,,650.3576556550106,650.3576556550106,650.3576556550106,650.3576556550106,651.859058025002,651.859058025002,651.859058025002,651.859058025002,651.859058025002,651.859058025002,651.859058025002,651.859058025002,repeat,number,numRpt,d,1.5910412250086665,vtsPrac,653.4941526229959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,792,,,,660.7688745220075,,167,U,circle,0.0012063560134265572,,,,,1,0,,,2,,,,,,,,,,,,,655.963783129002,655.963783129002,655.963783129002,655.963783129002,657.4653146170022,657.4653146170022,657.4653146170022,657.4653146170022,657.4653146170022,657.4653146170022,657.4653146170022,657.4653146170022,switch,letter,lettSwt,k,1.768598006980028,vtsPrac,659.2671499540156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,792,,,,665.3237625900074,,146,Y,hexagon,0.0007776989950798452,,,,,1,0,,,2,,,,,,,,,,,,,661.7367855600023,661.7367855600023,661.7367855600023,661.7367855600023,663.238309272012,663.238309272012,663.238309272012,663.238309272012,663.238309272012,663.238309272012,663.238309272012,663.238309272012,repeat,letter,lettRpt,k,0.5605350059922785,vtsPrac,663.8388595780125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,792,,,,670.1624555739982,,174,F,hexagon,0.0015369970060419291,,,,,1,0,,,2,,,,,,,,,,,,,666.3083146290155,666.3083146290155,666.3083146290155,666.3083146290155,667.8099186079926,667.8099186079926,667.8099186079926,667.8099186079926,667.8099186079926,667.8099186079926,667.8099186079926,667.8099186079926,switch,number,numSwt,f,0.8042169210093562,vtsPrac,668.6609988970158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,792,,,,674.8010246749909,,139,B,circle,0.0010414889839012176,,,,,1,0,,,2,,,,,,,,,,,,,671.1303588080045,671.1303588080045,671.1303588080045,671.1303588080045,672.632040869008,672.632040869008,672.632040869008,672.632040869008,672.632040869008,672.632040869008,672.632040869008,672.632040869008,switch,letter,lettSwt,j,0.6407770229852758,vtsPrac,673.3161468839971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,792,,,,680.2568831490062,,167,U,hexagon,0.0012485100014600903,,,,,1,0,,,2,,,,,,,,,,,,,675.7855826420127,675.7855826420127,675.7855826420127,675.7855826420127,677.287246168009,677.287246168009,677.287246168009,677.287246168009,677.287246168009,677.287246168009,677.287246168009,677.287246168009,repeat,letter,lettRpt,k,1.4304746720008552,vtsPrac,678.7553800590103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53658,2022-11-22_14h05.45.831,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95662174138107,
