LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,9,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.4945108478423,468.4945108478423,468.4945108478423,468.4945108478423,468.4945108478423,468.4945108478423,468.4945108478423,468.4945108478423,468.4945108478423,468.4945108478423,a,1.6481602019630373,10,922,2,470.1625051719602,471.66221767896786,471.66221767896786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,10,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.1664175768383,472.1664175768383,472.1664175768383,472.1664175768383,472.1664175768383,472.1664175768383,472.1664175768383,472.1664175768383,472.1664175768383,472.1664175768383,l,1.137779826996848,1,923,2,473.3459680080414,474.84843772184104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,11,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.3486419490073,475.3486419490073,475.3486419490073,475.3486419490073,475.3486419490073,475.3486419490073,475.3486419490073,475.3486419490073,475.3486419490073,475.3486419490073,a,1.3646571908611804,10,933,2,476.7472962848842,478.23497097892687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,0,36,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.73536760988645,478.73536760988645,478.73536760988645,478.73536760988645,478.73536760988645,478.73536760988645,478.73536760988645,478.73536760988645,478.73536760988645,478.73536760988645,a,0.6892706570215523,10,943,2,479.4534854639787,480.9526103469543,480.9526103469543,481.4525548918173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,1,37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.4525548918173,481.4525548918173,481.4525548918173,481.4525548918173,481.4525548918173,481.4525548918173,481.4525548918173,481.4525548918173,481.4525548918173,481.4525548918173,a,0.8971706540323794,1,944,2,482.37447669683024,483.88883780292235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,2,38,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.38889179890975,484.38889179890975,484.38889179890975,484.38889179890975,484.38889179890975,484.38889179890975,484.38889179890975,484.38889179890975,484.38889179890975,484.38889179890975,l,1.40310435811989,10,954,2,485.82565794698894,487.32524670590647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,3,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.8253837728407,487.8253837728407,487.8253837728407,487.8253837728407,487.8253837728407,487.8253837728407,487.8253837728407,487.8253837728407,487.8253837728407,487.8253837728407,l,0.555402462137863,10,964,2,488.4095422090031,489.90931837190874,489.90931837190874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,4,40,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.40952345589176,490.40952345589176,490.40952345589176,490.40952345589176,490.40952345589176,490.40952345589176,490.40952345589176,490.40952345589176,490.40952345589176,490.40952345589176,l,1.9424192400183529,1,965,2,492.38188770390116,493.89599803695455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,5,41,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.39619501889683,494.39619501889683,494.39619501889683,494.39619501889683,494.39619501889683,494.39619501889683,494.39619501889683,494.39619501889683,494.39619501889683,494.39619501889683,a,1.5441769510507584,10,975,2,495.9665661540348,497.4657447519712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,6,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.965928115882,497.965928115882,497.965928115882,497.965928115882,497.965928115882,497.965928115882,497.965928115882,497.965928115882,497.965928115882,497.965928115882,l,0.764324574964121,10,985,2,498.7518116678111,500.2668163308408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,7,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.7668101040181,500.7668101040181,500.7668101040181,500.7668101040181,500.7668101040181,500.7668101040181,500.7668101040181,500.7668101040181,500.7668101040181,500.7668101040181,l,0.8100531250238419,1,986,2,501.6040129289031,503.1030146609992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,8,44,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.60311388084665,503.60311388084665,503.60311388084665,503.60311388084665,503.60311388084665,503.60311388084665,503.60311388084665,503.60311388084665,503.60311388084665,503.60311388084665,a,0.7760749461594969,10,996,2,504.40609452989884,505.9206756558269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,9,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.4207425790373,506.4207425790373,506.4207425790373,506.4207425790373,506.4207425790373,506.4207425790373,506.4207425790373,506.4207425790373,506.4207425790373,506.4207425790373,l,0.9049448999576271,10,1006,2,507.3571223639883,508.85716073797084,508.85716073797084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,10,46,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.35690873186104,509.35690873186104,509.35690873186104,509.35690873186104,509.35690873186104,509.35690873186104,509.35690873186104,509.35690873186104,509.35690873186104,509.35690873186104,a,0.6248666429892182,1,1007,2,510.0100211109966,511.5246292769443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,11,47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0248431179207,512.0248431179207,512.0248431179207,512.0248431179207,512.0248431179207,512.0248431179207,512.0248431179207,512.0248431179207,512.0248431179207,512.0248431179207,a,0.7465648499783128,1,1008,2,512.7943997390103,514.2942833208945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.612653468037,,,H,160,star,-0.0006299240048974752,534.9665252668783,536.4428363998886,536.4428363998886,536.4428363998886,1,0,d,2.6217186560388654,0,539.098765991861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.3161123800091,,545.8162935199216,B,132,circle,0.0003456459380686283,541.5924429369625,543.0822984839324,543.0822984839324,543.0822984839324,1,0,d,0.7068677670322359,0,543.8169383439235,545.3161123800091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.186341149034,,550.6866304939613,Y,181,hexagon,0.0002603300381451845,546.3127655438147,547.8021998519544,547.8021998519544,547.8021998519544,1,0,f,0.8584538269788027,0,548.6869267940056,550.186341149034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.2566278658342,,555.7571106879041,U,146,triangle,0.00037515885196626186,551.18252698984,552.6726123238914,552.6726123238914,552.6726123238914,1,0,f,1.0516156870871782,0,553.756516530877,555.2566278658342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.093887598021,,560.5936281690374,W,125,star,-0.0006635168101638556,556.2649142788723,557.7427480518818,557.7427480518818,557.7427480518818,1,0,f,0.8189397500827909,0,558.5933728169184,560.093887598021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.9973037978634,,,D,167,triangle,-0.0009769760072231293,561.1018790879752,562.5797535688616,562.5797535688616,562.5797535688616,1,0,d,0.8977557569742203,0,563.4974406429101,564.9973037978634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.9842667048797,,570.4845727779903,F,174,circle,0.00048715202137827873,565.9934529268648,567.4834738359787,567.4834738359787,567.4834738359787,1,0,d,0.9786112860310823,0,568.4847162088845,569.9842667048797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.8876688920427,,575.3879888260271,S,139,hexagon,0.0002930250484496355,570.9804218558129,572.4703152268194,572.4703152268194,572.4703152268194,1,0,f,0.896674559218809,0,573.3884353868198,574.8876688920427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.9247400818858,,580.425103676971,H,160,circle,0.0004706068430095911,575.8836536880117,577.3739819789771,577.3739819789771,577.3739819789771,1,0,d,1.033711606869474,0,578.4256183500402,579.9247400818858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.8117080128286,,585.3226755049545,B,132,star,0.00017431797459721565,580.9206578249577,582.4110572629143,582.4110572629143,582.4110572629143,1,0,d,0.8786677459720522,0,583.3123782780021,584.8117080128286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.7234798129648,,,U,125,triangle,0.0015774988569319248,,,,,1,0,,,1,600.2094213778619,,598.1174605048727,599.6061338088475,599.6061338088475,599.6061338088475,j,0.5832142510917038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.5602686759084,,607.060418847017,D,174,star,0.013279312988743186,,,,,1,0,,,1,605.0610957909375,606.5602686759084,602.7199481988791,604.1926232478581,604.1926232478581,604.1926232478581,k,0.8454633951187134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.3640721079428,,,F,132,circle,0.0004634109791368246,,,,,1,0,,,1,609.848389878869,,607.5565181009006,609.0463716348168,609.0463716348168,609.0463716348168,j,0.7836333429440856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.400728064822,,616.9009272689,B,146,hexagon,0.016609033104032278,,,,,1,0,,,1,614.9013825808652,616.400728064822,612.3603132260032,613.8333947898354,613.8333947898354,613.8333947898354,j,1.0373993930406868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.1211968259886,,621.6211600699462,H,139,star,0.0005891479086130857,,,,,1,0,,,1,619.6220908609685,621.1211968259886,617.3972121139523,618.8868322439957,618.8868322439957,618.8868322439957,j,0.7083594570867717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.3082039810251,,626.808115772903,W,160,circle,0.00047472212463617325,,,,,1,0,,,1,624.8086257008836,626.3082039810251,622.1170399340335,623.6071277798619,623.6071277798619,623.6071277798619,k,1.1760093471966684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.9981396950316,,,Y,181,triangle,0.0005762730725109577,,,,,1,0,,,1,629.4794299029745,,627.3045825778972,628.7939973359462,628.7939973359462,628.7939973359462,k,0.656751467846334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.7651028099936,,,S,167,hexagon,0.01671825395897031,,,,,1,0,,,1,634.2494023498148,,631.9910334530286,633.4645087749232,633.4645087749232,633.4645087749232,k,0.7565550350118428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.0691999739502,,641.5690932008438,U,125,star,0.017140578012913465,,,,,1,0,,,1,639.5700027670246,641.0691999739502,636.7612065810245,638.2346083049197,638.2346083049197,638.2346083049197,j,1.3095555729232728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.9058374569286,,,D,174,circle,0.00023071211762726307,,,,,1,0,,,1,644.390191657003,,642.0649220920168,643.55516458489,643.55516458489,643.55516458489,k,0.8143735451158136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1008,,,687.2520607449114,,,B,160,triangle,0.000706828897818923,,,,,1,0,,,2,,,,,,,,,682.3626498868689,682.3626498868689,682.3626498868689,682.3626498868689,683.8509414340369,683.8509414340369,683.8509414340369,683.8509414340369,683.8675172319636,683.8675172319636,683.8675172319636,683.8675172319636,-1,number,NA,k,1.8531748759560287,vtsPrac,685.7386058010161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1008,,,692.0889741249848,,,U,174,hexagon,0.0019893618300557137,,,,,1,0,,,2,,,,,,,,,688.2329099138733,688.2329099138733,688.2329099138733,688.2329099138733,689.7215007748455,689.7215007748455,689.7215007748455,689.7215007748455,689.7381361839361,689.7381361839361,689.7381361839361,689.7381361839361,repeat,number,numRpt,k,0.8194767930544913,vtsPrac,690.5736028589308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1008,,,697.4111102018505,,,S,146,circle,0.001919367117807269,,,,,1,0,,,2,,,,,,,,,693.0699382028542,693.0699382028542,693.0699382028542,693.0699382028542,694.5583041028585,694.5583041028585,694.5583041028585,694.5583041028585,694.5751247038133,694.5751247038133,694.5751247038133,694.5751247038133,repeat,number,numRpt,j,1.327662605093792,vtsPrac,695.910575059941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1008,,,702.7648954440374,,,Y,139,hexagon,0.0017226040363311768,,,,,1,0,,,2,,,,,,,,,698.4074711848516,698.4074711848516,698.4074711848516,698.4074711848516,699.895336586982,699.895336586982,699.895336586982,699.895336586982,699.9120888230391,699.9120888230391,699.9120888230391,699.9120888230391,switch,letter,lettSwt,f,1.344998087035492,vtsPrac,701.2638401389122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1008,,,707.5351857729256,,,B,160,circle,0.0021370460744947195,,,,,1,0,,,2,,,,,,,,,703.7603018060327,703.7603018060327,703.7603018060327,703.7603018060327,705.249407592928,705.249407592928,705.249407592928,705.249407592928,705.2658674060367,705.2658674060367,705.2658674060367,705.2658674060367,switch,number,numSwt,k,0.7616968641523272,vtsPrac,706.0341959709767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1008,,,712.4888333419804,,,U,174,star,0.0018642270006239414,,,,,1,0,,,2,,,,,,,,,708.5304100059438,708.5304100059438,708.5304100059438,708.5304100059438,710.0195756650064,710.0195756650064,710.0195756650064,710.0195756650064,710.0360028778668,710.0360028778668,710.0360028778668,710.0360028778668,switch,letter,lettSwt,f,0.9413349111564457,vtsPrac,710.9881731609348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,2022-11-22_13h32.37.848,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95980258642396,
