LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,fix.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,8,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.0251057599671,1102.0251057599671,1102.0251057599671,1102.0251057599671,1102.0251057599671,1102.0251057599671,1102.0251057599671,1102.0251057599671,1102.0251057599671,1102.0251057599671,a,1.5416872191708535,10,849,2,1103.5934049289208,1105.095318468986,1105.095318468986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,9,33,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.5956007968634,1105.5956007968634,1105.5956007968634,1105.5956007968634,1105.5956007968634,1105.5956007968634,1105.5956007968634,1105.5956007968634,1105.5956007968634,1105.5956007968634,a,0.9631521902047098,10,859,2,1106.5801801998168,,1108.0817564919125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,10,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108.5824216038454,1108.5824216038454,1108.5824216038454,1108.5824216038454,1108.5824216038454,1108.5824216038454,1108.5824216038454,1108.5824216038454,1108.5824216038454,1108.5824216038454,l,1.0251443809829652,10,869,2,1109.6334213039372,,1111.1353267668746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,11,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.6357849019114,1111.6357849019114,1111.6357849019114,1111.6357849019114,1111.6357849019114,1111.6357849019114,1111.6357849019114,1111.6357849019114,1111.6357849019114,1111.6357849019114,l,1.3923610080964863,1,870,2,1113.0540850518737,,1114.555539732799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,0,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115.0563230197877,1115.0563230197877,1115.0563230197877,1115.0563230197877,1115.0563230197877,1115.0563230197877,1115.0563230197877,1115.0563230197877,1115.0563230197877,1115.0563230197877,a,0.8852285202592611,10,880,2,1115.973817733815,,1117.4754540789872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,1,37,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.9759236217942,1117.9759236217942,1117.9759236217942,1117.9759236217942,1117.9759236217942,1117.9759236217942,1117.9759236217942,1117.9759236217942,1117.9759236217942,1117.9759236217942,l,0.9815306351520121,10,890,2,1118.977227589814,,1120.4787364290096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,2,38,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.9790823799558,1120.9790823799558,1120.9790823799558,1120.9790823799558,1120.9790823799558,1120.9790823799558,1120.9790823799558,1120.9790823799558,1120.9790823799558,1120.9790823799558,l,1.2286370822694153,10,900,2,1122.230624784017,,1123.7323254668154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,3,39,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.2329048139509,1124.2329048139509,1124.2329048139509,1124.2329048139509,1124.2329048139509,1124.2329048139509,1124.2329048139509,1124.2329048139509,1124.2329048139509,1124.2329048139509,a,1.5529087299946696,10,910,2,1125.81786396401,,1127.3195671429858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,4,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.8200682129245,1127.8200682129245,1127.8200682129245,1127.8200682129245,1127.8200682129245,1127.8200682129245,1127.8200682129245,1127.8200682129245,1127.8200682129245,1127.8200682129245,l,0.8582632201723754,10,920,2,1128.7046323348768,,1130.2063359478489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,5,41,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.70668022288,1130.70668022288,1130.70668022288,1130.70668022288,1130.70668022288,1130.70668022288,1130.70668022288,1130.70668022288,1130.70668022288,1130.70668022288,l,2.8767980381380767,1,921,2,1133.6103128828108,,1135.1116241328418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,6,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.6121067570057,1135.6121067570057,1135.6121067570057,1135.6121067570057,1135.6121067570057,1135.6121067570057,1135.6121067570057,1135.6121067570057,1135.6121067570057,1135.6121067570057,l,0.918973381165415,10,931,2,1136.5631372139324,,1138.0649154228158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,7,43,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.5653288399335,1138.5653288399335,1138.5653288399335,1138.5653288399335,1138.5653288399335,1138.5653288399335,1138.5653288399335,1138.5653288399335,1138.5653288399335,1138.5653288399335,a,1.0923363440670073,10,941,2,1139.6833445387892,,1141.1850862328429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,8,44,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.685567397857,1141.685567397857,1141.685567397857,1141.685567397857,1141.685567397857,1141.685567397857,1141.685567397857,1141.685567397857,1141.685567397857,1141.685567397857,a,0.8863541642203927,1,942,2,1142.6030547989067,,1144.1050332579762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,9,45,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.6055837678723,1144.6055837678723,1144.6055837678723,1144.6055837678723,1144.6055837678723,1144.6055837678723,1144.6055837678723,1144.6055837678723,1144.6055837678723,1144.6055837678723,l,0.8250902062281966,10,952,2,1145.4566222468857,,1146.9580092988908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,10,46,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.458613047842,1147.458613047842,1147.458613047842,1147.458613047842,1147.458613047842,1147.458613047842,1147.458613047842,1147.458613047842,1147.458613047842,1147.458613047842,a,1.256959459045902,1,953,2,1148.7435586089268,,1150.2449584088754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,11,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.7455085518304,1150.7455085518304,1150.7455085518304,1150.7455085518304,1150.7455085518304,1150.7455085518304,1150.7455085518304,1150.7455085518304,1150.7455085518304,1150.7455085518304,l,1.6706555041018873,1,954,2,1152.447512561921,,1153.9488728039432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.7772731687874,181,U,star,0.001855761045590043,1190.790797863854,1192.2912985878065,1192.2912985878065,1192.2912985878065,1,0,f,0.9435308002866805,0,1193.2757044318132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199.4159030530136,146,D,circle,0.0009112791158258915,1195.7450675219297,1197.2468790118583,1197.2468790118583,1197.2468790118583,1,0,d,0.634913322981447,0,1197.9142977928277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.204316191841,160,Y,triangle,0.0015530590899288654,1200.4003942999989,1201.9020037648734,1201.9020037648734,1201.9020037648734,1,0,f,0.7727310771588236,0,1202.7029515628237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208.7927650348283,132,W,hexagon,0.0013529479037970304,1205.1901132329367,1206.6905738518108,1206.6905738518108,1206.6905738518108,1,0,d,0.5735576541628689,0,1207.2910385169089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213.6148072849028,174,F,triangle,0.0011891948524862528,1209.7772157317959,1211.2787277698517,1211.2787277698517,1211.2787277698517,1,0,f,0.8125740571413189,0,1212.1131759698037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.353499081917,125,B,star,0.0013589358422905207,1214.5997044239193,1216.1011076418217,1216.1011076418217,1216.1011076418217,1,0,d,0.7265399033203721,0,1216.8516947298776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223.0586639298126,167,H,circle,0.0010377001017332077,1219.337872019969,1220.8393182989676,1220.8393182989676,1220.8393182989676,1,0,f,0.6916815002914518,0,1221.556787759997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227.6469727340154,139,S,hexagon,0.0013984059914946556,1224.0431502969004,1225.5446777238976,1225.5446777238976,1225.5446777238976,1,0,d,0.5762135072145611,0,1226.1451884738635,1227.6469727340154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232.3853997688275,181,U,hexagon,0.001080340938642621,1228.6315457578748,1230.1330339829437,1230.1330339829437,1230.1330339829437,1,0,f,0.7248447912279516,0,1230.883824321907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.1908066689502,146,D,star,0.0010467669926583767,1233.369878883008,1234.8714626890142,1234.8714626890142,1234.8714626890142,1,0,d,0.7905028492677957,0,1235.6891261588316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.0649542219471,160,Y,hexagon,0.0019201550167053938,,,,,1,0,,,1,1272.5629637627862,,1270.411666703876,1271.9125319179147,1271.9125319179147,1271.9125319179147,k,0.6179036900866777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278.5198063938878,181,B,star,0.0014376419130712748,,,,,1,0,,,1,1277.018086656928,,1275.0494281118736,1276.5512283369899,1276.5512283369899,1276.5512283369899,j,0.44576875609345734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283.1748757448513,132,F,triangle,0.001152625074610114,,,,,1,0,,,1,1281.6733754898887,,1279.5042928049807,1281.0059474869631,1281.0059474869631,1281.0059474869631,j,0.6375447942409664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287.696566816885,167,W,circle,0.0009314389899373055,,,,,1,0,,,1,1286.1950032918248,,1284.159171053907,1285.6610479718074,1285.6610479718074,1285.6610479718074,k,0.5066247549839318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292.2684105678927,139,H,triangle,0.0010585479903966188,,,,,1,0,,,1,1290.7666883729398,,1288.681264334824,1290.1825415829662,1290.1825415829662,1290.1825415829662,j,0.5517700300551951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296.9235493338201,174,S,circle,0.001187318004667759,,,,,1,0,,,1,1295.4219246499706,,1293.2527215739246,1294.7543670469895,1294.7543670469895,1294.7543670469895,k,0.6381760609801859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301.5284600940067,125,D,hexagon,0.0013225858565419912,,,,,1,0,,,1,1300.0269073168747,,1297.9079047988635,1299.409725092817,1299.409725092817,1299.409725092817,j,0.5848228060640395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.0502197849564,146,U,star,0.001168970949947834,,,,,1,0,,,1,1304.5483977179974,,1302.5130548889283,1304.0145270589273,1304.0145270589273,1304.0145270589273,k,0.5016854221466929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310.5884877028875,160,Y,star,0.0012350829783827066,,,,,1,0,,,1,1309.086696614977,,1307.0346446798649,1308.536237299908,1308.536237299908,1308.536237299908,k,0.5251006949692965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315.1268036297988,181,B,triangle,0.0013431280385702848,,,,,1,0,,,1,1313.6251498798374,,1311.5729079598095,1313.0746077769436,1313.0746077769436,1313.0746077769436,j,0.5215817501302809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,954,,,,1349.097547618905,125,H,hexagon,0.0020941959228366613,,,,,1,0,,,2,,,,,,,,,1343.6749933089595,1343.6749933089595,1343.6749933089595,1343.6749933089595,1345.159891695017,1345.159891695017,1345.159891695017,1345.159891695017,1345.176831432851,1345.176831432851,1345.176831432851,1345.176831432851,-1,number,NA,d,2.41285008424893,vtsPrac,1347.6125472118147,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,954,,,,1354.0363908819854,139,U,star,0.0010839959140866995,,,,,1,0,,,2,,,,,,,,,1350.0832971648779,1350.0832971648779,1350.0832971648779,1350.0832971648779,1351.5837832549587,1351.5837832549587,1351.5837832549587,1351.5837832549587,1351.5837832549587,1351.5837832549587,1351.5837832549587,1351.5837832549587,repeat,number,numRpt,d,0.9287276251707226,vtsPrac,1352.53459659894,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,954,,,,1359.0084567128215,146,W,star,0.0012813990470021963,,,,,1,0,,,2,,,,,,,,,1355.0376461148262,1355.0376461148262,1355.0376461148262,1355.0376461148262,1356.5225949338637,1356.5225949338637,1356.5225949338637,1356.5225949338637,1356.5390822349582,1356.5390822349582,1356.5390822349582,1356.5390822349582,repeat,number,numRpt,d,0.9632319712545723,vtsPrac,1357.5069265000056,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,954,,,,1363.5969853429124,181,Y,hexagon,0.0013317058328539133,,,,,1,0,,,2,,,,,,,,,1359.9937224229798,1359.9937224229798,1359.9937224229798,1359.9937224229798,1361.4945712150075,1361.4945712150075,1361.4945712150075,1361.4945712150075,1361.4945712150075,1361.4945712150075,1361.4945712150075,1361.4945712150075,switch,letter,lettSwt,k,0.5693786810152233,vtsPrac,1362.0954259489663,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,954,,,,1368.2687773238868,125,H,triangle,0.0010195928625762463,,,,,1,0,,,2,,,,,,,,,1364.5816616169177,1364.5816616169177,1364.5816616169177,1364.5816616169177,1366.0831532978918,1366.0831532978918,1366.0831532978918,1366.0831532978918,1366.0831532978918,1366.0831532978918,1366.0831532978918,1366.0831532978918,switch,number,numSwt,d,0.6517681810073555,vtsPrac,1366.76711462182,,,,,,,,,,,,,,,,,,,,,,,,,,63591,2022-11-17_11h26.51.896,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.082920153211575,
