LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.79319019600007,506.79319019600007,506.79319019600007,506.79319019600007,506.79319019600007,506.79319019600007,506.79319019600007,506.79319019600007,506.79319019600007,506.79319019600007,l,2.932324287005031,1,621,2,509.74636699300027,511.2481519879984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,0,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.74871559999883,511.74871559999883,511.74871559999883,511.74871559999883,511.74871559999883,511.74871559999883,511.74871559999883,511.74871559999883,511.74871559999883,511.74871559999883,a,1.680694828999549,1,622,2,513.4504389549984,514.9517032689982,514.9517032689982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,1,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.4522500079984,515.4522500079984,515.4522500079984,515.4522500079984,515.4522500079984,515.4522500079984,515.4522500079984,515.4522500079984,515.4522500079984,515.4522500079984,a,0.8192149010028515,10,632,2,516.3035930379992,517.8052689479991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.3058258889978,518.3058258889978,518.3058258889978,518.3058258889978,518.3058258889978,518.3058258889978,518.3058258889978,518.3058258889978,518.3058258889978,518.3058258889978,l,0.948492128001817,1,633,2,519.2737440950004,520.7751326229991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,3,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.2757105189994,521.2757105189994,521.2757105189994,521.2757105189994,521.2757105189994,521.2757105189994,521.2757105189994,521.2757105189994,521.2757105189994,521.2757105189994,l,0.978221557001234,1,634,2,522.2770337129987,523.7786892679978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,4,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.2791568559987,524.2791568559987,524.2791568559987,524.2791568559987,524.2791568559987,524.2791568559987,524.2791568559987,524.2791568559987,524.2791568559987,524.2791568559987,a,1.3104981620017497,1,635,2,525.6139053250008,527.1156220539997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,5,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.6160226399988,527.6160226399988,527.6160226399988,527.6160226399988,527.6160226399988,527.6160226399988,527.6160226399988,527.6160226399988,527.6160226399988,527.6160226399988,l,1.7666710420016898,10,645,2,529.4015382539983,530.9031446589979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,6,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.4036647539979,531.4036647539979,531.4036647539979,531.4036647539979,531.4036647539979,531.4036647539979,531.4036647539979,531.4036647539979,531.4036647539979,531.4036647539979,a,1.4827394310013915,10,655,2,532.9053479009999,534.4069139359999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,7,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.9074458680007,534.9074458680007,534.9074458680007,534.9074458680007,534.9074458680007,534.9074458680007,534.9074458680007,534.9074458680007,534.9074458680007,534.9074458680007,l,1.2987698240031023,1,656,2,536.225670849999,537.7272606699989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,8,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.2278382660006,538.2278382660006,538.2278382660006,538.2278382660006,538.2278382660006,538.2278382660006,538.2278382660006,538.2278382660006,538.2278382660006,538.2278382660006,a,2.3211749130023236,1,657,2,540.5803808199998,542.0820468109996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,9,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.5828861609989,542.5828861609989,542.5828861609989,542.5828861609989,542.5828861609989,542.5828861609989,542.5828861609989,542.5828861609989,542.5828861609989,542.5828861609989,l,2.4067667110030015,10,667,2,545.0186058229992,546.5205419939994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,10,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.0209754339994,547.0209754339994,547.0209754339994,547.0209754339994,547.0209754339994,547.0209754339994,547.0209754339994,547.0209754339994,547.0209754339994,547.0209754339994,l,2.7533099450010923,10,677,2,549.7908394160004,551.292176551,551.292176551,551.7930308760006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,11,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.7930308760006,551.7930308760006,551.7930308760006,551.7930308760006,551.7930308760006,551.7930308760006,551.7930308760006,551.7930308760006,551.7930308760006,551.7930308760006,a,2.2771581040033197,1,678,2,554.0952116749977,555.5970912310004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,0,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.097439404999,556.097439404999,556.097439404999,556.097439404999,556.097439404999,556.097439404999,556.097439404999,556.097439404999,556.097439404999,556.097439404999,l,1.6859931950020837,1,679,2,557.8162588759988,559.3177778709978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,1,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.8184880150002,559.8184880150002,559.8184880150002,559.8184880150002,559.8184880150002,559.8184880150002,559.8184880150002,559.8184880150002,559.8184880150002,559.8184880150002,l,1.9950141980043554,1,680,2,561.8373223060007,563.3387915429994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,2,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.8395467390001,563.8395467390001,563.8395467390001,563.8395467390001,563.8395467390001,563.8395467390001,563.8395467390001,563.8395467390001,563.8395467390001,563.8395467390001,a,0.6373389560030773,10,690,2,564.5067350450008,566.0086159059974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,3,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.509212828998,566.509212828998,566.509212828998,566.509212828998,566.509212828998,566.509212828998,566.509212828998,566.509212828998,566.509212828998,566.509212828998,a,0.7518847890023608,10,700,2,567.2934309259981,568.7951156999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,4,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.2955381449974,569.2955381449974,569.2955381449974,569.2955381449974,569.2955381449974,569.2955381449974,569.2955381449974,569.2955381449974,569.2955381449974,569.2955381449974,l,0.918423351002275,10,710,2,570.2466469089995,571.7481930799986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,5,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.2487731239999,572.2487731239999,572.2487731239999,572.2487731239999,572.2487731239999,572.2487731239999,572.2487731239999,572.2487731239999,572.2487731239999,572.2487731239999,a,0.6529945060028695,1,711,2,572.9328524099983,574.4344328989973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,6,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.9349970039984,574.9349970039984,574.9349970039984,574.9349970039984,574.9349970039984,574.9349970039984,574.9349970039984,574.9349970039984,574.9349970039984,574.9349970039984,l,1.3754306700029701,10,721,2,576.3366207479994,577.8380142829992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,7,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.3386046179985,578.3386046179985,578.3386046179985,578.3386046179985,578.3386046179985,578.3386046179985,578.3386046179985,578.3386046179985,578.3386046179985,578.3386046179985,a,1.4027219620002143,10,731,2,579.7738878210002,581.2754416940006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,8,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.775884835999,581.775884835999,581.775884835999,581.775884835999,581.775884835999,581.775884835999,581.775884835999,581.775884835999,581.775884835999,581.775884835999,a,1.5813696530021844,1,732,2,583.3780577350008,584.8793666329984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,9,33,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.3799662649981,585.3799662649981,585.3799662649981,585.3799662649981,585.3799662649981,585.3799662649981,585.3799662649981,585.3799662649981,585.3799662649981,585.3799662649981,a,1.4979409280022082,1,733,2,586.8982544350001,588.3997874239976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,10,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.9004587039999,588.9004587039999,588.9004587039999,588.9004587039999,588.9004587039999,588.9004587039999,588.9004587039999,588.9004587039999,588.9004587039999,588.9004587039999,a,1.3048599850044411,10,743,2,590.2351633939979,591.7369111799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,11,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.2374591359985,592.2374591359985,592.2374591359985,592.2374591359985,592.2374591359985,592.2374591359985,592.2374591359985,592.2374591359985,592.2374591359985,592.2374591359985,l,0.49549410700274166,10,753,2,592.7546923379996,594.2565205909996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,0,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.7569434809993,594.7569434809993,594.7569434809993,594.7569434809993,594.7569434809993,594.7569434809993,594.7569434809993,594.7569434809993,594.7569434809993,594.7569434809993,l,1.9531376020022435,10,763,2,596.7424110149987,598.2440151230003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,1,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.7446637449975,598.7446637449975,598.7446637449975,598.7446637449975,598.7446637449975,598.7446637449975,598.7446637449975,598.7446637449975,598.7446637449975,598.7446637449975,a,1.1813180000026478,10,773,2,599.9461287329977,601.4476217400006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,2,38,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.948390925998,601.948390925998,601.948390925998,601.948390925998,601.948390925998,601.948390925998,601.948390925998,601.948390925998,601.948390925998,601.948390925998,a,1.8648433610032953,1,774,2,603.8338207609995,605.3354734709974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,3,39,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.8359294900001,605.8359294900001,605.8359294900001,605.8359294900001,605.8359294900001,605.8359294900001,605.8359294900001,605.8359294900001,605.8359294900001,605.8359294900001,a,1.0748465780015977,10,784,2,606.9372545549995,608.4386716429981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,4,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.9395033239998,608.9395033239998,608.9395033239998,608.9395033239998,608.9395033239998,608.9395033239998,608.9395033239998,608.9395033239998,608.9395033239998,608.9395033239998,a,1.4260509790037759,1,785,2,610.3912245499996,611.8924520779983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,5,41,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.3932454729984,612.3932454729984,612.3932454729984,612.3932454729984,612.3932454729984,612.3932454729984,612.3932454729984,612.3932454729984,612.3932454729984,612.3932454729984,l,1.5334637750020192,1,786,2,613.9448669729973,615.4463222899976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,6,42,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.9469824080006,615.9469824080006,615.9469824080006,615.9469824080006,615.9469824080006,615.9469824080006,615.9469824080006,615.9469824080006,615.9469824080006,615.9469824080006,l,1.6195178060042963,1,787,2,617.5987638509978,619.1004395009986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,7,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.6010908339995,619.6010908339995,619.6010908339995,619.6010908339995,619.6010908339995,619.6010908339995,619.6010908339995,619.6010908339995,619.6010908339995,619.6010908339995,l,1.4047856540055363,10,797,2,621.0361197479979,622.5376689709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,8,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.0382705029988,623.0382705029988,623.0382705029988,623.0382705029988,623.0382705029988,623.0382705029988,623.0382705029988,623.0382705029988,623.0382705029988,623.0382705029988,a,1.311602343001141,1,798,2,624.3732295199989,625.8748246239993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,9,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.3750893979995,626.3750893979995,626.3750893979995,626.3750893979995,626.3750893979995,626.3750893979995,626.3750893979995,626.3750893979995,626.3750893979995,626.3750893979995,l,1.1592951599996013,1,799,2,627.5598004130006,629.0615570579976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,10,46,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.5619041649989,629.5619041649989,629.5619041649989,629.5619041649989,629.5619041649989,629.5619041649989,629.5619041649989,629.5619041649989,629.5619041649989,629.5619041649989,l,0.98754430900226,1,800,2,630.579916065999,632.0814327579974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,11,47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.582114820998,632.582114820998,632.582114820998,632.582114820998,632.582114820998,632.582114820998,632.582114820998,632.582114820998,632.582114820998,632.582114820998,a,9.953154480001103,1,801,2,642.5595888839998,644.0615202400004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.5367558459984,,728.0373217209999,H,146,hexagon,0.0021042420012236107,721.5315594059975,723.0316942779973,723.0316942779973,723.0316942779973,726.0350421189978,726.0350421189978,726.0350421189978,726.0350421189978,0,0,None,0,726.0350421189978,727.5367558459984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.3420646609993,,,W,139,star,0.009059656000317773,728.5385362460001,730.0397373800006,730.0397373800006,730.0397373800006,,,,,1,1,f,0,730.8571860979973,,0.7740296280026087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.8304204790002,,,D,160,hexagon,0.0011047150001104455,733.326533853,734.8281564699973,734.8281564699973,734.8281564699973,,,,,1,0,d,0,735.3286811049984,,0.4739609360040049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32144,2022-10-25_13h59.32.778,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94268795621936,
