LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,tgt_fix_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,prac_fback_text.stopped,fix.stopped,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,vts_fback.stopped,target_resp.rt,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,3,6,42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.4784451810119,320.4784451810119,320.4784451810119,320.4784451810119,320.4784451810119,320.4784451810119,320.4784451810119,320.4784451810119,320.4784451810119,320.4784451810119,a,0.9939972979773302,1,532,1,321.49620044001495,322.99783451101393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,3,7,43,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.4982814040268,323.4982814040268,323.4982814040268,323.4982814040268,323.4982814040268,323.4982814040268,323.4982814040268,323.4982814040268,323.4982814040268,323.4982814040268,l,0.6071422909735702,1,533,1,324.1317033720261,325.63414499000646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,3,8,44,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.13458433101187,326.13458433101187,326.13458433101187,326.13458433101187,326.13458433101187,326.13458433101187,326.13458433101187,326.13458433101187,326.13458433101187,326.13458433101187,a,0.7366372589895036,10,543,1,326.9020766200265,328.4037968790217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,3,9,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.9044112190022,328.9044112190022,328.9044112190022,328.9044112190022,328.9044112190022,328.9044112190022,328.9044112190022,328.9044112190022,328.9044112190022,328.9044112190022,l,0.893405205977615,1,544,1,329.8219939430128,331.32378847300424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,3,10,46,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.824289303011,331.824289303011,331.824289303011,331.824289303011,331.824289303011,331.824289303011,331.824289303011,331.824289303011,331.824289303011,331.824289303011,a,0.628335352987051,1,545,1,332.47485354699893,333.976749502006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,3,11,47,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.47725123900454,334.47725123900454,334.47725123900454,334.47725123900454,334.47725123900454,334.47725123900454,334.47725123900454,334.47725123900454,334.47725123900454,334.47725123900454,l,0.6183604160032701,1,546,1,335.12794003202,336.6296418120037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.10686862902367,339.10686862902367,339.10686862902367,339.10686862902367,339.10686862902367,339.10686862902367,339.10686862902367,339.10686862902367,339.10686862902367,339.10686862902367,a,1.3210361619712785,1,547,2,340.450335660018,341.9520331370004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.45253381400835,342.45253381400835,342.45253381400835,342.45253381400835,342.45253381400835,342.45253381400835,342.45253381400835,342.45253381400835,342.45253381400835,342.45253381400835,l,0.7090537289914209,10,557,2,343.18672264102497,344.68836791600916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.1890087230131,345.1890087230131,345.1890087230131,345.1890087230131,345.1890087230131,345.1890087230131,345.1890087230131,345.1890087230131,345.1890087230131,345.1890087230131,l,1.0103744879888836,1,558,2,346.2233759550145,347.7249878620205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.2255686550052,348.2255686550052,348.2255686550052,348.2255686550052,348.2255686550052,348.2255686550052,348.2255686550052,348.2255686550052,348.2255686550052,348.2255686550052,a,0.8333138269954361,1,559,2,349.0766177660262,350.5782188840094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,0,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0788724000158,351.0788724000158,351.0788724000158,351.0788724000158,351.0788724000158,351.0788724000158,351.0788724000158,351.0788724000158,351.0788724000158,351.0788724000158,l,0.7573296549962834,1,560,2,351.86309067101683,353.3646238860092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.86539189101313,353.86539189101313,353.86539189101313,353.86539189101313,353.86539189101313,353.86539189101313,353.86539189101313,353.86539189101313,353.86539189101313,353.86539189101313,a,0.8963665439805482,10,570,2,354.78289822200895,356.2845652940159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.78506105800625,356.78506105800625,356.78506105800625,356.78506105800625,356.78506105800625,356.78506105800625,356.78506105800625,356.78506105800625,356.78506105800625,356.78506105800625,l,1.4751336560002528,1,571,2,358.28692982302164,359.78835877301753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.28886543001863,360.28886543001863,360.28886543001863,360.28886543001863,360.28886543001863,360.28886543001863,360.28886543001863,360.28886543001863,360.28886543001863,360.28886543001863,l,1.121630417968845,10,581,2,361.4404584620206,362.94186083902605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.4424711530155,363.4424711530155,363.4424711530155,363.4424711530155,363.4424711530155,363.4424711530155,363.4424711530155,363.4424711530155,363.4424711530155,363.4424711530155,l,1.6689792259712704,1,582,2,365.14433628102415,366.6460780290072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.1464910200157,367.1464910200157,367.1464910200157,367.1464910200157,367.1464910200157,367.1464910200157,367.1464910200157,367.1464910200157,367.1464910200157,367.1464910200157,a,0.575302852987079,10,592,2,367.74718293902697,369.24892394201015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.7493857240188,369.7493857240188,369.7493857240188,369.7493857240188,369.7493857240188,369.7493857240188,369.7493857240188,369.7493857240188,369.7493857240188,369.7493857240188,l,0.9996178549772594,1,593,2,370.7671191660047,372.26880159199936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.7694725130277,372.7694725130277,372.7694725130277,372.7694725130277,372.7694725130277,372.7694725130277,372.7694725130277,372.7694725130277,372.7694725130277,372.7694725130277,a,0.8133706599764992,10,603,2,373.60362039500615,375.1054022240278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,0,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.6059558390116,375.6059558390116,375.6059558390116,375.6059558390116,375.6059558390116,375.6059558390116,375.6059558390116,375.6059558390116,375.6059558390116,375.6059558390116,a,0.9351960739877541,1,604,2,376.5735526670178,378.07526600101846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,1,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.5759678030154,378.5759678030154,378.5759678030154,378.5759678030154,378.5759678030154,378.5759678030154,378.5759678030154,378.5759678030154,378.5759678030154,378.5759678030154,l,0.7788215029868297,1,605,2,379.3766344630276,380.8783366140269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.37876509001944,381.37876509001944,381.37876509001944,381.37876509001944,381.37876509001944,381.37876509001944,381.37876509001944,381.37876509001944,381.37876509001944,381.37876509001944,l,1.0590145369642414,1,606,2,382.4634443850082,383.96504815202206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,3,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.46569660599926,384.46569660599926,384.46569660599926,384.46569660599926,384.46569660599926,384.46569660599926,384.46569660599926,384.46569660599926,384.46569660599926,384.46569660599926,a,0.6839358199795242,1,607,2,385.1664706590236,386.6680666710017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,4,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.1684397740173,387.1684397740173,387.1684397740173,387.1684397740173,387.1684397740173,387.1684397740173,387.1684397740173,387.1684397740173,387.1684397740173,387.1684397740173,l,0.7818248019902967,1,608,2,387.96949951699935,389.47119925302104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,5,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.9716992820031,389.9716992820031,389.9716992820031,389.9716992820031,389.9716992820031,389.9716992820031,389.9716992820031,389.9716992820031,389.9716992820031,389.9716992820031,l,0.8470769179693889,1,609,2,390.8392362270097,392.3408857320028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,6,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.84133148100227,392.84133148100227,392.84133148100227,392.84133148100227,392.84133148100227,392.84133148100227,392.84133148100227,392.84133148100227,392.84133148100227,392.84133148100227,a,1.0162839619733859,1,610,2,393.8759470730147,395.3775820709998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,7,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.8781201200036,395.8781201200036,395.8781201200036,395.8781201200036,395.8781201200036,395.8781201200036,395.8781201200036,395.8781201200036,395.8781201200036,395.8781201200036,l,0.600734305975493,1,611,2,396.4955079720239,397.9971351000131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,8,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.49761171801947,398.49761171801947,398.49761171801947,398.49761171801947,398.49761171801947,398.49761171801947,398.49761171801947,398.49761171801947,398.49761171801947,398.49761171801947,l,0.7019478699658066,10,621,2,399.23202643200057,400.7337647100212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,9,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.23421165702166,401.23421165702166,401.23421165702166,401.23421165702166,401.23421165702166,401.23421165702166,401.23421165702166,401.23421165702166,401.23421165702166,401.23421165702166,l,0.7012695019948296,1,622,2,401.96853796500363,403.46985191100975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,10,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.9705391280004,403.9705391280004,403.9705391280004,403.9705391280004,403.9705391280004,403.9705391280004,403.9705391280004,403.9705391280004,403.9705391280004,403.9705391280004,a,0.4839885569817852,1,623,2,404.4877214360167,405.9894268650096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,11,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.48994272202253,406.48994272202253,406.48994272202253,406.48994272202253,406.48994272202253,406.48994272202253,406.48994272202253,406.48994272202253,406.48994272202253,406.48994272202253,a,0.9118793770030607,10,633,2,407.42431857500924,408.9260775450093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,0,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.4266542260011,409.4266542260011,409.4266542260011,409.4266542260011,409.4266542260011,409.4266542260011,409.4266542260011,409.4266542260011,409.4266542260011,409.4266542260011,l,0.47354908799752593,1,634,2,409.9271227840218,411.4288267890224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,1,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.9292473740061,411.9292473740061,411.9292473740061,411.9292473740061,411.9292473740061,411.9292473740061,411.9292473740061,411.9292473740061,411.9292473740061,411.9292473740061,l,1.3008600589819252,10,644,2,413.2474225650076,414.7489539810049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,2,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.2494913840201,415.2494913840201,415.2494913840201,415.2494913840201,415.2494913840201,415.2494913840201,415.2494913840201,415.2494913840201,415.2494913840201,415.2494913840201,l,0.9512868509918917,1,645,2,416.21734860600554,417.7189883570245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,3,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.21966889401665,418.21966889401665,418.21966889401665,418.21966889401665,418.21966889401665,418.21966889401665,418.21966889401665,418.21966889401665,418.21966889401665,418.21966889401665,a,2.0083409509970807,10,655,2,420.2551075660158,421.7568630630267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,4,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.25732888502534,422.25732888502534,422.25732888502534,422.25732888502534,422.25732888502534,422.25732888502534,422.25732888502534,422.25732888502534,422.25732888502534,422.25732888502534,a,1.1660447730100714,10,665,2,423.4419371780241,424.943538387015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,5,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.4440789729997,425.4440789729997,425.4440789729997,425.4440789729997,425.4440789729997,425.4440789729997,425.4440789729997,425.4440789729997,425.4440789729997,425.4440789729997,a,1.2414723660040181,1,666,2,426.7121896590106,428.2139944790106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,6,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.71445681800833,428.71445681800833,428.71445681800833,428.71445681800833,428.71445681800833,428.71445681800833,428.71445681800833,428.71445681800833,428.71445681800833,428.71445681800833,a,1.7610487899801228,1,667,2,430.4996900780243,432.0013481990027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,7,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.50189487301395,432.50189487301395,432.50189487301395,432.50189487301395,432.50189487301395,432.50189487301395,432.50189487301395,432.50189487301395,432.50189487301395,432.50189487301395,l,0.7869450800062623,10,677,2,433.3194671870151,434.8212302910106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,8,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.3216976200056,435.3216976200056,435.3216976200056,435.3216976200056,435.3216976200056,435.3216976200056,435.3216976200056,435.3216976200056,435.3216976200056,435.3216976200056,l,1.3089733329834417,10,687,2,436.65642283900524,438.1582072900201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44402,2022-11-16_10h16.28.891,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927513715722,
