LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,4,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.3826,1070.3826,1070.3826,1070.3826,1070.3826,1070.3826,1070.3826,1070.3826,1070.3826,1070.3826,a,0.20760163,10,671,2,1070.616103,1072.117787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,5,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.618435,1072.618435,1072.618435,1072.618435,1072.618435,1072.618435,1072.618435,1072.618435,1072.618435,1072.618435,l,0.035567042,10,681,2,1072.685105,1074.186686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,6,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074.687275,1074.687275,1074.687275,1074.687275,1074.687275,1074.687275,1074.687275,1074.687275,1074.687275,1074.687275,a,0.240094337,10,691,2,1074.954404,1076.456097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,7,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076.956669,1076.956669,1076.956669,1076.956669,1076.956669,1076.956669,1076.956669,1076.956669,1076.956669,1076.956669,l,0.24992854,1,692,2,1077.223463,1078.725212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,8,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079.225867,1079.225867,1079.225867,1079.225867,1079.225867,1079.225867,1079.225867,1079.225867,1079.225867,1079.225867,l,0.420204717,1,693,2,1079.676194,1081.177091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,9,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081.678485,1081.678485,1081.678485,1081.678485,1081.678485,1081.678485,1081.678485,1081.678485,1081.678485,1081.678485,l,0.25645883,10,703,2,1081.962083,1083.46381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,10,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083.964239,1083.964239,1083.964239,1083.964239,1083.964239,1083.964239,1083.964239,1083.964239,1083.964239,1083.964239,a,0.226025888,1,704,2,1084.21465,1085.716211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,11,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.216813,1086.216813,1086.216813,1086.216813,1086.216813,1086.216813,1086.216813,1086.216813,1086.216813,1086.216813,l,0.333467335,1,705,2,1086.567072,1088.068767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,0,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.569378,1088.569378,1088.569378,1088.569378,1088.569378,1088.569378,1088.569378,1088.569378,1088.569378,1088.569378,a,0.701518722,1,706,2,1089.303377,1090.805181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,1,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091.305664,1091.305664,1091.305664,1091.305664,1091.305664,1091.305664,1091.305664,1091.305664,1091.305664,1091.305664,l,0.348880684,1,707,2,1091.672636,1093.174483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,2,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.674901,1093.674901,1093.674901,1093.674901,1093.674901,1093.674901,1093.674901,1093.674901,1093.674901,1093.674901,l,1.123749641,1,708,2,1094.826197,1096.327821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,3,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096.828405,1096.828405,1096.828405,1096.828405,1096.828405,1096.828405,1096.828405,1096.828405,1096.828405,1096.828405,a,0.209772259,10,718,2,1097.061984,1098.563681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,4,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.064339,1099.064339,1099.064339,1099.064339,1099.064339,1099.064339,1099.064339,1099.064339,1099.064339,1099.064339,l,0.317756329,1,719,2,1099.414644,1100.916218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,5,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101.416847,1101.416847,1101.416847,1101.416847,1101.416847,1101.416847,1101.416847,1101.416847,1101.416847,1101.416847,a,0.285114735,1,720,2,1101.733948,1103.235447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,6,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.736135,1103.736135,1103.736135,1103.736135,1103.736135,1103.736135,1103.736135,1103.736135,1103.736135,1103.736135,l,0.334391211,1,721,2,1104.10324,1105.60497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,7,31,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106.105347,1106.105347,1106.105347,1106.105347,1106.105347,1106.105347,1106.105347,1106.105347,1106.105347,1106.105347,l,0.276240674,10,731,2,1106.405819,1107.907523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,8,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108.408056,1108.408056,1108.408056,1108.408056,1108.408056,1108.408056,1108.408056,1108.408056,1108.408056,1108.408056,l,0.517745726,10,741,2,1108.958381,1110.460186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,9,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.960581,1110.960581,1110.960581,1110.960581,1110.960581,1110.960581,1110.960581,1110.960581,1110.960581,1110.960581,l,0.637719837,1,742,2,1111.628149,1113.129724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,10,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.630409,1113.630409,1113.630409,1113.630409,1113.630409,1113.630409,1113.630409,1113.630409,1113.630409,1113.630409,a,0.864075402,10,752,2,1114.51493,1116.016336,1116.016336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,11,35,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1116.51687,1116.51687,1116.51687,1116.51687,1116.51687,1116.51687,1116.51687,1116.51687,1116.51687,1116.51687,l,0.336530761,1,753,2,1116.884214,1118.385535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,0,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118.88621,1118.88621,1118.88621,1118.88621,1118.88621,1118.88621,1118.88621,1118.88621,1118.88621,1118.88621,a,0.224130988,10,763,2,1119.136378,1120.637996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,1,37,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.138582,1121.138582,1121.138582,1121.138582,1121.138582,1121.138582,1121.138582,1121.138582,1121.138582,1121.138582,l,0.243129093,1,764,2,1121.405456,1122.907215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,2,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.407797,1123.407797,1123.407797,1123.407797,1123.407797,1123.407797,1123.407797,1123.407797,1123.407797,1123.407797,a,0.238605472,1,765,2,1123.674688,1125.176275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,3,39,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.676908,1125.676908,1125.676908,1125.676908,1125.676908,1125.676908,1125.676908,1125.676908,1125.676908,1125.676908,l,0.153270422,10,775,2,1125.860459,1127.362203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,4,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.862632,1127.862632,1127.862632,1127.862632,1127.862632,1127.862632,1127.862632,1127.862632,1127.862632,1127.862632,a,0.248066531,10,785,2,1128.129574,1129.631242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,5,41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.13191,1130.13191,1130.13191,1130.13191,1130.13191,1130.13191,1130.13191,1130.13191,1130.13191,1130.13191,l,0.323290365,1,786,2,1130.482338,1131.983879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,6,42,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.484551,1132.484551,1132.484551,1132.484551,1132.484551,1132.484551,1132.484551,1132.484551,1132.484551,1132.484551,l,0.266116626,1,787,2,1132.768302,1134.269867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,7,43,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134.770292,1134.770292,1134.770292,1134.770292,1134.770292,1134.770292,1134.770292,1134.770292,1134.770292,1134.770292,l,0.300577286,10,797,2,1135.087288,1136.588981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,8,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137.089427,1137.089427,1137.089427,1137.089427,1137.089427,1137.089427,1137.089427,1137.089427,1137.089427,1137.089427,a,0.349796636,10,807,2,1137.456721,1138.958259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,9,45,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139.458778,1139.458778,1139.458778,1139.458778,1139.458778,1139.458778,1139.458778,1139.458778,1139.458778,1139.458778,l,0.468277203,1,808,2,1139.959202,1141.461028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,10,46,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.961453,1141.961453,1141.961453,1141.961453,1141.961453,1141.961453,1141.961453,1141.961453,1141.961453,1141.961453,a,0.308390421,10,818,2,1142.295334,1143.796903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,11,47,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.297375,1144.297375,1144.297375,1144.297375,1144.297375,1144.297375,1144.297375,1144.297375,1144.297375,1144.297375,a,0.220662328,10,828,2,1144.547696,1146.049375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189.363915,,H,160,star,0.001875879,1183.354156,1184.858953,1184.858953,1184.858953,1187.862126,1187.862126,1187.862126,1187.862126,0,0,None,0,1187.862126,1189.363915,1189.864334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.153562,,F,146,triangle,0.008999163,1190.359325,1191.866525,1191.866525,1191.866525,,,,,0,1,f,0,1193.651895,,,1.763831764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202.144549,,Y,132,hexagon,0.001687069,1196.133428,1197.639576,1197.639576,1197.639576,1200.643077,1200.643077,1200.643077,1200.643077,0,1,None,0,1200.643077,1202.144549,1202.64511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209.152211,,S,125,circle,0.009150501,1203.140478,1204.647217,1204.647217,1204.647217,1207.650469,1207.650469,1207.650469,1207.650469,0,1,None,0,1207.650469,1209.152211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.143173,,U,174,circle,0.000499888,1210.133298,1211.63825,1211.63825,1211.63825,1214.641617,1214.641617,1214.641617,1214.641617,0,1,None,0,1214.641617,1216.143173,1216.643824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223.151074,,B,181,triangle,0.007863784,1217.139641,1218.64617,1218.64617,1218.64617,1221.649321,1221.649321,1221.649321,1221.649321,0,1,None,0,1221.649321,1223.151074,1223.651569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230.142148,,W,139,star,-0.000322351,1224.132878,1225.637178,1225.637178,1225.637178,1228.640439,1228.640439,1228.640439,1228.640439,0,1,None,0,1228.640439,1230.142148,1230.642673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.098789,,D,167,hexagon,0.007057517,1231.140488,1232.645075,1232.645075,1232.645075,,,,,1,1,d,0,1234.596962,,,1.920332117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243.089747,,H,160,star,0.001555591,1237.077702,1238.584748,1238.584748,1238.584748,1241.588237,1241.588237,1241.588237,1241.588237,0,0,None,0,1241.588237,1243.089747,1243.590368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248.212128,,F,146,triangle,0.009001092,1244.085162,1245.592443,1245.592443,1245.592443,,,,,0,1,f,0,1246.71069,,,1.085825179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287.305203,,Y,181,hexagon,0.002176678,1283.514975,1285.019386,1285.019386,1285.019386,,,,,1,1,f,1,1285.804441,,,0.755573998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412_2,2022-11-30_14h29.30.923,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.11236648
