LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645.078679339029,,125,H,triangle,0.0008537070825695992,,,,,,,,1,0,,1,1643.5783446552232,,,1640.3367216042243,1641.8262929199263,1641.8262929199263,1641.8262929199263,j,1.7324200375005603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.4496089410968,1650.9498576242477,160,Y,circle,0.001684810034930706,,,,,,,,1,0,,1,1648.946948905941,,1650.4496089410968,1646.073996247258,1647.5629280819558,1647.5629280819558,1647.5629280819558,k,1.3509421925991774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655.2193581578322,,139,B,star,0.0005606249906122684,,,,,,,,1,0,,1,1653.7172806491144,,,1651.4449515859596,1652.9332889728248,1652.9332889728248,1652.9332889728248,j,0.7517410558648407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659.8211336592212,,174,U,hexagon,0.0007397439330816269,,,,,,,,1,0,,1,1658.3219226151705,,1659.8211336592212,1656.2152859312482,1657.7037655282766,1657.7037655282766,1657.7037655282766,k,0.593603684566915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664.675285458099,,146,D,hexagon,0.0024821911938488483,,,,,,,,1,0,,1,1663.1757416101173,,1664.675285458099,1660.8183289468288,1662.3073370791972,1662.3073370791972,1662.3073370791972,j,0.8496870319359004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669.911585087888,,132,S,triangle,0.0021947179920971394,,,,,,,,1,0,,1,1668.3967195539735,,,1665.6711791362613,1667.160635162145,1667.160635162145,1667.160635162145,k,1.2054228470660746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674.632020269055,,181,W,star,0.0014135930687189102,,,,,,,,1,0,,1,1673.1326643768698,,1674.632020269055,1670.891866300255,1672.3811507071368,1672.3811507071368,1672.3811507071368,k,0.722132429946214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679.4522326472215,,167,F,circle,0.002406299114227295,,,,,,,,1,0,,1,1677.9374677408487,,,1675.6290270788595,1677.1184716592543,1677.1184716592543,1677.1184716592543,j,0.800247288774699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1684.9063208978623,,125,H,triangle,0.016333789099007845,,,,,,,,0,0,,1,1683.3917962522246,,,1680.4481988260522,1681.9217000552453,1681.9217000552453,1681.9217000552453,k,1.442771377041936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1689.5594451581128,,160,Y,star,0.0021130573004484177,,,,,,,,1,1,,1,1688.0461432472803,,,1685.886358289048,1687.3757528560236,1687.3757528560236,1687.3757528560236,k,0.6450760960578918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1722.5347761972807,,160,W,hexagon,0.0011645089834928513,,,,,,,,1,0,,2,,,,,,,,,,1718.6114914640784,1718.6114914640784,1718.6114914640784,1718.6114914640784,1720.1005018702708,1720.1005018702708,1720.1005018702708,1720.1005018702708,1720.116729710251,1720.116729710251,1720.116729710251,1720.116729710251,-1,number,NA,f,0.8958361288532615,vtsPrac,1721.020668469835,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1727.47157176584,,167,S,circle,0.017338904086500406,,,,,,,,1,0,,2,,,,,,,,,,1723.5308584640734,1723.5308584640734,1723.5308584640734,1723.5308584640734,1725.0018956600688,1725.0018956600688,1725.0018956600688,1725.0018956600688,1725.0355575759895,1725.0355575759895,1725.0355575759895,1725.0355575759895,repeat,number,numRpt,f,0.922846119850874,vtsPrac,1725.9561159359291,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1732.474984715227,,139,U,circle,0.017236171290278435,,,,,,,,1,0,,2,,,,,,,,,,1728.4682564558461,1728.4682564558461,1728.4682564558461,1728.4682564558461,1729.9386839661747,1729.9386839661747,1729.9386839661747,1729.9386839661747,1729.9723445521668,1729.9723445521668,1729.9723445521668,1729.9723445521668,repeat,number,numRpt,d,0.9921597288921475,vtsPrac,1730.9599958430044,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1737.5121704060584,,181,F,hexagon,0.01675176713615656,,,,,,,,1,0,,2,,,,,,,,,,1733.4714552261867,1733.4714552261867,1733.4714552261867,1733.4714552261867,1734.9425391410477,1734.9425391410477,1734.9425391410477,1734.9425391410477,1734.9761358322576,1734.9761358322576,1734.9761358322576,1734.9761358322576,repeat,number,numRpt,f,1.0289956168271601,vtsPrac,1735.9964514030144,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1742.3322799052112,1742.832733831834,160,W,star,0.01720986608415842,,,,,,,,1,0,,2,,,,,,,,,,1738.5079663940705,1738.5079663940705,1738.5079663940705,1738.5079663940705,1739.9792207898572,1739.9792207898572,1739.9792207898572,1739.9792207898572,1740.012768710032,1740.012768710032,1740.012768710032,1740.012768710032,repeat,number,numRpt,f,0.81919523794204,vtsPrac,1740.831850423012,1742.3322799052112,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1747.0692658391781,,167,S,circle,-0.0009714947082102299,,,,,,,,1,0,,2,,,,,,,,,,1743.3397257900797,1743.3397257900797,1743.3397257900797,1743.3397257900797,1744.8328237459064,1744.8328237459064,1744.8328237459064,1744.8328237459064,1744.8495013541542,1744.8495013541542,1744.8495013541542,1744.8495013541542,repeat,number,numRpt,f,0.6910599418915808,vtsPrac,1745.5536944088526,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1751.7728238422424,,139,U,triangle,0.017254242207854986,,,,,,,,1,0,,2,,,,,,,,,,1748.0650788950734,1748.0650788950734,1748.0650788950734,1748.0650788950734,1749.5366784948856,1749.5366784948856,1749.5366784948856,1749.5366784948856,1749.5704744961113,1749.5704744961113,1749.5704744961113,1749.5704744961113,repeat,number,numRpt,d,0.688905063085258,vtsPrac,1750.2573341438547,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1756.8261743299663,,181,F,hexagon,0.01650584489107132,,,,,,,,1,0,,2,,,,,,,,,,1752.7685047229752,1752.7685047229752,1752.7685047229752,1752.7685047229752,1754.2403571242467,1754.2403571242467,1754.2403571242467,1754.2403571242467,1754.2737536798231,1754.2737536798231,1754.2737536798231,1754.2737536798231,repeat,number,numRpt,f,1.0478444499894977,vtsPrac,1755.3105939282104,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1761.5129228960723,,181,B,hexagon,0.01767260581254959,,,,,,,,1,0,,2,,,,,,,,,,1757.822197237052,1757.822197237052,1757.822197237052,1757.822197237052,1759.2934708120301,1759.2934708120301,1759.2934708120301,1759.2934708120301,1759.3273359192535,1759.3273359192535,1759.3273359192535,1759.3273359192535,repeat,number,numRpt,f,0.6975488578900695,vtsPrac,1760.012445313856,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1766.3665590132587,,167,W,star,0.002151679713279009,,,,,,,,1,0,,2,,,,,,,,,,1762.5087559749372,1762.5087559749372,1762.5087559749372,1762.5087559749372,1763.9972162749618,1763.9972162749618,1763.9972162749618,1763.9972162749618,1764.0142063610256,1764.0142063610256,1764.0142063610256,1764.0142063610256,repeat,number,numRpt,f,0.8433366399258375,vtsPrac,1764.8661301382817,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1771.2039184840396,,174,S,circle,0.002387076150625944,,,,,,,,1,0,,2,,,,,,,,,,1767.3624725081027,1767.3624725081027,1767.3624725081027,1767.3624725081027,1768.8508652448654,1768.8508652448654,1768.8508652448654,1768.8508652448654,1768.8679749518633,1768.8679749518633,1768.8679749518633,1768.8679749518633,repeat,number,numRpt,f,0.8269301652908325,vtsPrac,1769.703104400076,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1775.95683475025,,125,Y,hexagon,0.001954060047864914,,,,,,,,1,0,,2,,,,,,,,,,1772.200042322278,1772.200042322278,1772.200042322278,1772.200042322278,1773.687978258822,1773.687978258822,1773.687978258822,1773.687978258822,1773.7044427329674,1773.7044427329674,1773.7044427329674,1773.7044427329674,repeat,number,numRpt,d,0.7382123447023332,vtsPrac,1774.4568841359578,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1780.627537773922,,174,S,circle,0.001717529259622097,,,,,,,,1,0,,2,,,,,,,,,,1776.9525864729658,1776.9525864729658,1776.9525864729658,1776.9525864729658,1778.4412268381566,1778.4412268381566,1778.4412268381566,1778.4412268381566,1778.458104470279,1778.458104470279,1778.458104470279,1778.458104470279,repeat,number,numRpt,f,0.6531374081969261,vtsPrac,1779.1271287458949,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1785.230740642175,1785.7306944662705,125,F,triangle,0.0016716551035642624,,,,,,,,1,0,,2,,,,,,,,,,1781.6227370360866,1781.6227370360866,1781.6227370360866,1781.6227370360866,1783.1113568050787,1783.1113568050787,1783.1113568050787,1783.1113568050787,1783.1286637489684,1783.1286637489684,1783.1286637489684,1783.1286637489684,repeat,number,numRpt,d,0.5848436062224209,vtsPrac,1783.7285618600436,1785.230740642175,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1790.1841329229064,,181,U,triangle,0.0003264108672738075,,,,,,,,1,0,,2,,,,,,,,,,1786.2262048502453,1786.2262048502453,1786.2262048502453,1786.2262048502453,1787.714844387956,1787.714844387956,1787.714844387956,1787.714844387956,1787.7320047752,1787.7320047752,1787.7320047752,1787.7320047752,repeat,number,numRpt,f,0.9430080610327423,vtsPrac,1788.6838571070693,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1794.96933936188,,139,D,star,0.002218852750957012,,,,,,,,1,0,,2,,,,,,,,,,1791.1800840208307,1791.1800840208307,1791.1800840208307,1791.1800840208307,1792.66856451286,1792.66856451286,1792.66856451286,1792.66856451286,1792.685635427013,1792.685635427013,1792.685635427013,1792.685635427013,repeat,number,numRpt,d,0.7827104558236897,vtsPrac,1793.4702913011424,1794.96933936188,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1799.9898580652662,1800.4920278959908,125,Y,star,0.002371686976402998,,,,,,,,1,0,,2,,,,,,,,,,1795.966773794964,1795.966773794964,1795.966773794964,1795.966773794964,1797.4558332441375,1797.4558332441375,1797.4558332441375,1797.4558332441375,1797.4723548539914,1797.4723548539914,1797.4723548539914,1797.4723548539914,repeat,number,numRpt,d,1.001000152900815,vtsPrac,1798.4892934481613,1799.9898580652662,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1805.3788555101492,,181,W,hexagon,-5.4916832596063614e-05,,,,,,,,1,0,,2,,,,,,,,,,1800.9869611812755,1800.9869611812755,1800.9869611812755,1800.9869611812755,1802.4756558891386,1802.4756558891386,1802.4756558891386,1802.4756558891386,1802.4928108039312,1802.4928108039312,1802.4928108039312,1802.4928108039312,repeat,number,numRpt,f,1.3814420136623085,vtsPrac,1803.8782591922209,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1810.1820824020542,,174,B,hexagon,0.002124341204762459,,,,,,,,1,0,,2,,,,,,,,,,1806.3743041800335,1806.3743041800335,1806.3743041800335,1806.3743041800335,1807.8632161612622,1807.8632161612622,1807.8632161612622,1807.8632161612622,1807.8795384978876,1807.8795384978876,1807.8795384978876,1807.8795384978876,repeat,number,numRpt,f,0.7870617629960179,vtsPrac,1808.682019640226,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1815.084131969139,,167,H,triangle,0.001626413781195879,,,,,,,,1,0,,2,,,,,,,,,,1811.1774390041828,1811.1774390041828,1811.1774390041828,1811.1774390041828,1812.6662847548723,1812.6662847548723,1812.6662847548723,1812.6662847548723,1812.6835640692152,1812.6835640692152,1812.6835640692152,1812.6835640692152,repeat,number,numRpt,f,0.8774649570696056,vtsPrac,1813.5687836389989,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1819.8373518218286,,167,F,hexagon,0.0018870681524276733,,,,,,,,1,0,,2,,,,,,,,,,1816.064615137875,1816.064615137875,1816.064615137875,1816.064615137875,1817.553722314071,1817.553722314071,1817.553722314071,1817.553722314071,1817.5700576682575,1817.5700576682575,1817.5700576682575,1817.5700576682575,repeat,number,numRpt,f,0.749099403154105,vtsPrac,1818.323029993102,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1825.0246482971124,,139,W,circle,0.001425767783075571,,,,,,,,1,0,,2,,,,,,,,,,1820.8178343060426,1820.8178343060426,1820.8178343060426,1820.8178343060426,1822.3068136642687,1822.3068136642687,1822.3068136642687,1822.3068136642687,1822.3237792681903,1822.3237792681903,1822.3237792681903,1822.3237792681903,repeat,number,numRpt,d,1.1836959877982736,vtsPrac,1823.509114780929,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1830.1370163471438,,146,D,star,0.0016137110069394112,,,,,,,,1,0,,2,,,,,,,,,,1826.0052697700448,1826.0052697700448,1826.0052697700448,1826.0052697700448,1827.493796247989,1827.493796247989,1827.493796247989,1827.493796247989,1827.5109583782032,1827.5109583782032,1827.5109583782032,1827.5109583782032,repeat,number,numRpt,d,1.114702912978828,vtsPrac,1828.62988083018,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1834.948732519988,,125,S,circle,0.0017304038628935814,,,,,,,,1,0,,2,,,,,,,,,,1831.1254224688746,1831.1254224688746,1831.1254224688746,1831.1254224688746,1832.6141812731512,1832.6141812731512,1832.6141812731512,1832.6141812731512,1832.63142707292,1832.63142707292,1832.63142707292,1832.63142707292,repeat,number,numRpt,d,0.7879031170159578,vtsPrac,1833.4333185232244,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1839.751796292141,,125,D,circle,0.0023096869699656963,,,,,,,,1,0,,2,,,,,,,,,,1835.9291113782674,1835.9291113782674,1835.9291113782674,1835.9291113782674,1837.4182700081728,1837.4182700081728,1837.4182700081728,1837.4182700081728,1837.4345562872477,1837.4345562872477,1837.4345562872477,1837.4345562872477,repeat,number,numRpt,d,0.8099729022942483,vtsPrac,1838.253322715871,1839.751796292141,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1845.6747228428721,,146,B,triangle,0.002194186206907034,,,,,,,,1,0,,2,,,,,,,,,,1840.7493693102151,1840.7493693102151,1840.7493693102151,1840.7493693102151,1842.238472735975,1842.238472735975,1842.238472735975,1842.238472735975,1842.2551501048729,1842.2551501048729,1842.2551501048729,1842.2551501048729,repeat,number,numRpt,d,1.9069853271357715,vtsPrac,1844.173981613014,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,,1850.5778739508241,,139,H,circle,0.0017255381681025028,,,,,,,,1,0,,2,,,,,,,,,,1846.669581325259,1846.669581325259,1846.669581325259,1846.669581325259,1848.1585607849993,1848.1585607849993,1848.1585607849993,1848.1585607849993,1848.1756745432504,1848.1756745432504,1848.1756745432504,1848.1756745432504,repeat,number,numRpt,d,0.8919790829531848,vtsPrac,1849.0782451210544,,,,,,,,,,,,,,,,,,,,,,,,,97511,2022-12-01_11h17.46.624,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.960681687696386,
