LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.11551301999134,90.11551301999134,90.11551301999134,90.11551301999134,90.11551301999134,90.11551301999134,90.11551301999134,90.11551301999134,90.11551301999134,90.11551301999134,a,0.5455610399949364,10,64,0,90.68280272799893,92.18445385398809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.68503550300375,92.68503550300375,92.68503550300375,92.68503550300375,92.68503550300375,92.68503550300375,92.68503550300375,92.68503550300375,92.68503550300375,92.68503550300375,a,1.0148825520009268,10,74,0,93.71939743999974,95.2211614830012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,11,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.72173329099314,95.72173329099314,95.72173329099314,95.72173329099314,95.72173329099314,95.72173329099314,95.72173329099314,95.72173329099314,95.72173329099314,95.72173329099314,l,1.0255468650138937,10,84,0,96.77292326500174,98.27468760899501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,0,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.77532239499851,98.77532239499851,98.77532239499851,98.77532239499851,98.77532239499851,98.77532239499851,98.77532239499851,98.77532239499851,98.77532239499851,98.77532239499851,a,0.977432471991051,10,94,0,99.77637052998762,101.27787869199528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,1,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.77840456899139,101.77840456899139,101.77840456899139,101.77840456899139,101.77840456899139,101.77840456899139,101.77840456899139,101.77840456899139,101.77840456899139,101.77840456899139,l,1.022313346998999,1,95,0,102.82955719798338,104.33127888498711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,2,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.83191043199622,104.83191043199622,104.83191043199622,104.83191043199622,104.83191043199622,104.83191043199622,104.83191043199622,104.83191043199622,104.83191043199622,104.83191043199622,a,1.1523736320086755,10,105,0,106.01629017200321,107.51814850899973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,3,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0186466180021,108.0186466180021,108.0186466180021,108.0186466180021,108.0186466180021,108.0186466180021,108.0186466180021,108.0186466180021,108.0186466180021,108.0186466180021,a,0.6774917430302594,10,115,0,108.71935870798188,110.22095596199506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,4,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.72162418797961,110.72162418797961,110.72162418797961,110.72162418797961,110.72162418797961,110.72162418797961,110.72162418797961,110.72162418797961,110.72162418797961,110.72162418797961,a,1.619664277008269,1,116,0,112.37352788398857,113.87507975500193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,5,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.37579227497918,114.37579227497918,114.37579227497918,114.37579227497918,114.37579227497918,114.37579227497918,114.37579227497918,114.37579227497918,114.37579227497918,114.37579227497918,a,0.7907160500180908,10,126,0,115.1932232939871,116.69475108900224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,6,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.19529367698124,117.19529367698124,117.19529367698124,117.19529367698124,117.19529367698124,117.19529367698124,117.19529367698124,117.19529367698124,117.19529367698124,117.19529367698124,l,2.626014601031784,10,136,0,119.8482638259884,121.34999014198547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,7,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.8506057089835,121.8506057089835,121.8506057089835,121.8506057089835,121.8506057089835,121.8506057089835,121.8506057089835,121.8506057089835,121.8506057089835,121.8506057089835,l,1.4256375860131811,10,146,0,123.30227108197869,124.8037404170027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,8,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.30438942898763,125.30438942898763,125.30438942898763,125.30438942898763,125.30438942898763,125.30438942898763,125.30438942898763,125.30438942898763,125.30438942898763,125.30438942898763,l,1.5167564490111545,10,156,0,126.8393098609813,128.34108648900292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,9,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.8416840499849,128.8416840499849,128.8416840499849,128.8416840499849,128.8416840499849,128.8416840499849,128.8416840499849,128.8416840499849,128.8416840499849,128.8416840499849,l,1.3413920410093851,10,166,0,130.2097583549912,131.71147263099556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,10,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.2120243810059,132.2120243810059,132.2120243810059,132.2120243810059,132.2120243810059,132.2120243810059,132.2120243810059,132.2120243810059,132.2120243810059,132.2120243810059,l,0.8291499520128127,1,167,0,133.0628198129998,134.5644626809808,134.5644626809808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,11,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.06539116398199,135.06539116398199,135.06539116398199,135.06539116398199,135.06539116398199,135.06539116398199,135.06539116398199,135.06539116398199,135.06539116398199,135.06539116398199,a,0.8451887140108738,1,168,0,135.9327063630044,137.43446610099636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,0,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.93507148500066,137.93507148500066,137.93507148500066,137.93507148500066,137.93507148500066,137.93507148500066,137.93507148500066,137.93507148500066,137.93507148500066,137.93507148500066,a,0.7868566710094456,10,178,0,138.75258473400027,140.25406648000353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,1,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.75498165297904,140.75498165297904,140.75498165297904,140.75498165297904,140.75498165297904,140.75498165297904,140.75498165297904,140.75498165297904,140.75498165297904,140.75498165297904,a,0.56863631302258,1,179,0,141.35545053999522,142.8571514780051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.35768656700384,143.35768656700384,143.35768656700384,143.35768656700384,143.35768656700384,143.35768656700384,143.35768656700384,143.35768656700384,143.35768656700384,143.35768656700384,l,1.057046664034715,10,189,0,144.44214348698733,145.94370664597955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,3,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.4443125980033,146.4443125980033,146.4443125980033,146.4443125980033,146.4443125980033,146.4443125980033,146.4443125980033,146.4443125980033,146.4443125980033,146.4443125980033,a,0.7515717149944976,10,199,0,147.22867985398625,148.73007394900196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,4,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.2306626449863,149.2306626449863,149.2306626449863,149.2306626449863,149.2306626449863,149.2306626449863,149.2306626449863,149.2306626449863,149.2306626449863,149.2306626449863,l,1.0362153399910312,1,200,0,150.29855644499185,151.80036842200207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,5,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.30094010700122,152.30094010700122,152.30094010700122,152.30094010700122,152.30094010700122,152.30094010700122,152.30094010700122,152.30094010700122,152.30094010700122,152.30094010700122,l,1.373978732037358,10,210,0,153.70267092299764,155.2040695869946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,6,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.70442502800142,155.70442502800142,155.70442502800142,155.70442502800142,155.70442502800142,155.70442502800142,155.70442502800142,155.70442502800142,155.70442502800142,155.70442502800142,l,0.759934859990608,1,211,0,156.48882552498253,157.99030091997702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,7,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.49086121399887,158.49086121399887,158.49086121399887,158.49086121399887,158.49086121399887,158.49086121399887,158.49086121399887,158.49086121399887,158.49086121399887,158.49086121399887,a,0.9551744679920375,10,221,0,159.47527649698895,160.97696569000254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,8,32,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.47777500198572,161.47777500198572,161.47777500198572,161.47777500198572,161.47777500198572,161.47777500198572,161.47777500198572,161.47777500198572,161.47777500198572,161.47777500198572,a,0.802547016995959,10,231,0,162.31172297897865,163.81351519399323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,9,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.31416727998294,164.31416727998294,164.31416727998294,164.31416727998294,164.31416727998294,164.31416727998294,164.31416727998294,164.31416727998294,164.31416727998294,164.31416727998294,l,0.8478414880228229,10,241,0,165.1816832899931,166.68328887800453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,10,34,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.1840367440018,167.1840367440018,167.1840367440018,167.1840367440018,167.1840367440018,167.1840367440018,167.1840367440018,167.1840367440018,167.1840367440018,167.1840367440018,a,1.0157034829899203,1,242,0,168.2182758319832,169.72004478698364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321,2022-11-10_14h08.33.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9410599535448,
