LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,3,39,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.0733564859984,460.0733564859984,460.0733564859984,460.0733564859984,460.0733564859984,460.0733564859984,460.0733564859984,460.0733564859984,460.0733564859984,460.0733564859984,l,0.37813440401805565,10,757,2,460.4737953559961,461.97547578699596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,4,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.4760509339976,462.4760509339976,462.4760509339976,462.4760509339976,462.4760509339976,462.4760509339976,462.4760509339976,462.4760509339976,462.4760509339976,462.4760509339976,a,0.47861817201192025,10,767,2,462.97672933999274,464.47824533699895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,5,41,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.97884340499877,464.97884340499877,464.97884340499877,464.97884340499877,464.97884340499877,464.97884340499877,464.97884340499877,464.97884340499877,464.97884340499877,464.97884340499877,l,0.5114775490073953,10,777,2,465.5127139099932,467.01449616099126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,6,42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.5149311529967,467.5149311529967,467.5149311529967,467.5149311529967,467.5149311529967,467.5149311529967,467.5149311529967,467.5149311529967,467.5149311529967,467.5149311529967,l,0.7279316659987671,10,787,2,468.26597677898826,469.76755809099996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,7,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.26807020799606,470.26807020799606,470.26807020799606,470.26807020799606,470.26807020799606,470.26807020799606,470.26807020799606,470.26807020799606,470.26807020799606,470.26807020799606,a,0.6949852670077235,1,788,2,470.9854723979952,472.48711736399855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,8,44,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.98764221699093,472.98764221699093,472.98764221699093,472.98764221699093,472.98764221699093,472.98764221699093,472.98764221699093,472.98764221699093,472.98764221699093,472.98764221699093,a,1.063639943007729,10,798,2,474.072002306988,475.5736926690006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,9,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.0742661580007,476.0742661580007,476.0742661580007,476.0742661580007,476.0742661580007,476.0742661580007,476.0742661580007,476.0742661580007,476.0742661580007,476.0742661580007,l,0.729051647009328,10,808,2,476.8251208859874,478.32678970998677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,10,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.82736181998916,478.82736181998916,478.82736181998916,478.82736181998916,478.82736181998916,478.82736181998916,478.82736181998916,478.82736181998916,478.82736181998916,478.82736181998916,l,1.5842646030068863,10,818,2,480.42932728699816,481.9308312590001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,11,47,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.4313141169987,482.4313141169987,482.4313141169987,482.4313141169987,482.4313141169987,482.4313141169987,482.4313141169987,482.4313141169987,482.4313141169987,482.4313141169987,a,1.4682909840048524,1,819,2,483.91654390598706,485.4181699609908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.733429586995,F,181,circle,0.002043971006060019,538.7242251779971,540.2283857369912,540.2283857369912,540.2283857369912,543.231676143987,543.231676143987,543.231676143987,543.231676143987,0,0,None,0,543.231676143987,544.733429586995,545.234107043987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.289767380993,U,132,star,0.009399898000992835,545.7329764969909,547.2363712279912,547.2363712279912,547.2363712279912,,,,,1,1,f,0,548.7879126599873,,,1.5193403700104682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.0949050279887,B,125,hexagon,0.0016169159935088828,551.2717528249923,552.7757876739925,552.7757876739925,552.7757876739925,,,,,1,0,d,0,553.5931299699878,,,0.7871639040095033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.7166087959922,W,174,triangle,0.0017562749999342486,556.0774115959939,557.5808670499973,557.5808670499973,557.5808670499973,,,,,1,0,f,0,558.21494716499,,,0.6064754640101455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.6887298489892,H,167,triangle,0.0017552880017319694,560.6977565849957,562.2027622979949,562.2027622979949,562.2027622979949,,,,,1,0,d,0,563.1871282829961,,,0.9524863540136721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.410772889998,S,160,hexagon,0.001834473994676955,565.6683023149963,567.1748568019975,567.1748568019975,567.1748568019975,,,,,1,0,f,0,567.909004199988,,,0.7085756870219484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.2828233729961,Y,146,circle,0.0017164610035251826,570.3922050659894,571.8967458659899,571.8967458659899,571.8967458659899,,,,,1,0,f,0,572.7810216999933,,,0.8585381900047651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.3048460889986,D,139,star,0.001603376993443817,575.2649550249917,576.7688701619918,576.7688701619918,576.7688701619918,,,,,1,0,d,0,577.8028549399896,,,1.0097356730111642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.0592278449913,F,181,circle,0.0015265399997588247,580.2843416139949,581.7908959669876,581.7908959669876,581.7908959669876,,,,,1,0,d,0,582.5585064999905,,,0.7492708780046087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.5985262539907,U,132,triangle,0.0019417969888309017,585.0400890349993,586.5463769049966,586.5463769049966,586.5463769049966,,,,,1,0,f,0,587.0970375459874,,,0.5282245920097921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.0878196319973,D,167,circle,0.0021660979982698336,,,,,,,,,1,0,,1,607.5860145569895,,,,604.9615425999946,606.4682907289971,606.4682907289971,606.4682907289971,k,1.0951552960032132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.0766665229894,F,146,hexagon,0.0016018589958548546,,,,,,,,,1,0,,1,612.5749714989943,,,,610.0673020569957,611.5740017809876,611.5740017809876,611.5740017809876,j,0.9816323780105449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.198943009993,S,139,triangle,0.0016806359926704317,,,,,,,,,1,0,,1,617.6973200459906,,,,615.0565448889975,616.5628135669976,616.5628135669976,616.5628135669976,j,1.11220927600516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.9365624459897,U,174,star,0.0015410980122396722,,,,,,,,,1,0,,1,622.4359387869918,623.9365624459897,,,620.178217690991,621.6852109429892,621.6852109429892,621.6852109429892,k,0.7181745380075881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.826327481991,H,125,hexagon,0.0016688169998815283,,,,,,,,,1,0,,1,627.3245025419892,,,,624.9191707579885,626.4237446379993,626.4237446379993,626.4237446379993,j,0.8840570890170056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.6659417819901,B,181,circle,0.0014693659904878587,,,,,,,,,1,0,,1,633.1643854279973,,,,629.8057683099905,631.3123083339888,631.3123083339888,631.3123083339888,k,1.8351343630056363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.3377584949922,W,132,triangle,0.00167393300216645,,,,,,,,,1,0,,1,637.8363289029949,,,,635.6470167139923,637.1519932069932,637.1519932069932,637.1519932069932,j,0.6586796549963765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.1429956679931,Y,160,star,0.0014591320068575442,,,,,,,,,1,0,,1,642.6413360509905,,,,640.3191933039925,641.8238342010009,641.8238342010009,641.8238342010009,k,0.7868011220125481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.1818996369984,D,167,circle,0.0016198969969991595,,,,,,,,,1,0,,1,647.6804886249884,,,,645.1220147099957,646.6292781579978,646.6292781579978,646.6292781579978,k,1.0219890600128565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.2709668389871,F,146,triangle,0.0017546939925523475,,,,,,,,,1,0,,1,652.7692749489943,,,,650.1613026569976,651.668198030995,651.668198030995,651.668198030995,j,1.0701916180114495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,678.781259698997,Y,160,triangle,0.0018451440118951723,,,,,,,,,1,0,,2,,,,,,,,,,,674.3912565469946,674.3912565469946,674.3912565469946,674.3912565469946,675.8947285539907,675.8947285539907,675.8947285539907,675.8947285539907,675.8947285539907,675.8947285539907,675.8947285539907,675.8947285539907,-1,letter,NA,f,1.3485106180014554,vtsPrac,677.2660523979866,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,685.5053543949907,W,167,circle,0.01790775499830488,,,,,,,,,1,0,,2,,,,,,,,,,,679.7683482389984,679.7683482389984,679.7683482389984,679.7683482389984,681.284010599993,681.284010599993,681.284010599993,681.284010599993,681.2506613099977,681.2506613099977,681.2506613099977,681.2506613099977,repeat,letter,lettRpt,f,2.7200454930134583,vtsPrac,684.0035088889999,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,691.4951904129994,F,181,triangle,0.0016640929970890284,,,,,,,,,1,0,,2,,,,,,,,,,,686.4878740659915,686.4878740659915,686.4878740659915,686.4878740659915,687.9913841279922,687.9913841279922,687.9913841279922,687.9913841279922,687.9913841279922,687.9913841279922,687.9913841279922,687.9913841279922,repeat,letter,lettRpt,d,1.9709631170117063,vtsPrac,689.9935984149924,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,697.6687417270005,U,174,star,0.0016310640057781711,,,,,,,,,1,0,,2,,,,,,,,,,,692.4751736109902,692.4751736109902,692.4751736109902,692.4751736109902,693.9812364279933,693.9812364279933,693.9812364279933,693.9812364279933,693.9812364279933,693.9812364279933,693.9812364279933,693.9812364279933,repeat,letter,lettRpt,f,2.166531317998306,vtsPrac,696.1672186859942,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,703.0916109949903,Y,160,star,0.0016474970034323633,,,,,,,,,1,0,,2,,,,,,,,,,,698.6469619259879,698.6469619259879,698.6469619259879,698.6469619259879,700.1548385949864,700.1548385949864,700.1548385949864,700.1548385949864,700.1548385949864,700.1548385949864,700.1548385949864,700.1548385949864,switch,number,numSwt,k,1.408624965013587,vtsPrac,701.5902304019983,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,708.8476767809916,W,167,triangle,0.0011726189986802638,,,,,,,,,1,0,,2,,,,,,,,,,,704.0707391619944,704.0707391619944,704.0707391619944,704.0707391619944,705.5774796170008,705.5774796170008,705.5774796170008,705.5774796170008,705.5774796170008,705.5774796170008,705.5774796170008,705.5774796170008,switch,letter,lettSwt,f,1.7453314550075447,vtsPrac,707.3467256119911,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,714.3538991370006,F,181,star,0.0015022240113466978,,,,,,,,,1,0,,2,,,,,,,,,,,709.8278829949995,709.8278829949995,709.8278829949995,709.8278829949995,711.333843417,711.333843417,711.333843417,711.333843417,711.333843417,711.333843417,711.333843417,711.333843417,repeat,letter,lettRpt,d,1.4854047270055162,vtsPrac,712.8523249249993,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,719.7264009569917,U,174,triangle,0.0016555870097363368,,,,,,,,,1,0,,2,,,,,,,,,,,715.3318110219989,715.3318110219989,715.3318110219989,715.3318110219989,716.8399644889869,716.8399644889869,716.8399644889869,716.8399644889869,716.8399644889869,716.8399644889869,716.8399644889869,716.8399644889869,repeat,letter,lettRpt,f,1.3553056600212585,vtsPrac,718.2254735439928,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,725.0823613919929,H,181,circle,0.0015403959987452254,,,,,,,,,1,0,,2,,,,,,,,,,,720.7086629139958,720.7086629139958,720.7086629139958,720.7086629139958,722.2125608009956,722.2125608009956,722.2125608009956,722.2125608009956,722.2125608009956,722.2125608009956,722.2125608009956,722.2125608009956,repeat,letter,lettRpt,d,1.350801862005028,vtsPrac,723.5807249189966,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,730.5383637959894,F,167,star,0.0014049290039110929,,,,,,,,,1,0,,2,,,,,,,,,,,726.0604764789896,726.0604764789896,726.0604764789896,726.0604764789896,727.5685793390003,727.5685793390003,727.5685793390003,727.5685793390003,727.5685793390003,727.5685793390003,727.5685793390003,727.5685793390003,repeat,letter,lettRpt,d,1.4422967960126698,vtsPrac,729.0369837519975,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,736.3113753959915,U,132,triangle,0.0015417599934153259,,,,,,,,,1,0,,2,,,,,,,,,,,731.5179453229939,731.5179453229939,731.5179453229939,731.5179453229939,733.0245345359872,733.0245345359872,733.0245345359872,733.0245345359872,733.0245345359872,733.0245345359872,733.0245345359872,733.0245345359872,repeat,letter,lettRpt,f,1.7623574220197042,vtsPrac,734.8111169439944,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,741.8676424979931,Y,139,hexagon,0.0011807069968199357,,,,,,,,,1,0,,2,,,,,,,,,,,737.2914240519895,737.2914240519895,737.2914240519895,737.2914240519895,738.7974539539864,738.7974539539864,738.7974539539864,738.7974539539864,738.7974539539864,738.7974539539864,738.7974539539864,738.7974539539864,repeat,letter,lettRpt,f,1.5419308400014415,vtsPrac,740.3657651549875,,,,,,,,,,,,,,,,,,,,,,,60628,2022-11-02_10h19.54.445,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89845582044152,
