LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.89595575304702,100.89595575304702,100.89595575304702,100.89595575304702,100.89595575304702,100.89595575304702,100.89595575304702,100.89595575304702,100.89595575304702,100.89595575304702,l,1.0621528930496424,10,64,0,101.98037582100369,,103.48211945989169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,10,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.98256111587398,103.98256111587398,103.98256111587398,103.98256111587398,103.98256111587398,103.98256111587398,103.98256111587398,103.98256111587398,103.98256111587398,103.98256111587398,a,0.97927340795286,1,65,0,104.98371505085379,,106.48524994100444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,11,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.98593985987827,106.98593985987827,106.98593985987827,106.98593985987827,106.98593985987827,106.98593985987827,106.98593985987827,106.98593985987827,106.98593985987827,106.98593985987827,l,2.060109573882073,1,66,0,109.07158569386229,,110.57332546403632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0739050609991,111.0739050609991,111.0739050609991,111.0739050609991,111.0739050609991,111.0739050609991,111.0739050609991,111.0739050609991,111.0739050609991,111.0739050609991,a,2.079015566036105,10,76,0,113.17616931395605,,114.67773754289374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,1,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.17813091003336,115.17813091003336,115.17813091003336,115.17813091003336,115.17813091003336,115.17813091003336,115.17813091003336,115.17813091003336,115.17813091003336,115.17813091003336,l,1.4857670420315117,10,86,0,116.6966378800571,118.19842869997956,118.19842869997956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,2,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.69890540488996,118.69890540488996,118.69890540488996,118.69890540488996,118.69890540488996,118.69890540488996,118.69890540488996,118.69890540488996,118.69890540488996,118.69890540488996,l,1.5526743789669126,1,87,0,120.28405089303851,,121.78547142003663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,3,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.2860519378446,122.2860519378446,122.2860519378446,122.2860519378446,122.2860519378446,122.2860519378446,122.2860519378446,122.2860519378446,122.2860519378446,122.2860519378446,a,1.2526503500994295,1,88,0,123.57088418584317,,125.07265101792291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,4,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.573067096062,125.573067096062,125.573067096062,125.573067096062,125.573067096062,125.573067096062,125.573067096062,125.573067096062,125.573067096062,125.573067096062,a,1.4973810920491815,1,89,0,127.09145508799702,,128.59285081503913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,5,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.09347983892076,129.09347983892076,129.09347983892076,129.09347983892076,129.09347983892076,129.09347983892076,129.09347983892076,129.09347983892076,129.09347983892076,129.09347983892076,a,1.2050766691099852,10,99,0,130.32832130999304,,131.8297703829594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,6,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.33040774101391,132.33040774101391,132.33040774101391,132.33040774101391,132.33040774101391,132.33040774101391,132.33040774101391,132.33040774101391,132.33040774101391,132.33040774101391,l,0.9181162009481341,1,100,0,133.26469529606402,134.76639243005775,134.76639243005775,135.26719842501916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,7,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.26719842501916,135.26719842501916,135.26719842501916,135.26719842501916,135.26719842501916,135.26719842501916,135.26719842501916,135.26719842501916,135.26719842501916,135.26719842501916,a,0.9518701669294387,10,110,0,136.25143595901318,,137.75315010990016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,8,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.2537264090497,138.2537264090497,138.2537264090497,138.2537264090497,138.2537264090497,138.2537264090497,138.2537264090497,138.2537264090497,138.2537264090497,138.2537264090497,l,1.0460752539802343,1,111,0,139.32153979991563,,140.8231979450211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,9,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.32389410585165,141.32389410585165,141.32389410585165,141.32389410585165,141.32389410585165,141.32389410585165,141.32389410585165,141.32389410585165,141.32389410585165,141.32389410585165,a,1.475596941076219,1,112,0,142.82558434084058,,144.32710086600855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,10,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.82773513393477,144.82773513393477,144.82773513393477,144.82773513393477,144.82773513393477,144.82773513393477,144.82773513393477,144.82773513393477,144.82773513393477,144.82773513393477,l,0.9750229110941291,10,122,0,145.82876806496643,,147.3303089798428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,11,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.83117880788632,147.83117880788632,147.83117880788632,147.83117880788632,147.83117880788632,147.83117880788632,147.83117880788632,147.83117880788632,147.83117880788632,147.83117880788632,l,0.9532307300250977,10,132,0,148.81540852086619,150.3170007748995,150.3170007748995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,0,24,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.81758477305993,150.81758477305993,150.81758477305993,150.81758477305993,150.81758477305993,150.81758477305993,150.81758477305993,150.81758477305993,150.81758477305993,150.81758477305993,a,0.791359341936186,1,133,0,151.63525172905065,,153.136960510863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,1,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.63761475286447,153.63761475286447,153.63761475286447,153.63761475286447,153.63761475286447,153.63761475286447,153.63761475286447,153.63761475286447,153.63761475286447,153.63761475286447,a,1.7615050829481333,10,143,0,155.4227787659038,,156.92447334784083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,2,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.4248270529788,157.4248270529788,157.4248270529788,157.4248270529788,157.4248270529788,157.4248270529788,157.4248270529788,157.4248270529788,157.4248270529788,157.4248270529788,l,1.2257136080879718,10,153,0,158.67621610104106,,160.17788351792842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,3,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.67858097795397,160.67858097795397,160.67858097795397,160.67858097795397,160.67858097795397,160.67858097795397,160.67858097795397,160.67858097795397,160.67858097795397,160.67858097795397,l,1.7427588030695915,10,163,0,162.44715707097203,,163.94864553096704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,4,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.44916821294464,164.44916821294464,164.44916821294464,164.44916821294464,164.44916821294464,164.44916821294464,164.44916821294464,164.44916821294464,164.44916821294464,164.44916821294464,a,1.4260981818661094,1,164,0,165.9009076289367,,167.40253391303122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,5,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.9029614040628,167.9029614040628,167.9029614040628,167.9029614040628,167.9029614040628,167.9029614040628,167.9029614040628,167.9029614040628,167.9029614040628,167.9029614040628,a,1.516027812846005,10,174,0,169.43798964493908,,170.93989378004335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,6,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.44043130800128,171.44043130800128,171.44043130800128,171.44043130800128,171.44043130800128,171.44043130800128,171.44043130800128,171.44043130800128,171.44043130800128,171.44043130800128,a,2.2867194660939276,10,184,0,173.75947712897323,,175.26120111602359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,7,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.76169564388692,175.76169564388692,175.76169564388692,175.76169564388692,175.76169564388692,175.76169564388692,175.76169564388692,175.76169564388692,175.76169564388692,175.76169564388692,l,0.9690645521041006,1,185,0,176.76302685006522,,178.26472872891463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,8,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.76516725495458,178.76516725495458,178.76516725495458,178.76516725495458,178.76516725495458,178.76516725495458,178.76516725495458,178.76516725495458,178.76516725495458,178.76516725495458,a,1.5101034350227565,10,195,0,180.300102771027,,181.80194011796266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,9,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.30236734985374,182.30236734985374,182.30236734985374,182.30236734985374,182.30236734985374,182.30236734985374,182.30236734985374,182.30236734985374,182.30236734985374,182.30236734985374,l,1.3260032860562205,10,205,0,183.65385595988482,185.15538567886688,185.15538567886688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33606,2022-11-17_14h05.11.770,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9301724871312,
