LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.165032807039097,space,28.128389606950805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21144,2022-11-01_14h00.02.123,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88166592810423,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.37455469102133,78.37455469102133,78.37455469102133,78.37455469102133,78.37455469102133,78.37455469102133,78.37455469102133,78.37455469102133,78.37455469102133,78.37455469102133,a,1.7180925540160388,0,0,0,80.11486686801072,81.61474591400474,81.61474591400474,82.11500053002965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21144,2022-11-01_14h00.02.123,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88166592810423,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.11500053002965,82.11500053002965,82.11500053002965,82.11500053002965,82.11500053002965,82.11500053002965,82.11500053002965,82.11500053002965,82.11500053002965,82.11500053002965,a,1.8574959499528632,1,1,0,84.00128018006217,85.50128731306177,85.50128731306177,86.00140899501275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21144,2022-11-01_14h00.02.123,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88166592810423,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.00140899501275,86.00140899501275,86.00140899501275,86.00140899501275,86.00140899501275,86.00140899501275,86.00140899501275,86.00140899501275,86.00140899501275,86.00140899501275,l,1.2522581288358197,10,11,0,87.2852676929906,,88.78773161198478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21144,2022-11-01_14h00.02.123,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88166592810423,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.28764985897578,89.28764985897578,89.28764985897578,89.28764985897578,89.28764985897578,89.28764985897578,89.28764985897578,89.28764985897578,89.28764985897578,89.28764985897578,a,3.7969239689409733,10,21,0,93.10777929099277,94.60839968896471,94.60839968896471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21144,2022-11-01_14h00.02.123,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88166592810423,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.10851782897953,95.10851782897953,95.10851782897953,95.10851782897953,95.10851782897953,95.10851782897953,95.10851782897953,95.10851782897953,95.10851782897953,95.10851782897953,l,0.6801447289763018,1,22,0,95.80877685802989,97.3091936269775,97.3091936269775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21144,2022-11-01_14h00.02.123,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88166592810423,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.81202631106135,97.81202631106135,97.81202631106135,97.81202631106135,97.81202631106135,97.81202631106135,97.81202631106135,97.81202631106135,97.81202631106135,97.81202631106135,l,1.3937011008383706,10,32,0,99.22864909900818,100.72888677404262,100.72888677404262,101.22911221103277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21144,2022-11-01_14h00.02.123,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88166592810423,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.22911221103277,101.22911221103277,101.22911221103277,101.22911221103277,101.22911221103277,101.22911221103277,101.22911221103277,101.22911221103277,101.22911221103277,101.22911221103277,a,1.2075293109519407,10,42,0,102.46295764006209,,103.96530006499961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21144,2022-11-01_14h00.02.123,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88166592810423,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.46550460904837,104.46550460904837,104.46550460904837,104.46550460904837,104.46550460904837,104.46550460904837,104.46550460904837,104.46550460904837,104.46550460904837,104.46550460904837,a,2.6835583369247615,10,52,0,107.16653893701732,,108.668833450065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21144,2022-11-01_14h00.02.123,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88166592810423,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,8,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.16897524602246,109.16897524602246,109.16897524602246,109.16897524602246,109.16897524602246,109.16897524602246,109.16897524602246,109.16897524602246,109.16897524602246,109.16897524602246,l,1.316221609013155,10,62,0,110.50302009901498,112.003556804033,112.003556804033,112.5035658290144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21144,2022-11-01_14h00.02.123,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.88166592810423,
