LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,8,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.440880686976,441.440880686976,441.440880686976,441.440880686976,441.440880686976,441.440880686976,441.440880686976,441.440880686976,441.440880686976,441.440880686976,l,0.21845513675361872,1,714,2,441.6776021691039,443.1767003880814,443.1767003880814,443.6769102080725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,9,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.6769102080725,443.6769102080725,443.6769102080725,443.6769102080725,443.6769102080725,443.6769102080725,443.6769102080725,443.6769102080725,443.6769102080725,443.6769102080725,l,0.5478525455109775,10,724,2,444.2459437130019,445.76117406086996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,10,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.26114270696416,446.26114270696416,446.26114270696416,446.26114270696416,446.26114270696416,446.26114270696416,446.26114270696416,446.26114270696416,446.26114270696416,446.26114270696416,l,0.24803910264745355,10,734,2,446.5261543490924,448.03034946508706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,11,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.53074537124485,448.53074537124485,448.53074537124485,448.53074537124485,448.53074537124485,448.53074537124485,448.53074537124485,448.53074537124485,448.53074537124485,448.53074537124485,l,0.7011971492320299,10,744,2,449.2633534730412,450.7637893538922,450.7637893538922,451.2637475482188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,0,36,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.2637475482188,451.2637475482188,451.2637475482188,451.2637475482188,451.2637475482188,451.2637475482188,451.2637475482188,451.2637475482188,451.2637475482188,451.2637475482188,l,1.0161625728942454,1,745,2,452.3028455688618,453.817513840273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,1,37,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.3178348932415,454.3178348932415,454.3178348932415,454.3178348932415,454.3178348932415,454.3178348932415,454.3178348932415,454.3178348932415,454.3178348932415,454.3178348932415,a,0.6629449017345905,10,755,2,455.00346702104434,456.5186873693019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,2,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.003920475021,457.003920475021,457.003920475021,457.003920475021,457.003920475021,457.003920475021,457.003920475021,457.003920475021,457.003920475021,457.003920475021,a,0.9127307869493961,10,765,2,457.93810722930357,459.43833354115486,459.43833354115486,459.9382818341255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,3,39,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.9382818341255,459.9382818341255,459.9382818341255,459.9382818341255,459.9382818341255,459.9382818341255,459.9382818341255,459.9382818341255,459.9382818341255,459.9382818341255,l,0.8132830681279302,1,766,2,460.7742353682406,462.2742492542602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,4,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.77453465526924,462.77453465526924,462.77453465526924,462.77453465526924,462.77453465526924,462.77453465526924,462.77453465526924,462.77453465526924,462.77453465526924,462.77453465526924,a,0.9474044647067785,1,767,2,463.7426315289922,465.24198777228594,465.24198777228594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,5,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.74196052225307,465.74196052225307,465.74196052225307,465.74196052225307,465.74196052225307,465.74196052225307,465.74196052225307,465.74196052225307,465.74196052225307,465.74196052225307,a,0.3884467496536672,1,768,2,466.1592063209973,467.6612920681946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,6,42,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.1615163348615,468.1615163348615,468.1615163348615,468.1615163348615,468.1615163348615,468.1615163348615,468.1615163348615,468.1615163348615,468.1615163348615,468.1615163348615,a,1.0055758208036423,1,769,2,469.1959907319397,470.71240075398237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,7,43,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.2122024539858,471.2122024539858,471.2122024539858,471.2122024539858,471.2122024539858,471.2122024539858,471.2122024539858,471.2122024539858,471.2122024539858,471.2122024539858,l,0.14934609178453684,1,770,2,471.37979727005586,472.881610351149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,8,44,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.38226894289255,473.38226894289255,473.38226894289255,473.38226894289255,473.38226894289255,473.38226894289255,473.38226894289255,473.38226894289255,473.38226894289255,473.38226894289255,l,0.16121265990659595,1,771,2,473.5656866049394,475.0649248561822,475.0649248561822,475.56500706030056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,9,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.56500706030056,475.56500706030056,475.56500706030056,475.56500706030056,475.56500706030056,475.56500706030056,475.56500706030056,475.56500706030056,475.56500706030056,475.56500706030056,a,0.3297068006359041,1,772,2,475.9165387460962,477.4184338422492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,10,46,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.9186072652228,477.9186072652228,477.9186072652228,477.9186072652228,477.9186072652228,477.9186072652228,477.9186072652228,477.9186072652228,477.9186072652228,477.9186072652228,a,0.13615916576236486,10,782,2,478.087932233233,479.6027265242301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,11,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.1029314538464,480.1029314538464,480.1029314538464,480.1029314538464,480.1029314538464,480.1029314538464,480.1029314538464,480.1029314538464,480.1029314538464,480.1029314538464,l,2.2271622037515044,10,792,2,482.35719897411764,483.8558747651987,483.8558747651987,484.3621495482512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.5225263112225,,,W,174,hexagon,0.017039563041180372,525.2148403921165,526.6881063561887,526.6881063561887,526.6881063561887,1,0,f,1.2969111078418791,0,528.008445688989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.3427402502857,,534.8427904681303,H,139,triangle,0.015861108899116516,530.5182119971141,531.9918726589531,531.9918726589531,531.9918726589531,1,0,d,0.8194793276488781,0,532.842358855065,534.3427402502857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.911661664024,,539.4120841841213,U,132,circle,0.0004997453652322292,535.3374902629294,536.8286785199307,536.8286785199307,536.8286785199307,1,0,f,0.5625074896961451,0,537.4127233359031,538.911661664024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.7329156151973,,544.2333590309136,Y,167,star,0.0004931888543069363,539.9084288738668,541.3957743742503,541.3957743742503,541.3957743742503,1,0,f,0.8098076740279794,0,542.2329738782719,543.7329156151973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.4855288169347,,548.9859111830592,S,146,triangle,0.0006766580045223236,544.7281174538657,546.2162351170555,546.2162351170555,546.2162351170555,1,0,f,0.7484416007064283,0,546.9864133698866,548.4855288169347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.4897766481154,,,B,181,star,0.00017403718084096909,549.4818209200166,550.9696316611953,550.9696316611953,550.9696316611953,0,0,None,,0,553.9894888000563,,553.9736847700551,553.9736847700551,553.9736847700551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.1609787452035,,,F,125,hexagon,0.004596734885126352,556.4863411299884,557.9766739159822,557.9766739159822,557.9766739159822,1,1,d,0.6443473869003356,0,558.646225169301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.6978041478433,,,D,160,circle,0.015960395336151123,561.1560018002056,562.6296124281362,562.6296124281362,562.6296124281362,1,0,d,0.5469531887210906,0,563.1977442381904,564.6978041478433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.3837860380299,,569.883787480183,W,174,hexagon,0.0004086648114025593,565.6925741271116,567.1831169431098,567.1831169431098,567.1831169431098,1,0,f,0.6734049087390304,0,567.884415932931,569.3837860380299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.9547443492338,,574.4643951621838,H,139,triangle,0.00028146104887127876,570.3795607779175,571.8705909750424,571.8705909750424,571.8705909750424,1,0,d,0.565456657204777,0,572.454774661921,573.9547443492338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.201861502137,,,U,174,triangle,0.0008345060050487518,,,,,1,0,,,1,592.6874728770927,,,,,590.4453762881458,591.9353806208819,591.9353806208819,591.9353806208819,k,0.729781009722501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.7393216472119,,,F,181,star,0.016197585966438055,,,,,1,0,,,1,597.2405182560906,598.7393216472119,,,,595.1982307410799,596.6724674622528,596.6724674622528,596.6724674622528,k,0.5374877112917602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.7095376821235,,,B,132,hexagon,0.0004856470040977001,,,,,1,0,,,1,602.1933713541366,,,,,599.735833637882,601.2238723360933,601.2238723360933,601.2238723360933,j,0.9469236647710204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.3467545569874,,,D,167,circle,0.018164894077926874,,,,,1,0,,,1,606.830416820012,,,,,604.7056423639879,606.176685824059,606.176685824059,606.176685824059,k,0.6297096111811697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.782451717183,,,W,125,triangle,0.0005832132883369923,,,,,1,0,,,1,611.2817852832377,,,,,609.3248077342287,610.8132289019413,610.8132289019413,610.8132289019413,j,0.448023967910558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.3035195749253,,,Y,160,circle,0.002941200975328684,,,,,1,0,,,1,615.8033923730254,617.3035195749253,,,,613.7787950681522,615.2666435888968,615.2666435888968,615.2666435888968,k,0.5067719188518822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.8905524201691,,,H,146,star,0.0006387596949934959,,,,,1,0,,,1,620.3887994820252,,,,,618.297953590285,619.786683794111,619.786683794111,619.786683794111,j,0.575951823964715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.525393076241,,,S,139,hexagon,0.0009348699823021889,,,,,1,0,,,1,625.0091138179414,,,,,622.8842971632257,624.3743828991428,624.3743828991428,624.3743828991428,j,0.6131394021213055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.2455342290923,,,U,174,circle,0.002595143858343363,,,,,1,0,,,1,629.729383291211,,,,,627.5054276189767,628.9949991190806,628.9949991190806,628.9949991190806,k,0.705868505872786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.7649105731398,,,F,181,hexagon,0.0027445140294730663,,,,,1,0,,,1,634.2505376399495,,,,,632.2253492251039,633.7139438991435,633.7139438991435,633.7139438991435,k,0.5103841535747051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,792,,,680.5320303691551,,,B,167,star,0.0009395945817232132,,,,,1,0,,,2,,,,,,,,,,,,675.9587152702734,675.9587152702734,675.9587152702734,675.9587152702734,677.4470657911152,677.4470657911152,677.4470657911152,677.4470657911152,677.4628196889535,677.4628196889535,677.4628196889535,677.4628196889535,-1,letter,NA,d,1.5426352103240788,vtsPrac,679.018874750007,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,792,,,685.2185290078633,,,D,181,hexagon,0.015987475868314505,,,,,1,0,,,2,,,,,,,,,,,,681.5271524861455,681.5271524861455,681.5271524861455,681.5271524861455,683.0010646912269,683.0010646912269,683.0010646912269,683.0010646912269,683.0335303260945,683.0335303260945,683.0335303260945,683.0335303260945,repeat,letter,lettRpt,d,0.6799410041421652,vtsPrac,683.7024167343043,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,792,,,689.721001251135,,690.2212188229896,U,132,circle,0.018096715211868286,,,,,1,0,,,2,,,,,,,,,,,,686.2152013941668,686.2152013941668,686.2152013941668,686.2152013941668,687.6879375632852,687.6879375632852,687.6879375632852,687.6879375632852,687.7205389351584,687.7205389351584,687.7205389351584,687.7205389351584,switch,number,numSwt,j,0.5045723100192845,vtsPrac,688.222617871128,689.721001251135,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,792,,,694.8087444361299,,,F,139,hexagon,0.000370686873793602,,,,,1,0,,,2,,,,,,,,,,,,690.7181022032164,690.7181022032164,690.7181022032164,690.7181022032164,692.2078086640686,692.2078086640686,692.2078086640686,692.2078086640686,692.2235876801424,692.2235876801424,692.2235876801424,692.2235876801424,repeat,number,numRpt,j,1.059472044929862,vtsPrac,693.2929612603039,,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,792,,,699.1947546750307,,,B,167,star,0.017707567662000656,,,,,1,0,,,2,,,,,,,,,,,,695.804927864112,695.804927864112,695.804927864112,695.804927864112,697.2781380731612,697.2781380731612,697.2781380731612,697.2781380731612,697.3117528609,697.3117528609,697.3117528609,697.3117528609,switch,letter,lettSwt,d,0.38799464888870716,vtsPrac,697.6958094551228,699.1947546750307,,,,,,,,,,,,,,,,,,,,,,,,49664,2022-11-29_14h00.37.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.68464577547526,
