LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.291018006159,space,14.156691570067778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62897,2022-11-17_11h26.45.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0381405711073,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.3327171080746,637.3327171080746,637.3327171080746,637.3327171080746,637.3327171080746,637.3327171080746,637.3327171080746,637.3327171080746,637.3327171080746,637.3327171080746,a,4.23339844099246,10,10,0,641.5967385461554,643.1116458030883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62897,2022-11-17_11h26.45.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0381405711073,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.6120861109812,643.6120861109812,643.6120861109812,643.6120861109812,643.6120861109812,643.6120861109812,643.6120861109812,643.6120861109812,643.6120861109812,643.6120861109812,l,1.7791962209157646,1,11,0,645.4146397609729,646.9149265480228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62897,2022-11-17_11h26.45.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0381405711073,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.4150966380257,647.4150966380257,647.4150966380257,647.4150966380257,647.4150966380257,647.4150966380257,647.4150966380257,647.4150966380257,647.4150966380257,647.4150966380257,a,1.137483255006373,10,21,0,648.5827077941503,650.0850551840849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62897,2022-11-17_11h26.45.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0381405711073,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.585145662073,650.585145662073,650.585145662073,650.585145662073,650.585145662073,650.585145662073,650.585145662073,650.585145662073,650.585145662073,650.585145662073,a,1.0729200630448759,10,31,0,651.6852832580917,653.1861425880343,653.1861425880343,653.6864327180665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62897,2022-11-17_11h26.45.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0381405711073,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.6864327180665,653.6864327180665,653.6864327180665,653.6864327180665,653.6864327180665,653.6864327180665,653.6864327180665,653.6864327180665,653.6864327180665,653.6864327180665,a,0.8177439239807427,10,41,0,654.5362987660337,656.0389917001594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62897,2022-11-17_11h26.45.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0381405711073,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.5392392270733,656.5392392270733,656.5392392270733,656.5392392270733,656.5392392270733,656.5392392270733,656.5392392270733,656.5392392270733,656.5392392270733,656.5392392270733,a,0.8002985951025039,1,42,0,657.3568115690723,658.8565239519812,658.8565239519812,659.3568394961767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62897,2022-11-17_11h26.45.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0381405711073,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.3568394961767,659.3568394961767,659.3568394961767,659.3568394961767,659.3568394961767,659.3568394961767,659.3568394961767,659.3568394961767,659.3568394961767,659.3568394961767,a,1.3579359150025994,1,43,0,660.7425103939604,662.2430102380458,662.2430102380458,662.7429642460775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62897,2022-11-17_11h26.45.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0381405711073,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.7429642460775,662.7429642460775,662.7429642460775,662.7429642460775,662.7429642460775,662.7429642460775,662.7429642460775,662.7429642460775,662.7429642460775,662.7429642460775,l,1.0211526600178331,10,53,0,663.7937527589966,665.2959433030337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62897,2022-11-17_11h26.45.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0381405711073,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,8,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.7960875839926,665.7960875839926,665.7960875839926,665.7960875839926,665.7960875839926,665.7960875839926,665.7960875839926,665.7960875839926,665.7960875839926,665.7960875839926,l,0.9609510079026222,10,63,0,666.7794692441821,668.2801087021362,668.2801087021362,668.7802464719862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62897,2022-11-17_11h26.45.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.0381405711073,
