LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1624.5628004879982,,174,U,star,0.0015477440028917044,,,,,,,,,0,0,,,,,,,,,,,,,1620.3535119890003,1620.3535119890003,1620.3535119890003,1620.3535119890003,1621.8597327719908,1621.8597327719908,1621.8597327719908,1621.8597327719908,1621.8597327719908,1621.8597327719908,1621.8597327719908,1621.8597327719908,repeat,letter,NA,j,1.1749471689981874,noRew,,0,1623.061345553986,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1629.4848099600058,,132,F,triangle,0.0014424639812204987,,,,,,,,,1,1,,,,,,,,,,,,,1625.542270017002,1625.542270017002,1625.542270017002,1625.542270017002,1627.0488191249897,1627.0488191249897,1627.0488191249897,1627.0488191249897,1627.0488191249897,1627.0488191249897,1627.0488191249897,1627.0488191249897,switch,number,numSwt,d,0.9136302199913189,noRew,,0,1627.98338955699,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1635.0241517270042,,146,F,star,0.00143337098415941,,,,,,,,,1,0,,,,,,,,,,,,,1630.4629339860112,1630.4629339860112,1630.4629339860112,1630.4629339860112,1631.970948761009,1631.970948761009,1631.970948761009,1631.970948761009,1631.970948761009,1631.970948761009,1631.970948761009,1631.970948761009,repeat,number,numRpt,d,1.526513224991504,noRew,,0,1633.5225699599832,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1639.846266476001,,132,B,circle,0.001627118996111676,,,,,,,,,1,0,,,,,,,,,,,,,1636.0024822530104,1636.0024822530104,1636.0024822530104,1636.0024822530104,1637.5102269380004,1637.5102269380004,1637.5102269380004,1637.5102269380004,1637.5102269380004,1637.5102269380004,1637.5102269380004,1637.5102269380004,repeat,number,numRpt,d,0.8019197079993319,noRew,,0,1638.344744558999,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1644.3847164030012,,181,S,triangle,0.0014513070054817945,,,,,,,,,1,0,,,,,,,,,,,,,1640.827798924991,1640.827798924991,1640.827798924991,1640.827798924991,1642.3321975639847,1642.3321975639847,1642.3321975639847,1642.3321975639847,1642.3321975639847,1642.3321975639847,1642.3321975639847,1642.3321975639847,switch,letter,lettSwt,k,0.5243272870138753,noRew,,0,1642.8829770929879,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1649.0230086279917,,139,Y,star,0.002155561000108719,,,,,,,,,1,0,,,,,,,,,,,,,1645.3638007529953,1645.3638007529953,1645.3638007529953,1645.3638007529953,1646.8707201399957,1646.8707201399957,1646.8707201399957,1646.8707201399957,1646.8707201399957,1646.8707201399957,1646.8707201399957,1646.8707201399957,repeat,letter,lettRpt,k,0.6225770070159342,noRew,,0,1647.5214643719955,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1653.7616772050096,,146,D,hexagon,0.0015817980165593326,,,,,,,,,1,0,,,,,,,,,,,,,1650.0027433449868,1650.0027433449868,1650.0027433449868,1650.0027433449868,1651.509059406002,1651.509059406002,1651.509059406002,1651.509059406002,1651.509059406002,1651.509059406002,1651.509059406002,1651.509059406002,switch,number,numSwt,d,0.7305194640066475,noRew,,0,1652.2599064359965,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1658.5335284750035,,174,Y,circle,0.0014420570223592222,,,,,,,,,1,0,,,,,,,,,,,,,1654.7408715290076,1654.7408715290076,1654.7408715290076,1654.7408715290076,1656.247491016984,1656.247491016984,1656.247491016984,1656.247491016984,1656.247491016984,1656.247491016984,1656.247491016984,1656.247491016984,repeat,number,numRpt,f,0.7516164169937838,noRew,,0,1657.0316067429958,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1663.2887297499983,,139,U,star,0.0016223809798248112,,,,,,,,,1,0,,,,,,,,,,,,,1659.5122876699897,1659.5122876699897,1659.5122876699897,1659.5122876699897,1661.01937235301,1661.01937235301,1661.01937235301,1661.01937235301,1661.01937235301,1661.01937235301,1661.01937235301,1661.01937235301,repeat,number,numRpt,d,0.7511587659828365,noRew,,0,1661.7869705269986,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,0,819,,,1668.9949169149913,,160,W,circle,0.0011025590065401047,,,,,,,,,1,0,,,,,,,,,,,,,1664.2679831220012,1664.2679831220012,1664.2679831220012,1664.2679831220012,1665.7746385530045,1665.7746385530045,1665.7746385530045,1665.7746385530045,1665.7746385530045,1665.7746385530045,1665.7746385530045,1665.7746385530045,repeat,number,numRpt,f,1.6863165090035181,noRew,,0,1667.4931622830045,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,819,,,1709.3063556349953,,125,S,hexagon,0.0021903679880779237,,,,,,,,,1,0,,,,,,,,,,,,,1705.5639238269941,1705.5639238269941,1705.5639238269941,1705.5639238269941,1707.0700989580073,1707.0700989580073,1707.0700989580073,1707.0700989580073,1707.0700989580073,1707.0700989580073,1707.0700989580073,1707.0700989580073,repeat,number,numRpt,d,0.7128692400001455,Hi,,0,,space,6.960781550005777,high,1707.8112065099995,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,10,829,,,1713.8945207860088,,139,B,triangle,0.0016434450226370245,,,,,,,,,1,0,,,,,,,,,,,,,1710.2859001340112,1710.2859001340112,1710.2859001340112,1710.2859001340112,1711.7922028109897,1711.7922028109897,1711.7922028109897,1711.7922028109897,1711.7922028109897,1711.7922028109897,1711.7922028109897,1711.7922028109897,repeat,number,numRpt,d,0.5805038300168235,Hi,,0,,,,high,1712.3931652230094,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,1,830,,,1718.3326520609844,,146,W,star,0.0016339109861291945,,,,,,,,,1,0,,,,,,,,,,,,,1714.8737853720086,1714.8737853720086,1714.8737853720086,1714.8737853720086,1716.3804593780078,1716.3804593780078,1716.3804593780078,1716.3804593780078,1716.3804593780078,1716.3804593780078,1716.3804593780078,1716.3804593780078,repeat,number,numRpt,d,0.42581126699224114,Lo,,0,,,,high,1716.831577518984,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,1,831,,,1722.8710998430033,,181,Y,circle,0.0015679849893786013,,,,,,,,,1,0,,,,,,,,,,,,,1719.3113413399842,1719.3113413399842,1719.3113413399842,1719.3113413399842,1720.8187617720105,1720.8187617720105,1720.8187617720105,1720.8187617720105,1720.8187617720105,1720.8187617720105,1720.8187617720105,1720.8187617720105,switch,letter,lettSwt,k,0.5331665069970768,Lo,,0,,,,high,1721.3692458129954,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,10,841,,,1727.225930340006,,160,D,star,0.0016236910014413297,,,,,,,,,1,0,,,,,,,,,,,,,1723.8502044540073,1723.8502044540073,1723.8502044540073,1723.8502044540073,1725.3571779259946,1725.3571779259946,1725.3571779259946,1725.3571779259946,1725.3571779259946,1725.3571779259946,1725.3571779259946,1725.3571779259946,repeat,letter,lettRpt,j,0.336358011001721,Lo,,0,,,,high,1725.7245861869887,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,10,851,,,1731.6641343119845,,132,F,hexagon,0.0015672319859731942,,,,,,,,,1,0,,,,,,,,,,,,,1728.2045647630002,1728.2045647630002,1728.2045647630002,1728.2045647630002,1729.7120264880068,1729.7120264880068,1729.7120264880068,1729.7120264880068,1729.7120264880068,1729.7120264880068,1729.7120264880068,1729.7120264880068,switch,number,numSwt,d,0.42624030201113783,Hi,,0,,,,high,1730.1624491139955,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,10,861,,,1736.035638706002,,167,U,triangle,0.0016386799979954958,,,,,,,,,1,0,,,,,,,,,,,,,1732.6433579110017,1732.6433579110017,1732.6433579110017,1732.6433579110017,1734.1502144059923,1734.1502144059923,1734.1502144059923,1734.1502144059923,1734.1502144059923,1734.1502144059923,1734.1502144059923,1734.1502144059923,repeat,number,numRpt,f,0.3637391809897963,Hi,,0,,,,high,1734.5340050150116,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,10,871,,,1740.4905539309839,,174,H,circle,0.0014479729870799929,,,,,,,,,1,0,,,,,,,,,,,,,1737.0143846620049,1737.0143846620049,1737.0143846620049,1737.0143846620049,1738.5217502650048,1738.5217502650048,1738.5217502650048,1738.5217502650048,1738.5217502650048,1738.5217502650048,1738.5217502650048,1738.5217502650048,switch,letter,lettSwt,j,0.4467889869993087,Lo,,0,,,,high,1738.9889268460101,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,0,871,,,1744.9120954959944,,125,S,circle,0.0014563369913958013,,,,,,,,,0,0,,,,,,,,,,,,,1741.4697810650105,1741.4697810650105,1741.4697810650105,1741.4697810650105,1742.976601973991,1742.976601973991,1742.976601973991,1742.976601973991,1742.976601973991,1742.976601973991,1742.976601973991,1742.976601973991,repeat,letter,NA,j,0.4019878550025169,Lo,,0,,,,high,1743.4104272710101,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,10,881,,,1749.3669294010033,,139,B,hexagon,0.0015149769897107035,,,,,,,,,1,1,,,,,,,,,,,,,1745.891543500009,1745.891543500009,1745.891543500009,1745.891543500009,1747.3982469289913,1747.3982469289913,1747.3982469289913,1747.3982469289913,1747.3982469289913,1747.3982469289913,1747.3982469289913,1747.3982469289913,repeat,letter,lettRpt,j,0.43567505601095036,Hi,,0,,,,high,1747.8654828569852,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,1,882,,,1753.8219350019936,,146,W,star,0.0015649879933334887,,,,,,,,,1,0,,,,,,,,,,,,,1750.3462518659944,1750.3462518659944,1750.3462518659944,1750.3462518659944,1751.853074677987,1751.853074677987,1751.853074677987,1751.853074677987,1751.853074677987,1751.853074677987,1751.853074677987,1751.853074677987,repeat,letter,lettRpt,k,0.43629022099776193,Lo,,0,,,,high,1752.3207867789897,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,0,882,,,1758.29348940801,,181,Y,triangle,0.0016368570213671774,,,,,,,,,0,0,,,,,,,,,,,,,1754.800548914005,1754.800548914005,1754.800548914005,1754.800548914005,1756.3079669679864,1756.3079669679864,1756.3079669679864,1756.3079669679864,1756.3079669679864,1756.3079669679864,1756.3079669679864,1756.3079669679864,switch,number,NA,d,0.45941385501646437,Lo,,0,,,,high,1756.7922628599918,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,10,892,,,1762.8150207859871,,160,D,star,0.0017336659948341548,,,,,,,,,1,1,,,,,,,,,,,,,1759.2751418320113,1759.2751418320113,1759.2751418320113,1759.2751418320113,1760.779522650002,1760.779522650002,1760.779522650002,1760.779522650002,1760.779522650002,1760.779522650002,1760.779522650002,1760.779522650002,repeat,number,numRpt,f,0.5094415670027956,Lo,,0,,,,high,1761.3141260890116,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,10,902,,,1767.2199747499835,,132,F,hexagon,0.0017324929940514266,,,,,,,,,1,0,,,,,,,,,,,,,1763.7948694909865,1763.7948694909865,1763.7948694909865,1763.7948694909865,1765.3012004639895,1765.3012004639895,1765.3012004639895,1765.3012004639895,1765.3012004639895,1765.3012004639895,1765.3012004639895,1765.3012004639895,repeat,number,numRpt,d,0.3992143780051265,Hi,,0,,,,high,1765.7185366339982,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,1,903,,,1771.7417362839915,,167,U,triangle,0.0016439720056951046,,,,,,,,,1,0,,,,,,,,,,,,,1768.1991543250042,1768.1991543250042,1768.1991543250042,1768.1991543250042,1769.7063221999852,1769.7063221999852,1769.7063221999852,1769.7063221999852,1769.7063221999852,1769.7063221999852,1769.7063221999852,1769.7063221999852,repeat,number,numRpt,f,0.5058313079935033,Hi,,0,,,,high,1770.240447027987,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,1,904,,,1776.613632631983,,174,H,circle,0.0016703260189387947,,,,,,,,,1,0,,,,,,,,,,,,,1772.7231168420112,1772.7231168420112,1772.7231168420112,1772.7231168420112,1774.2278312520066,1774.2278312520066,1774.2278312520066,1774.2278312520066,1774.2278312520066,1774.2278312520066,1774.2278312520066,1774.2278312520066,repeat,number,numRpt,f,0.8664625299861655,Lo,,0,,,,high,1775.112181464996,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,1,905,,,1781.0351562789874,,181,Y,star,0.0016713779768906534,,,,,,,,,1,0,,,,,,,,,,,,,1777.5929435539874,1777.5929435539874,1777.5929435539874,1777.5929435539874,1779.0999057129957,1779.0999057129957,1779.0999057129957,1779.0999057129957,1779.0999057129957,1779.0999057129957,1779.0999057129957,1779.0999057129957,repeat,number,numRpt,f,0.40390954798203893,Lo,,0,,,,high,1779.533615925,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,10,915,,,1785.573601184995,,174,H,triangle,0.0017155550012830645,,,,,,,,,1,0,,,,,,,,,,,,,1782.0146606969938,1782.0146606969938,1782.0146606969938,1782.0146606969938,1783.521339369996,1783.521339369996,1783.521339369996,1783.521339369996,1783.521339369996,1783.521339369996,1783.521339369996,1783.521339369996,switch,letter,lettSwt,j,0.5270677430089563,Hi,,0,,,,high,1784.0723280060047,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,1,916,,,1790.2954589450092,,160,F,circle,0.0015239610220305622,,,,,,,,,1,0,,,,,,,,,,,,,1786.5550324349897,1786.5550324349897,1786.5550324349897,1786.5550324349897,1788.0595752740046,1788.0595752740046,1788.0595752740046,1788.0595752740046,1788.0595752740046,1788.0595752740046,1788.0595752740046,1788.0595752740046,repeat,letter,lettRpt,j,0.7145584899990354,Lo,,0,,,,high,1788.794481001998,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,1,917,,,1794.8839714049827,,146,W,hexagon,0.0014136859972495586,,,,,,,,,1,0,,,,,,,,,,,,,1791.2749344510084,1791.2749344510084,1791.2749344510084,1791.2749344510084,1792.7815545159974,1792.7815545159974,1792.7815545159974,1792.7815545159974,1792.7815545159974,1792.7815545159974,1792.7815545159974,1792.7815545159974,repeat,letter,lettRpt,k,0.5837199220259208,Hi,,0,,,,high,1793.382316172996,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,10,927,,,1799.4389136460086,,132,D,triangle,0.0015215059975162148,,,,,,,,,1,0,,,,,,,,,,,,,1795.8632878290082,1795.8632878290082,1795.8632878290082,1795.8632878290082,1797.3700239209866,1797.3700239209866,1797.3700239209866,1797.3700239209866,1797.3700239209866,1797.3700239209866,1797.3700239209866,1797.3700239209866,repeat,letter,lettRpt,j,0.5508814780041575,Hi,,0,,,,high,1797.9378846909967,1799.4389136460086,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,1,928,,,1804.1108207789948,,167,U,circle,0.0009583590144757181,,,,,,,,,1,0,,,,,,,,,,,,,1800.4180355870049,1800.4180355870049,1800.4180355870049,1800.4180355870049,1801.925084624003,1801.925084624003,1801.925084624003,1801.925084624003,1801.925084624003,1801.925084624003,1801.925084624003,1801.925084624003,repeat,letter,lettRpt,k,0.6651944470067974,Lo,,0,,,,high,1802.6094309529872,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,10,938,,,1808.7325057929847,,139,B,hexagon,0.0017145320016425103,,,,,,,,,1,0,,,,,,,,,,,,,1805.0899308740045,1805.0899308740045,1805.0899308740045,1805.0899308740045,1806.5969099020003,1806.5969099020003,1806.5969099020003,1806.5969099020003,1806.5969099020003,1806.5969099020003,1806.5969099020003,1806.5969099020003,switch,number,numSwt,d,0.6061022279900499,Hi,,0,,,,high,1807.231284857,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,1,939,,,1813.4376064300013,,125,S,star,0.0016500549972988665,,,,,,,,,1,0,,,,,,,,,,,,,1809.7121054180025,1809.7121054180025,1809.7121054180025,1809.7121054180025,1811.2186607339827,1811.2186607339827,1811.2186607339827,1811.2186607339827,1811.2186607339827,1811.2186607339827,1811.2186607339827,1811.2186607339827,repeat,number,numRpt,d,0.6852971960033756,Lo,,0,,,,high,1811.936072099983,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,1,940,,,1818.2928476379893,,167,H,star,0.0016055720043368638,,,,,,,,,1,0,,,,,,,,,,,,,1814.4191010319919,1814.4191010319919,1814.4191010319919,1814.4191010319919,1815.9236747270043,1815.9236747270043,1815.9236747270043,1815.9236747270043,1815.9236747270043,1815.9236747270043,1815.9236747270043,1815.9236747270043,repeat,number,numRpt,f,0.8415557139960583,Lo,,0,,,,high,1816.7911971510039,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
