LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,1,25,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.5373391410103,891.5373391410103,891.5373391410103,891.5373391410103,891.5373391410103,891.5373391410103,891.5373391410103,891.5373391410103,891.5373391410103,891.5373391410103,l,1.395503591018496,10,671,2,892.9557361149928,894.4573447690054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,2,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.9579406839912,894.9579406839912,894.9579406839912,894.9579406839912,894.9579406839912,894.9579406839912,894.9579406839912,894.9579406839912,894.9579406839912,894.9579406839912,a,1.6198229909932707,10,681,2,896.609736154991,898.1113574549963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,3,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.6118221879879,898.6118221879879,898.6118221879879,898.6118221879879,898.6118221879879,898.6118221879879,898.6118221879879,898.6118221879879,898.6118221879879,898.6118221879879,a,0.8685420679976232,10,691,2,899.5130111059989,901.0144499700109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,4,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.515023562999,901.515023562999,901.515023562999,901.515023562999,901.515023562999,901.515023562999,901.515023562999,901.515023562999,901.515023562999,901.515023562999,l,0.777220963005675,10,701,2,902.3159022910113,903.817557376984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,5,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.3181175570062,904.3181175570062,904.3181175570062,904.3181175570062,904.3181175570062,904.3181175570062,904.3181175570062,904.3181175570062,904.3181175570062,904.3181175570062,a,1.8449660369951744,1,702,2,906.1868640100001,907.6886039359961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,6,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.1890172880085,908.1890172880085,908.1890172880085,908.1890172880085,908.1890172880085,908.1890172880085,908.1890172880085,908.1890172880085,908.1890172880085,908.1890172880085,a,1.438040302018635,1,703,2,909.6571905610035,911.1590056369896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,7,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.6595304479997,911.6595304479997,911.6595304479997,911.6595304479997,911.6595304479997,911.6595304479997,911.6595304479997,911.6595304479997,911.6595304479997,911.6595304479997,l,0.6796768920321483,10,713,2,912.3604026009853,913.8619916710013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,8,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.3626322739874,914.3626322739874,914.3626322739874,914.3626322739874,914.3626322739874,914.3626322739874,914.3626322739874,914.3626322739874,914.3626322739874,914.3626322739874,a,0.9470120600017253,10,723,2,915.3302899400005,916.8320741259959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,9,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.3324498999864,917.3324498999864,917.3324498999864,917.3324498999864,917.3324498999864,917.3324498999864,917.3324498999864,917.3324498999864,917.3324498999864,917.3324498999864,a,1.0821506530337501,1,724,2,918.433754608006,919.9355780039914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,10,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.4360053499986,920.4360053499986,920.4360053499986,920.4360053499986,920.4360053499986,920.4360053499986,920.4360053499986,920.4360053499986,920.4360053499986,920.4360053499986,l,2.072897219011793,1,725,2,922.5382048949832,924.0400169439963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,11,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.5404919800058,924.5404919800058,924.5404919800058,924.5404919800058,924.5404919800058,924.5404919800058,924.5404919800058,924.5404919800058,924.5404919800058,924.5404919800058,a,0.8033108160307165,10,735,2,925.3747595669993,926.8764526089944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,0,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.3769106089894,927.3769106089894,927.3769106089894,927.3769106089894,927.3769106089894,927.3769106089894,927.3769106089894,927.3769106089894,927.3769106089894,927.3769106089894,a,0.8023058230173774,10,745,2,928.211172018986,929.7128509269969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,1,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930.213388203003,930.213388203003,930.213388203003,930.213388203003,930.213388203003,930.213388203003,930.213388203003,930.213388203003,930.213388203003,930.213388203003,a,0.6432078010111582,1,746,2,930.8807487390004,932.3825120489928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,2,38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.8829889209883,932.8829889209883,932.8829889209883,932.8829889209883,932.8829889209883,932.8829889209883,932.8829889209883,932.8829889209883,932.8829889209883,932.8829889209883,a,1.1472106320143212,10,756,2,934.0510555439978,935.5525806219957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,3,39,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.0529792779998,936.0529792779998,936.0529792779998,936.0529792779998,936.0529792779998,936.0529792779998,936.0529792779998,936.0529792779998,936.0529792779998,936.0529792779998,a,1.5671434569812845,1,757,2,937.6381700269994,939.1400679709914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,4,40,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.6405421579839,939.6405421579839,939.6405421579839,939.6405421579839,939.6405421579839,939.6405421579839,939.6405421579839,939.6405421579839,939.6405421579839,939.6405421579839,l,0.6210637569893152,10,767,2,940.2911924970103,941.7928234550054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,5,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.2935251620074,942.2935251620074,942.2935251620074,942.2935251620074,942.2935251620074,942.2935251620074,942.2935251620074,942.2935251620074,942.2935251620074,942.2935251620074,a,0.8715673160040751,10,777,2,943.1943610550079,944.696158968989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,6,42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.1966787139827,945.1966787139827,945.1966787139827,945.1966787139827,945.1966787139827,945.1966787139827,945.1966787139827,945.1966787139827,945.1966787139827,945.1966787139827,a,1.3333429580088705,10,787,2,946.5482801879989,948.0497494039882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,7,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.550434136996,948.550434136996,948.550434136996,948.550434136996,948.550434136996,948.550434136996,948.550434136996,948.550434136996,948.550434136996,948.550434136996,l,0.677964864007663,10,797,2,949.2511163649906,950.7528169729922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,8,44,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.2532142589916,951.2532142589916,951.2532142589916,951.2532142589916,951.2532142589916,951.2532142589916,951.2532142589916,951.2532142589916,951.2532142589916,951.2532142589916,a,0.2705493390094489,10,807,2,951.5536283859983,953.0552659700043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,9,45,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.5558305849845,953.5558305849845,953.5558305849845,953.5558305849845,953.5558305849845,953.5558305849845,953.5558305849845,953.5558305849845,953.5558305849845,953.5558305849845,l,0.5565334449929651,1,808,2,954.1399194560072,955.6413829480007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,10,46,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956.1419881150068,956.1419881150068,956.1419881150068,956.1419881150068,956.1419881150068,956.1419881150068,956.1419881150068,956.1419881150068,956.1419881150068,956.1419881150068,a,1.0523502320284024,1,809,2,957.226627283002,958.72820227599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,11,47,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.2288329130097,959.2288329130097,959.2288329130097,959.2288329130097,959.2288329130097,959.2288329130097,959.2288329130097,959.2288329130097,959.2288329130097,959.2288329130097,l,1.1166281469922978,10,819,2,960.3634222130058,961.8651611029927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004.3119141889911,,139,F,hexagon,0.0022947499819565564,998.3032326459943,999.807003902999,999.807003902999,999.807003902999,1002.8101442029874,1002.8101442029874,1002.8101442029874,1002.8101442029874,0,0,None,0,1002.8101442029874,1004.3119141889911,1004.8125134459988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009.2840904979967,,160,Y,star,0.009585672989487648,1005.307733477006,1006.8145665070042,1006.8145665070042,1006.8145665070042,,,,,1,1,f,0,1007.7832750249945,,,0.9507451899989974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.0394397010095,,132,H,triangle,0.0016202059923671186,1010.2664304859936,1011.7702770319884,1011.7702770319884,1011.7702770319884,,,,,1,0,d,0,1012.53792144201,,,0.7421593779872637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.6944075580104,,167,B,circle,0.0016242419951595366,1015.0188071590092,1016.5254130089888,1016.5254130089888,1016.5254130089888,,,,,1,0,f,0,1017.1926675270079,,,0.6447993259935174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.482886902988,,181,W,circle,0.001714204001473263,1019.6768438599829,1021.1804840700061,1021.1804840700061,1021.1804840700061,,,,,1,0,f,0,1021.9813336099905,,,0.7828347940230742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.48853495199,,146,S,hexagon,0.001828408014262095,1024.4646250219957,1025.9691627619904,1025.9691627619904,1025.9691627619904,,,,,1,0,d,0,1026.9867204150069,,,0.9881111690192483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033.1936355849903,,174,U,star,0.001791258022421971,1029.4698206569883,1030.974556333007,1030.974556333007,1030.974556333007,,,,,1,0,f,0,1031.692282434,1033.1936355849903,,0.685577675991226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037.832231104985,,125,D,triangle,0.0016096380131784827,1034.1758464899904,1035.6796804979967,1035.6796804979967,1035.6796804979967,,,,,1,0,d,0,1036.330522409,,,0.6273386930115521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.4205521100084,,139,F,hexagon,0.0014741630002390593,1038.810482203,1040.318087349995,1040.318087349995,1040.318087349995,,,,,1,0,d,0,1040.9189161899849,,,0.5782400750031229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047.2758928250114,,160,Y,circle,0.001634445012314245,1043.3996420729964,1044.9065803079866,1044.9065803079866,1044.9065803079866,,,,,1,0,f,0,1045.774301677011,,,0.8395303350116592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.2599889609846,,132,Y,triangle,0.0022846939973533154,,,,,,,,,1,0,,1,1076.7583870610106,,,,1073.8194209469948,1075.3235194789886,1075.3235194789886,1075.3235194789886,k,1.41752669098787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083.0987584739923,,139,B,circle,0.0014822819794062525,,,,,,,,,1,0,,1,1081.597159247991,,,,1079.2384755270032,1080.7460602049832,1080.7460602049832,1080.7460602049832,j,0.820056287018815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.803959899,,181,S,star,0.001429082010872662,,,,,,,,,1,0,,1,1086.3016736579884,,,,1084.0782688010077,1085.583960952994,1085.583960952994,1085.583960952994,k,0.6966543960152194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.3756147469976,,125,H,hexagon,0.0019878210150636733,,,,,,,,,1,0,,1,1090.8741262950061,,,,1088.7856379619916,1090.2898993559938,1090.2898993559938,1090.2898993559938,j,0.5577155070204753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1097.047445778997,,174,W,circle,0.0015572980046272278,,,,,,,,,1,0,,1,1095.5457897529996,,,,1093.3552586759906,1094.8617497929954,1094.8617497929954,1094.8617497929954,k,0.6673661039967556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101.6191418349918,,167,D,triangle,0.0012712780153378844,,,,,,,,,1,0,,1,1100.1175106669834,,,,1098.0287750290008,1099.5334129609982,1099.5334129609982,1099.5334129609982,j,0.5520118020067457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106.2910228929832,,160,U,hexagon,0.0016681489942129701,,,,,,,,,1,0,,1,1104.789261133992,,,,1102.5976920289977,1104.105375610001,1104.105375610001,1104.105375610001,k,0.6589947520114947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.2798178299854,,146,F,star,0.0013485399831552058,,,,,,,,,1,0,,1,1109.7782642089878,,,,1107.2702135859872,1108.7770742999855,1108.7770742999855,1108.7770742999855,j,0.9720853230101056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26157,2022-11-16_14h35.06.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.276964085877346,
