LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,trainBlock,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.started,fix.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,points_trial,points_cumul,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate
0,0,1,0,1,0,0,0,hexagon,triangle,2,2,0,2,0,2,10,34,6,1084.982751,1084.982751,1084.982751,1084.982751,1084.982751,1084.982751,1084.982751,1084.982751,1084.982751,1084.982751,a,0.367910258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,625,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
0,0,0,1,0,1,0,0,star ,circle,2,2,0,2,0,2,11,35,10,1087.385363,1087.385363,1087.385363,1087.385363,1087.385363,1087.385363,1087.385363,1087.385363,1087.385363,1087.385363,a,0.691413703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,626,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
1,0,0,0,0,1,0,0,triangle,circle,2,2,0,2,0,3,0,36,0,1090.105267,1090.105267,1090.105267,1090.105267,1090.105267,1090.105267,1090.105267,1090.105267,1090.105267,1090.105267,l,0.403721422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,636,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
0,0,1,0,1,0,0,0,hexagon,triangle,2,2,0,2,0,3,1,37,6,1092.54114,1092.54114,1092.54114,1092.54114,1092.54114,1092.54114,1092.54114,1092.54114,1092.54114,1092.54114,a,9.455787619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,646,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
0,1,0,0,0,0,1,0,circle,hexagon,2,2,0,2,0,3,2,38,4,1104.020361,1104.020361,1104.020361,1104.020361,1104.020361,1104.020361,1104.020361,1104.020361,1104.020361,1104.020361,a,1.297365222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,647,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
0,0,0,1,0,1,0,0,star ,circle,2,2,0,2,0,3,3,39,10,1107.340932,1107.340932,1107.340932,1107.340932,1107.340932,1107.340932,1107.340932,1107.340932,1107.340932,1107.340932,a,0.842001249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,648,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
1,0,0,0,0,0,1,0,triangle,hexagon,2,2,0,2,0,3,4,40,1,1110.210749,1110.210749,1110.210749,1110.210749,1110.210749,1110.210749,1110.210749,1110.210749,1110.210749,1110.210749,a,2.036081245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,649,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
0,0,0,1,1,0,0,0,star,triangle,2,2,0,2,0,3,5,41,9,1114.281792,1114.281792,1114.281792,1114.281792,1114.281792,1114.281792,1114.281792,1114.281792,1114.281792,1114.281792,a,0.948469952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,650,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
1,0,0,0,0,0,0,1,triangle,star,2,2,0,2,0,3,6,42,2,1117.251932,1117.251932,1117.251932,1117.251932,1117.251932,1117.251932,1117.251932,1117.251932,1117.251932,1117.251932,l,1.697927974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,651,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
0,0,0,1,0,0,1,0,star,hexagon,2,2,0,2,0,3,7,43,11,1120.972476,1120.972476,1120.972476,1120.972476,1120.972476,1120.972476,1120.972476,1120.972476,1120.972476,1120.972476,a,6.400582188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,661,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
0,0,1,0,0,1,0,0,hexagon,circle,2,2,0,2,0,3,8,44,7,1129.398679,1129.398679,1129.398679,1129.398679,1129.398679,1129.398679,1129.398679,1129.398679,1129.398679,1129.398679,a,2.063122729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,662,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
0,0,1,0,0,0,0,1,hexagon,star,2,2,0,2,0,3,9,45,8,1133.486359,1133.486359,1133.486359,1133.486359,1133.486359,1133.486359,1133.486359,1133.486359,1133.486359,1133.486359,a,5.103834993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,663,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
0,1,0,0,1,0,0,0,circle,triangle,2,2,0,2,0,3,10,46,3,1140.610785,1140.610785,1140.610785,1140.610785,1140.610785,1140.610785,1140.610785,1140.610785,1140.610785,1140.610785,a,0.500587078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,664,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
0,1,0,0,0,0,0,1,circle,star,2,2,0,2,0,3,11,47,5,1143.130195,1143.130195,1143.130195,1143.130195,1143.130195,1143.130195,1143.130195,1143.130195,1143.130195,1143.130195,a,0.643205336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81597022,space,5.170940827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,132,star,0.002002343,59.63089526,61.13118956,61.13118956,61.13118956,64.13452925,64.13452925,64.13452925,64.13452925,0,0,None,0,64.13452925,65.63610153,65.63610153,66.13661247,,,,,,,,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,174,hexagon,0.00895807,66.6375206,68.13880286,68.13880286,68.13880286,,,,,1,1,d,0,68.58975387,,70.09110746,,0.418350509,,,,,,,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,181,hexagon,0.001419418,71.07638331,72.57704832,72.57704832,72.57704832,,,,,1,0,f,0,73.21090862,,74.71257954,,0.609727153,,,,,,,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,167,star,0.001207733,75.69730157,77.19882105,77.19882105,77.19882105,,,,,1,0,f,0,77.83276305,,79.33470826,,0.603746547,,,,,,,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,160,hexagon,0.001348252,80.31927613,81.82045059,81.82045059,81.82045059,,,,,1,0,f,0,82.38797731,,83.88964109,,0.541595317,,,,,,,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,146,hexagon,0.001379302,84.87382181,86.37575226,86.37575226,86.37575226,,,,,1,0,d,0,86.87600181,88.37795735,88.37795735,,0.484014157,,,,,,,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,139,star,0.000565327,89.3629817,90.86399484,90.86399484,90.86399484,,,,,1,0,d,0,91.31445783,,92.8159769,,0.418233286,,,,,,,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,125,star,0.001208604,93.80037876,95.30196316,95.30196316,95.30196316,,,,,1,0,f,0,95.85277868,,97.35427397,,0.517931364,,,,,,,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,132,star,0.001422568,98.33877964,99.84049364,99.84049364,99.84049364,,,,,1,0,d,0,100.4576128,,101.9594496,,0.59361884,,,,,,,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,174,hexagon,0.001081281,102.9437119,104.4456432,104.4456432,104.4456432,,,,,1,0,d,0,104.9962041,,106.4978218,,0.517857109,,,,,,,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,F,160,hexagon,0.001759149,,,,,,,,,1,0,,1,142.9045851,,144.4063083,,,140.7023614,142.2036983,142.2036983,142.2036983,k,0.670585427,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,D,146,hexagon,0.001365336,,,,,,,,,1,0,,1,147.3429788,,148.8446383,,,145.390836,146.8924984,146.8924984,146.8924984,j,0.431042521,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,S,181,star,0.001356811,,,,,,,,,1,0,,1,151.881194,,153.3828914,,,149.8289268,151.3307502,151.3307502,151.3307502,k,0.519839236,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,Y,132,star,0.001210933,,,,,,,,,1,0,,1,156.3194807,,157.8211722,,,154.3673059,155.8690668,155.8690668,155.8690668,j,0.422839687,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,U,125,hexagon,0.001290243,,,,,,,,,1,0,,1,160.7905415,,162.2926975,,,158.8052909,160.3070939,160.3070939,160.3070939,j,0.456135498,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,B,174,star,0.00181196,,,,,,,,,1,0,,1,165.312489,,166.8144504,,,163.2771953,164.7787583,164.7787583,164.7787583,k,0.503784006,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,H,139,hexagon,0.001531326,,,,,,,,,1,0,,1,169.7175435,,171.219115,,,167.7987512,169.3003935,169.3003935,169.3003935,j,0.390210217,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,W,167,star,0.001227904,,,,,,,,,1,0,,1,174.1557694,,175.6573601,,,172.2036968,173.7053886,173.7053886,173.7053886,k,0.425184606,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,F,160,star,0.001223809,,,,,,,,,1,0,,1,178.6608843,180.1624843,180.1624843,,,176.6418609,178.1435581,178.1435581,178.1435581,k,0.500463723,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,D,146,hexagon,0.000696,,,,,,,,,1,0,,1,183.048788,,184.5504644,,,181.1467046,182.6484523,182.6484523,182.6484523,j,0.378729071,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,B,132,star,0.002030023,,,,,,,,,1,0,,2,,,218.1043764,,,,,,,,,213.9997105,213.9997105,213.9997105,213.9997105,215.484752,215.484752,215.484752,215.484752,215.5017032,215.5017032,215.5017032,215.5017032,-1,letter,NA,d,1.085727401,vtsPrac,0,674,216.6024008,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,F,146,hexagon,0.001210595,,,,,,,,,1,0,,2,,,223.0429527,,,,,,,,,219.0901089,219.0901089,219.0901089,219.0901089,220.5902316,220.5902316,220.5902316,220.5902316,220.5902316,220.5902316,220.5902316,220.5902316,repeat,letter,lettRpt,d,0.934508999,vtsPrac,0,674,221.541512,223.0429527,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,W,125,star,0.000721111,,,,,,,,,1,0,,2,,,227.7148606,,,,,,,,,224.0283396,224.0283396,224.0283396,224.0283396,225.5290323,225.5290323,225.5290323,225.5290323,225.5290323,225.5290323,225.5290323,225.5290323,repeat,letter,lettRpt,f,0.667457653,vtsPrac,0,674,226.2132469,227.7148606,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,D,181,hexagon,0.000832379,,,,,,,,,1,0,,2,,,232.1699828,,,,,,,,,228.6997536,228.6997536,228.6997536,228.6997536,230.2009354,230.2009354,230.2009354,230.2009354,230.2009354,230.2009354,230.2009354,230.2009354,repeat,letter,lettRpt,d,0.450882141,vtsPrac,0,674,230.6683655,232.1699828,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,B,132,hexagon,0.000750201,,,,,,,,,1,0,,2,,,236.3408771,,,,,,,,,233.1540971,233.1540971,233.1540971,233.1540971,234.656126,234.656126,234.656126,234.656126,234.656126,234.656126,234.656126,234.656126,repeat,letter,lettRpt,d,0.155438894,vtsPrac,0,674,234.8392014,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,F,146,star,0.001386907,,,,,,,,,0,0,,2,,,240.5957446,,,,,,,,,237.3255153,237.3255153,237.3255153,237.3255153,238.8270764,238.8270764,238.8270764,238.8270764,238.8270764,238.8270764,238.8270764,238.8270764,repeat,letter,NA,f,0.240396396,vtsPrac,0,674,239.093995,240.5957446,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,W,125,star,0.000732845,,,,,,,,,1,1,,2,,,244.9838674,,,,,,,,,241.5799899,241.5799899,241.5799899,241.5799899,243.0817192,243.0817192,243.0817192,243.0817192,243.0817192,243.0817192,243.0817192,243.0817192,repeat,letter,lettRpt,f,0.368378874,vtsPrac,0,674,243.4821332,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,D,181,hexagon,0.001128104,,,,,,,,,1,0,,2,,,249.5221807,,,,,,,,,245.9683093,245.9683093,245.9683093,245.9683093,247.4699681,247.4699681,247.4699681,247.4699681,247.4699681,247.4699681,247.4699681,247.4699681,repeat,letter,lettRpt,d,0.51798684,vtsPrac,0,674,248.0206213,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,W,167,hexagon,0.001410898,,,,,,,,,1,0,,2,,,254.0103998,,,,,,,,,250.5076115,250.5076115,250.5076115,250.5076115,252.0083136,252.0083136,252.0083136,252.0083136,252.0083136,252.0083136,252.0083136,252.0083136,repeat,letter,lettRpt,f,0.468092157,vtsPrac,0,674,252.5089919,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,Y,146,hexagon,0.001171751,,,,,,,,,1,0,,2,,,258.5988377,,,,,,,,,254.9948393,254.9948393,254.9948393,254.9948393,256.4964696,256.4964696,256.4964696,256.4964696,256.4964696,256.4964696,256.4964696,256.4964696,repeat,letter,lettRpt,f,0.577646138,vtsPrac,0,674,257.0972955,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,H,139,hexagon,0.001876811,,,,,,,,,1,0,,2,,,263.0872205,,,,,,,,,259.5836702,259.5836702,259.5836702,259.5836702,261.0849536,261.0849536,261.0849536,261.0849536,261.0849536,261.0849536,261.0849536,261.0849536,repeat,letter,lettRpt,d,0.469419315,vtsPrac,0,674,261.5855136,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,B,160,hexagon,0.001310117,,,,,,,,,1,0,,2,,,267.7423906,,,,,,,,,264.0715727,264.0715727,264.0715727,264.0715727,265.573418,265.573418,265.573418,265.573418,265.573418,265.573418,265.573418,265.573418,repeat,letter,lettRpt,d,0.637260788,vtsPrac,0,674,266.240774,,,,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622
