LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,prac_fback_text.stopped,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,fix.stopped,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057.7269870760065,,174,H,star,0.0017471960018156096,,,,,1,0,,,2,1056.225276254001,1053.3489648609975,1054.8569901800074,1054.8569901800074,1054.8569901800074,j,1.335789760996704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.3654043889983,,181,Y,triangle,0.0016178910009330139,,,,,1,0,,,2,1060.8638054420007,1058.705470315006,1060.212731727006,1060.212731727006,1060.212731727006,k,0.6248862480133539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066.9704310160014,,160,D,star,0.0017021179955918342,,,,,1,0,,,2,1065.4687528680079,1063.3441535489983,1064.8513731480052,1064.8513731480052,1064.8513731480052,j,0.6006875570019474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071.5422200269968,,146,B,triangle,0.0013369289954425767,,,,,1,0,,,2,1070.0404821389966,1067.9482326500001,1069.4564595919946,1069.4564595919946,1069.4564595919946,j,0.5513509650045307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076.1972191539971,,132,F,circle,0.0015723960095783696,,,,,1,0,,,2,1074.695524131006,1072.5207041749964,1074.0283591360057,1074.0283591360057,1074.0283591360057,j,0.6491902590059908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.8690807210078,,125,S,hexagon,0.0015910110087133944,,,,,1,0,,,2,1079.3673506890045,1077.1749647670076,1078.6834322409995,1078.6834322409995,1078.6834322409995,k,0.6618158530036453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085.4073840769997,,167,W,star,0.0017325890075881034,,,,,1,0,,,2,1083.9056691099977,1081.8471373799985,1083.355056889006,1083.355056889006,1083.355056889006,k,0.5232510580099188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.045758635999,,139,U,triangle,0.0016070940037025139,,,,,1,0,,,2,1088.5440672569966,1086.3862355500023,1087.8934143259976,1087.8934143259976,1087.8934143259976,k,0.6328015130129643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1131.4082000519993,,167,F,triangle,0.002168410996091552,,,,,0,0,,,3,,,,,,,,,1126.834721474006,1126.834721474006,1126.834721474006,1126.834721474006,1128.3383164080005,1128.3383164080005,1128.3383164080005,1128.3383164080005,1128.3383164080005,1128.3383164080005,1128.3383164080005,1128.3383164080005,-1,letter,NA,k,1.542955154000083,vtsPrac,1129.9074496440007,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1135.4627163730038,,132,S,hexagon,0.0012128149974159896,,,,,1,1,,,3,,,,,,,,,1132.3904313940002,1132.3904313940002,1132.3904313940002,1132.3904313940002,1133.894372291994,1133.894372291994,1133.894372291994,1133.894372291994,1133.894372291994,1133.894372291994,1133.894372291994,1133.894372291994,switch,number,numSwt,d,0.037528631000895984,vtsPrac,1133.9621504850074,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1139.9508287899953,,125,Y,hexagon,0.0013788700016448274,,,,,0,0,,,3,,,,,,,,,1136.4421596930042,1136.4421596930042,1136.4421596930042,1136.4421596930042,1137.9486656100053,1137.9486656100053,1137.9486656100053,1137.9486656100053,1137.9486656100053,1137.9486656100053,1137.9486656100053,1137.9486656100053,switch,letter,NA,j,0.48384959100803826,vtsPrac,1138.4494179570029,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1145.0066819850035,,160,B,triangle,0.00143467599991709,,,,,0,1,,,3,,,,,,,,,1140.9336332490057,1140.9336332490057,1140.9336332490057,1140.9336332490057,1142.436947958995,1142.436947958995,1142.436947958995,1142.436947958995,1142.436947958995,1142.436947958995,1142.436947958995,1142.436947958995,repeat,letter,NA,k,1.045418719004374,vtsPrac,1143.5046581589995,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1149.344793907003,,167,F,star,0.0016748220077715814,,,,,1,1,,,3,,,,,,,,,1145.9847996269964,1145.9847996269964,1145.9847996269964,1145.9847996269964,1147.492557457008,1147.492557457008,1147.492557457008,1147.492557457008,1147.492557457008,1147.492557457008,1147.492557457008,1147.492557457008,switch,number,numSwt,f,0.3225610660010716,vtsPrac,1147.8429988349963,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1154.2833903169958,,132,S,circle,0.0016990919975796714,,,,,1,0,,,3,,,,,,,,,1150.3233420820034,1150.3233420820034,1150.3233420820034,1150.3233420820034,1151.8307142849953,1151.8307142849953,1151.8307142849953,1151.8307142849953,1151.8307142849953,1151.8307142849953,1151.8307142849953,1151.8307142849953,switch,letter,lettSwt,k,0.9230358760105446,vtsPrac,1152.7817206809996,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1158.8217658659996,,125,Y,star,0.001814100003684871,,,,,1,0,,,3,,,,,,,,,1155.2646970159985,1155.2646970159985,1155.2646970159985,1155.2646970159985,1156.7695910750044,1156.7695910750044,1156.7695910750044,1156.7695910750044,1156.7695910750044,1156.7695910750044,1156.7695910750044,1156.7695910750044,switch,number,numSwt,d,0.5179294800036587,vtsPrac,1157.3200444039976,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1163.3600348220061,,160,B,hexagon,0.0015344550047302619,,,,,1,0,,,3,,,,,,,,,1159.8027734670031,1159.8027734670031,1159.8027734670031,1159.8027734670031,1161.3077535530028,1161.3077535530028,1161.3077535530028,1161.3077535530028,1161.3077535530028,1161.3077535530028,1161.3077535530028,1161.3077535530028,switch,letter,lettSwt,j,0.5239812810032163,vtsPrac,1161.8582696530066,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1168.2487832820043,,167,Y,circle,0.0016531910077901557,,,,,0,0,,,3,,,,,,,,,1164.339740260999,1164.339740260999,1164.339740260999,1164.339740260999,1165.846141571994,1165.846141571994,1165.846141571994,1165.846141571994,1165.846141571994,1165.846141571994,1165.846141571994,1165.846141571994,switch,number,NA,d,0.8685580680030398,vtsPrac,1166.7472066110058,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1172.536850738994,,139,S,star,0.001492355004302226,,,,,0,1,,,3,,,,,,,,,1169.228774725998,1169.228774725998,1169.228774725998,1169.228774725998,1170.734842830003,1170.734842830003,1170.734842830003,1170.734842830003,1170.734842830003,1170.734842830003,1170.734842830003,1170.734842830003,switch,letter,NA,j,0.278033680995577,vtsPrac,1171.0350827060029,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1177.1587474900007,,174,F,circle,0.0013588370056822896,,,,,1,1,,,3,,,,,,,,,1173.5157155000052,1173.5157155000052,1173.5157155000052,1173.5157155000052,1175.0229623780033,1175.0229623780033,1175.0229623780033,1175.0229623780033,1175.0229623780033,1175.0229623780033,1175.0229623780033,1175.0229623780033,switch,number,numSwt,f,0.613024045000202,vtsPrac,1175.6569738740072,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1181.8136897740042,,125,U,hexagon,0.0014195830008247867,,,,,1,0,,,3,,,,,,,,,1178.1384270510025,1178.1384270510025,1178.1384270510025,1178.1384270510025,1179.6446791420021,1179.6446791420021,1179.6446791420021,1179.6446791420021,1179.6446791420021,1179.6446791420021,1179.6446791420021,1179.6446791420021,switch,letter,lettSwt,k,0.6390313490119297,vtsPrac,1180.3119754640065,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1186.3353674630052,,125,B,hexagon,0.001629086007596925,,,,,0,0,,,3,,,,,,,,,1182.7927181900013,1182.7927181900013,1182.7927181900013,1182.7927181900013,1184.299854915007,1184.299854915007,1184.299854915007,1184.299854915007,1184.299854915007,1184.299854915007,1184.299854915007,1184.299854915007,repeat,letter,NA,k,0.5060582360019907,vtsPrac,1184.8337425130012,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1190.740271239003,,132,U,circle,0.0015395549999084324,,,,,1,1,,,3,,,,,,,,,1187.314504807,1187.314504807,1187.314504807,1187.314504807,1188.8214987079991,1188.8214987079991,1188.8214987079991,1188.8214987079991,1188.8214987079991,1188.8214987079991,1188.8214987079991,1188.8214987079991,switch,number,numSwt,d,0.39395270601380616,vtsPrac,1189.2386646399973,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1195.2619236900064,,167,D,circle,0.002094191004289314,,,,,1,0,,,3,,,,,,,,,1191.7227081870078,1191.7227081870078,1191.7227081870078,1191.7227081870078,1193.2264829589985,1193.2264829589985,1193.2264829589985,1193.2264829589985,1193.2264829589985,1193.2264829589985,1193.2264829589985,1193.2264829589985,repeat,number,numRpt,f,0.511379368006601,vtsPrac,1193.7603778460034,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1200.5346362349956,,174,H,triangle,0.0016781480080680922,,,,,1,0,,,3,,,,,,,,,1196.2419993079966,1196.2419993079966,1196.2419993079966,1196.2419993079966,1197.7477708420047,1197.7477708420047,1197.7477708420047,1197.7477708420047,1197.7477708420047,1197.7477708420047,1197.7477708420047,1197.7477708420047,switch,letter,lettSwt,j,1.2556657590030227,vtsPrac,1199.0328786570026,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1205.072855033999,,125,Y,hexagon,0.0013738330017076805,,,,,0,0,,,3,,,,,,,,,1201.5136822310014,1201.5136822310014,1201.5136822310014,1201.5136822310014,1203.0205100370076,1203.0205100370076,1203.0205100370076,1203.0205100370076,1203.0205100370076,1203.0205100370076,1203.0205100370076,1203.0205100370076,repeat,letter,NA,j,0.5281649630051106,vtsPrac,1203.5710974899994,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1209.5777706109948,,139,D,star,0.0016861729964148253,,,,,1,1,,,3,,,,,,,,,1206.052601878997,1206.052601878997,1206.052601878997,1206.052601878997,1207.5590329889965,1207.5590329889965,1207.5590329889965,1207.5590329889965,1207.5590329889965,1207.5590329889965,1207.5590329889965,1207.5590329889965,switch,number,numSwt,d,0.49060163799731527,vtsPrac,1208.0761701059964,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1214.0827095610002,,181,H,circle,0.0015799090033397079,,,,,0,0,,,3,,,,,,,,,1210.5593537660025,1210.5593537660025,1210.5593537660025,1210.5593537660025,1212.063736488999,1212.063736488999,1212.063736488999,1212.063736488999,1212.063736488999,1212.063736488999,1212.063736488999,1212.063736488999,switch,letter,NA,k,0.4851121640094789,vtsPrac,1212.5810977229994,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1218.5044488819985,,174,B,hexagon,0.0016410179960075766,,,,,1,1,,,3,,,,,,,,,1215.0628366409946,1215.0628366409946,1215.0628366409946,1215.0628366409946,1216.568910447997,1216.568910447997,1216.568910447997,1216.568910447997,1216.568910447997,1216.568910447997,1216.568910447997,1216.568910447997,repeat,letter,lettRpt,j,0.4014623270049924,vtsPrac,1217.002639104001,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1222.9258655500016,,160,D,hexagon,0.0015713589964434505,,,,,0,0,,,3,,,,,,,,,1219.4833997160022,1219.4833997160022,1219.4833997160022,1219.4833997160022,1220.9903749270015,1220.9903749270015,1220.9903749270015,1220.9903749270015,1220.9903749270015,1220.9903749270015,1220.9903749270015,1220.9903749270015,repeat,letter,NA,k,0.41266733800875954,vtsPrac,1221.4242108559993,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1227.3808045750047,,132,W,triangle,0.0014604140014853328,,,,,0,1,,,3,,,,,,,,,1223.9087083399936,1223.9087083399936,1223.9087083399936,1223.9087083399936,1225.4120629249956,1225.4120629249956,1225.4120629249956,1225.4120629249956,1225.4120629249956,1225.4120629249956,1225.4120629249956,1225.4120629249956,switch,number,NA,f,0.44607937899127137,vtsPrac,1225.8791106629942,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1231.6688305900025,,181,F,circle,0.0012112919939681888,,,,,1,1,,,3,,,,,,,,,1228.3597373850062,1228.3597373850062,1228.3597373850062,1228.3597373850062,1229.866774590002,1229.866774590002,1229.866774590002,1229.866774590002,1229.866774590002,1229.866774590002,1229.866774590002,1229.866774590002,repeat,number,numRpt,f,0.26781590600148775,vtsPrac,1230.1671853980079,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1236.1236464679969,,146,U,star,0.0016508910048287362,,,,,1,0,,,3,,,,,,,,,1232.6478605099983,1232.6478605099983,1232.6478605099983,1232.6478605099983,1234.1548733850068,1234.1548733850068,1234.1548733850068,1234.1548733850068,1234.1548733850068,1234.1548733850068,1234.1548733850068,1234.1548733850068,repeat,number,numRpt,d,0.44370096700731665,vtsPrac,1234.6220198740048,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1240.5953919220046,,139,H,triangle,0.0015752599865663797,,,,,0,0,,,3,,,,,,,,,1237.1021924119996,1237.1021924119996,1237.1021924119996,1237.1021924119996,1238.609891783999,1238.609891783999,1238.609891783999,1238.609891783999,1238.609891783999,1238.609891783999,1238.609891783999,1238.609891783999,switch,letter,NA,k,0.4569596060027834,vtsPrac,1239.0937150450045,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1244.9334153560048,,146,U,star,0.0015646599931642413,,,,,0,1,,,3,,,,,,,,,1241.574525635995,1241.574525635995,1241.574525635995,1241.574525635995,1243.0813527389982,1243.0813527389982,1243.0813527389982,1243.0813527389982,1243.0813527389982,1243.0813527389982,1243.0813527389982,1243.0813527389982,repeat,letter,NA,j,0.3267506029951619,vtsPrac,1243.4318776550062,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1249.2046631900012,,125,D,star,0.0014855909976176918,,,,,0,1,,,3,,,,,,,,,1245.9145652129955,1245.9145652129955,1245.9145652129955,1245.9145652129955,1247.4193757750036,1247.4193757750036,1247.4193757750036,1247.4193757750036,1247.4193757750036,1247.4193757750036,1247.4193757750036,1247.4193757750036,switch,number,NA,f,0.2655085930018686,vtsPrac,1247.7029871760024,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1253.492969316998,,181,F,circle,0.0016381519963033497,,,,,0,1,,,3,,,,,,,,,1250.1837822689995,1250.1837822689995,1250.1837822689995,1250.1837822689995,1251.6908928820048,1251.6908928820048,1251.6908928820048,1251.6908928820048,1251.6908928820048,1251.6908928820048,1251.6908928820048,1251.6908928820048,repeat,number,NA,d,0.2683919269911712,vtsPrac,1251.991142140003,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,864,,,1257.914503662003,,174,Y,hexagon,0.0015461099974345416,,,,,1,1,,,3,,,,,,,,,1254.4713504690008,1254.4713504690008,1254.4713504690008,1254.4713504690008,1255.9788716780022,1255.9788716780022,1255.9788716780022,1255.9788716780022,1255.9788716780022,1255.9788716780022,1255.9788716780022,1255.9788716780022,switch,letter,lettSwt,k,0.4133047010109294,vtsPrac,1256.4126753710007,,,,,,,,,,,,,,,,,,,,,,,,,31068,2022-11-04_14h56.24.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97243187170211,
