LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,4,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.7065760489786,446.7065760489786,446.7065760489786,446.7065760489786,446.7065760489786,446.7065760489786,446.7065760489786,446.7065760489786,446.7065760489786,446.7065760489786,l,1.5660543198464438,10,617,2,448.2902730529895,,449.7926740840776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,5,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.2929792130599,450.2929792130599,450.2929792130599,450.2929792130599,450.2929792130599,450.2929792130599,450.2929792130599,450.2929792130599,450.2929792130599,450.2929792130599,a,1.1721380460076034,1,618,2,451.49488413205836,452.99390250304714,452.99390250304714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,6,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.4967748100171,453.4967748100171,453.4967748100171,453.4967748100171,453.4967748100171,453.4967748100171,453.4967748100171,453.4967748100171,453.4967748100171,453.4967748100171,a,1.2404814749024808,1,619,2,454.7629875750281,456.26353990100324,456.26353990100324,456.7635614309693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,7,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.7635614309693,456.7635614309693,456.7635614309693,456.7635614309693,456.7635614309693,456.7635614309693,456.7635614309693,456.7635614309693,456.7635614309693,456.7635614309693,a,1.861688633915037,1,620,2,458.64948680705857,460.1501149929827,460.1501149929827,460.6502541290829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,8,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.6502541290829,460.6502541290829,460.6502541290829,460.6502541290829,460.6502541290829,460.6502541290829,460.6502541290829,460.6502541290829,460.6502541290829,460.6502541290829,a,1.550263945828192,1,621,2,462.2175654730527,,463.7199029370677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,9,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.2200801940635,464.2200801940635,464.2200801940635,464.2200801940635,464.2200801940635,464.2200801940635,464.2200801940635,464.2200801940635,464.2200801940635,464.2200801940635,a,0.7090174208860844,1,622,2,464.9539659200236,466.4542852990562,466.4542852990562,466.95431704598013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,10,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.95431704598013,466.95431704598013,466.95431704598013,466.95431704598013,466.95431704598013,466.95431704598013,466.95431704598013,466.95431704598013,466.95431704598013,466.95431704598013,l,1.398398887948133,1,623,2,468.3714605810819,,469.87400875403546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,11,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.37423612899147,470.37423612899147,470.37423612899147,470.37423612899147,470.37423612899147,470.37423612899147,470.37423612899147,470.37423612899147,470.37423612899147,470.37423612899147,l,0.62731712392997,10,633,2,471.026265979046,,472.5415923530236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,0,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.0416896020761,473.0416896020761,473.0416896020761,473.0416896020761,473.0416896020761,473.0416896020761,473.0416896020761,473.0416896020761,473.0416896020761,473.0416896020761,a,2.470913717872463,10,643,2,475.5445320609724,477.04495056404267,477.04495056404267,477.54512597306166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,1,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.54512597306166,477.54512597306166,477.54512597306166,477.54512597306166,477.54512597306166,477.54512597306166,477.54512597306166,477.54512597306166,477.54512597306166,477.54512597306166,l,0.7120846048928797,1,644,2,478.28068731201347,,479.7812770990422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,2,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.2813289599726,480.2813289599726,480.2813289599726,480.2813289599726,480.2813289599726,480.2813289599726,480.2813289599726,480.2813289599726,480.2813289599726,480.2813289599726,l,1.3275559319881722,10,654,2,481.6335625810316,,483.14908179000486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,3,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.6345152279828,483.6345152279828,483.6345152279828,483.6345152279828,483.6345152279828,483.6345152279828,483.6345152279828,483.6345152279828,483.6345152279828,483.6345152279828,l,0.7819846420316026,10,664,2,484.43446110002697,485.93501917400863,485.93501917400863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,4,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.43535724200774,486.43535724200774,486.43535724200774,486.43535724200774,486.43535724200774,486.43535724200774,486.43535724200774,486.43535724200774,486.43535724200774,486.43535724200774,a,0.4217676939442754,10,674,2,486.8854105999926,488.3861177590443,488.3861177590443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,5,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.88799565902445,488.88799565902445,488.88799565902445,488.88799565902445,488.88799565902445,488.88799565902445,488.88799565902445,488.88799565902445,488.88799565902445,488.88799565902445,l,0.5374774049269035,10,684,2,489.4546763220569,490.95552072906867,490.95552072906867,491.4556338740513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,6,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.4556338740513,491.4556338740513,491.4556338740513,491.4556338740513,491.4556338740513,491.4556338740513,491.4556338740513,491.4556338740513,491.4556338740513,491.4556338740513,a,1.088944294839166,10,694,2,492.5727063330123,,494.07509341905825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,7,31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.5753075539833,494.5753075539833,494.5753075539833,494.5753075539833,494.5753075539833,494.5753075539833,494.5753075539833,494.5753075539833,494.5753075539833,494.5753075539833,l,0.658101110951975,10,704,2,495.25904891605023,496.75938965403475,496.75938965403475,497.2597674350254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,8,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.2597674350254,497.2597674350254,497.2597674350254,497.2597674350254,497.2597674350254,497.2597674350254,497.2597674350254,497.2597674350254,497.2597674350254,497.2597674350254,l,0.4130773729411885,1,705,2,497.6952556279721,,499.1955257130321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,9,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.69557858700864,499.69557858700864,499.69557858700864,499.69557858700864,499.69557858700864,499.69557858700864,499.69557858700864,499.69557858700864,499.69557858700864,499.69557858700864,l,0.7301956209121272,1,706,2,500.44596175907645,501.946407924057,501.946407924057,502.4465527200373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,10,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.4465527200373,502.4465527200373,502.4465527200373,502.4465527200373,502.4465527200373,502.4465527200373,502.4465527200373,502.4465527200373,502.4465527200373,502.4465527200373,l,0.4580881359288469,10,716,2,502.93207913206425,,504.4325604980113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,11,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.9327084759716,504.9327084759716,504.9327084759716,504.9327084759716,504.9327084759716,504.9327084759716,504.9327084759716,504.9327084759716,504.9327084759716,504.9327084759716,l,1.764459597878158,1,717,2,506.71828375407495,,508.2339650640497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,0,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.71921324101277,508.71921324101277,508.71921324101277,508.71921324101277,508.71921324101277,508.71921324101277,508.71921324101277,508.71921324101277,508.71921324101277,508.71921324101277,l,0.7373257088474929,10,727,2,509.48851083707996,,511.00345272605773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,1,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.50358004204463,511.50358004204463,511.50358004204463,511.50358004204463,511.50358004204463,511.50358004204463,511.50358004204463,511.50358004204463,511.50358004204463,511.50358004204463,a,3.169874494895339,1,728,2,514.6926094170194,,516.2072846990777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,2,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.707316518994,516.707316518994,516.707316518994,516.707316518994,516.707316518994,516.707316518994,516.707316518994,516.707316518994,516.707316518994,516.707316518994,l,1.0132254689233378,10,738,2,517.7429424700094,,519.2433380329749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,3,39,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.7435368390288,519.7435368390288,519.7435368390288,519.7435368390288,519.7435368390288,519.7435368390288,519.7435368390288,519.7435368390288,519.7435368390288,519.7435368390288,l,0.5375263708410785,10,748,2,520.3103823650163,521.8109080289723,521.8109080289723,522.3112244859803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,4,40,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.3112244859803,522.3112244859803,522.3112244859803,522.3112244859803,522.3112244859803,522.3112244859803,522.3112244859803,522.3112244859803,522.3112244859803,522.3112244859803,l,0.7454053129767999,10,758,2,523.0784059250727,,524.5805383949773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,5,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.0806721000699,525.0806721000699,525.0806721000699,525.0806721000699,525.0806721000699,525.0806721000699,525.0806721000699,525.0806721000699,525.0806721000699,525.0806721000699,a,0.8003996199695393,10,768,2,525.8980852629757,527.3980871710228,527.3980871710228,527.8983356740791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,6,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.8983356740791,527.8983356740791,527.8983356740791,527.8983356740791,527.8983356740791,527.8983356740791,527.8983356740791,527.8983356740791,527.8983356740791,527.8983356740791,l,0.9432180429575965,10,778,2,528.8671584919794,530.3677143150708,530.3677143150708,530.8679696799954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,7,43,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.8679696799954,530.8679696799954,530.8679696799954,530.8679696799954,530.8679696799954,530.8679696799954,530.8679696799954,530.8679696799954,530.8679696799954,530.8679696799954,a,0.9565922499168664,10,788,2,531.8516054970678,533.3522519880207,533.3522519880207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,8,44,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.8539387860801,533.8539387860801,533.8539387860801,533.8539387860801,533.8539387860801,533.8539387860801,533.8539387860801,533.8539387860801,533.8539387860801,533.8539387860801,a,0.8671559899812564,10,798,2,534.7382636740804,536.2382994539803,536.2382994539803,536.7383151450194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,9,45,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.7383151450194,536.7383151450194,536.7383151450194,536.7383151450194,536.7383151450194,536.7383151450194,536.7383151450194,536.7383151450194,536.7383151450194,536.7383151450194,a,1.0303287619026378,10,808,2,537.7889095330611,,539.291225085035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,10,46,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.7915314390557,539.7915314390557,539.7915314390557,539.7915314390557,539.7915314390557,539.7915314390557,539.7915314390557,539.7915314390557,539.7915314390557,539.7915314390557,a,0.9052623929455876,1,809,2,540.7272343169898,,542.2424779969733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,11,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.7425559869735,542.7425559869735,542.7425559869735,542.7425559869735,542.7425559869735,542.7425559869735,542.7425559869735,542.7425559869735,542.7425559869735,542.7425559869735,l,0.6910569389583543,1,810,2,543.4592125359923,,544.9619307940593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.0790946640773,,174,H,triangle,0.0006243210518732667,587.3551308850292,588.8442586869933,588.8442586869933,588.8442586869933,1,0,f,2.6929936188971624,0,591.5651294110576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.6658303349977,,181,B,hexagon,0.014863294898532331,594.0745973529993,595.5484193409793,595.5484193409793,595.5484193409793,1,0,f,0.5886633259942755,0,596.1655602840474,597.6658303349977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.4025731660658,,167,D,star,0.0003384150331839919,598.6615693580825,600.1518930620514,600.1518930620514,600.1518930620514,1,0,f,0.7294845299329609,0,600.901996485074,602.4025731660658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.0563554170076,607.556321375072,125,S,circle,0.00047067005652934313,603.3993786100764,604.8887038039975,604.8887038039975,604.8887038039975,1,0,d,0.6404444358777255,0,605.5558984980453,607.0563554170076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.7431623630691,,132,Y,circle,0.0005723489448428154,608.0526529620402,609.5420274239732,609.5420274239732,609.5420274239732,1,0,d,0.6825991509249434,0,610.2428487070138,611.7431623630691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.4799743799958,616.980020674062,160,W,hexagon,0.0003159439656883478,612.7393938889727,614.2290411810391,614.2290411810391,614.2290411810391,1,0,f,0.7235976018710062,0,614.9798301080009,616.4799743799958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.6002246639691,622.100452122977,139,U,star,0.00041894998867064714,617.476395218051,618.9658481869847,618.9658481869847,618.9658481869847,1,0,d,1.1150271489750594,0,620.1003865919774,621.6002246639691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.2703723669983,626.7704477370717,146,F,triangle,0.0003774838987737894,622.596665036981,624.0863072189968,624.0863072189968,624.0863072189968,1,0,d,0.6593621098436415,0,624.7699670660077,626.2703723669983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66872,2022-11-02_10h11.18.591,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92191934480331,
