LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,prac_fback_text.stopped,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.166785505018197,space,21.694710977986688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83693,2022-11-14_14h14.52.268,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95288303338278,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.9554582599958,103.9554582599958,103.9554582599958,103.9554582599958,103.9554582599958,103.9554582599958,103.9554582599958,103.9554582599958,103.9554582599958,103.9554582599958,l,1.4242793419980444,10,10,0,105.41226107801776,106.91378248701221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83693,2022-11-14_14h14.52.268,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95288303338278,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.41451509701437,107.41451509701437,107.41451509701437,107.41451509701437,107.41451509701437,107.41451509701437,107.41451509701437,107.41451509701437,107.41451509701437,107.41451509701437,a,1.5192358770000283,10,20,0,108.96611765300622,110.46797938901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83693,2022-11-14_14h14.52.268,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95288303338278,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.96829122700728,110.96829122700728,110.96829122700728,110.96829122700728,110.96829122700728,110.96829122700728,110.96829122700728,110.96829122700728,110.96829122700728,110.96829122700728,a,0.6562544789921958,10,30,0,111.65233616001206,113.15387065999676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83693,2022-11-14_14h14.52.268,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95288303338278,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.6544997660094,113.6544997660094,113.6544997660094,113.6544997660094,113.6544997660094,113.6544997660094,113.6544997660094,113.6544997660094,113.6544997660094,113.6544997660094,a,0.6802636180073023,10,40,0,114.35537363801268,115.85692489001667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83693,2022-11-14_14h14.52.268,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95288303338278,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.35738685401157,116.35738685401157,116.35738685401157,116.35738685401157,116.35738685401157,116.35738685401157,116.35738685401157,116.35738685401157,116.35738685401157,116.35738685401157,l,0.6907634499948472,10,50,0,117.07487979499274,118.57651598699158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83693,2022-11-14_14h14.52.268,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95288303338278,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.07704312200076,119.07704312200076,119.07704312200076,119.07704312200076,119.07704312200076,119.07704312200076,119.07704312200076,119.07704312200076,119.07704312200076,119.07704312200076,l,0.725008290988626,10,60,0,119.82787032300257,121.32967462201486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83693,2022-11-14_14h14.52.268,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95288303338278,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.83025180999539,121.83025180999539,121.83025180999539,121.83025180999539,121.83025180999539,121.83025180999539,121.83025180999539,121.83025180999539,121.83025180999539,121.83025180999539,a,1.190890539000975,10,70,0,123.04824430399458,124.54989200201817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83693,2022-11-14_14h14.52.268,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95288303338278,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.05040865400224,125.05040865400224,125.05040865400224,125.05040865400224,125.05040865400224,125.05040865400224,125.05040865400224,125.05040865400224,125.05040865400224,125.05040865400224,l,0.7481124110054225,10,80,0,125.81800774700241,127.31959707301576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83693,2022-11-14_14h14.52.268,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95288303338278,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.82008068900905,127.82008068900905,127.82008068900905,127.82008068900905,127.82008068900905,127.82008068900905,127.82008068900905,127.82008068900905,127.82008068900905,127.82008068900905,l,0.6359123590227682,10,90,0,128.48748218399123,129.9893892990076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83693,2022-11-14_14h14.52.268,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95288303338278,
