LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,5,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.87369066197425,145.87369066197425,145.87369066197425,145.87369066197425,145.87369066197425,145.87369066197425,145.87369066197425,145.87369066197425,145.87369066197425,145.87369066197425,l,1.5440908069722354,10,81,0,147.44399486016482,148.9433402849827,148.9433402849827,149.44350451300852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,6,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.44350451300852,149.44350451300852,149.44350451300852,149.44350451300852,149.44350451300852,149.44350451300852,149.44350451300852,149.44350451300852,149.44350451300852,149.44350451300852,a,1.1351272820029408,10,91,0,150.61063459794968,,152.1129028899595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,7,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.6131452601403,152.6131452601403,152.6131452601403,152.6131452601403,152.6131452601403,152.6131452601403,152.6131452601403,152.6131452601403,152.6131452601403,152.6131452601403,a,1.3967786116991192,1,92,0,154.03141726506874,155.53088812110946,155.53088812110946,156.03105786815286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,8,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.03105786815286,156.03105786815286,156.03105786815286,156.03105786815286,156.03105786815286,156.03105786815286,156.03105786815286,156.03105786815286,156.03105786815286,156.03105786815286,a,2.1194937599357218,10,102,0,158.16828707698733,159.66744334809482,159.66744334809482,160.16777155408636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,9,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.16777155408636,160.16777155408636,160.16777155408636,160.16777155408636,160.16777155408636,160.16777155408636,160.16777155408636,160.16777155408636,160.16777155408636,160.16777155408636,l,1.5380781148560345,10,112,0,161.73471723799594,,163.23736339109018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,10,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.73760296497494,163.73760296497494,163.73760296497494,163.73760296497494,163.73760296497494,163.73760296497494,163.73760296497494,163.73760296497494,163.73760296497494,163.73760296497494,a,2.6710010750684887,10,122,0,166.438398265047,,167.94089507497847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,11,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.44110502116382,168.44110502116382,168.44110502116382,168.44110502116382,168.44110502116382,168.44110502116382,168.44110502116382,168.44110502116382,168.44110502116382,168.44110502116382,l,2.175366352079436,10,132,0,170.64171061106026,,172.14423275599256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,0,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.64451208012179,172.64451208012179,172.64451208012179,172.64451208012179,172.64451208012179,172.64451208012179,172.64451208012179,172.64451208012179,172.64451208012179,172.64451208012179,l,2.044162140926346,10,142,0,174.7118169439491,176.2122667580843,176.2122667580843,176.71273163915612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,1,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.71273163915612,176.71273163915612,176.71273163915612,176.71273163915612,176.71273163915612,176.71273163915612,176.71273163915612,176.71273163915612,176.71273163915612,176.71273163915612,l,1.148168321000412,1,143,0,177.88235239102505,179.3818465610966,179.3818465610966,179.88186708511785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.88186708511785,179.88186708511785,179.88186708511785,179.88186708511785,179.88186708511785,179.88186708511785,179.88186708511785,179.88186708511785,179.88186708511785,179.88186708511785,l,2.64792327885516,10,153,0,182.55242171208374,184.0523086891044,184.0523086891044,184.55254300497472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,3,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.55254300497472,184.55254300497472,184.55254300497472,184.55254300497472,184.55254300497472,184.55254300497472,184.55254300497472,184.55254300497472,184.55254300497472,184.55254300497472,a,1.0376026169396937,10,163,0,185.61944701196626,,187.12181668612175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,4,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.62179523403756,187.62179523403756,187.62179523403756,187.62179523403756,187.62179523403756,187.62179523403756,187.62179523403756,187.62179523403756,187.62179523403756,187.62179523403756,l,2.626894068904221,10,173,0,190.2727059801109,191.773668569047,191.773668569047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,5,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.27555471495725,192.27555471495725,192.27555471495725,192.27555471495725,192.27555471495725,192.27555471495725,192.27555471495725,192.27555471495725,192.27555471495725,192.27555471495725,a,1.2123223019298166,1,174,0,193.51040277001448,195.00971629307605,195.00971629307605,195.5099035911262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,6,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.5099035911262,195.5099035911262,195.5099035911262,195.5099035911262,195.5099035911262,195.5099035911262,195.5099035911262,195.5099035911262,195.5099035911262,195.5099035911262,a,1.1621348457410932,1,175,0,196.69359806901775,,198.19612878002226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,7,31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.69619594607502,198.69619594607502,198.69619594607502,198.69619594607502,198.69619594607502,198.69619594607502,198.69619594607502,198.69619594607502,198.69619594607502,198.69619594607502,a,1.4300283768679947,10,185,0,200.1481591251213,201.6474002939649,201.6474002939649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,8,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.14944381499663,202.14944381499663,202.14944381499663,202.14944381499663,202.14944381499663,202.14944381499663,202.14944381499663,202.14944381499663,202.14944381499663,202.14944381499663,a,1.2621799281332642,1,186,0,203.43471125606447,,204.95022529014386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,9,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.4506934080273,205.4506934080273,205.4506934080273,205.4506934080273,205.4506934080273,205.4506934080273,205.4506934080273,205.4506934080273,205.4506934080273,205.4506934080273,l,0.7962057020049542,1,187,0,206.26750092301518,,207.76981759211048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
