LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.227582263061777,space,33.45410733204335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.48398528597318,75.48398528597318,75.48398528597318,75.48398528597318,75.48398528597318,75.48398528597318,75.48398528597318,75.48398528597318,75.48398528597318,75.48398528597318,a,3.000785481883213,1,1,0,78.51029374008067,80.00952032697387,80.00952032697387,80.50952599616721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.50952599616721,80.50952599616721,80.50952599616721,80.50952599616721,80.50952599616721,80.50952599616721,80.50952599616721,80.50952599616721,80.50952599616721,80.50952599616721,l,1.4859739528037608,10,11,0,82.0140892281197,,83.52937228395604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.02952155005187,84.02952155005187,84.02952155005187,84.02952155005187,84.02952155005187,84.02952155005187,84.02952155005187,84.02952155005187,84.02952155005187,84.02952155005187,a,1.1944552927743644,1,12,0,85.24693089607172,86.7470333580859,86.7470333580859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.2489891811274,87.2489891811274,87.2489891811274,87.2489891811274,87.2489891811274,87.2489891811274,87.2489891811274,87.2489891811274,87.2489891811274,87.2489891811274,l,3.5784203510265797,1,13,0,90.85030094906688,,92.35276862815954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.85299671115354,92.85299671115354,92.85299671115354,92.85299671115354,92.85299671115354,92.85299671115354,92.85299671115354,92.85299671115354,92.85299671115354,92.85299671115354,l,1.5738774640485644,10,23,0,94.45442256005481,95.95404936512932,95.95404936512932,96.45410314109176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.45410314109176,96.45410314109176,96.45410314109176,96.45410314109176,96.45410314109176,96.45410314109176,96.45410314109176,96.45410314109176,96.45410314109176,96.45410314109176,l,1.6860047648660839,1,24,0,98.15769578516483,99.65717191901058,99.65717191901058,100.15734665002674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.15734665002674,100.15734665002674,100.15734665002674,100.15734665002674,100.15734665002674,100.15734665002674,100.15734665002674,100.15734665002674,100.15734665002674,100.15734665002674,a,3.326496505877003,10,34,0,103.51149158109911,105.01086593908258,105.01086593908258,105.51129601406865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.51129601406865,105.51129601406865,105.51129601406865,105.51129601406865,105.51129601406865,105.51129601406865,105.51129601406865,105.51129601406865,105.51129601406865,105.51129601406865,l,1.314647709717974,10,44,0,106.8449792440515,,108.34753440110944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.8474513629917,108.8474513629917,108.8474513629917,108.8474513629917,108.8474513629917,108.8474513629917,108.8474513629917,108.8474513629917,108.8474513629917,108.8474513629917,l,2.7486763449851424,1,45,0,111.61587279196829,,113.11755300313234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.61785936611705,113.61785936611705,113.61785936611705,113.61785936611705,113.61785936611705,113.61785936611705,113.61785936611705,113.61785936611705,113.61785936611705,113.61785936611705,l,1.724959909915924,1,46,0,115.36825443897396,116.86903481604531,116.86903481604531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.37098253215663,117.37098253215663,117.37098253215663,117.37098253215663,117.37098253215663,117.37098253215663,117.37098253215663,117.37098253215663,117.37098253215663,117.37098253215663,a,4.204212308861315,10,56,0,121.60670437314548,,123.10809492901899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,11,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.60825798497535,123.60825798497535,123.60825798497535,123.60825798497535,123.60825798497535,123.60825798497535,123.60825798497535,123.60825798497535,123.60825798497535,123.60825798497535,a,3.029617439955473,1,57,0,126.66069439495914,,128.1620050841011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,0,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.6621882300824,128.6621882300824,128.6621882300824,128.6621882300824,128.6621882300824,128.6621882300824,128.6621882300824,128.6621882300824,128.6621882300824,128.6621882300824,l,1.778891792986542,1,58,0,130.46247233310714,131.96320930006914,131.96320930006914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,1,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.46519615710713,132.46519615710713,132.46519615710713,132.46519615710713,132.46519615710713,132.46519615710713,132.46519615710713,132.46519615710713,132.46519615710713,132.46519615710713,a,1.586341501912102,10,68,0,134.08272931398824,135.58304200414568,135.58304200414568,136.08327012811787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,2,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.08327012811787,136.08327012811787,136.08327012811787,136.08327012811787,136.08327012811787,136.08327012811787,136.08327012811787,136.08327012811787,136.08327012811787,136.08327012811787,l,1.0960369459353387,1,69,0,137.20307466899976,138.70274952612817,138.70274952612817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,3,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.20280813216232,139.20280813216232,139.20280813216232,139.20280813216232,139.20280813216232,139.20280813216232,139.20280813216232,139.20280813216232,139.20280813216232,139.20280813216232,a,1.2173122549429536,1,70,0,140.43667165213265,141.937207801966,141.937207801966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,4,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.43932330911048,142.43932330911048,142.43932330911048,142.43932330911048,142.43932330911048,142.43932330911048,142.43932330911048,142.43932330911048,142.43932330911048,142.43932330911048,a,1.4119837877806276,1,71,0,143.87300598807633,145.37351329717785,145.37351329717785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47028,2022-11-21_13h41.36.667,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.913098478764574,
