LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.7157410579966,1099.7157410579966,1099.7157410579966,1099.7157410579966,1099.7157410579966,1099.7157410579966,1099.7157410579966,1099.7157410579966,1099.7157410579966,1099.7157410579966,l,0.41830965600092895,1,620,2,1100.1662988799799,1101.6679894999834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.1685313449998,1102.1685313449998,1102.1685313449998,1102.1685313449998,1102.1685313449998,1102.1685313449998,1102.1685313449998,1102.1685313449998,1102.1685313449998,1102.1685313449998,a,0.708720370021183,1,621,2,1102.9026941229822,1104.4043786090042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104.9049018739897,1104.9049018739897,1104.9049018739897,1104.9049018739897,1104.9049018739897,1104.9049018739897,1104.9049018739897,1104.9049018739897,1104.9049018739897,1104.9049018739897,a,0.762657165993005,10,631,2,1105.6891481629864,1107.1908469589835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107.6912853370013,1107.6912853370013,1107.6912853370013,1107.6912853370013,1107.6912853370013,1107.6912853370013,1107.6912853370013,1107.6912853370013,1107.6912853370013,1107.6912853370013,l,0.7099973919976037,10,641,2,1108.4254835890024,1109.927123728994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.4277731729962,1110.4277731729962,1110.4277731729962,1110.4277731729962,1110.4277731729962,1110.4277731729962,1110.4277731729962,1110.4277731729962,1110.4277731729962,1110.4277731729962,a,0.9098351030261256,10,651,2,1111.3618955150014,1112.8636351889872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,6,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.364224556979,1113.364224556979,1113.364224556979,1113.364224556979,1113.364224556979,1113.364224556979,1113.364224556979,1113.364224556979,1113.364224556979,1113.364224556979,l,0.8203273540129885,10,661,2,1114.2152113789925,1115.7167947469861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1116.2175885780016,1116.2175885780016,1116.2175885780016,1116.2175885780016,1116.2175885780016,1116.2175885780016,1116.2175885780016,1116.2175885780016,1116.2175885780016,1116.2175885780016,a,0.6013204990304075,10,671,2,1116.8513950269844,1118.3530276019883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118.853709543997,1118.853709543997,1118.853709543997,1118.853709543997,1118.853709543997,1118.853709543997,1118.853709543997,1118.853709543997,1118.853709543997,1118.853709543997,l,0.5517380910168868,10,681,2,1119.4378984840005,1120.939457254979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.4397101089999,1121.4397101089999,1121.4397101089999,1121.4397101089999,1121.4397101089999,1121.4397101089999,1121.4397101089999,1121.4397101089999,1121.4397101089999,1121.4397101089999,a,1.0806972610007506,1,682,2,1122.5410311519809,1124.042661279993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.5434327189869,1124.5434327189869,1124.5434327189869,1124.5434327189869,1124.5434327189869,1124.5434327189869,1124.5434327189869,1124.5434327189869,1124.5434327189869,1124.5434327189869,l,0.8359414700244088,10,692,2,1125.4107595160021,1126.9125131180044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,0,11,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.413634408993,1127.413634408993,1127.413634408993,1127.413634408993,1127.413634408993,1127.413634408993,1127.413634408993,1127.413634408993,1127.413634408993,1127.413634408993,a,1.0695371789915953,10,702,2,1128.5142090689915,1130.0157941729994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.516428175004,1130.516428175004,1130.516428175004,1130.516428175004,1130.516428175004,1130.516428175004,1130.516428175004,1130.516428175004,1130.516428175004,1130.516428175004,a,1.1527118750091176,10,712,2,1131.701036073995,1133.202681708004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,1,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133.7033682869805,1133.7033682869805,1133.7033682869805,1133.7033682869805,1133.7033682869805,1133.7033682869805,1133.7033682869805,1133.7033682869805,1133.7033682869805,1133.7033682869805,a,0.7869969750172459,10,722,2,1134.5207408290007,1136.022579240991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,2,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136.523009180004,1136.523009180004,1136.523009180004,1136.523009180004,1136.523009180004,1136.523009180004,1136.523009180004,1136.523009180004,1136.523009180004,1136.523009180004,a,0.6910528620064724,1,723,2,1137.2405565590016,1138.7421925480012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,3,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139.2425979099935,1139.2425979099935,1139.2425979099935,1139.2425979099935,1139.2425979099935,1139.2425979099935,1139.2425979099935,1139.2425979099935,1139.2425979099935,1139.2425979099935,l,0.6039257000375073,10,733,2,1139.876817835,1141.378541077982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,4,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.8791230279894,1141.8791230279894,1141.8791230279894,1141.8791230279894,1141.8791230279894,1141.8791230279894,1141.8791230279894,1141.8791230279894,1141.8791230279894,1141.8791230279894,a,0.6351602730283048,1,734,2,1142.5463862089964,1144.0480277559836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,5,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.5488590269815,1144.5488590269815,1144.5488590269815,1144.5488590269815,1144.5488590269815,1144.5488590269815,1144.5488590269815,1144.5488590269815,1144.5488590269815,1144.5488590269815,l,0.5516448870184831,10,744,2,1145.132681002986,1146.6344678969763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,6,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.1348227690032,1147.1348227690032,1147.1348227690032,1147.1348227690032,1147.1348227690032,1147.1348227690032,1147.1348227690032,1147.1348227690032,1147.1348227690032,1147.1348227690032,a,0.6326275980391074,10,754,2,1147.7855917550041,1149.2871910879912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,7,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.7877992579888,1149.7877992579888,1149.7877992579888,1149.7877992579888,1149.7877992579888,1149.7877992579888,1149.7877992579888,1149.7877992579888,1149.7877992579888,1149.7877992579888,l,0.7123740380338859,10,764,2,1150.5219918789808,1152.023678255995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,8,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152.5242548309907,1152.5242548309907,1152.5242548309907,1152.5242548309907,1152.5242548309907,1152.5242548309907,1152.5242548309907,1152.5242548309907,1152.5242548309907,1152.5242548309907,a,1.036480607028352,1,765,2,1153.5919355899969,1155.0938364809845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,9,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155.5942322179908,1155.5942322179908,1155.5942322179908,1155.5942322179908,1155.5942322179908,1155.5942322179908,1155.5942322179908,1155.5942322179908,1155.5942322179908,1155.5942322179908,l,0.5654030280129518,10,775,2,1156.1780800919805,1157.6801265059912,1157.6801265059912,1158.1806751609838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,10,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.1806751609838,1158.1806751609838,1158.1806751609838,1158.1806751609838,1158.1806751609838,1158.1806751609838,1158.1806751609838,1158.1806751609838,1158.1806751609838,1158.1806751609838,l,0.6115989079989959,1,776,2,1158.8143644069787,1160.3159930410038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,11,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.816855320998,1160.816855320998,1160.816855320998,1160.816855320998,1160.816855320998,1160.816855320998,1160.816855320998,1160.816855320998,1160.816855320998,1160.816855320998,a,0.6299761900154408,10,786,2,1161.4672496029816,1162.9689888040011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,0,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.4697589639982,1163.4697589639982,1163.4697589639982,1163.4697589639982,1163.4697589639982,1163.4697589639982,1163.4697589639982,1163.4697589639982,1163.4697589639982,1163.4697589639982,l,0.6209543150034733,1,787,2,1164.1204035219853,1165.622120141983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,1,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166.1223823329783,1166.1223823329783,1166.1223823329783,1166.1223823329783,1166.1223823329783,1166.1223823329783,1166.1223823329783,1166.1223823329783,1166.1223823329783,1166.1223823329783,a,0.5791470640106127,10,797,2,1166.7231323099986,1168.2248120299773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,2,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.7254875539802,1168.7254875539802,1168.7254875539802,1168.7254875539802,1168.7254875539802,1168.7254875539802,1168.7254875539802,1168.7254875539802,1168.7254875539802,1168.7254875539802,l,0.5408360360306688,10,807,2,1169.2924365509825,1170.7942077530024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,3,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171.2947739480005,1171.2947739480005,1171.2947739480005,1171.2947739480005,1171.2947739480005,1171.2947739480005,1171.2947739480005,1171.2947739480005,1171.2947739480005,1171.2947739480005,a,0.548010182013968,10,817,2,1171.8620078259846,1173.363634993002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,4,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.864234921988,1173.864234921988,1173.864234921988,1173.864234921988,1173.864234921988,1173.864234921988,1173.864234921988,1173.864234921988,1173.864234921988,1173.864234921988,l,0.7688975740165915,10,827,2,1174.665083425003,1176.1668925569975,1176.1668925569975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,5,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176.6672969479987,1176.6672969479987,1176.6672969479987,1176.6672969479987,1176.6672969479987,1176.6672969479987,1176.6672969479987,1176.6672969479987,1176.6672969479987,1176.6672969479987,a,0.6760377660102677,10,837,2,1177.3681991509802,1178.8696553100017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,6,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179.3703219769814,1179.3703219769814,1179.3703219769814,1179.3703219769814,1179.3703219769814,1179.3703219769814,1179.3703219769814,1179.3703219769814,1179.3703219769814,1179.3703219769814,l,0.527359661005903,10,847,2,1179.9208993919892,1181.4225770619814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,7,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181.9231742919947,1181.9231742919947,1181.9231742919947,1181.9231742919947,1181.9231742919947,1181.9231742919947,1181.9231742919947,1181.9231742919947,1181.9231742919947,1181.9231742919947,l,0.629308547009714,1,848,2,1182.573794869997,1184.0754833099782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,8,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.576374019991,1184.576374019991,1184.576374019991,1184.576374019991,1184.576374019991,1184.576374019991,1184.576374019991,1184.576374019991,1184.576374019991,1184.576374019991,l,0.5527355179947335,10,858,2,1185.160085335985,1186.6620146509958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,9,33,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187.1623119449941,1187.1623119449941,1187.1623119449941,1187.1623119449941,1187.1623119449941,1187.1623119449941,1187.1623119449941,1187.1623119449941,1187.1623119449941,1187.1623119449941,a,0.6564758320164401,10,868,2,1187.8464030110044,1189.3479986869788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,10,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189.8488463649992,1189.8488463649992,1189.8488463649992,1189.8488463649992,1189.8488463649992,1189.8488463649992,1189.8488463649992,1189.8488463649992,1189.8488463649992,1189.8488463649992,a,0.6582075800106395,1,869,2,1190.5326198469847,1192.0344802039908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,11,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.5348661169992,1192.5348661169992,1192.5348661169992,1192.5348661169992,1192.5348661169992,1192.5348661169992,1192.5348661169992,1192.5348661169992,1192.5348661169992,1192.5348661169992,a,0.5818430770013947,10,879,2,1193.1354968090018,1194.637628581986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,0,36,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.137837835995,1195.137837835995,1195.137837835995,1195.137837835995,1195.137837835995,1195.137837835995,1195.137837835995,1195.137837835995,1195.137837835995,1195.137837835995,l,0.6233735050191171,10,889,2,1195.7883777579991,1197.2900860999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,1,37,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.790675456985,1197.790675456985,1197.790675456985,1197.790675456985,1197.790675456985,1197.790675456985,1197.790675456985,1197.790675456985,1197.790675456985,1197.790675456985,a,0.6134526910027489,10,899,2,1198.4248035319906,1199.9263332159899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,2,38,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.426806545991,1200.426806545991,1200.426806545991,1200.426806545991,1200.426806545991,1200.426806545991,1200.426806545991,1200.426806545991,1200.426806545991,1200.426806545991,a,0.6110209269972984,1,900,2,1201.0608112799819,1202.562483519985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16861,2022-11-21_10h38.16.206,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90117372623791,
