LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,fix.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.032086248043925,space,23.61041821888648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.70481752511114,82.70481752511114,82.70481752511114,82.70481752511114,82.70481752511114,82.70481752511114,82.70481752511114,82.70481752511114,82.70481752511114,82.70481752511114,l,2.14384324895218,10,10,0,84.87341104703955,86.37527335714549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.87583556305617,86.87583556305617,86.87583556305617,86.87583556305617,86.87583556305617,86.87583556305617,86.87583556305617,86.87583556305617,86.87583556305617,86.87583556305617,a,2.090570850064978,10,20,0,88.99488247698173,90.49664225801826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.99735264503397,90.99735264503397,90.99735264503397,90.99735264503397,90.99735264503397,90.99735264503397,90.99735264503397,90.99735264503397,90.99735264503397,90.99735264503397,l,2.7054944499395788,10,30,0,93.73344083712436,95.23539445712231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.73583198012784,95.73583198012784,95.73583198012784,95.73583198012784,95.73583198012784,95.73583198012784,95.73583198012784,95.73583198012784,95.73583198012784,95.73583198012784,a,0.9160400801338255,10,40,0,96.67005378310569,98.17172361211851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,4,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.67235950008035,98.67235950008035,98.67235950008035,98.67235950008035,98.67235950008035,98.67235950008035,98.67235950008035,98.67235950008035,98.67235950008035,98.67235950008035,l,0.8353526948485523,1,41,0,99.54009870695882,101.04151983303018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.54206040804274,101.54206040804274,101.54206040804274,101.54206040804274,101.54206040804274,101.54206040804274,101.54206040804274,101.54206040804274,101.54206040804274,101.54206040804274,l,1.8478709131013602,10,51,0,103.41093058115803,104.91253621713258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.41315768612549,105.41315768612549,105.41315768612549,105.41315768612549,105.41315768612549,105.41315768612549,105.41315768612549,105.41315768612549,105.41315768612549,105.41315768612549,l,1.5877303590532392,1,52,0,107.03135175304487,108.53302564215846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.03360252105631,109.03360252105631,109.03360252105631,109.03360252105631,109.03360252105631,109.03360252105631,109.03360252105631,109.03360252105631,109.03360252105631,109.03360252105631,l,2.9740103830117732,1,53,0,112.03699717507698,113.53863586205989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.03914975607768,114.03914975607768,114.03914975607768,114.03914975607768,114.03914975607768,114.03914975607768,114.03914975607768,114.03914975607768,114.03914975607768,114.03914975607768,l,2.3115313888993114,1,54,0,116.37514473195188,117.87661556317471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.37737512099557,118.37737512099557,118.37737512099557,118.37737512099557,118.37737512099557,118.37737512099557,118.37737512099557,118.37737512099557,118.37737512099557,118.37737512099557,a,1.4165032478049397,10,64,0,119.81219063000754,121.31412888597697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.81439727614634,121.81439727614634,121.81439727614634,121.81439727614634,121.81439727614634,121.81439727614634,121.81439727614634,121.81439727614634,121.81439727614634,121.81439727614634,l,1.275557465851307,10,74,0,123.1158796029631,124.617607770022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.11818590504117,125.11818590504117,125.11818590504117,125.11818590504117,125.11818590504117,125.11818590504117,125.11818590504117,125.11818590504117,125.11818590504117,125.11818590504117,a,3.6422346951439977,10,84,0,128.78894881810993,130.29056857712567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,0,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.79114929703064,130.79114929703064,130.79114929703064,130.79114929703064,130.79114929703064,130.79114929703064,130.79114929703064,130.79114929703064,130.79114929703064,130.79114929703064,l,0.9949953679461032,10,94,0,131.80899644014426,133.31060399813578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,1,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.81102801696397,133.81102801696397,133.81102801696397,133.81102801696397,133.81102801696397,133.81102801696397,133.81102801696397,133.81102801696397,133.81102801696397,133.81102801696397,a,1.318606142885983,1,95,0,135.1624990720302,136.66416401602328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.16461115307175,137.16461115307175,137.16461115307175,137.16461115307175,137.16461115307175,137.16461115307175,137.16461115307175,137.16461115307175,137.16461115307175,137.16461115307175,a,1.3948116248939186,1,96,0,138.5830482461024,140.08468049112707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,3,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.58522795513272,140.58522795513272,140.58522795513272,140.58522795513272,140.58522795513272,140.58522795513272,140.58522795513272,140.58522795513272,140.58522795513272,140.58522795513272,a,1.1025065609719604,1,97,0,141.72000341117382,143.22129513602704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,4,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.7219688850455,143.7219688850455,143.7219688850455,143.7219688850455,143.7219688850455,143.7219688850455,143.7219688850455,143.7219688850455,143.7219688850455,143.7219688850455,a,1.6106298938393593,1,98,0,145.35713770100847,146.8587757050991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,5,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.3591755030211,147.3591755030211,147.3591755030211,147.3591755030211,147.3591755030211,147.3591755030211,147.3591755030211,147.3591755030211,147.3591755030211,147.3591755030211,l,1.460651753935963,10,108,0,148.84420133102685,150.34598128008656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,6,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.8464637680445,150.8464637680445,150.8464637680445,150.8464637680445,150.8464637680445,150.8464637680445,150.8464637680445,150.8464637680445,150.8464637680445,150.8464637680445,l,1.0110026590991765,1,109,0,151.88085532700643,153.38275839108974,153.38275839108974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,7,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.8832320671063,153.8832320671063,153.8832320671063,153.8832320671063,153.8832320671063,153.8832320671063,153.8832320671063,153.8832320671063,153.8832320671063,153.8832320671063,l,0.9444587759207934,10,119,0,154.85089496709406,156.35279827797785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,8,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.8531451600138,156.8531451600138,156.8531451600138,156.8531451600138,156.8531451600138,156.8531451600138,156.8531451600138,156.8531451600138,156.8531451600138,156.8531451600138,l,3.814165700925514,1,120,0,160.6906861010939,162.19237323710695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,9,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.69304426014423,162.69304426014423,162.69304426014423,162.69304426014423,162.69304426014423,162.69304426014423,162.69304426014423,162.69304426014423,162.69304426014423,162.69304426014423,a,1.4062755941413343,1,121,0,164.12775472505018,165.62947199610062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,10,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.1299515760038,166.1299515760038,166.1299515760038,166.1299515760038,166.1299515760038,166.1299515760038,166.1299515760038,166.1299515760038,166.1299515760038,166.1299515760038,l,2.920582754071802,1,122,0,169.08324658707716,170.58480517496355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,11,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.08542547514662,171.08542547514662,171.08542547514662,171.08542547514662,171.08542547514662,171.08542547514662,171.08542547514662,171.08542547514662,171.08542547514662,171.08542547514662,l,5.073964104056358,10,132,0,176.191058116965,177.6928205450531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,0,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.19338651211,178.19338651211,178.19338651211,178.19338651211,178.19338651211,178.19338651211,178.19338651211,178.19338651211,178.19338651211,178.19338651211,l,1.2184036909602582,1,133,0,179.44477401999757,180.94620061316527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.44674806599505,181.44674806599505,181.44674806599505,181.44674806599505,181.44674806599505,181.44674806599505,181.44674806599505,181.44674806599505,181.44674806599505,181.44674806599505,a,0.9461378189735115,1,134,0,182.41479082615115,183.9161196569912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,2,26,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.41684023314156,184.41684023314156,184.41684023314156,184.41684023314156,184.41684023314156,184.41684023314156,184.41684023314156,184.41684023314156,184.41684023314156,184.41684023314156,l,2.5553261120803654,1,135,0,187.0029142901767,188.50458701816387,188.50458701816387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,3,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.00519971107133,189.00519971107133,189.00519971107133,189.00519971107133,189.00519971107133,189.00519971107133,189.00519971107133,189.00519971107133,189.00519971107133,189.00519971107133,l,2.7821868187747896,1,136,0,191.80852768197656,193.31019822112285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,4,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.8107601860538,193.8107601860538,193.8107601860538,193.8107601860538,193.8107601860538,193.8107601860538,193.8107601860538,193.8107601860538,193.8107601860538,193.8107601860538,a,0.8576744650490582,10,146,0,194.6948700870853,196.19652838702314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,5,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.69703788706101,196.69703788706101,196.69703788706101,196.69703788706101,196.69703788706101,196.69703788706101,196.69703788706101,196.69703788706101,196.69703788706101,196.69703788706101,a,0.7037030968349427,1,147,0,197.431187907001,198.93297952017747,198.93297952017747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,6,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.43336178711616,199.43336178711616,199.43336178711616,199.43336178711616,199.43336178711616,199.43336178711616,199.43336178711616,199.43336178711616,199.43336178711616,199.43336178711616,l,0.9941653087735176,1,148,0,200.45120114600286,201.95263473014347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,7,31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.4533203979954,202.4533203979954,202.4533203979954,202.4533203979954,202.4533203979954,202.4533203979954,202.4533203979954,202.4533203979954,202.4533203979954,202.4533203979954,a,2.5206790978554636,10,158,0,205.0063081199769,206.50785797811113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,8,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.00839086715132,207.00839086715132,207.00839086715132,207.00839086715132,207.00839086715132,207.00839086715132,207.00839086715132,207.00839086715132,207.00839086715132,207.00839086715132,l,1.002219090005383,10,168,0,208.04294543596916,209.54455702006817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,9,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.04525612201542,210.04525612201542,210.04525612201542,210.04525612201542,210.04525612201542,210.04525612201542,210.04525612201542,210.04525612201542,210.04525612201542,210.04525612201542,l,0.8581411698833108,10,178,0,210.92933099996299,212.43099050712772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,10,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.93151761498302,212.93151761498302,212.93151761498302,212.93151761498302,212.93151761498302,212.93151761498302,212.93151761498302,212.93151761498302,212.93151761498302,212.93151761498302,a,0.6929236059077084,10,188,0,213.64900497114286,215.15081111108884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,11,35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.65116627095267,215.65116627095267,215.65116627095267,215.65116627095267,215.65116627095267,215.65116627095267,215.65116627095267,215.65116627095267,215.65116627095267,215.65116627095267,l,0.7753587630577385,10,198,0,216.45220233197324,217.95387697103433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,3,0,36,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.4544299361296,218.4544299361296,218.4544299361296,218.4544299361296,218.4544299361296,218.4544299361296,218.4544299361296,218.4544299361296,218.4544299361296,218.4544299361296,l,0.4694377579726279,1,199,0,218.95487109804526,220.4566517630592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,3,1,37,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.95727424300276,220.95727424300276,220.95727424300276,220.95727424300276,220.95727424300276,220.95727424300276,220.95727424300276,220.95727424300276,220.95727424300276,220.95727424300276,a,0.6220974358730018,1,200,0,221.60817672708072,223.10949178109877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,3,2,38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.61004777112976,223.61004777112976,223.61004777112976,223.61004777112976,223.61004777112976,223.61004777112976,223.61004777112976,223.61004777112976,223.61004777112976,223.61004777112976,a,1.5694320451002568,10,210,0,225.21208991110325,226.71349619003013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99640,2022-11-10_14h07.36.122,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10686973656437,
