LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,6,42,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626.792676301091,1626.792676301091,1626.792676301091,1626.792676301091,1626.792676301091,1626.792676301091,1626.792676301091,1626.792676301091,1626.792676301091,1626.792676301091,a,1.3859282578341663,10,814,2,1628.2107457850361,1629.7124593810877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,7,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.2128911350155,1630.2128911350155,1630.2128911350155,1630.2128911350155,1630.2128911350155,1630.2128911350155,1630.2128911350155,1630.2128911350155,1630.2128911350155,1630.2128911350155,a,1.7119035449577495,1,815,2,1631.9485967000946,1633.4500027920585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,8,44,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633.9502433880698,1633.9502433880698,1633.9502433880698,1633.9502433880698,1633.9502433880698,1633.9502433880698,1633.9502433880698,1633.9502433880698,1633.9502433880698,1633.9502433880698,a,1.091433850931935,1,816,2,1635.0682804570533,1636.5701209569816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,9,45,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.07051426603,1637.07051426603,1637.07051426603,1637.07051426603,1637.07051426603,1637.07051426603,1637.07051426603,1637.07051426603,1637.07051426603,1637.07051426603,a,8.410639693960547,1,817,2,1645.5132963750511,1647.0148206470767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,10,46,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.5155877380166,1647.5155877380166,1647.5155877380166,1647.5155877380166,1647.5155877380166,1647.5155877380166,1647.5155877380166,1647.5155877380166,1647.5155877380166,1647.5155877380166,a,2.1629841199610382,10,827,2,1649.7016289880266,1651.202858028002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,11,47,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651.7034896879923,1651.7034896879923,1651.7034896879923,1651.7034896879923,1651.7034896879923,1651.7034896879923,1651.7034896879923,1651.7034896879923,1651.7034896879923,1651.7034896879923,a,1.1255928579485044,10,837,2,1652.8544836860383,1654.3564174650237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683.171596433036,,1683.6718489150517,S,146,triangle,0.0020740749314427376,1677.1665324850474,1678.6665028110147,1678.6665028110147,1678.6665028110147,1681.669874023064,1681.669874023064,1681.669874023064,1681.669874023064,0,0,None,0,1681.669874023064,1683.171596433036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688.5940903470619,,,U,174,star,0.008863230934366584,1684.1726383600617,1685.6742141610011,1685.6742141610011,1685.6742141610011,,,,,1,1,f,0,1687.1094343130244,,1.3917955419747159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693.132359605981,,,H,139,circle,0.0011927069863304496,1689.5797152019804,1691.0803118710173,1691.0803118710173,1691.0803118710173,,,,,1,0,d,0,1691.6308617210016,,0.5183501349529251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1697.8378447330324,,,D,125,hexagon,0.001250780071131885,1694.2000885510352,1695.6186609680299,1695.6186609680299,1695.6186609680299,,,,,1,0,d,0,1696.3358397220727,,0.6845682729035616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702.6096700429916,,,B,181,triangle,0.0013388540828600526,1698.8219243630301,1700.323796415003,1700.323796415003,1700.323796415003,,,,,1,0,d,0,1701.1078354410129,,0.7592861838638783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707.264625419979,,,Y,167,hexagon,0.0012277099303901196,1703.5940813560737,1705.0955970219802,1705.0955970219802,1705.0955970219802,,,,,1,0,f,0,1705.7629616680788,,0.6447640329133719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711.886376198032,,,W,132,circle,0.001130491029471159,1708.2490181770409,1709.7509909070795,1709.7509909070795,1709.7509909070795,,,,,1,0,f,0,1710.3848976449808,,0.6146751838969067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.6082233770285,,,F,160,star,0.0013286679750308394,1712.870749577065,1714.372476152028,1714.372476152028,1714.372476152028,,,,,1,0,d,0,1715.1066841779975,,0.7069441078929231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721.3297842449974,,,S,146,circle,0.0011581529397517443,1717.5927747529931,1719.0944443059852,1719.0944443059852,1719.0944443059852,,,,,1,0,f,0,1719.8281235350296,1721.3297842449974,0.7093730709748343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.9854045850225,,,U,174,star,0.001264255028218031,1722.3147061719792,1723.8163960850798,1723.8163960850798,1723.8163960850798,,,,,1,0,f,0,1724.4839458160568,,0.6350666348589584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757.2196973470272,,,U,160,hexagon,0.0017571250209584832,,,,,,,,,1,0,,1,1755.7182146030245,,,1753.4655619580299,1754.9672332950868,1754.9672332950868,1754.9672332950868,k,0.727371682994999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.708311798051,,,D,146,star,0.0013464760268107057,,,,,,,,,1,0,,1,1760.206449991092,,,1758.2042638320709,1759.7058005360886,1759.7058005360886,1759.7058005360886,j,0.4680888729635626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.263088567066,,,S,167,triangle,0.0013766029151156545,,,,,,,,,1,0,,1,1764.7616475530667,,,1762.6925407319795,1764.1942737359786,1764.1942737359786,1764.1942737359786,k,0.5460837329737842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771.001625480014,,,F,132,circle,0.0013083729427307844,,,,,,,,,1,0,,1,1769.4999825110426,,,1767.2476698780665,1768.749101102003,1768.749101102003,1768.749101102003,j,0.727379699004814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775.4567607410718,,,H,174,circle,0.0014878800138831139,,,,,,,,,0,0,,1,1773.9558465080336,,,1771.9866885429947,1773.48773665505,1773.48773665505,1773.48773665505,j,0.4443338830024004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780.0618480850244,,,B,125,triangle,0.0011483479756861925,,,,,,,,,1,1,,1,1778.5613375200192,,,1776.441007490037,1777.9426800230285,1777.9426800230285,1777.9426800230285,j,0.5914315648842603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.6667913100682,,,Y,181,hexagon,0.0011832650052383542,,,,,,,,,1,0,,1,1783.1653761570342,1784.6667913100682,,1781.046073412057,1782.5478787170723,1782.5478787170723,1782.5478787170723,k,0.6004877539817244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789.4386519030668,,,W,139,star,0.0008737200405448675,,,,,,,,,1,0,,1,1787.9369666250423,,,1785.6511032930575,1787.15277478809,1787.15277478809,1787.15277478809,j,0.7527810819447041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1793.9935574419796,,,U,160,circle,0.0014068230520933867,,,,,,,,,1,0,,1,1792.4919779649936,,,1790.4229720510775,1791.9247145180125,1791.9247145180125,1791.9247145180125,k,0.5372366450028494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798.5820192979882,,,D,146,triangle,0.0010550119914114475,,,,,,,,,1,0,,1,1797.0803336499957,,,1794.9781003830722,1796.479695313028,1796.479695313028,1796.479695313028,j,0.5734954399522394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1858.5818074169802,,,W,146,star,0.0020992939826101065,,,,,,,,,1,0,,2,,,,,,,,,,1853.0423566850368,1853.0423566850368,1853.0423566850368,1853.0423566850368,1854.5271944330307,1854.5271944330307,1854.5271944330307,1854.5271944330307,1854.5440776069881,1854.5440776069881,1854.5440776069881,1854.5440776069881,-1,letter,NA,f,2.526299271034077,vtsPrac,1857.0966177980881,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1863.286805575015,,,F,167,circle,0.0010355429258197546,,,,,,,,,1,0,,2,,,,,,,,,,1859.5661223750794,1859.5661223750794,1859.5661223750794,1859.5661223750794,1861.0676144100726,1861.0676144100726,1861.0676144100726,1861.0676144100726,1861.0676144100726,1861.0676144100726,1861.0676144100726,1861.0676144100726,switch,number,numSwt,k,0.6880321899661794,vtsPrac,1861.7851469410816,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1867.7585832950426,,,D,139,triangle,0.0013497379841282964,,,,,,,,,1,0,,2,,,,,,,,,,1864.271856641979,1864.271856641979,1864.271856641979,1864.271856641979,1865.7730932630366,1865.7730932630366,1865.7730932630366,1865.7730932630366,1865.7730932630366,1865.7730932630366,1865.7730932630366,1865.7730932630366,repeat,number,numRpt,j,0.45097792497836053,vtsPrac,1866.2568009430543,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1872.4968804250238,,,S,174,circle,0.001475512981414795,,,,,,,,,1,0,,2,,,,,,,,,,1868.7428659320576,1868.7428659320576,1868.7428659320576,1868.7428659320576,1870.244391296059,1870.244391296059,1870.244391296059,1870.244391296059,1870.244391296059,1870.244391296059,1870.244391296059,1870.244391296059,switch,letter,lettSwt,f,0.7252525199437514,vtsPrac,1870.995202803053,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1877.21896634507,,,W,146,star,0.0010689799673855305,,,,,,,,,1,0,,2,,,,,,,,,,1873.4813754659845,1873.4813754659845,1873.4813754659845,1873.4813754659845,1874.983070048038,1874.983070048038,1874.983070048038,1874.983070048038,1874.983070048038,1874.983070048038,1874.983070048038,1874.983070048038,switch,number,numSwt,j,0.7126024599419907,vtsPrac,1875.7174415000482,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1881.8408254830865,,,F,167,circle,0.0014148299815133214,,,,,,,,,1,0,,2,,,,,,,,,,1878.2031682750676,1878.2031682750676,1878.2031682750676,1878.2031682750676,1879.7046663460787,1879.7046663460787,1879.7046663460787,1879.7046663460787,1879.7046663460787,1879.7046663460787,1879.7046663460787,1879.7046663460787,switch,letter,lettSwt,d,0.603100853972137,vtsPrac,1880.338857357041,1881.8408254830865,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1886.4457190020476,,,D,139,hexagon,0.0010736009571701288,,,,,,,,,1,0,,2,,,,,,,,,,1882.8250684820814,1882.8250684820814,1882.8250684820814,1882.8250684820814,1884.3268021070398,1884.3268021070398,1884.3268021070398,1884.3268021070398,1884.3268021070398,1884.3268021070398,1884.3268021070398,1884.3268021070398,repeat,letter,lettRpt,d,0.5845143449259922,vtsPrac,1884.9440953430021,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1890.9172494960949,,,S,174,circle,0.0010529750725254416,,,,,,,,,1,0,,2,,,,,,,,,,1887.430078638019,1887.430078638019,1887.430078638019,1887.430078638019,1888.9318405750673,1888.9318405750673,1888.9318405750673,1888.9318405750673,1888.9318405750673,1888.9318405750673,1888.9318405750673,1888.9318405750673,switch,number,numSwt,k,0.45645879895891994,vtsPrac,1889.4155692660715,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1895.589123931015,,,S,132,circle,0.0013753930106759071,,,,,,,,,1,0,,2,,,,,,,,,,1891.902332735015,1891.902332735015,1891.902332735015,1891.902332735015,1893.4034409950254,1893.4034409950254,1893.4034409950254,1893.4034409950254,1893.4034409950254,1893.4034409950254,1893.4034409950254,1893.4034409950254,repeat,number,numRpt,j,0.6663567560026422,vtsPrac,1894.0876078479923,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1900.1942204720108,,,B,160,hexagon,0.0012547390069812536,,,,,,,,,1,0,,2,,,,,,,,,,1896.5746227820637,1896.5746227820637,1896.5746227820637,1896.5746227820637,1898.0752783810021,1898.0752783810021,1898.0752783810021,1898.0752783810021,1898.0752783810021,1898.0752783810021,1898.0752783810021,1898.0752783810021,switch,letter,lettSwt,d,0.5943704849341884,vtsPrac,1898.6925294960383,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1904.8493552950677,,,Y,167,hexagon,0.001026454963721335,,,,,,,,,1,0,,2,,,,,,,,,,1901.1788843800314,1901.1788843800314,1901.1788843800314,1901.1788843800314,1902.6802759109996,1902.6802759109996,1902.6802759109996,1902.6802759109996,1902.6802759109996,1902.6802759109996,1902.6802759109996,1902.6802759109996,repeat,letter,lettRpt,f,0.648167343926616,vtsPrac,1903.347603250062,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1909.554743466084,,,D,174,star,0.001354048028588295,,,,,,,,,1,0,,2,,,,,,,,,,1905.833706342033,1905.833706342033,1905.833706342033,1905.833706342033,1907.3355614499887,1907.3355614499887,1907.3355614499887,1907.3355614499887,1907.3355614499887,1907.3355614499887,1907.3355614499887,1907.3355614499887,repeat,letter,lettRpt,d,0.6847886700415984,vtsPrac,1908.0529293570435,,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1914.2429147399962,,,H,132,star,0.0012115789577364922,,,,,,,,,1,0,,2,,,,,,,,,,1910.5392169520492,1910.5392169520492,1910.5392169520492,1910.5392169520492,1912.040541335009,1912.040541335009,1912.040541335009,1912.040541335009,1912.040541335009,1912.040541335009,1912.040541335009,1912.040541335009,switch,number,numSwt,j,0.6699610539944842,vtsPrac,1912.7414265710395,1914.2429147399962,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,1918.8647595370421,,1919.36545075709,U,181,hexagon,0.0012066200142726302,,,,,,,,,1,0,,2,,,,,,,,,,1915.2277789360378,1915.2277789360378,1915.2277789360378,1915.2277789360378,1916.7289740550332,1916.7289740550332,1916.7289740550332,1916.7289740550332,1916.7289740550332,1916.7289740550332,1916.7289740550332,1916.7289740550332,repeat,number,numRpt,k,0.6179025189485401,vtsPrac,1917.3630327599822,1918.8647595370421,,,,,,,,,,,,,,,,,,,,,,,,22944,2022-11-03_11h17.52.609,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.245978051680225,
