LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,vts_fback.stopped,fix.stopped,target_resp.rt,blockNum,norew_fback.started,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.35311143,space,18.48163353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.56195304,62.56195304,62.56195304,62.56195304,62.56195304,62.56195304,62.56195304,62.56195304,62.56195304,62.56195304,a,4.344145392,10,10,0,66.92276996,68.42436689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.92502003,68.92502003,68.92502003,68.92502003,68.92502003,68.92502003,68.92502003,68.92502003,68.92502003,68.92502003,l,0.567856113,10,20,0,69.52568849,71.0272448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5278226,71.5278226,71.5278226,71.5278226,71.5278226,71.5278226,71.5278226,71.5278226,71.5278226,71.5278226,l,0.317543549,10,30,0,71.87827593,73.37986964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.88039267,73.88039267,73.88039267,73.88039267,73.88039267,73.88039267,73.88039267,73.88039267,73.88039267,73.88039267,a,0.282964289,1,31,0,74.18076785,75.68230513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.18297371,76.18297371,76.18297371,76.18297371,76.18297371,76.18297371,76.18297371,76.18297371,76.18297371,76.18297371,a,0.25121453,10,41,0,76.46655017,77.96827736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,5,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.46883403,78.46883403,78.46883403,78.46883403,78.46883403,78.46883403,78.46883403,78.46883403,78.46883403,78.46883403,l,0.259924403,10,51,0,78.75256872,80.2542092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.75466709,80.75466709,80.75466709,80.75466709,80.75466709,80.75466709,80.75466709,80.75466709,80.75466709,80.75466709,l,0.282296248,1,52,0,81.05492834,82.55672192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.05722004,83.05722004,83.05722004,83.05722004,83.05722004,83.05722004,83.05722004,83.05722004,83.05722004,83.05722004,a,0.273541147,1,53,0,83.35759086,84.85914497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.35977582,85.35977582,85.35977582,85.35977582,85.35977582,85.35977582,85.35977582,85.35977582,85.35977582,85.35977582,a,0.693357451,1,54,0,86.07720301,87.578809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.07937564,88.07937564,88.07937564,88.07937564,88.07937564,88.07937564,88.07937564,88.07937564,88.07937564,88.07937564,l,0.853557521,10,64,0,88.96370023,90.46546961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9660919,90.9660919,90.9660919,90.9660919,90.9660919,90.9660919,90.9660919,90.9660919,90.9660919,90.9660919,l,0.868712243,10,74,0,91.86686941,93.36849289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.86907166,93.86907166,93.86907166,93.86907166,93.86907166,93.86907166,93.86907166,93.86907166,93.86907166,93.86907166,a,0.340612142,1,75,0,94.23601369,95.73782933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,0,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.23848198,96.23848198,96.23848198,96.23848198,96.23848198,96.23848198,96.23848198,96.23848198,96.23848198,96.23848198,l,0.311109342,10,85,0,96.57205107,98.07391755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,1,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.57444371,98.57444371,98.57444371,98.57444371,98.57444371,98.57444371,98.57444371,98.57444371,98.57444371,98.57444371,a,0.427687856,1,86,0,99.02478464,100.5266076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,2,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.027086,101.027086,101.027086,101.027086,101.027086,101.027086,101.027086,101.027086,101.027086,101.027086,a,0.293234303,1,87,0,101.34398,102.8456303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,3,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3462432,103.3462432,103.3462432,103.3462432,103.3462432,103.3462432,103.3462432,103.3462432,103.3462432,103.3462432,l,0.268265316,1,88,0,103.6465435,105.148162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,4,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6487109,105.6487109,105.6487109,105.6487109,105.6487109,105.6487109,105.6487109,105.6487109,105.6487109,105.6487109,l,0.307651841,10,98,0,105.9825524,107.4842116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,5,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.9846083,107.9846083,107.9846083,107.9846083,107.9846083,107.9846083,107.9846083,107.9846083,107.9846083,107.9846083,a,0.287829202,1,99,0,108.3017513,109.8034126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,6,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.3040016,110.3040016,110.3040016,110.3040016,110.3040016,110.3040016,110.3040016,110.3040016,110.3040016,110.3040016,l,0.332733822,1,100,0,110.6542674,112.1558776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,7,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.6565171,112.6565171,112.6565171,112.6565171,112.6565171,112.6565171,112.6565171,112.6565171,112.6565171,112.6565171,a,0.30690039,1,101,0,112.9901326,114.491926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,8,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.992457,114.992457,114.992457,114.992457,114.992457,114.992457,114.992457,114.992457,114.992457,114.992457,a,0.301386049,10,111,0,115.3261741,116.827933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,9,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.3282408,117.3282408,117.3282408,117.3282408,117.3282408,117.3282408,117.3282408,117.3282408,117.3282408,117.3282408,a,0.518754392,1,112,0,117.8789371,119.3806838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,10,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8813178,119.8813178,119.8813178,119.8813178,119.8813178,119.8813178,119.8813178,119.8813178,119.8813178,119.8813178,l,0.306306995,10,122,0,120.2148504,121.7164252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,11,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.2170205,122.2170205,122.2170205,122.2170205,122.2170205,122.2170205,122.2170205,122.2170205,122.2170205,122.2170205,l,0.377325168,1,123,0,122.6174172,124.1191863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,0,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.6196661,124.6196661,124.6196661,124.6196661,124.6196661,124.6196661,124.6196661,124.6196661,124.6196661,124.6196661,a,4.791921147,1,124,0,129.4417211,130.9433645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,1,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.4439902,131.4439902,131.4439902,131.4439902,131.4439902,131.4439902,131.4439902,131.4439902,131.4439902,131.4439902,l,2.175505798,1,125,0,133.6465882,135.1481292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,2,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.6484504,135.6484504,135.6484504,135.6484504,135.6484504,135.6484504,135.6484504,135.6484504,135.6484504,135.6484504,l,0.592323672,1,126,0,136.2660707,137.7675696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,3,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.2681423,138.2681423,138.2681423,138.2681423,138.2681423,138.2681423,138.2681423,138.2681423,138.2681423,138.2681423,l,0.36825773,10,136,0,138.668579,140.1701491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,4,28,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.6707053,140.6707053,140.6707053,140.6707053,140.6707053,140.6707053,140.6707053,140.6707053,140.6707053,140.6707053,l,0.307143563,10,146,0,141.0044568,142.5061841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,5,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0068361,143.0068361,143.0068361,143.0068361,143.0068361,143.0068361,143.0068361,143.0068361,143.0068361,143.0068361,l,0.254400637,1,147,0,143.2902725,144.7919682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,6,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.2925341,145.2925341,145.2925341,145.2925341,145.2925341,145.2925341,145.2925341,145.2925341,145.2925341,145.2925341,a,0.241537606,1,148,0,145.559513,147.0611727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,7,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.5615721,147.5615721,147.5615721,147.5615721,147.5615721,147.5615721,147.5615721,147.5615721,147.5615721,147.5615721,a,0.210787191,1,149,0,147.7953122,149.2968256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,8,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.7975187,149.7975187,149.7975187,149.7975187,149.7975187,149.7975187,149.7975187,149.7975187,149.7975187,149.7975187,a,0.843487988,10,159,0,150.6652791,152.1666935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,9,33,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.6671676,152.6671676,152.6671676,152.6671676,152.6671676,152.6671676,152.6671676,152.6671676,152.6671676,152.6671676,a,0.314965678,10,169,0,153.0011711,154.5028049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,10,34,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0031785,155.0031785,155.0031785,155.0031785,155.0031785,155.0031785,155.0031785,155.0031785,155.0031785,155.0031785,l,0.296358155,1,170,0,155.3202576,156.8219234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,11,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.3224957,157.3224957,157.3224957,157.3224957,157.3224957,157.3224957,157.3224957,157.3224957,157.3224957,157.3224957,a,0.350650214,1,171,0,157.6894139,159.1913325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,3,0,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.6916849,159.6916849,159.6916849,159.6916849,159.6916849,159.6916849,159.6916849,159.6916849,159.6916849,159.6916849,a,0.309971111,10,181,0,160.0253865,161.5272182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,3,1,37,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.027776,162.027776,162.027776,162.027776,162.027776,162.027776,162.027776,162.027776,162.027776,162.027776,a,0.258076207,10,191,0,162.3112464,163.8129058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,3,2,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.3136203,164.3136203,164.3136203,164.3136203,164.3136203,164.3136203,164.3136203,164.3136203,164.3136203,164.3136203,l,0.278783076,1,192,0,164.6139777,166.1155721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,3,3,39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.6161516,166.6161516,166.6161516,166.6161516,166.6161516,166.6161516,166.6161516,166.6161516,166.6161516,166.6161516,a,0.192787958,1,193,0,166.8330328,168.3345225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,3,4,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.8350079,168.8350079,168.8350079,168.8350079,168.8350079,168.8350079,168.8350079,168.8350079,168.8350079,168.8350079,a,0.123105962,1,194,0,168.9852628,170.4871126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,3,5,41,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.9874738,170.9874738,170.9874738,170.9874738,170.9874738,170.9874738,170.9874738,170.9874738,170.9874738,170.9874738,a,0.423292256,10,204,0,171.4379565,172.9392688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,3,6,42,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.4401107,173.4401107,173.4401107,173.4401107,173.4401107,173.4401107,173.4401107,173.4401107,173.4401107,173.4401107,a,0.456995603,10,214,0,173.9242086,175.4257996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140_2,2022-11-04_09h05.51.782,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94947111
