LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,2,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.2123019830033,454.2123019830033,454.2123019830033,454.2123019830033,454.2123019830033,454.2123019830033,454.2123019830033,454.2123019830033,454.2123019830033,454.2123019830033,a,0.3754548029974103,1,633,2,454.6128142610105,456.1144058200007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,3,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.61499715500395,456.61499715500395,456.61499715500395,456.61499715500395,456.61499715500395,456.61499715500395,456.61499715500395,456.61499715500395,456.61499715500395,456.61499715500395,a,0.30076909299532417,1,634,2,456.94866726500914,458.4503560960002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,4,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.9508836160094,458.9508836160094,458.9508836160094,458.9508836160094,458.9508836160094,458.9508836160094,458.9508836160094,458.9508836160094,458.9508836160094,458.9508836160094,l,0.3493109800037928,10,644,2,459.3180125229992,460.81941516901134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,5,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.31995854600973,461.31995854600973,461.31995854600973,461.31995854600973,461.31995854600973,461.31995854600973,461.31995854600973,461.31995854600973,461.31995854600973,461.31995854600973,a,0.4116289530065842,10,654,2,461.7537514560099,463.2554664370109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,6,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.75598003900086,463.75598003900086,463.75598003900086,463.75598003900086,463.75598003900086,463.75598003900086,463.75598003900086,463.75598003900086,463.75598003900086,463.75598003900086,a,0.38363928999751806,10,664,2,464.1563564340031,465.658121519009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,7,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.1587326440058,466.1587326440058,466.1587326440058,466.1587326440058,466.1587326440058,466.1587326440058,466.1587326440058,466.1587326440058,466.1587326440058,466.1587326440058,l,0.3250222759961616,1,665,2,466.50923468801193,468.01072416300303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,8,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.51136132401007,468.51136132401007,468.51136132401007,468.51136132401007,468.51136132401007,468.51136132401007,468.51136132401007,468.51136132401007,468.51136132401007,468.51136132401007,a,0.2516188119916478,1,666,2,468.794995993012,470.2966946660017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,9,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.7971826770081,470.7971826770081,470.7971826770081,470.7971826770081,470.7971826770081,470.7971826770081,470.7971826770081,470.7971826770081,470.7971826770081,470.7971826770081,a,0.2623021919862367,10,676,2,471.0807970360038,472.58265485100856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,10,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.0833180530026,473.0833180530026,473.0833180530026,473.0833180530026,473.0833180530026,473.0833180530026,473.0833180530026,473.0833180530026,473.0833180530026,473.0833180530026,l,0.7362525689968606,1,677,2,473.85055491801177,475.35232320800424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,11,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.8528690910025,475.8528690910025,475.8528690910025,475.8528690910025,475.8528690910025,475.8528690910025,475.8528690910025,475.8528690910025,475.8528690910025,475.8528690910025,a,0.27804061300412286,10,687,2,476.15304828900844,477.654757634009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,0,24,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.15529216900177,478.15529216900177,478.15529216900177,478.15529216900177,478.15529216900177,478.15529216900177,478.15529216900177,478.15529216900177,478.15529216900177,478.15529216900177,l,0.7284911780006951,10,697,2,478.90621461700357,480.40771360900544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,1,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.9084152190044,480.9084152190044,480.9084152190044,480.9084152190044,480.9084152190044,480.9084152190044,480.9084152190044,480.9084152190044,480.9084152190044,480.9084152190044,a,0.9997438459977275,10,707,2,481.92605759100115,483.42781327001285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,2,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.928460946001,483.928460946001,483.928460946001,483.928460946001,483.928460946001,483.928460946001,483.928460946001,483.928460946001,483.928460946001,483.928460946001,a,1.4918862120102858,1,708,2,485.4466713030124,486.94835233301274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,3,27,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.44893986399984,487.44893986399984,487.44893986399984,487.44893986399984,487.44893986399984,487.44893986399984,487.44893986399984,487.44893986399984,487.44893986399984,487.44893986399984,l,1.042931973002851,10,718,2,488.5167442170059,490.0183496540121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,4,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.51894143401296,490.51894143401296,490.51894143401296,490.51894143401296,490.51894143401296,490.51894143401296,490.51894143401296,490.51894143401296,490.51894143401296,490.51894143401296,l,1.2122241969918832,1,719,2,491.7536429580068,493.25525245899917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,5,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.7558490430092,493.7558490430092,493.7558490430092,493.7558490430092,493.7558490430092,493.7558490430092,493.7558490430092,493.7558490430092,493.7558490430092,493.7558490430092,a,0.4797988580103265,1,720,2,494.2564863610023,495.75821376100066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,6,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.25862726299965,496.25862726299965,496.25862726299965,496.25862726299965,496.25862726299965,496.25862726299965,496.25862726299965,496.25862726299965,496.25862726299965,496.25862726299965,l,1.0412979289976647,10,730,2,497.3264083440008,498.82823970200843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,7,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.3287841720012,499.3287841720012,499.3287841720012,499.3287841720012,499.3287841720012,499.3287841720012,499.3287841720012,499.3287841720012,499.3287841720012,499.3287841720012,a,0.9379220300033921,1,731,2,500.2963363220042,501.7981748900056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,8,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.2986237820005,502.2986237820005,502.2986237820005,502.2986237820005,502.2986237820005,502.2986237820005,502.2986237820005,502.2986237820005,502.2986237820005,502.2986237820005,a,0.6402873089973582,10,741,2,502.9660372350045,504.4677595610119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,9,33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.9682434920105,504.9682434920105,504.9682434920105,504.9682434920105,504.9682434920105,504.9682434920105,504.9682434920105,504.9682434920105,504.9682434920105,504.9682434920105,a,1.0676933350041509,1,742,2,506.0526923460129,507.55435051101085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,10,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.05502374400385,508.05502374400385,508.05502374400385,508.05502374400385,508.05502374400385,508.05502374400385,508.05502374400385,508.05502374400385,508.05502374400385,508.05502374400385,a,1.6201446529885288,10,752,2,509.7068677680072,511.2085516770021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,11,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.708990981002,511.708990981002,511.708990981002,511.708990981002,511.708990981002,511.708990981002,511.708990981002,511.708990981002,511.708990981002,511.708990981002,a,1.3345484169985866,1,753,2,513.0604841300083,514.5621764670068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.0626777220023,515.0626777220023,515.0626777220023,515.0626777220023,515.0626777220023,515.0626777220023,515.0626777220023,515.0626777220023,515.0626777220023,515.0626777220023,l,0.7802623150055297,1,754,2,515.86359192901,517.3652229360014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,1,37,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.8658256280032,517.8658256280032,517.8658256280032,517.8658256280032,517.8658256280032,517.8658256280032,517.8658256280032,517.8658256280032,517.8658256280032,517.8658256280032,l,1.5614697049895767,1,755,2,519.4508540100069,520.952574578012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,2,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.453140979007,521.453140979007,521.453140979007,521.453140979007,521.453140979007,521.453140979007,521.453140979007,521.453140979007,521.453140979007,521.453140979007,a,1.966968890003045,1,756,2,523.4385800920136,524.9402840540133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,3,39,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.4408124610054,525.4408124610054,525.4408124610054,525.4408124610054,525.4408124610054,525.4408124610054,525.4408124610054,525.4408124610054,525.4408124610054,525.4408124610054,l,0.7468657309946138,10,766,2,526.2084367290081,527.7099671590113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,4,40,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.2107343070093,528.2107343070093,528.2107343070093,528.2107343070093,528.2107343070093,528.2107343070093,528.2107343070093,528.2107343070093,528.2107343070093,528.2107343070093,a,2.193072045003646,10,776,2,530.429606471007,531.9315171950002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,5,41,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.4318616540113,532.4318616540113,532.4318616540113,532.4318616540113,532.4318616540113,532.4318616540113,532.4318616540113,532.4318616540113,532.4318616540113,532.4318616540113,l,1.21955388400238,1,777,2,533.6832748680026,535.1848743850132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,6,42,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.6854165410041,535.6854165410041,535.6854165410041,535.6854165410041,535.6854165410041,535.6854165410041,535.6854165410041,535.6854165410041,535.6854165410041,535.6854165410041,l,1.7100678629940376,1,778,2,537.4208841479995,538.9222560400085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,7,43,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.4228857430135,539.4228857430135,539.4228857430135,539.4228857430135,539.4228857430135,539.4228857430135,539.4228857430135,539.4228857430135,539.4228857430135,539.4228857430135,a,0.6046762979967752,1,779,2,540.0569985340117,541.5587538149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,8,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.059210863008,542.059210863008,542.059210863008,542.059210863008,542.059210863008,542.059210863008,542.059210863008,542.059210863008,542.059210863008,542.059210863008,l,0.9119292019895511,10,789,2,542.9936225720012,544.495139591003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,9,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.9957706480054,544.9957706480054,544.9957706480054,544.9957706480054,544.9957706480054,544.9957706480054,544.9957706480054,544.9957706480054,544.9957706480054,544.9957706480054,l,3.9440706379973562,10,799,2,548.9666960480099,550.4683721070032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,10,46,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.9691664130078,550.9691664130078,550.9691664130078,550.9691664130078,550.9691664130078,550.9691664130078,550.9691664130078,550.9691664130078,550.9691664130078,550.9691664130078,l,0.9860449689876987,1,800,2,551.9869214490027,553.4885418880003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,11,47,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.9889529150096,553.9889529150096,553.9889529150096,553.9889529150096,553.9889529150096,553.9889529150096,553.9889529150096,553.9889529150096,553.9889529150096,553.9889529150096,a,3.197948561006342,1,801,2,557.2091265440104,558.7108375650132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.2199357520003,H,132,circle,0.002056580997304991,591.210313529009,592.7151889980014,592.7151889980014,592.7151889980014,595.7183545170119,595.7183545170119,595.7183545170119,595.7183545170119,0,0,None,0,595.7183545170119,597.2199357520003,597.7203969030088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.8580206200131,B,125,hexagon,0.009093419997952878,598.2184563680057,599.722638762003,599.722638762003,599.722638762003,,,,,1,1,d,0,600.3573077740002,,,0.6175142859865446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.6303824160132,D,181,star,0.0013335889962036163,602.8396080830134,604.3444183700049,604.3444183700049,604.3444183700049,,,,,1,0,d,0,605.1286708280095,,,0.7550373819976812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.4357764300075,U,139,triangle,0.0015270889998646453,607.6123558700056,609.1163164169993,609.1163164169993,609.1163164169993,,,,,1,0,f,0,609.9339352390089,,,0.7994684119912563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.1910608250037,W,174,circle,0.0012522190081654117,612.4176832939993,613.9218068780028,613.9218068780028,613.9218068780028,,,,,1,0,f,0,614.6891497860051,,,0.7459909820026951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.363289343004,Y,146,triangle,0.0018732010066742077,617.1727275880112,618.677036240013,618.677036240013,618.677036240013,,,,,1,0,f,0,619.8618472480011,,,1.167313532991102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.4189602440019,S,160,star,0.0012096959981136024,622.3421020640089,623.8493572209991,623.8493572209991,623.8493572209991,,,,,1,0,f,0,624.9173810600041,,,1.0506701120029902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92584,2022-10-27_13h57.55.785,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10451646780016,
