LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,fix.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,10,1132,,,,1362.0361740139779,146,W,hexagon,0.0012676119804382324,,,,,1,0,,,,,,,,,,,,1358.5321625130018,1358.5321625130018,1358.5321625130018,1358.5321625130018,1360.0338160339743,1360.0338160339743,1360.0338160339743,1360.0338160339743,1360.0338160339743,1360.0338160339743,1360.0338160339743,1360.0338160339743,switch,number,numSwt,d,0.4772878000512719,Hi,,,,0,,,,,high,1360.5512499819743,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,0,1132,,,,1366.591007436975,160,S,star,0.001405503018759191,,,,,0,0,,,,,,,,,,,,1363.0203447570093,1363.0203447570093,1363.0203447570093,1363.0203447570093,1364.5219672789099,1364.5219672789099,1364.5219672789099,1364.5219672789099,1364.5219672789099,1364.5219672789099,1364.5219672789099,1364.5219672789099,repeat,number,NA,d,0.5352664480451494,Hi,,,1367.0917482199147,0,,,,,high,1365.0894165639766,1366.591007436975,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,10,1142,,,,1371.2461529669818,132,H,hexagon,0.0006139999022707343,,,,,1,1,,,,,,,,,,,,1367.5754564349772,1367.5754564349772,1367.5754564349772,1367.5754564349772,1369.0771795799956,1369.0771795799956,1369.0771795799956,1369.0771795799956,1369.0771795799956,1369.0771795799956,1369.0771795799956,1369.0771795799956,repeat,number,numRpt,d,0.6369534080149606,Hi,,,1371.7467583299149,0,,,,,high,1369.7447189619998,1371.2461529669818,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,0,1142,,,,1375.968139288947,174,U,circle,0.00025679601822048426,,,,,0,0,,,,,,,,,,,,1372.23055261001,1372.23055261001,1372.23055261001,1372.23055261001,1373.732238193974,1373.732238193974,1373.732238193974,1373.732238193974,1373.732238193974,1373.732238193974,1373.732238193974,1373.732238193974,switch,letter,NA,j,0.7072606009896845,Hi,,,,0,,,,,high,1374.4831493819365,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,10,1152,,,,1380.7066446919926,167,B,triangle,0.0011537319514900446,,,,,1,1,,,,,,,,,,,,1376.9524930840125,1376.9524930840125,1376.9524930840125,1376.9524930840125,1378.4541436720174,1378.4541436720174,1378.4541436720174,1378.4541436720174,1378.4541436720174,1378.4541436720174,1378.4541436720174,1378.4541436720174,switch,number,numSwt,f,0.7230673680314794,Hi,,,,0,,,,,high,1379.2218496339628,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,0,1152,,,,1394.021159279975,132,D,hexagon,0.00159426499158144,,,,,1,0,,,,,,,,,,,,1390.1336722649867,1390.1336722649867,1390.1336722649867,1390.1336722649867,1391.6352403289638,1391.6352403289638,1391.6352403289638,1391.6352403289638,1391.6352403289638,1391.6352403289638,1391.6352403289638,1391.6352403289638,repeat,number,numRpt,d,0.8513497849926353,Hi,,,,1,,,space,1.862760607036762,high,1392.5196189800045,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,10,1162,,,,1398.5429866869235,139,S,triangle,0.017044922104105353,,,,,1,0,,,,,,,,,,,,1395.0057557600085,1395.0057557600085,1395.0057557600085,1395.0057557600085,1396.4905809869524,1396.4905809869524,1396.4905809869524,1396.4905809869524,1396.5072326399386,1396.5072326399386,1396.5072326399386,1396.5072326399386,repeat,number,numRpt,d,0.5182332249823958,Hi,,,1399.043533526943,1,,,,,high,1397.0412131749326,1398.5429866869235,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,1,1163,,,,1403.2816712519852,160,H,circle,0.0005831440212205052,,,,,1,0,,,,,,,,,,,,1399.5275463069556,1399.5275463069556,1399.5275463069556,1399.5275463069556,1401.0291720739333,1401.0291720739333,1401.0291720739333,1401.0291720739333,1401.0291720739333,1401.0291720739333,1401.0291720739333,1401.0291720739333,switch,letter,lettSwt,j,0.7180328409885988,Lo,,,1403.7820105939172,1,,,,,high,1401.7798563889228,1403.2816712519852,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,1,1164,,,,1407.9032366779866,146,F,star,0.0002519399859011173,,,,,1,0,,,,,,,,,,,,1404.265965451952,1404.265965451952,1404.265965451952,1404.265965451952,1405.7677213129355,1405.7677213129355,1405.7677213129355,1405.7677213129355,1405.7677213129355,1405.7677213129355,1405.7677213129355,1405.7677213129355,switch,number,numSwt,d,0.6016272391425446,Lo,,,1408.4039255370153,1,,,,,high,1406.4015614819946,1407.9032366779866,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,0,1164,,,,1412.641859303927,181,Y,triangle,0.0006386539898812771,,,,,1,0,,,,,,,,,,,,1408.8876399840228,1408.8876399840228,1408.8876399840228,1408.8876399840228,1410.3892481169896,1410.3892481169896,1410.3892481169896,1410.3892481169896,1410.3892481169896,1410.3892481169896,1410.3892481169896,1410.3892481169896,repeat,number,numRpt,f,0.7278241360327229,Hi,,,,1,,,,,high,1411.15683642996,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,0,1164,,,,1417.2970702219754,167,U,hexagon,0.0011493440251797438,,,,,1,0,,,,,,,,,,,,1413.626251647016,1413.626251647016,1413.626251647016,1413.626251647016,1415.127960733953,1415.127960733953,1415.127960733953,1415.127960733953,1415.127960733953,1415.127960733953,1415.127960733953,1415.127960733953,switch,letter,lettSwt,k,0.6467029940104112,Hi,,,,1,,,,,high,1415.7970384299988,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,1,1165,,,,1421.86878066801,174,W,star,0.0012228619307279587,,,,,1,0,,,,,,,,,,,,1418.281296532019,1418.281296532019,1418.281296532019,1418.281296532019,1419.783043253934,1419.783043253934,1419.783043253934,1419.783043253934,1419.783043253934,1419.783043253934,1419.783043253934,1419.783043253934,repeat,letter,lettRpt,k,0.5496837320970371,Lo,,,,1,,,,,high,1420.3671842229087,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,1,1166,,,,1426.3235089869704,125,B,circle,0.0009784920839592814,,,,,1,0,,,,,,,,,,,,1422.8364402289735,1422.8364402289735,1422.8364402289735,1422.8364402289735,1424.3379912979435,1424.3379912979435,1424.3379912979435,1424.3379912979435,1424.3379912979435,1424.3379912979435,1424.3379912979435,1424.3379912979435,switch,number,numSwt,d,0.4597526350989938,Lo,,,,1,,,,,high,1424.823612647946,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,10,1176,,,,1430.8954577419208,132,D,hexagon,0.0011417700443416834,,,,,1,0,,,,,,,,,,,,1427.3079844339518,1427.3079844339518,1427.3079844339518,1427.3079844339518,1428.8096024579136,1428.8096024579136,1428.8096024579136,1428.8096024579136,1428.8096024579136,1428.8096024579136,1428.8096024579136,1428.8096024579136,repeat,number,numRpt,d,0.5571761070750654,Hi,,,,1,,,,,high,1429.4103115069447,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,1,1177,,,,1435.533782887971,139,S,circle,0.0012022590963169932,,,,,1,0,,,,,,,,,,,,1431.8798459839309,1431.8798459839309,1431.8798459839309,1431.8798459839309,1433.3813306419179,1433.3813306419179,1433.3813306419179,1433.3813306419179,1433.3813306419179,1433.3813306419179,1433.3813306419179,1433.3813306419179,switch,letter,lettSwt,k,0.6196432940196246,Lo,,,1436.0344196369406,1,,,,,high,1434.032193119987,1435.533782887971,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,1,1178,,,,1440.1389385719085,160,H,star,-0.00010215200018137693,,,,,1,0,,,,,,,,,,,,1436.5183577089338,1436.5183577089338,1436.5183577089338,1436.5183577089338,1438.0199979249155,1438.0199979249155,1438.0199979249155,1438.0199979249155,1438.0199979249155,1438.0199979249155,1438.0199979249155,1438.0199979249155,repeat,letter,lettRpt,j,0.5943448770558462,Lo,,,,1,,,,,high,1438.6391979450127,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,10,1188,,,,1444.7940660449676,146,F,triangle,0.0009877249831333756,,,,,1,0,,,,,,,,,,,,1441.1232602189993,1441.1232602189993,1441.1232602189993,1441.1232602189993,1442.6248713840032,1442.6248713840032,1442.6248713840032,1442.6248713840032,1442.6248713840032,1442.6248713840032,1442.6248713840032,1442.6248713840032,switch,number,numSwt,d,0.6360090581001714,Hi,,,1445.294519288931,1,,,,,high,1443.2922885769513,1444.7940660449676,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,1,1189,,,,1449.3157436449546,181,Y,hexagon,0.0007213469361886382,,,,,1,0,,,,,,,,,,,,1445.7783187140012,1445.7783187140012,1445.7783187140012,1445.7783187140012,1447.280140077928,1447.280140077928,1447.280140077928,1447.280140077928,1447.280140077928,1447.280140077928,1447.280140077928,1447.280140077928,repeat,number,numRpt,f,0.5028704480500892,Hi,,,1449.8161067250185,1,,,,,high,1447.81389816897,1449.3157436449546,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,0,1189,,,,1454.0876836869866,167,U,triangle,-0.00012078904546797276,,,,,1,0,,,,,,,,,,,,1450.3005458490225,1450.3005458490225,1450.3005458490225,1450.3005458490225,1451.801795178908,1451.801795178908,1451.801795178908,1451.801795178908,1451.801795178908,1451.801795178908,1451.801795178908,1451.801795178908,repeat,number,numRpt,f,0.740608940133825,Hi,,,,1,,,,,high,1452.586091037956,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,1,1190,,,,1458.6928578040097,174,W,circle,0.0008745969971641898,,,,,1,0,,,,,,,,,,,,1455.055347493966,1455.055347493966,1455.055347493966,1455.055347493966,1456.5571726280032,1456.5571726280032,1456.5571726280032,1456.5571726280032,1456.5571726280032,1456.5571726280032,1456.5571726280032,1456.5571726280032,repeat,number,numRpt,f,0.6004374150652438,Lo,,,,1,,,,,high,1457.1911562189925,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,10,1200,,,,1463.3977794119855,125,B,star,0.01719712500926107,,,,,1,0,,,,,,,,,,,,1459.6773314640159,1459.6773314640159,1459.6773314640159,1459.6773314640159,1461.1620280320058,1461.1620280320058,1461.1620280320058,1461.1620280320058,1461.178633632022,1461.178633632022,1461.178633632022,1461.178633632022,repeat,number,numRpt,d,0.6965398340253159,Lo,,,,1,,,,,high,1461.8964867419563,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,1,1201,,,,1467.9529088179115,139,H,circle,0.0013176130596548319,,,,,1,0,,,,,,,,,,,,1464.3655996989692,1464.3655996989692,1464.3655996989692,1464.3655996989692,1465.867252404918,1465.867252404918,1465.867252404918,1465.867252404918,1465.867252404918,1465.867252404918,1465.867252404918,1465.867252404918,switch,letter,lettSwt,j,0.5594462640583515,Lo,,,,1,,,,,high,1466.4679088420235,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,0,1201,,,,1472.6747338440036,160,S,hexagon,0.0011973229702562094,,,,,1,0,,,,,,,,,,,,1468.9373592829797,1468.9373592829797,1468.9373592829797,1468.9373592829797,1470.4389031539904,1470.4389031539904,1470.4389031539904,1470.4389031539904,1470.4389031539904,1470.4389031539904,1470.4389031539904,1470.4389031539904,switch,number,numSwt,f,0.6908884680597112,Hi,,,,1,,,,,high,1471.1732437919127,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,1,1202,,,,1477.2464570850134,174,F,triangle,0.001030048937536776,,,,,1,0,,,,,,,,,,,,1473.6423110429896,1473.6423110429896,1473.6423110429896,1473.6423110429896,1475.1442257319577,1475.1442257319577,1475.1442257319577,1475.1442257319577,1475.1442257319577,1475.1442257319577,1475.1442257319577,1475.1442257319577,repeat,number,numRpt,f,0.5744645360391587,Hi,,,,1,,,,,high,1475.7615591479698,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,1,1203,,,,1481.9016652639257,181,Y,star,0.0012630010023713112,,,,,1,0,,,,,,,,,,,,1478.2309672069969,1478.2309672069969,1478.2309672069969,1478.2309672069969,1479.7326097040204,1479.7326097040204,1479.7326097040204,1479.7326097040204,1479.7326097040204,1479.7326097040204,1479.7326097040204,1479.7326097040204,repeat,number,numRpt,f,0.6345752590568736,Lo,,,1482.4021185149904,1,,,,,high,1480.3997994889505,1481.9016652639257,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,0,1203,,,,1486.5065917549655,146,W,hexagon,0.00033849396277219057,,,,,1,0,,,,,,,,,,,,1482.8860865029274,1482.8860865029274,1482.8860865029274,1482.8860865029274,1484.387773468974,1484.387773468974,1484.387773468974,1484.387773468974,1484.387773468974,1484.387773468974,1484.387773468974,1484.387773468974,switch,letter,lettSwt,k,0.5913236550986767,Hi,,,,1,,,,,high,1485.0220306200208,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,1,1204,,,,1490.994965132908,167,D,circle,0.001196888042613864,,,,,1,0,,,,,,,,,,,,1487.491289597936,1487.491289597936,1487.491289597936,1487.491289597936,1488.9929002620047,1488.9929002620047,1488.9929002620047,1488.9929002620047,1488.9929002620047,1488.9929002620047,1488.9929002620047,1488.9929002620047,repeat,letter,lettRpt,j,0.47493961709551513,Lo,,,,1,,,,,high,1489.5101863750024,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,1,1205,,,,1495.5331105799414,132,B,star,0.0013569279108196497,,,,,1,0,,,,,,,,,,,,1491.9794492899673,1491.9794492899673,1491.9794492899673,1491.9794492899673,1493.4810870329384,1493.4810870329384,1493.4810870329384,1493.4810870329384,1493.4810870329384,1493.4810870329384,1493.4810870329384,1493.4810870329384,repeat,letter,lettRpt,j,0.5206163740949705,Lo,,,,1,,,,,high,1494.0332524649566,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,10,1215,,,,1500.0883699149126,125,U,triangle,0.0013609500601887703,,,,,1,0,,,,,,,,,,,,1496.5178387679625,1496.5178387679625,1496.5178387679625,1496.5178387679625,1498.0194511739537,1498.0194511739537,1498.0194511739537,1498.0194511739537,1498.0194511739537,1498.0194511739537,1498.0194511739537,1498.0194511739537,switch,number,numSwt,d,0.540089046000503,Hi,,,,1,,,,,high,1498.603479607962,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,10,1225,,,,1504.9101279049646,160,S,circle,0.00136858900077641,,,,,1,0,,,,,,,,,,,,1501.0727591399336,1501.0727591399336,1501.0727591399336,1501.0727591399336,1502.5743881969247,1502.5743881969247,1502.5743881969247,1502.5743881969247,1502.5743881969247,1502.5743881969247,1502.5743881969247,1502.5743881969247,repeat,number,numRpt,f,0.8019989670719951,Lo,,,1505.4108127439395,1,,,,,high,1503.4087302919943,1504.9101279049646,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,,,,,,,,,,,10,1235,,,,1509.4654362939764,167,D,hexagon,9.172095451503992e-05,,,,,1,0,,,,,,,,,,,,1505.8946517069126,1505.8946517069126,1505.8946517069126,1505.8946517069126,1507.396529983962,1507.396529983962,1507.396529983962,1507.396529983962,1507.396529983962,1507.396529983962,1507.396529983962,1507.396529983962,repeat,number,numRpt,f,0.5453215640736744,Hi,,,,1,,,,,high,1507.965682741953,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,26,0,26,0,,,,,,,,,,,,,,,,10,1245,,,,1514.1539303530008,139,Y,star,0.0012167800450697541,,,,,1,0,,,,,,,,,,,,1510.4497899499256,1510.4497899499256,1510.4497899499256,1510.4497899499256,1511.9513981830096,1511.9513981830096,1511.9513981830096,1511.9513981830096,1511.9513981830096,1511.9513981830096,1511.9513981830096,1511.9513981830096,repeat,number,numRpt,d,0.6594144781120121,Lo,,,,1,,,,,high,1512.6521711549722,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,27,0,27,0,,,,,,,,,,,,,,,,10,1255,,,,1518.7423001149436,125,H,triangle,0.0010509230196475983,,,,,1,0,,,,,,,,,,,,1515.121707073995,1515.121707073995,1515.121707073995,1515.121707073995,1516.623347804998,1516.623347804998,1516.623347804998,1516.623347804998,1516.623347804998,1516.623347804998,1516.623347804998,1516.623347804998,repeat,number,numRpt,d,0.5904329661279917,Hi,,,,1,,,,,high,1517.2574196939822,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,28,0,28,0,,,,,,,,,,,,,,,,1,1256,,,,1523.3471555520082,174,B,star,0.0011876299977302551,,,,,1,0,,,,,,,,,,,,1519.7266806570115,1519.7266806570115,1519.7266806570115,1519.7266806570115,1521.2282494090032,1521.2282494090032,1521.2282494090032,1521.2282494090032,1521.2282494090032,1521.2282494090032,1521.2282494090032,1521.2282494090032,repeat,number,numRpt,f,0.5851579590234905,Lo,,,1523.8480403039139,1,,,,,high,1521.845725121908,1523.3471555520082,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,29,0,29,0,,,,,,,,,,,,,,,,1,1257,,,,1527.9025263579097,132,U,triangle,0.00016271497588604689,,,,,1,0,,,,,,,,,,,,1524.331879523932,1524.331879523932,1524.331879523932,1524.331879523932,1525.8337161019444,1525.8337161019444,1525.8337161019444,1525.8337161019444,1525.8337161019444,1525.8337161019444,1525.8337161019444,1525.8337161019444,repeat,number,numRpt,d,0.5369632571237162,Hi,,,,1,,,,,high,1526.4026578050107,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
