LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,fix.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,8,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.53712607198395,456.53712607198395,456.53712607198395,456.53712607198395,456.53712607198395,456.53712607198395,456.53712607198395,456.53712607198395,456.53712607198395,456.53712607198395,a,1.0296017151558772,1,819,2,457.5880879519973,,459.08992604294326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,9,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.5903724270174,459.5903724270174,459.5903724270174,459.5903724270174,459.5903724270174,459.5903724270174,459.5903724270174,459.5903724270174,459.5903724270174,459.5903724270174,a,0.7348104300908744,10,829,2,460.35803875199053,,461.8597305070143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,10,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.36011654301547,462.36011654301547,462.36011654301547,462.36011654301547,462.36011654301547,462.36011654301547,462.36011654301547,462.36011654301547,462.36011654301547,462.36011654301547,l,0.9004049180075526,1,830,2,463.2778857150115,464.7794411869254,464.7794411869254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,11,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.2799929289613,465.2799929289613,465.2799929289613,465.2799929289613,465.2799929289613,465.2799929289613,465.2799929289613,465.2799929289613,465.2799929289613,465.2799929289613,l,0.9268720120890066,10,840,2,466.2311553239124,,467.73277422296815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,0,24,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.2333637869451,468.2333637869451,468.2333637869451,468.2333637869451,468.2333637869451,468.2333637869451,468.2333637869451,468.2333637869451,468.2333637869451,468.2333637869451,l,0.9100444400683045,10,850,2,469.1676975649316,,470.66922469693236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,1,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.16969741194043,471.16969741194043,471.16969741194043,471.16969741194043,471.16969741194043,471.16969741194043,471.16969741194043,471.16969741194043,471.16969741194043,471.16969741194043,a,0.8534051241585985,10,860,2,472.0543402869953,,473.5558429079829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,2,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.05640698294155,474.05640698294155,474.05640698294155,474.05640698294155,474.05640698294155,474.05640698294155,474.05640698294155,474.05640698294155,474.05640698294155,474.05640698294155,l,0.7247518660733476,10,870,2,474.807387713925,,476.3090290540131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,3,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.80944071291015,476.80944071291015,476.80944071291015,476.80944071291015,476.80944071291015,476.80944071291015,476.80944071291015,476.80944071291015,476.80944071291015,476.80944071291015,l,1.1200772779993713,10,880,2,477.96080177195836,,479.46247842290904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,4,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.9630996049382,479.9630996049382,479.9630996049382,479.9630996049382,479.9630996049382,479.9630996049382,479.9630996049382,479.9630996049382,479.9630996049382,479.9630996049382,l,0.8698574550217018,1,881,2,480.863955926965,482.3655320749385,482.3655320749385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,5,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.8660804940155,482.8660804940155,482.8660804940155,482.8660804940155,482.8660804940155,482.8660804940155,482.8660804940155,482.8660804940155,482.8660804940155,482.8660804940155,a,0.9491948940558359,10,891,2,483.8339452369837,,485.3356553839985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,6,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.83617115498055,485.83617115498055,485.83617115498055,485.83617115498055,485.83617115498055,485.83617115498055,485.83617115498055,485.83617115498055,485.83617115498055,485.83617115498055,a,0.902823796030134,1,892,2,486.77040382195264,488.27213028399274,488.27213028399274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,7,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.77268000796903,488.77268000796903,488.77268000796903,488.77268000796903,488.77268000796903,488.77268000796903,488.77268000796903,488.77268000796903,488.77268000796903,488.77268000796903,l,1.0851055791135877,10,902,2,489.8904335339321,,491.3921496339608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,8,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.8928300839616,491.8928300839616,491.8928300839616,491.8928300839616,491.8928300839616,491.8928300839616,491.8928300839616,491.8928300839616,491.8928300839616,491.8928300839616,l,0.9215713170124218,1,903,2,492.8438599120127,,494.3456858670106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,9,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.84589333995245,494.84589333995245,494.84589333995245,494.84589333995245,494.84589333995245,494.84589333995245,494.84589333995245,494.84589333995245,494.84589333995245,494.84589333995245,a,0.7139693780336529,10,913,2,495.5805615419522,,497.0817550079664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,10,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.58248501701746,497.58248501701746,497.58248501701746,497.58248501701746,497.58248501701746,497.58248501701746,497.58248501701746,497.58248501701746,497.58248501701746,497.58248501701746,l,1.3191189770586789,1,914,2,498.93380410491955,,500.43558545794804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,11,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.93610955995973,500.93610955995973,500.93610955995973,500.93610955995973,500.93610955995973,500.93610955995973,500.93610955995973,500.93610955995973,500.93610955995973,500.93610955995973,a,1.1951208481332287,1,915,2,502.1541923319455,,503.6556687799748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,0,36,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.15642650891095,504.15642650891095,504.15642650891095,504.15642650891095,504.15642650891095,504.15642650891095,504.15642650891095,504.15642650891095,504.15642650891095,504.15642650891095,a,0.5963104621041566,10,925,2,504.77377119497396,,506.27527600200847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,1,37,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.7757303819526,506.7757303819526,506.7757303819526,506.7757303819526,506.7757303819526,506.7757303819526,506.7757303819526,506.7757303819526,506.7757303819526,506.7757303819526,a,1.0253800840582699,10,935,2,507.8269527689554,,509.32868508191314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,2,38,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.8290912939701,509.8290912939701,509.8290912939701,509.8290912939701,509.8290912939701,509.8290912939701,509.8290912939701,509.8290912939701,509.8290912939701,509.8290912939701,l,0.9316429630853236,1,936,2,510.7804543200182,,512.2818100879667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,3,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.7825628590072,512.7825628590072,512.7825628590072,512.7825628590072,512.7825628590072,512.7825628590072,512.7825628590072,512.7825628590072,512.7825628590072,512.7825628590072,l,0.6340689361095428,1,937,2,513.4332397079561,514.9348189299926,514.9348189299926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,4,40,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.435288453009,515.435288453009,515.435288453009,515.435288453009,515.435288453009,515.435288453009,515.435288453009,515.435288453009,515.435288453009,515.435288453009,a,0.9719951660372317,1,938,2,516.4365627249936,,517.9380091979401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,5,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.4388224139111,518.4388224139111,518.4388224139111,518.4388224139111,518.4388224139111,518.4388224139111,518.4388224139111,518.4388224139111,518.4388224139111,518.4388224139111,l,0.7490043661091477,10,948,2,519.2064091439825,,520.7077722050017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,6,42,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.208443593001,521.208443593001,521.208443593001,521.208443593001,521.208443593001,521.208443593001,521.208443593001,521.208443593001,521.208443593001,521.208443593001,l,0.6895841960795224,10,958,2,521.9256204370176,,523.4273895379156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,7,43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.928034364013,523.928034364013,523.928034364013,523.928034364013,523.928034364013,523.928034364013,523.928034364013,523.928034364013,523.928034364013,523.928034364013,a,1.042620885069482,1,959,2,524.9961912739091,,526.4975628519896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,8,44,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.9980770879192,526.9980770879192,526.9980770879192,526.9980770879192,526.9980770879192,526.9980770879192,526.9980770879192,526.9980770879192,526.9980770879192,526.9980770879192,l,0.6037796590244398,10,969,2,527.7156929050107,,529.1336874539265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,9,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.6343363379128,529.6343363379128,529.6343363379128,529.6343363379128,529.6343363379128,529.6343363379128,529.6343363379128,529.6343363379128,529.6343363379128,529.6343363379128,a,0.7362535181455314,1,970,2,530.4017983389786,,531.9035547029926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,10,46,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.4039501539664,532.4039501539664,532.4039501539664,532.4039501539664,532.4039501539664,532.4039501539664,532.4039501539664,532.4039501539664,532.4039501539664,532.4039501539664,l,0.42986694909632206,10,980,2,532.8548342479626,,534.356351008988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,11,47,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.856738928007,534.856738928007,534.856738928007,534.856738928007,534.856738928007,534.856738928007,534.856738928007,534.856738928007,534.856738928007,534.856738928007,l,0.18463959312066436,10,990,2,535.0736704230076,,536.5754368689377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.9664509940194,174,H,hexagon,0.002137555042281747,570.0637270850129,571.5640761899995,571.5640761899995,571.5640761899995,1,0,f,0.874106293078512,0,572.4817224480212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.571535564959,132,D,circle,0.0014180849539116025,574.9510679550003,576.4527502929559,576.4527502929559,576.4527502929559,1,0,d,0.597800714080222,0,577.0699642479885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.1102260500193,146,U,triangle,0.0015314039774239063,579.5560139669105,581.0577677669935,581.0577677669935,581.0577677669935,1,0,d,0.5264955640304834,0,581.6084381879773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.5816703579621,125,S,star,0.0012588080717250705,584.0944482269697,585.5962297839578,585.5962297839578,585.5962297839578,1,0,d,0.45414275804068893,0,586.0799320919905,587.5816703579621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.1365564219886,181,Y,star,0.0011107530444860458,588.5661441279808,590.0675426889211,590.0675426889211,590.0675426889211,1,0,f,0.5405437430599704,0,590.6349831789266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.6415252019651,167,W,hexagon,0.0011925599537789822,593.1212308539543,594.622604819946,594.622604819946,594.622604819946,1,0,f,0.48514109710231423,0,595.1398154349299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.1132730379468,160,B,triangle,0.0013565729605033994,597.626079747919,599.1276211879449,599.1276211879449,599.1276211879449,1,0,f,0.45764446805696934,0,599.6115322390106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.6515076999785,139,F,circle,0.001339726964943111,602.0976172049996,603.5994670540094,603.5994670540094,603.5994670540094,1,0,d,0.5192395590711385,0,604.1499789889203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.1565073839156,174,H,circle,0.001381556037813425,606.6361469449475,608.1378278390039,608.1378278390039,608.1378278390039,1,0,f,0.49300152610521764,0,608.654805838014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.7451010029763,132,D,hexagon,0.0015520009910687804,611.1409432399087,612.6426261540037,612.6426261540037,612.6426261540037,1,0,d,0.5790039690909907,0,613.2431936269859,614.7451010029763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.9138342739316,125,W,triangle,0.002150388085283339,,,,,1,0,,,1,630.4122819600161,631.9138342739316,627.9262564079836,629.4278659269912,629.4278659269912,629.4278659269912,k,0.9620388090843335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.5357979949331,146,F,hexagon,0.0009601209312677383,,,,,1,0,,,1,635.0339679719182,,632.8982143229805,634.3999268789776,634.3999268789776,634.3999268789776,j,0.6143697371007875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.0741326679708,167,Y,circle,0.0012583319330587983,,,,,1,0,,,1,639.5721837920137,,637.5201852889732,639.0217007719912,639.0217007719912,639.0217007719912,k,0.525839205016382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.2128569689812,174,H,star,0.0010962580563500524,,,,,0,0,,,1,644.7112216399983,,642.0584966139868,643.5599234489491,643.5599234489491,643.5599234489491,k,1.1188096690457314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40967,2022-11-29_14h06.59.574,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.87532579691902,
