LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,3,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.1286535089894,422.1286535089894,422.1286535089894,422.1286535089894,422.1286535089894,422.1286535089894,422.1286535089894,422.1286535089894,422.1286535089894,422.1286535089894,l,0.547651045024395,1,598,2,422.70981518598273,424.2128969079931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,4,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.7128792190051,424.7128792190051,424.7128792190051,424.7128792190051,424.7128792190051,424.7128792190051,424.7128792190051,424.7128792190051,424.7128792190051,424.7128792190051,a,0.8928942700149491,1,599,2,425.6310327629908,427.13219713198487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,5,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.63253983698087,427.63253983698087,427.63253983698087,427.63253983698087,427.63253983698087,427.63253983698087,427.63253983698087,427.63253983698087,427.63253983698087,427.63253983698087,l,0.28470244802883826,10,609,2,427.9512277379981,429.4664747499919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,6,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.96662438099156,429.96662438099156,429.96662438099156,429.96662438099156,429.96662438099156,429.96662438099156,429.96662438099156,429.96662438099156,429.96662438099156,429.96662438099156,l,0.4142694630136248,10,619,2,430.4010667660041,431.9023630769807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,7,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.4027267439815,432.4027267439815,432.4027267439815,432.4027267439815,432.4027267439815,432.4027267439815,432.4027267439815,432.4027267439815,432.4027267439815,432.4027267439815,l,0.3544946289912332,10,629,2,432.7869266369962,434.2867466659809,434.2867466659809,434.78681684899493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,8,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.78681684899493,434.78681684899493,434.78681684899493,434.78681684899493,434.78681684899493,434.78681684899493,434.78681684899493,434.78681684899493,434.78681684899493,434.78681684899493,a,0.2656197400356177,1,630,2,435.0734586439794,436.57248481799616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,9,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.07254717699834,437.07254717699834,437.07254717699834,437.07254717699834,437.07254717699834,437.07254717699834,437.07254717699834,437.07254717699834,437.07254717699834,437.07254717699834,a,0.9402103120228276,10,640,2,438.04307627800154,439.55724498300697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,10,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.05711248799344,440.05711248799344,440.05711248799344,440.05711248799344,440.05711248799344,440.05711248799344,440.05711248799344,440.05711248799344,440.05711248799344,440.05711248799344,a,0.8754056370235048,10,650,2,440.96040137897944,442.4601220350014,442.4601220350014,442.9601298990019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,11,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.9601298990019,442.9601298990019,442.9601298990019,442.9601298990019,442.9601298990019,442.9601298990019,442.9601298990019,442.9601298990019,442.9601298990019,442.9601298990019,a,0.8207839950337075,10,660,2,443.8113039190066,445.31094461798784,445.31094461798784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,0,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.81086228298955,445.81086228298955,445.81086228298955,445.81086228298955,445.81086228298955,445.81086228298955,445.81086228298955,445.81086228298955,445.81086228298955,445.81086228298955,a,0.5226425279979594,1,661,2,446.36645617400063,447.880312866997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,1,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.3807374500029,448.3807374500029,448.3807374500029,448.3807374500029,448.3807374500029,448.3807374500029,448.3807374500029,448.3807374500029,448.3807374500029,448.3807374500029,l,0.5845947440247983,10,671,2,448.999857961986,450.51472962400294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,2,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.01677805098007,451.01677805098007,451.01677805098007,451.01677805098007,451.01677805098007,451.01677805098007,451.01677805098007,451.01677805098007,451.01677805098007,451.01677805098007,l,0.5478837420232594,10,681,2,451.5847242549935,453.08419949098607,453.08419949098607,453.58427655298146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,3,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.58427655298146,453.58427655298146,453.58427655298146,453.58427655298146,453.58427655298146,453.58427655298146,453.58427655298146,453.58427655298146,453.58427655298146,453.58427655298146,a,0.5168593960115686,1,682,2,454.12114066098,455.6352248809999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,4,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.12061664499925,456.12061664499925,456.12061664499925,456.12061664499925,456.12061664499925,456.12061664499925,456.12061664499925,456.12061664499925,456.12061664499925,456.12061664499925,l,7.7798103200038895,1,683,2,463.926258950989,465.4254847560078,465.4254847560078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,5,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.9277170400019,465.9277170400019,465.9277170400019,465.9277170400019,465.9277170400019,465.9277170400019,465.9277170400019,465.9277170400019,465.9277170400019,465.9277170400019,a,0.5097173230315093,1,684,2,466.4621415970032,467.9617937169969,467.9617937169969,468.4617978640017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,6,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.4617978640017,468.4617978640017,468.4617978640017,468.4617978640017,468.4617978640017,468.4617978640017,468.4617978640017,468.4617978640017,468.4617978640017,468.4617978640017,l,0.36661646302673034,1,685,2,468.8463544539991,470.3456547939859,470.3456547939859,470.84281904197996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,7,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.84281904197996,470.84281904197996,470.84281904197996,470.84281904197996,470.84281904197996,470.84281904197996,470.84281904197996,470.84281904197996,470.84281904197996,470.84281904197996,a,0.306478815007722,10,695,2,471.1836458229809,472.69872558899806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,8,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.19857647898607,473.19857647898607,473.19857647898607,473.19857647898607,473.19857647898607,473.19857647898607,473.19857647898607,473.19857647898607,473.19857647898607,473.19857647898607,l,1.382813217031071,1,696,2,474.6024817079888,476.1014799340046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,9,33,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.6017100669851,476.6017100669851,476.6017100669851,476.6017100669851,476.6017100669851,476.6017100669851,476.6017100669851,476.6017100669851,476.6017100669851,476.6017100669851,l,0.49118637401261367,10,706,2,477.1219561419857,478.6356912989868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,10,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.13617164597963,479.13617164597963,479.13617164597963,479.13617164597963,479.13617164597963,479.13617164597963,479.13617164597963,479.13617164597963,479.13617164597963,479.13617164597963,a,0.6207109500246588,10,716,2,479.78732844098704,481.28859390999423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,11,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.78881606599316,481.78881606599316,481.78881606599316,481.78881606599316,481.78881606599316,481.78881606599316,481.78881606599316,481.78881606599316,481.78881606599316,481.78881606599316,l,0.39199978701071814,10,726,2,482.2065528630046,483.70614587698947,483.70614587698947,484.2063224919839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,0,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.2063224919839,484.2063224919839,484.2063224919839,484.2063224919839,484.2063224919839,484.2063224919839,484.2063224919839,484.2063224919839,484.2063224919839,484.2063224919839,l,0.3745938200154342,1,727,2,484.6098520249943,486.10902930799057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,1,37,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.60899147798773,486.60899147798773,486.60899147798773,486.60899147798773,486.60899147798773,486.60899147798773,486.60899147798773,486.60899147798773,486.60899147798773,486.60899147798773,a,0.41192231501918286,1,728,2,487.04355169300106,488.5432313049969,488.5432313049969,489.04312311598915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,2,38,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.04312311598915,489.04312311598915,489.04312311598915,489.04312311598915,489.04312311598915,489.04312311598915,489.04312311598915,489.04312311598915,489.04312311598915,489.04312311598915,l,0.21034543402493,10,738,2,489.2795565749984,490.7774643639859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,3,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.27917992699076,491.27917992699076,491.27917992699076,491.27917992699076,491.27917992699076,491.27917992699076,491.27917992699076,491.27917992699076,491.27917992699076,491.27917992699076,l,0.7338914580177516,10,748,2,492.031151845993,493.54674614500254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,4,40,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.04685440598405,494.04685440598405,494.04685440598405,494.04685440598405,494.04685440598405,494.04685440598405,494.04685440598405,494.04685440598405,494.04685440598405,494.04685440598405,a,1.2623643390252255,10,758,2,495.3316177020024,496.8330989649985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,5,41,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.33336697198683,497.33336697198683,497.33336697198683,497.33336697198683,497.33336697198683,497.33336697198683,497.33336697198683,497.33336697198683,497.33336697198683,497.33336697198683,a,1.5760515740257688,10,768,2,498.93496329998015,500.4344392530038,500.4344392530038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,6,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.9364548419835,500.9364548419835,500.9364548419835,500.9364548419835,500.9364548419835,500.9364548419835,500.9364548419835,500.9364548419835,500.9364548419835,500.9364548419835,l,0.4921964360109996,1,769,2,501.45630620399606,502.9703382230073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,7,43,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.45407572598197,503.45407572598197,503.45407572598197,503.45407572598197,503.45407572598197,503.45407572598197,503.45407572598197,503.45407572598197,503.45407572598197,503.45407572598197,l,0.534405983024044,10,779,2,504.02289520800696,505.538067794987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,8,44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.03992582298815,506.03992582298815,506.03992582298815,506.03992582298815,506.03992582298815,506.03992582298815,506.03992582298815,506.03992582298815,506.03992582298815,506.03992582298815,l,0.3644586170266848,1,780,2,506.42639065298135,507.9240887379856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,9,45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.4243756700016,508.4243756700016,508.4243756700016,508.4243756700016,508.4243756700016,508.4243756700016,508.4243756700016,508.4243756700016,508.4243756700016,508.4243756700016,l,0.396212818013737,10,790,2,508.844162510999,510.358485853998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,10,46,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.858214020991,510.858214020991,510.858214020991,510.858214020991,510.858214020991,510.858214020991,510.858214020991,510.858214020991,510.858214020991,510.858214020991,l,0.49860468500992283,10,800,2,511.3784778289846,512.8776972540072,512.8776972540072,513.3780108880019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,11,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.3780108880019,513.3780108880019,513.3780108880019,513.3780108880019,513.3780108880019,513.3780108880019,513.3780108880019,513.3780108880019,513.3780108880019,513.3780108880019,a,0.5228837199974805,10,810,2,513.9296005239885,515.4287949379941,515.4287949379941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.8156129459967,,,H,139,star,0.0024626209924463183,581.8074827749806,583.2956816899823,583.2956816899823,583.2956816899823,586.2984121769841,586.2984121769841,586.2984121769841,0,0,None,0,586.3157675719995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.5191173180065,,,W,160,circle,0.006722087011439726,588.8113809929928,590.2996821769921,590.2996821769921,590.2996821769921,,,,1,1,f,0,591.0051955259987,0.6729747980134562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.1394121199846,,,D,174,hexagon,0.016709026996977627,593.5153779700049,594.9868216110044,594.9868216110044,594.9868216110044,,,,1,0,d,0,595.636816535989,0.6180927320383489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.7758262360003,,,B,132,triangle,0.0004908280097879469,598.1351444679894,599.623545348004,599.623545348004,599.623545348004,,,,1,0,d,0,600.2881546629942,0.62933872899157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.479448559985,,,F,146,circle,0.0014281340118031949,602.7706803150068,604.2601822149882,604.2601822149882,604.2601822149882,,,,1,0,d,0,604.9784398619959,0.6967285069986247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.1328608909971,,,S,181,star,0.0020534920040518045,607.4751884829893,608.9638708859857,608.9638708859857,608.9638708859857,,,,1,0,f,0,609.632293172006,0.6494647090148646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.9184662089974,,,U,125,hexagon,0.0018532650137785822,612.1286993490066,613.6175750459952,613.6175750459952,613.6175750459952,,,,1,0,f,0,614.4190935159859,0.7794999220059253,615.9184662089974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81170,2022-10-28_09h09.52.183,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.993802760605824,
