LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,tgt_fix_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,fix.stopped,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,vts_fback.stopped,target_resp.rt,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,10,929,,,1623.9279025860014,,181,W,triangle,0.0006085959903430194,,,,,1,0,,,,,,,,,,,,,,,,,1620.1670766579919,1620.1670766579919,1620.1670766579919,1620.1670766579919,1621.6746847780014,1621.6746847780014,1621.6746847780014,1621.6746847780014,1621.6746847780014,1621.6746847780014,1621.6746847780014,1621.6746847780014,,,,,repeat,letter,lettRpt,k,Hi,,,0.7217486469889991,0,,,,,high,1622.4269348189991,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,0,929,,,1628.6161729590094,,146,H,star,0.001386139978421852,,,,,0,0,,,,,,,,,,,,,,,,,1624.9096416950051,1624.9096416950051,1624.9096416950051,1624.9096416950051,1626.4138406279963,1626.4138406279963,1626.4138406279963,1626.4138406279963,1626.4138406279963,1626.4138406279963,1626.4138406279963,1626.4138406279963,,,,,repeat,letter,NA,k,Hi,,,0.673391412012279,0,,,,,high,1627.1153695590037,1628.6161729590094,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,1,930,,,1633.403946112987,,125,F,circle,0.0014393909950740635,,,,,1,1,,,,,,,,,,,,,,,,,1629.5949664060026,1629.5949664060026,1629.5949664060026,1629.5949664060026,1631.1023326719878,1631.1023326719878,1631.1023326719878,1631.1023326719878,1631.1023326719878,1631.1023326719878,1631.1023326719878,1631.1023326719878,,,,,switch,number,numSwt,d,Lo,,,0.7677535059920046,0,,,,,high,1631.9031746870023,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,1,931,,,1638.0766135529848,,160,D,circle,0.0012702929961960763,,,,,1,0,,,,,,,,,,,,,,,,,1634.3846548270085,1634.3846548270085,1634.3846548270085,1634.3846548270085,1635.8910411169927,1635.8910411169927,1635.8910411169927,1635.8910411169927,1635.8910411169927,1635.8910411169927,1635.8910411169927,1635.8910411169927,,,,,switch,letter,lettSwt,j,Lo,,,0.6581704260024708,0,,,,,high,1636.5755473480094,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,10,941,,,1642.681773710996,,139,S,triangle,0.0016870209947228432,,,,,1,0,,,,,,,,,,,,,,,,,1639.0566939039854,1639.0566939039854,1639.0566939039854,1639.0566939039854,1640.5627200059826,1640.5627200059826,1640.5627200059826,1640.5627200059826,1640.5627200059826,1640.5627200059826,1640.5627200059826,1640.5627200059826,,,,,repeat,letter,lettRpt,k,Hi,,,0.5991663289896678,0,,,,,high,1641.1806026569975,1642.681773710996,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,10,951,,,1647.770885136997,,167,B,star,0.0010190570028498769,,,,,1,0,,,,,,,,,,,,,,,,,1643.6606327329937,1643.6606327329937,1643.6606327329937,1643.6606327329937,1645.1678735660098,1645.1678735660098,1645.1678735660098,1645.1678735660098,1645.1678735660098,1645.1678735660098,1645.1678735660098,1645.1678735660098,,,,,switch,number,numSwt,f,Lo,,,1.068228567019105,0,,,,,high,1646.2682872109872,1647.770885136997,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,1,952,,,1652.426088170003,,174,U,hexagon,0.0014484029961749911,,,,,1,0,,,,,,,,,,,,,,,,,1648.7505952589854,1648.7505952589854,1648.7505952589854,1648.7505952589854,1650.256815233006,1650.256815233006,1650.256815233006,1650.256815233006,1650.256815233006,1650.256815233006,1650.256815233006,1650.256815233006,,,,,switch,letter,lettSwt,k,Hi,,,0.6357697400089819,0,,,,,high,1650.9233732970024,1652.426088170003,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,10,962,,,1657.0132726469892,,132,Y,triangle,0.001214816002175212,,,,,1,0,,,,,,,,,,,,,,,,,1653.405306441011,1653.405306441011,1653.405306441011,1653.405306441011,1654.9119789059914,1654.9119789059914,1654.9119789059914,1654.9119789059914,1654.9119789059914,1654.9119789059914,1654.9119789059914,1654.9119789059914,,,,,switch,number,numSwt,d,Hi,,,0.5838252959947567,0,,,,,high,1655.514171237999,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,1,963,,,1662.4860956869961,,181,W,star,0.001241468999069184,,,,,1,0,,,,,,,,,,,,,,,,1662.9874085829942,1657.9946653170045,1657.9946653170045,1657.9946653170045,1657.9946653170045,1659.499406115996,1659.499406115996,1659.499406115996,1659.499406115996,1659.499406115996,1659.499406115996,1659.499406115996,1659.499406115996,,,,,repeat,number,numRpt,f,Lo,,,1.4528719449881464,0,,,,,high,1660.9853142990032,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,10,973,,,1667.5596474669874,,146,H,circle,0.0016097869956865907,,,,,1,0,,,,,,,,,,,,,,,,,1663.466484915989,1663.466484915989,1663.466484915989,1663.466484915989,1664.972117812984,1664.972117812984,1664.972117812984,1664.972117812984,1664.972117812984,1664.972117812984,1664.972117812984,1664.972117812984,,,,,switch,letter,lettSwt,j,Lo,,,1.0539949029916897,0,,,,,high,1666.0566119359864,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,0,973,,,1673.2821779320075,,125,F,hexagon,0.0015950810047797859,,,,,1,0,,,,,,,,,,,,,,,,,1668.539278584998,1668.539278584998,1668.539278584998,1668.539278584998,1670.0444913599931,1670.0444913599931,1670.0444913599931,1670.0444913599931,1670.0444913599931,1670.0444913599931,1670.0444913599931,1670.0444913599931,,,,,switch,number,numSwt,d,Hi,,,1.718249339988688,0,,,,,high,1671.7819406029885,1673.2821779320075,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,1,974,,,1678.6205756420095,,146,H,star,0.001336443005129695,,,,,1,0,,,,,,,,,,,,,,,,,1674.2606403109967,1674.2606403109967,1674.2606403109967,1674.2606403109967,1675.7682779250026,1675.7682779250026,1675.7682779250026,1675.7682779250026,1675.7682779250026,1675.7682779250026,1675.7682779250026,1675.7682779250026,,,,,switch,letter,lettSwt,j,Lo,,,1.3276494250167161,0,,,,,high,1677.1195804759918,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,1,975,,,1683.910761651001,,132,S,circle,0.0013559599756263196,,,,,1,0,,,,,,,,,,,,,,,,,1679.6015585889982,1679.6015585889982,1679.6015585889982,1679.6015585889982,1681.1068267409864,1681.1068267409864,1681.1068267409864,1681.1068267409864,1681.1068267409864,1681.1068267409864,1681.1068267409864,1681.1068267409864,,,,,switch,number,numSwt,d,Lo,,,1.275540266011376,0,,,,,high,1682.409182812,1683.910761651001,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,10,985,,,1688.5483040969993,,174,B,triangle,0.0012299020017962903,,,,,1,0,,,,,,,,,,,,,,,,,1684.8890407090075,1684.8890407090075,1684.8890407090075,1684.8890407090075,1686.3968046169903,1686.3968046169903,1686.3968046169903,1686.3968046169903,1686.3968046169903,1686.3968046169903,1686.3968046169903,1686.3968046169903,,,,,switch,letter,lettSwt,j,Hi,,,0.6209327889955603,0,,,,,high,1687.04754902501,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,0,985,,,1693.5378727790085,,125,Y,hexagon,0.0017571909993421286,,,,,1,0,,,,,,,,,,,,,,,,1694.0384638950054,1689.5295817469887,1689.5295817469887,1689.5295817469887,1689.5295817469887,1691.0342779220082,1691.0342779220082,1691.0342779220082,1691.0342779220082,1691.0342779220082,1691.0342779220082,1691.0342779220082,1691.0342779220082,,,,,switch,number,numSwt,d,Hi,,,0.9793916580092628,0,,,,,high,1692.0374333219952,1693.5378727790085,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,1,986,,,1698.1930704700062,,181,F,triangle,0.0015636800089851022,,,,,1,0,,,,,,,,,,,,,,,,1698.6935622220044,1694.519335052988,1694.519335052988,1694.519335052988,1694.519335052988,1696.0241212109977,1696.0241212109977,1696.0241212109977,1696.0241212109977,1696.0241212109977,1696.0241212109977,1696.0241212109977,1696.0241212109977,,,,,repeat,number,numRpt,f,Hi,,,0.6472380839986727,0,,,,,high,1696.692591155006,1698.1930704700062,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,10,996,,,1702.998317518999,,160,D,star,0.0009128920210059732,,,,,1,0,,,,,,,,,,,,,,,,,1699.1732710709912,1699.1732710709912,1699.1732710709912,1699.1732710709912,1700.6793155490013,1700.6793155490013,1700.6793155490013,1700.6793155490013,1700.6793155490013,1700.6793155490013,1700.6793155490013,1700.6793155490013,,,,,repeat,number,numRpt,f,Lo,,,0.7961764120263979,0,,,,,high,1701.497199289006,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,10,1006,,,1707.6867917909985,,139,W,hexagon,0.0018304699915461242,,,,,1,0,,,,,,,,,,,,,,,,,1703.9783603030082,1703.9783603030082,1703.9783603030082,1703.9783603030082,1705.4842961829854,1705.4842961829854,1705.4842961829854,1705.4842961829854,1705.4842961829854,1705.4842961829854,1705.4842961829854,1705.4842961829854,,,,,repeat,number,numRpt,d,Hi,,,0.6819733279990032,0,,,,,high,1706.1851318280096,1707.6867917909985,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,1,1007,,,1712.4420656450093,,167,U,circle,0.0014697680016979575,,,,,1,0,,,,,,,,,,,,,,,,,1708.6682116379961,1708.6682116379961,1708.6682116379961,1708.6682116379961,1710.1728662560054,1710.1728662560054,1710.1728662560054,1710.1728662560054,1710.1728662560054,1710.1728662560054,1710.1728662560054,1710.1728662560054,,,,,switch,letter,lettSwt,k,Lo,,,0.7402387140027713,0,,,,,high,1710.9409378999844,1712.4420656450093,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,1,1008,,,1717.396625709982,,181,D,circle,0.0014928360178600997,,,,,1,0,,,,,,,,,,,,,,,,,1713.423513546004,1713.423513546004,1713.423513546004,1713.423513546004,1714.9282197289867,1714.9282197289867,1714.9282197289867,1714.9282197289867,1714.9282197289867,1714.9282197289867,1714.9282197289867,1714.9282197289867,,,,,repeat,letter,lettRpt,j,Lo,,,0.9473871070076711,0,,,,,high,1715.8952966819925,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,1,1009,,,1722.0849574859894,,125,B,triangle,0.0010373209952376783,,,,,1,0,,,,,,,,,,,,,,,,,1718.3766224060091,1718.3766224060091,1718.3766224060091,1718.3766224060091,1719.882634916983,1719.882634916983,1719.882634916983,1719.882634916983,1719.882634916983,1719.882634916983,1719.882634916983,1719.882634916983,,,,,repeat,letter,lettRpt,j,Hi,,,0.6848713100189343,0,,,,,high,1720.5834805780032,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,1,1010,,,1727.1414719739987,,160,S,star,0.001025573001243174,,,,,1,0,,,,,,,,,,,,,,,,,1723.0649654029985,1723.0649654029985,1723.0649654029985,1723.0649654029985,1724.571347591991,1724.571347591991,1724.571347591991,1724.571347591991,1724.571347591991,1724.571347591991,1724.571347591991,1724.571347591991,,,,,repeat,letter,lettRpt,k,Lo,,,1.0460583239910193,0,,,,,high,1725.6399845159904,1727.1414719739987,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,10,1020,,,1731.9302478370082,,139,F,hexagon,0.0010556640045251697,,,,,1,0,,,,,,,,,,,,,,,,,1728.1208643459831,1728.1208643459831,1728.1208643459831,1728.1208643459831,1729.6278049649845,1729.6278049649845,1729.6278049649845,1729.6278049649845,1729.6278049649845,1729.6278049649845,1729.6278049649845,1729.6278049649845,,,,,switch,number,numSwt,d,Hi,,,0.782722175004892,0,,,,,high,1730.4292274059844,1731.9302478370082,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,10,1030,,,1736.6021926660032,,174,H,triangle,0.0008061749977059662,,,,,1,0,,,,,,,,,,,,,,,,,1732.910117661988,1732.910117661988,1732.910117661988,1732.910117661988,1734.416363634984,1734.416363634984,1734.416363634984,1734.416363634984,1734.416363634984,1734.416363634984,1734.416363634984,1734.416363634984,,,,,repeat,number,numRpt,f,Hi,,,0.6628673680243082,0,,,,,high,1735.1008055619895,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,1,1031,,,1741.324039603991,,167,Y,star,0.0016897860041353852,,,,,1,0,,,,,,,,,,,,,,,,,1737.5821221639926,1737.5821221639926,1737.5821221639926,1737.5821221639926,1739.087137939001,1739.087137939001,1739.087137939001,1739.087137939001,1739.087137939001,1739.087137939001,1739.087137939001,1739.087137939001,,,,,repeat,number,numRpt,f,Lo,,,0.7063678719860036,0,,,,,high,1739.8229654849856,1741.324039603991,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,10,1041,,,1745.9283545049839,,132,U,hexagon,0.0015144659846555442,,,,,1,0,,,,,,,,,,,,,,,,,1742.303283635003,1742.303283635003,1742.303283635003,1742.303283635003,1743.810147577984,1743.810147577984,1743.810147577984,1743.810147577984,1743.810147577984,1743.810147577984,1743.810147577984,1743.810147577984,,,,,repeat,number,numRpt,d,Hi,,,0.5957743169856258,0,,,,,high,1744.4280690379965,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,1,1042,,,1750.96679967799,,146,W,circle,0.0009060529991984367,,,,,1,0,,,,,,,,,,,,,,,,,1746.9078664899862,1746.9078664899862,1746.9078664899862,1746.9078664899862,1748.4149360169831,1748.4149360169831,1748.4149360169831,1748.4149360169831,1748.4149360169831,1748.4149360169831,1748.4149360169831,1748.4149360169831,,,,,repeat,number,numRpt,d,Lo,,,1.0190306279982906,0,,,,,high,1749.4661509660073,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,0,1042,,,1764.733206476987,,174,W,triangle,0.0019147180137224495,,,,,1,0,,,,,,,,,,,,,,,,,1760.7235479390074,1760.7235479390074,1760.7235479390074,1760.7235479390074,1762.2296608559845,1762.2296608559845,1762.2296608559845,1762.2296608559845,1762.2296608559845,1762.2296608559845,1762.2296608559845,1762.2296608559845,,,,,switch,letter,lettSwt,k,Hi,,,0.9748109089850914,1,,,space,1.4527392710151616,high,1763.2321315059962,1764.733206476987,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,1,1043,,,1769.4549308779824,,160,H,hexagon,0.001294852001592517,,,,,1,0,,,,,,,,,,,,,,,,1769.9554805329826,1765.7131911730103,1765.7131911730103,1765.7131911730103,1765.7131911730103,1767.219197961007,1767.219197961007,1767.219197961007,1767.219197961007,1767.219197961007,1767.219197961007,1767.219197961007,1767.219197961007,,,,,switch,number,numSwt,f,Hi,,,0.711733464995632,1,,,,,high,1767.9544378389837,1769.4549308779824,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,1,1044,,,1774.427320341987,,132,S,star,0.0013624170096591115,,,,,1,0,,,,,,,,,,,,,,,,,1770.4364502259996,1770.4364502259996,1770.4364502259996,1770.4364502259996,1771.9413585909933,1771.9413585909933,1771.9413585909933,1771.9413585909933,1771.9413585909933,1771.9413585909933,1771.9413585909933,1771.9413585909933,,,,,switch,letter,lettSwt,k,Lo,,,0.9513525280053727,1,,,,,high,1772.9256100950006,1774.427320341987,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,1,1045,,,1779.2658692859986,,139,F,circle,0.0012743980041705072,,,,,1,0,,,,,,,,,,,,,,,,,1775.406675479986,1775.406675479986,1775.406675479986,1775.406675479986,1776.9131794580026,1776.9131794580026,1776.9131794580026,1776.9131794580026,1776.9131794580026,1776.9131794580026,1776.9131794580026,1776.9131794580026,,,,,switch,number,numSwt,d,Lo,,,0.8273955050099175,1,,,,,high,1777.7632673819899,1779.2658692859986,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,0,1045,,,1784.0878497950034,,146,Y,triangle,0.001542029989650473,,,,,1,0,,,,,,,,,,,,,,,,,1780.2462974670052,1780.2462974670052,1780.2462974670052,1780.2462974670052,1781.7519552010053,1781.7519552010053,1781.7519552010053,1781.7519552010053,1781.7519552010053,1781.7519552010053,1781.7519552010053,1781.7519552010053,,,,,switch,letter,lettSwt,k,Hi,,,0.8157237989944406,1,,,,,high,1782.587442633987,1784.0878497950034,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,0,1045,,,1788.8762543860066,,125,U,hexagon,0.0015716100169811398,,,,,1,0,,,,,,,,,,,,,,,,1789.3770884599944,1785.067833581008,1785.067833581008,1785.067833581008,1785.067833581008,1786.573846521991,1786.573846521991,1786.573846521991,1786.573846521991,1786.573846521991,1786.573846521991,1786.573846521991,1786.573846521991,,,,,repeat,letter,lettRpt,k,Hi,,,0.7739485210040584,1,,,,,high,1787.374957269989,1788.8762543860066,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,0,1045,,,1793.4649056209892,,181,D,circle,0.001505796011770144,,,,,0,0,,,,,,,,,,,,,,,,,1789.856594470999,1789.856594470999,1789.856594470999,1789.856594470999,1791.3623441809905,1791.3623441809905,1791.3623441809905,1791.3623441809905,1791.3623441809905,1791.3623441809905,1791.3623441809905,1791.3623441809905,,,,,repeat,letter,NA,k,Hi,,,0.5757168019772507,1,,,,,high,1791.964325545996,1793.4649056209892,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,10,1055,,,1798.1689941789955,,167,B,star,0.0009487229981459677,,,,,1,1,,,,,,,,,,,,,,,,,1794.444682943984,1794.444682943984,1794.444682943984,1794.444682943984,1795.9508415719902,1795.9508415719902,1795.9508415719902,1795.9508415719902,1795.9508415719902,1795.9508415719902,1795.9508415719902,1795.9508415719902,,,,,switch,number,numSwt,f,Lo,,,0.6899881870194804,1,,,,,high,1796.669886824995,,,,,,22349,2022-11-11_14h55.54.570,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.92196243070936,
