LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,0,11,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.375839849934,622.375839849934,622.375839849934,622.375839849934,622.375839849934,622.375839849934,622.375839849934,622.375839849934,622.375839849934,622.375839849934,l,0.18597606313414872,1,540,2,622.5949567619245,624.1097643999383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,0,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.5952947949991,624.5952947949991,624.5952947949991,624.5952947949991,624.5952947949991,624.5952947949991,624.5952947949991,624.5952947949991,624.5952947949991,624.5952947949991,l,0.44190481095574796,1,541,2,625.0624679981265,626.5625480960589,626.5625480960589,627.0629458569456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,1,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.0629458569456,627.0629458569456,627.0629458569456,627.0629458569456,627.0629458569456,627.0629458569456,627.0629458569456,627.0629458569456,627.0629458569456,627.0629458569456,l,0.15566909313201904,10,551,2,627.2490765890107,628.7633839310147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,2,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.2638930340763,629.2638930340763,629.2638930340763,629.2638930340763,629.2638930340763,629.2638930340763,629.2638930340763,629.2638930340763,629.2638930340763,629.2638930340763,l,0.19421280804090202,1,552,2,629.4944999581203,630.9826240041293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,3,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.4828461611178,631.4828461611178,631.4828461611178,631.4828461611178,631.4828461611178,631.4828461611178,631.4828461611178,631.4828461611178,631.4828461611178,631.4828461611178,a,0.22534741810522974,1,553,2,631.7339396709576,633.2333889300935,633.2333889300935,633.7336231980007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,4,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.7336231980007,633.7336231980007,633.7336231980007,633.7336231980007,633.7336231980007,633.7336231980007,633.7336231980007,633.7336231980007,633.7336231980007,633.7336231980007,l,0.13422130304388702,1,554,2,633.900494543137,635.4025672310963,635.4025672310963,635.9029791920912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,5,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.9029791920912,635.9029791920912,635.9029791920912,635.9029791920912,635.9029791920912,635.9029791920912,635.9029791920912,635.9029791920912,635.9029791920912,635.9029791920912,a,1.3755331430584192,1,555,2,637.304236943135,638.8038871739991,,639.3038401559461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,6,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.3038401559461,639.3038401559461,639.3038401559461,639.3038401559461,639.3038401559461,639.3038401559461,639.3038401559461,639.3038401559461,639.3038401559461,639.3038401559461,a,0.40300437109544873,10,565,2,639.7423149559181,641.2565619540401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,7,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.7568613770418,641.7568613770418,641.7568613770418,641.7568613770418,641.7568613770418,641.7568613770418,641.7568613770418,641.7568613770418,641.7568613770418,641.7568613770418,l,0.6620834618806839,10,575,2,642.4432510430925,643.9573027540464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,8,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.4575609310996,644.4575609310996,644.4575609310996,644.4575609310996,644.4575609310996,644.4575609310996,644.4575609310996,644.4575609310996,644.4575609310996,644.4575609310996,l,0.5378790460526943,10,585,2,645.0283685629256,646.543440798996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,9,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.043998062145,647.043998062145,647.043998062145,647.043998062145,647.043998062145,647.043998062145,647.043998062145,647.043998062145,647.043998062145,647.043998062145,a,0.4715504548512399,10,595,2,647.5451621150132,649.0445449780673,649.0445449780673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,10,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.5508121501189,649.5508121501189,649.5508121501189,649.5508121501189,649.5508121501189,649.5508121501189,649.5508121501189,649.5508121501189,649.5508121501189,649.5508121501189,a,0.439036482013762,1,596,2,650.016491828952,651.5306444261223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,11,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.0143343009986,652.0143343009986,652.0143343009986,652.0143343009986,652.0143343009986,652.0143343009986,652.0143343009986,652.0143343009986,652.0143343009986,652.0143343009986,l,0.2817441869992763,1,597,2,652.3151807789691,653.8148277280852,653.8148277280852,654.3147889690008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,0,24,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.3147889690008,654.3147889690008,654.3147889690008,654.3147889690008,654.3147889690008,654.3147889690008,654.3147889690008,654.3147889690008,654.3147889690008,654.3147889690008,a,0.1308933710679412,10,607,2,654.4683570070192,655.9672141880728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,1,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.4675348449964,656.4675348449964,656.4675348449964,656.4675348449964,656.4675348449964,656.4675348449964,656.4675348449964,656.4675348449964,656.4675348449964,656.4675348449964,l,0.2500814669765532,1,608,2,656.7377129970118,658.2515882861335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,2,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.7518713150639,658.7518713150639,658.7518713150639,658.7518713150639,658.7518713150639,658.7518713150639,658.7518713150639,658.7518713150639,658.7518713150639,658.7518713150639,a,0.06999293994158506,10,618,2,658.8548379959539,660.3541808170266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,3,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.8542361471336,660.8542361471336,660.8542361471336,660.8542361471336,660.8542361471336,660.8542361471336,660.8542361471336,660.8542361471336,660.8542361471336,660.8542361471336,a,0.2742089689709246,1,619,2,661.1578822799493,662.6714238459244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,4,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.171797801042,663.171797801042,663.171797801042,663.171797801042,663.171797801042,663.171797801042,663.171797801042,663.171797801042,663.171797801042,663.171797801042,a,0.12803467502817512,1,620,2,663.322976842057,664.8243175901007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,5,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.3243845261168,665.3243845261168,665.3243845261168,665.3243845261168,665.3243845261168,665.3243845261168,665.3243845261168,665.3243845261168,665.3243845261168,665.3243845261168,l,0.6864009518176317,1,621,2,666.0423689391464,667.5416857600212,667.5416857600212,668.0419464129955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,6,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.0419464129955,668.0419464129955,668.0419464129955,668.0419464129955,668.0419464129955,668.0419464129955,668.0419464129955,668.0419464129955,668.0419464129955,668.0419464129955,a,0.07289060112088919,1,622,2,668.1433680870105,669.6444421601482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,7,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.1446473959368,670.1446473959368,670.1446473959368,670.1446473959368,670.1446473959368,670.1446473959368,670.1446473959368,670.1446473959368,670.1446473959368,670.1446473959368,l,0.828147852094844,10,632,2,670.9982820369769,672.5121768701356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,8,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.0126185000408,673.0126185000408,673.0126185000408,673.0126185000408,673.0126185000408,673.0126185000408,673.0126185000408,673.0126185000408,673.0126185000408,673.0126185000408,l,0.13062746403738856,1,633,2,673.1656627259217,674.6647724721115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,9,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.1679736240767,675.1679736240767,675.1679736240767,675.1679736240767,675.1679736240767,675.1679736240767,675.1679736240767,675.1679736240767,675.1679736240767,675.1679736240767,a,0.2366566751152277,10,643,2,675.4349429379217,676.9490204821341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,10,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.4489410810638,677.4489410810638,677.4489410810638,677.4489410810638,677.4489410810638,677.4489410810638,677.4489410810638,677.4489410810638,677.4489410810638,677.4489410810638,a,0.10532510397024453,1,644,2,677.5857580259908,679.099673595978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,11,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.5884649900254,679.5884649900254,679.5884649900254,679.5884649900254,679.5884649900254,679.5884649900254,679.5884649900254,679.5884649900254,679.5884649900254,679.5884649900254,a,0.24886207678355277,1,645,2,679.8691460860427,681.3688494949602,681.3688494949602,681.8693295700941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,0,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.8693295700941,681.8693295700941,681.8693295700941,681.8693295700941,681.8693295700941,681.8693295700941,681.8693295700941,681.8693295700941,681.8693295700941,681.8693295700941,a,0.17311773588880897,10,655,2,682.0724187621381,683.5864324539434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,1,37,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.0898875850253,684.0898875850253,684.0898875850253,684.0898875850253,684.0898875850253,684.0898875850253,684.0898875850253,684.0898875850253,684.0898875850253,684.0898875850253,a,0.3714713449589908,10,665,2,684.4882268970832,685.98905439605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,2,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.4892869750038,686.4892869750038,686.4892869750038,686.4892869750038,686.4892869750038,686.4892869750038,686.4892869750038,686.4892869750038,686.4892869750038,686.4892869750038,a,0.4025012629572302,10,675,2,686.9241091760341,688.4235196879599,688.4235196879599,688.9234649459831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,3,39,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.9234649459831,688.9234649459831,688.9234649459831,688.9234649459831,688.9234649459831,688.9234649459831,688.9234649459831,688.9234649459831,688.9234649459831,688.9234649459831,a,0.16166737605817616,10,685,2,689.1088532500435,690.609425943112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,4,40,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.1106550039258,691.1106550039258,691.1106550039258,691.1106550039258,691.1106550039258,691.1106550039258,691.1106550039258,691.1106550039258,691.1106550039258,691.1106550039258,l,0.25907168188132346,1,686,2,691.396480493946,692.911162185017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,5,41,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.4134465570096,693.4134465570096,693.4134465570096,693.4134465570096,693.4134465570096,693.4134465570096,693.4134465570096,693.4134465570096,693.4134465570096,693.4134465570096,l,0.24021259299479425,1,687,2,693.6792813651264,695.1806614780799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,6,42,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.6794332840946,695.6794332840946,695.6794332840946,695.6794332840946,695.6794332840946,695.6794332840946,695.6794332840946,695.6794332840946,695.6794332840946,695.6794332840946,l,0.07805208908393979,1,688,2,695.7819180069491,697.2967541569378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,7,43,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.7968983680476,697.7968983680476,697.7968983680476,697.7968983680476,697.7968983680476,697.7968983680476,697.7968983680476,697.7968983680476,697.7968983680476,697.7968983680476,l,0.10878253495320678,1,689,2,697.9328080259729,699.4476465419866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,8,44,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.9363882821053,699.9363882821053,699.9363882821053,699.9363882821053,699.9363882821053,699.9363882821053,699.9363882821053,699.9363882821053,699.9363882821053,699.9363882821053,l,0.2760117780417204,10,699,2,700.2363281310536,701.7337603140622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,9,45,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.2340204259381,702.2340204259381,702.2340204259381,702.2340204259381,702.2340204259381,702.2340204259381,702.2340204259381,702.2340204259381,702.2340204259381,702.2340204259381,l,0.21753178210929036,1,700,2,702.4870704610366,704.0010682039429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,10,46,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.5012699349318,704.5012699349318,704.5012699349318,704.5012699349318,704.5012699349318,704.5012699349318,704.5012699349318,704.5012699349318,704.5012699349318,704.5012699349318,l,0.1097874860279262,10,710,2,704.6408425280824,706.1538808429614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,11,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.6572791901417,706.6572791901417,706.6572791901417,706.6572791901417,706.6572791901417,706.6572791901417,706.6572791901417,706.6572791901417,706.6572791901417,706.6572791901417,l,0.31662064092233777,10,720,2,707.0066479870584,708.5234881730285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.2430335630197,,,F,139,circle,0.0006371221970766783,733.4020800990984,734.8918217909522,734.8918217909522,734.8918217909522,1,0,d,1.8059484858531505,0,736.7298164260574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.2300669839606,,,Y,132,triangle,0.016881991177797318,739.2392164890189,740.712320601102,740.712320601102,740.712320601102,0,0,d,0.9697339131962508,0,741.7158770279493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.4506058120169,,,H,160,hexagon,0.016653452068567276,744.2265265730675,745.6992256110534,745.6992256110534,745.6992256110534,1,1,d,2.215690677985549,0,747.9366167250555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
