LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,0,847,,,1644.5847129360773,,,F,125,triangle,0.016492719994857907,,,,,1,0,,,,,,,,,,,1640.5936670741066,1640.5936670741066,1640.5936670741066,1640.5936670741066,1642.0673719220795,1642.0673719220795,1642.0673719220795,1642.0673719220795,1642.100603343919,1642.100603343919,1642.100603343919,1642.100603343919,switch,letter,lettSwt,d,0.9783086921088398,Hi,,,,,,,1,,,,,low,1643.073575821938,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,10,857,,,1649.355084171053,,,Y,181,triangle,0.01674922788515687,,,,,1,0,,,,,,,,,,,1645.5809335529339,1645.5809335529339,1645.5809335529339,1645.5809335529339,1647.0542161441408,1647.0542161441408,1647.0542161441408,1647.0542161441408,1647.0872207491193,1647.0872207491193,1647.0872207491193,1647.0872207491193,repeat,letter,lettRpt,f,0.761698761023581,Hi,,,,,,,1,,,,,low,1647.8428028000053,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,1,858,,,1654.5918972259387,,,H,139,hexagon,0.0168942348100245,,,,,1,0,,,,,,,,,,,1650.3509291340597,1650.3509291340597,1650.3509291340597,1650.3509291340597,1651.8244808081072,1651.8244808081072,1651.8244808081072,1651.8244808081072,1651.8573856791481,1651.8573856791481,1651.8573856791481,1651.8573856791481,repeat,letter,lettRpt,d,1.2236918769776821,Lo,,,,,,,1,,,,,low,1653.0799372531474,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,0,858,,,1661.01475175214,,,B,167,star,0.016706336988136172,,,,,1,0,,,,,,,,,,,1655.5879036239348,1655.5879036239348,1655.5879036239348,1655.5879036239348,1657.0616070919205,1657.0616070919205,1657.0616070919205,1657.0616070919205,1657.0948991789483,1657.0948991789483,1657.0948991789483,1657.0948991789483,repeat,letter,lettRpt,d,2.4326099071186036,Hi,,,,,,,1,,,,,low,1659.517974206945,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,1,859,,,1666.201508861035,,,U,132,circle,0.0019902291242033243,,,,,1,0,,,,,,,,,,,1662.0096618190873,1662.0096618190873,1662.0096618190873,1662.0096618190873,1663.4992311249953,1663.4992311249953,1663.4992311249953,1663.4992311249953,1663.5154128561262,1663.5154128561262,1663.5154128561262,1663.5154128561262,repeat,letter,lettRpt,f,1.1703440679702908,Lo,,,,,,,1,,,,,low,1664.7042791920248,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,10,869,,,1670.9720167610794,,,D,160,star,0.002074816031381488,,,,,1,0,,,,,,,,,,,1667.1975064871367,1667.1975064871367,1667.1975064871367,1667.1975064871367,1668.685938023962,1668.685938023962,1668.685938023962,1668.685938023962,1668.702728613047,1668.702728613047,1668.702728613047,1668.702728613047,repeat,letter,lettRpt,d,0.7651457518804818,Hi,,,,,,,1,,,,,low,1669.4744301741011,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,0,869,,,1676.308947290061,,,S,174,triangle,0.0024620690383017063,,,,,1,0,,,,,,,,,,,1671.967445821967,1671.967445821967,1671.967445821967,1671.967445821967,1673.4560416729655,1673.4560416729655,1673.4560416729655,1673.4560416729655,1673.4727359749377,1673.4727359749377,1673.4727359749377,1673.4727359749377,repeat,letter,lettRpt,f,1.328376665012911,Hi,,,,,,,1,,,,,low,1674.812561118044,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,1,870,,,1681.9794557290152,,,W,146,hexagon,0.001926907105371356,,,,,1,0,,,,,,,,,,,1677.3041792239528,1677.3041792239528,1677.3041792239528,1677.3041792239528,1678.7933297229465,1678.7933297229465,1678.7933297229465,1678.7933297229465,1678.8098416889552,1678.8098416889552,1678.8098416889552,1678.8098416889552,repeat,letter,lettRpt,f,1.6492614939343184,Lo,,,,,,,1,,,,,low,1680.467859908007,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,1,871,,,1686.9996819291264,,,F,125,circle,0.01624690112657845,,,,,1,0,,,,,,,,,,,1682.9753181030974,1682.9753181030974,1682.9753181030974,1682.9753181030974,1684.4471230041236,1684.4471230041236,1684.4471230041236,1684.4471230041236,1684.4804197149351,1684.4804197149351,1684.4804197149351,1684.4804197149351,repeat,letter,lettRpt,d,1.0134290440473706,Lo,,,,,,,1,,,,,low,1685.4876774440054,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,0,871,,,1693.6370525199454,,,Y,160,triangle,0.016682272078469396,,,,,1,0,,,,,,,,,,,1687.9958413010463,1687.9958413010463,1687.9958413010463,1687.9958413010463,1689.4675707081333,1689.4675707081333,1689.4675707081333,1689.4675707081333,1689.5005722369533,1689.5005722369533,1689.5005722369533,1689.5005722369533,repeat,letter,lettRpt,f,2.6309016060549766,Hi,,,,,,,1,,,,,low,1692.1265456150286,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,1,872,,,1698.541146133095,,,H,139,hexagon,0.01643389300443232,,,,,1,0,,,,,,,,,,,1694.6337364960928,1694.6337364960928,1694.6337364960928,1694.6337364960928,1696.10658354708,1696.10658354708,1696.10658354708,1696.10658354708,1696.14008337399,1696.14008337399,1696.14008337399,1696.14008337399,repeat,letter,lettRpt,d,0.8865193999372423,Lo,,,,,,,1,,,,,low,1697.0289612270426,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,10,882,,,1703.6113144450355,,,W,167,circle,0.016912139020860195,,,,,1,0,,,,,,,,,,,1699.5374039621092,1699.5374039621092,1699.5374039621092,1699.5374039621092,1701.0102554950863,1701.0102554950863,1701.0102554950863,1701.0102554950863,1701.0437670559622,1701.0437670559622,1701.0437670559622,1701.0437670559622,repeat,letter,lettRpt,f,1.0562238071579486,Lo,,,,,,,1,,,,,low,1702.0993942751084,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,0,882,,,1709.01494443696,,,U,174,star,0.01642096578143537,,,,,1,0,,,,,,,,,,,1704.607716696104,1704.607716696104,1704.607716696104,1704.607716696104,1706.0807151889894,1706.0807151889894,1706.0807151889894,1706.0807151889894,1706.1140371540096,1706.1140371540096,1706.1140371540096,1706.1140371540096,repeat,letter,lettRpt,f,1.397916855989024,Hi,,,,,,,1,,,,,low,1707.503602819983,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,0,882,,,1713.9020496050362,,,B,146,triangle,0.016990961972624063,,,,,1,0,,,,,,,,,,,1710.0112469149753,1710.0112469149753,1710.0112469149753,1710.0112469149753,1711.4844627860002,1711.4844627860002,1711.4844627860002,1711.4844627860002,1711.5176155720837,1711.5176155720837,1711.5176155720837,1711.5176155720837,repeat,letter,lettRpt,d,0.8771449699997902,Hi,,,,,,,1,,,,,low,1712.3881149669178,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,0,882,,,1718.8390583870932,,,D,132,star,0.016798414988443255,,,,,1,0,,,,,,,,,,,1714.89825263503,1714.89825263503,1714.89825263503,1714.89825263503,1716.371385134058,1716.371385134058,1716.371385134058,1716.371385134058,1716.404740251135,1716.404740251135,1716.404740251135,1716.404740251135,repeat,letter,lettRpt,d,0.9283298749942333,Hi,,,,,,,1,,,,,low,1717.32492190809,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,1,883,,,1723.5089457449503,,,S,181,circle,0.0004548169672489166,,,,,1,0,,,,,,,,,,,1719.8184549210127,1719.8184549210127,1719.8184549210127,1719.8184549210127,1721.3084850590676,1721.3084850590676,1721.3084850590676,1721.3084850590676,1721.3250784869306,1721.3250784869306,1721.3250784869306,1721.3250784869306,repeat,letter,lettRpt,f,0.6604903279803693,Lo,,,,,,,1,,,,,low,1721.9969755019993,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,1,884,,,1729.613123635063,,,F,125,hexagon,0.016673589125275612,,,,,1,0,,,,,,,,,,,1724.5052651800215,1724.5052651800215,1724.5052651800215,1724.5052651800215,1725.9786706669256,1725.9786706669256,1725.9786706669256,1725.9786706669256,1726.011820774991,1726.011820774991,1726.011820774991,1726.011820774991,repeat,letter,lettRpt,d,2.0878487278241664,Lo,,,,,,,1,,,,,low,1728.0993068281095,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,0,884,,,1734.46690950403,,,D,146,star,0.01710163406096399,,,,,1,0,,,,,,,,,,,1730.6090132300742,1730.6090132300742,1730.6090132300742,1730.6090132300742,1732.082393680932,1732.082393680932,1732.082393680932,1732.082393680932,1732.1157261300832,1732.1157261300832,1732.1157261300832,1732.1157261300832,repeat,letter,lettRpt,d,0.8452194081619382,Hi,,,,,,,1,,,,,low,1732.955558178015,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,,,,,,,,,,,0,884,,,1740.0871429929975,,,S,181,triangle,0.017057960852980614,,,,,1,0,,,,,,,,,,,1735.463065290125,1735.463065290125,1735.463065290125,1735.463065290125,1736.9361660419963,1736.9361660419963,1736.9361660419963,1736.9361660419963,1736.9697080450132,1736.9697080450132,1736.9697080450132,1736.9697080450132,repeat,letter,lettRpt,f,1.6053748389240354,Hi,,,,,,,1,,,,,low,1738.5734644499607,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,26,0,26,0,,,,,,,,,,,,,,,,10,894,,,1745.7762443430256,,,W,139,circle,0.0017321119084954262,,,,,1,0,,,,,,,,,,,1741.0679456689395,1741.0679456689395,1741.0679456689395,1741.0679456689395,1742.5568510510493,1742.5568510510493,1742.5568510510493,1742.5568510510493,1742.573119387962,1742.573119387962,1742.573119387962,1742.573119387962,repeat,letter,lettRpt,f,1.6887771729379892,Lo,,,,,,,1,,,,,low,1744.279316947097,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,27,0,27,0,,,,,,,,,,,,,,,,1,895,,,1751.146941002924,,,H,125,hexagon,0.0018037538975477219,,,,,1,0,,,,,,,,,,,1746.7717216310557,1746.7717216310557,1746.7717216310557,1746.7717216310557,1748.2608122630045,1748.2608122630045,1748.2608122630045,1748.2608122630045,1748.277145385975,1748.277145385975,1748.277145385975,1748.277145385975,repeat,letter,lettRpt,d,1.362700929865241,Lo,,,,,,,1,,,,,low,1749.6497694859281,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,28,0,28,0,,,,,,,,,,,,,,,,0,895,,,1756.2338148090057,,,U,167,hexagon,0.0018436990212649107,,,,,0,0,,,,,,,,,,,1752.1425710071344,1752.1425710071344,1752.1425710071344,1752.1425710071344,1753.63100962108,1753.63100962108,1753.63100962108,1753.63100962108,1753.6476701791398,1753.6476701791398,1753.6476701791398,1753.6476701791398,repeat,letter,NA,d,1.0771343051455915,Lo,,,,,,,1,,,,,low,1754.7371271569282,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,29,0,29,0,,,,,,,,,,,,,,,,0,895,,,1761.0538244370837,,,B,160,triangle,0.0021159020252525806,,,,,1,1,,,,,,,,,,,1757.2292475150898,1757.2292475150898,1757.2292475150898,1757.2292475150898,1758.7179347460624,1758.7179347460624,1758.7179347460624,1758.7179347460624,1758.7344374379609,1758.7344374379609,1758.7344374379609,1758.7344374379609,repeat,letter,lettRpt,d,0.8059774988796562,Hi,,,,,,,1,,,,,low,1759.5578012720216,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,30,0,30,0,,,,,,,,,,,,,,,,0,895,,,1766.107792989118,,,Y,132,star,0.0020224498584866524,,,,,1,0,,,,,,,,,,,1762.0497358241118,1762.0497358241118,1762.0497358241118,1762.0497358241118,1763.5383107259404,1763.5383107259404,1763.5383107259404,1763.5383107259404,1763.5551534940023,1763.5551534940023,1763.5551534940023,1763.5551534940023,switch,number,numSwt,j,1.0476292630191892,Hi,,,,,,,1,,,,,low,1764.6086893770844,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,31,0,31,0,,,,,,,,,,,,,,,,10,905,,,1770.8445225269534,,1771.3483181181364,F,174,circle,0.0020569958724081516,,,,,1,0,,,,,,,,,,,1767.1029485049658,1767.1029485049658,1767.1029485049658,1767.1029485049658,1768.5922476139385,1768.5922476139385,1768.5922476139385,1768.5922476139385,1768.6084385260474,1768.6084385260474,1768.6084385260474,1768.6084385260474,repeat,number,numRpt,k,0.7190043739974499,Lo,,,,,,,1,,,,,low,1769.3453841030132,1770.8445225269534,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,0,905,,,1779.7996236530598,,,W,174,star,0.017456128960475326,,,,,1,0,,,,,,,,,,,1775.8256465150043,1775.8256465150043,1775.8256465150043,1775.8256465150043,1777.2985659961123,1777.2985659961123,1777.2985659961123,1777.2985659961123,1777.3321691451129,1777.3321691451129,1777.3321691451129,1777.3321691451129,repeat,number,numRpt,k,0.9580961149185896,Hi,,,,,,,2,,,space,0.5615031630732119,low,1778.2886248091236,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,1,906,,,1784.6531288081314,,,D,160,circle,0.01700533810071647,,,,,1,0,,,,,,,,,,,1780.796146477107,1780.796146477107,1780.796146477107,1780.796146477107,1782.269240614958,1782.269240614958,1782.269240614958,1782.269240614958,1782.3027033300605,1782.3027033300605,1782.3027033300605,1782.3027033300605,repeat,number,numRpt,k,0.8476839649956673,Lo,,,,,,,2,,,,,low,1783.1417696981225,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,1,907,,,1789.2400507980492,,,H,125,triangle,0.016862398013472557,,,,,1,0,,,,,,,,,,,1785.6497148040216,1785.6497148040216,1785.6497148040216,1785.6497148040216,1787.1225266980473,1787.1225266980473,1787.1225266980473,1787.1225266980473,1787.1558403510135,1787.1558403510135,1787.1558403510135,1787.1558403510135,repeat,number,numRpt,j,0.572441142052412,Hi,,,,,,,2,,,,,low,1787.726443249965,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,10,917,,,1794.14350955002,,,B,146,hexagon,0.016841101925820112,,,,,1,0,,,,,,,,,,,1790.2363033210859,1790.2363033210859,1790.2363033210859,1790.2363033210859,1791.709578077076,1791.709578077076,1791.709578077076,1791.709578077076,1791.742650485132,1791.742650485132,1791.742650485132,1791.742650485132,repeat,number,numRpt,j,0.8908708980306983,Lo,,,,,,,2,,,,,low,1792.6321928200778,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,1,918,,,1799.5473940540105,,,S,181,circle,0.016327683813869953,,,,,1,0,,,,,,,,,,,1795.1400654921308,1795.1400654921308,1795.1400654921308,1795.1400654921308,1796.6129350899719,1796.6129350899719,1796.6129350899719,1796.6129350899719,1796.646417803131,1796.646417803131,1796.646417803131,1796.646417803131,repeat,number,numRpt,k,1.3987882200162858,Lo,,,,,,,2,,,,,low,1798.0354280669708,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,0,918,,,1804.7342464670073,,,Y,167,triangle,0.016811592038720846,,,,,0,0,,,,,,,,,,,1800.543844067026,1800.543844067026,1800.543844067026,1800.543844067026,1802.0166494529694,1802.0166494529694,1802.0166494529694,1802.0166494529694,1802.0502683320083,1802.0502683320083,1802.0502683320083,1802.0502683320083,repeat,number,NA,j,1.1704363501630723,Lo,,,,,,,2,,,,,low,1803.2306067249738,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,10,928,,,1809.67135849013,,,F,132,hexagon,0.017215653089806437,,,,,1,1,,,,,,,,,,,1805.7305040610954,1805.7305040610954,1805.7305040610954,1805.7305040610954,1807.2038890251424,1807.2038890251424,1807.2038890251424,1807.2038890251424,1807.2372154709883,1807.2372154709883,1807.2372154709883,1807.2372154709883,repeat,number,numRpt,j,0.9218884890433401,Lo,,,,,,,2,,,,,low,1808.1597209980246,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,7,0,7,0,,,,,,,,,,,,,,,,0,928,,,1814.5918294009753,,,U,139,star,0.017047804780304432,,,,,1,0,,,,,,,,,,,1810.6678800641093,1810.6678800641093,1810.6678800641093,1810.6678800641093,1812.1405007999856,1812.1405007999856,1812.1405007999856,1812.1405007999856,1812.1738871829584,1812.1738871829584,1812.1738871829584,1812.1738871829584,repeat,number,numRpt,j,0.9128176649101079,Hi,,,,,,,2,,,,,low,1813.080554946093,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,8,0,8,0,,,,,,,,,,,,,,,,1,929,,,1820.1785025990102,,,W,174,hexagon,0.0005040448158979416,,,,,1,0,,,,,,,,,,,1815.5709785860963,1815.5709785860963,1815.5709785860963,1815.5709785860963,1817.0610433521215,1817.0610433521215,1817.0610433521215,1817.0610433521215,1817.0777398101054,1817.0777398101054,1817.0777398101054,1817.0777398101054,switch,letter,lettSwt,f,1.5731991669163108,Lo,,,,,,,2,,,,,low,1818.6669391291216,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,9,0,9,0,,,,,,,,,,,,,,,,10,939,,,1825.0989486160688,,,D,160,star,0.002072039060294628,,,,,1,0,,,,,,,,,,,1821.1596625100356,1821.1596625100356,1821.1596625100356,1821.1596625100356,1822.6485040481202,1822.6485040481202,1822.6485040481202,1822.6485040481202,1822.664910743013,1822.664910743013,1822.664910743013,1822.664910743013,repeat,letter,lettRpt,d,0.9026131920982152,Hi,,,,,,,2,,,,,low,1823.587655885145,,,,,,,,,,,,,,,,,46408,2022-11-17_08h05.19.621,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95665152737822,
