LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,3,5,41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.2240087909886,600.2240087909886,600.2240087909886,600.2240087909886,600.2240087909886,600.2240087909886,600.2240087909886,600.2240087909886,600.2240087909886,600.2240087909886,l,0.3436968240130227,10,567,1,600.5923527529958,602.0909297619946,602.0909297619946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,3,6,42,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.5927470099996,602.5927470099996,602.5927470099996,602.5927470099996,602.5927470099996,602.5927470099996,602.5927470099996,602.5927470099996,602.5927470099996,602.5927470099996,a,0.3425376130180666,10,577,1,602.9601203599887,604.460671791996,604.460671791996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,3,7,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.9609791389958,604.9609791389958,604.9609791389958,604.9609791389958,604.9609791389958,604.9609791389958,604.9609791389958,604.9609791389958,604.9609791389958,604.9609791389958,l,0.3752034030039795,1,578,1,605.362801264986,606.879036251994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,3,8,44,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.3635572450003,607.3635572450003,607.3635572450003,607.3635572450003,607.3635572450003,607.3635572450003,607.3635572450003,607.3635572450003,607.3635572450003,607.3635572450003,a,0.3002537720021792,10,588,1,607.6822497869871,609.1981220789894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,3,9,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.6981465559948,609.6981465559948,609.6981465559948,609.6981465559948,609.6981465559948,609.6981465559948,609.6981465559948,609.6981465559948,609.6981465559948,609.6981465559948,l,0.3496963980142027,1,589,1,610.0669969399896,611.5814798129868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,3,10,46,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.0817913689971,612.0817913689971,612.0817913689971,612.0817913689971,612.0817913689971,612.0817913689971,612.0817913689971,612.0817913689971,612.0817913689971,612.0817913689971,a,0.28528741501213517,1,590,1,612.3851005909964,613.8851920649904,613.8851920649904,614.3854738459922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,3,11,47,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.3854738459922,614.3854738459922,614.3854738459922,614.3854738459922,614.3854738459922,614.3854738459922,614.3854738459922,614.3854738459922,614.3854738459922,614.3854738459922,l,0.2621938070078613,10,600,1,614.669799462994,616.1863950499974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.933037964991,618.933037964991,618.933037964991,618.933037964991,618.933037964991,618.933037964991,618.933037964991,618.933037964991,618.933037964991,618.933037964991,l,1.5705336530081695,10,610,2,620.5223233139986,622.0227192289894,622.0227192289894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.5244581019942,622.5244581019942,622.5244581019942,622.5244581019942,622.5244581019942,622.5244581019942,622.5244581019942,622.5244581019942,622.5244581019942,622.5244581019942,l,0.3227733340172563,10,620,2,622.8747023499891,624.3751663249859,624.3751663249859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,0,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.8755194429978,624.8755194429978,624.8755194429978,624.8755194429978,624.8755194429978,624.8755194429978,624.8755194429978,624.8755194429978,624.8755194429978,624.8755194429978,l,0.32384708400059026,1,621,2,625.2265633079951,626.7437617449905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.2260714479926,627.2260714479926,627.2260714479926,627.2260714479926,627.2260714479926,627.2260714479926,627.2260714479926,627.2260714479926,627.2260714479926,627.2260714479926,a,0.6849999149999348,10,631,2,627.9308226499998,629.4454866199958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.9453842589865,629.9453842589865,629.9453842589865,629.9453842589865,629.9453842589865,629.9453842589865,629.9453842589865,629.9453842589865,629.9453842589865,629.9453842589865,l,0.933836735013756,1,632,2,630.897694194995,632.3992730649916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,5,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.899467582989,632.899467582989,632.899467582989,632.899467582989,632.899467582989,632.899467582989,632.899467582989,632.899467582989,632.899467582989,632.899467582989,l,0.8515931529982481,10,642,2,633.7827444539871,635.2826130619942,635.2826130619942,635.7829952749889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.7829952749889,635.7829952749889,635.7829952749889,635.7829952749889,635.7829952749889,635.7829952749889,635.7829952749889,635.7829952749889,635.7829952749889,635.7829952749889,a,0.8405679620045703,1,643,2,636.6525784889964,638.1520251559996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.6523859559966,638.6523859559966,638.6523859559966,638.6523859559966,638.6523859559966,638.6523859559966,638.6523859559966,638.6523859559966,638.6523859559966,638.6523859559966,a,1.1786765890137758,1,644,2,639.8528846009867,641.3534861119988,641.3534861119988,641.8531772719871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.8531772719871,641.8531772719871,641.8531772719871,641.8531772719871,641.8531772719871,641.8531772719871,641.8531772719871,641.8531772719871,641.8531772719871,641.8531772719871,l,0.6183270230103517,10,654,2,642.4902866789926,644.0072025589907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.4895930019993,644.4895930019993,644.4895930019993,644.4895930019993,644.4895930019993,644.4895930019993,644.4895930019993,644.4895930019993,644.4895930019993,644.4895930019993,l,1.1178831650031498,1,655,2,645.6257248909969,647.1235702099948,647.1235702099948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,0,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.6263858179882,647.6263858179882,647.6263858179882,647.6263858179882,647.6263858179882,647.6263858179882,647.6263858179882,647.6263858179882,647.6263858179882,647.6263858179882,a,0.8771910370123805,10,665,2,648.5284992439992,650.0436277449917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,11,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.5439401479962,650.5439401479962,650.5439401479962,650.5439401479962,650.5439401479962,650.5439401479962,650.5439401479962,650.5439401479962,650.5439401479962,650.5439401479962,l,0.7519784250034718,10,675,2,651.3276595439966,652.8291424529889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.3294021889888,653.3294021889888,653.3294021889888,653.3294021889888,653.3294021889888,653.3294021889888,653.3294021889888,653.3294021889888,653.3294021889888,653.3294021889888,a,0.7338590650033439,10,685,2,654.0808223789936,655.5801764009957,655.5801764009957,656.0803005339985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,1,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.0803005339985,656.0803005339985,656.0803005339985,656.0803005339985,656.0803005339985,656.0803005339985,656.0803005339985,656.0803005339985,656.0803005339985,656.0803005339985,a,1.0468298400082858,10,695,2,657.1479027169989,658.6504910369986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,2,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.1504969449888,659.1504969449888,659.1504969449888,659.1504969449888,659.1504969449888,659.1504969449888,659.1504969449888,659.1504969449888,659.1504969449888,659.1504969449888,l,1.0087183460127562,10,705,2,660.1846323869977,661.6852646219922,661.6852646219922,662.1852888739959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,3,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.1852888739959,662.1852888739959,662.1852888739959,662.1852888739959,662.1852888739959,662.1852888739959,662.1852888739959,662.1852888739959,662.1852888739959,662.1852888739959,a,1.1022889480082085,1,706,2,663.3214888999937,664.8221453839942,664.8221453839942,665.3221239409904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,4,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.3221239409904,665.3221239409904,665.3221239409904,665.3221239409904,665.3221239409904,665.3221239409904,665.3221239409904,665.3221239409904,665.3221239409904,665.3221239409904,l,1.3089784830081044,1,707,2,666.6550428639894,668.1574831559992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,5,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.6579436189932,668.6579436189932,668.6579436189932,668.6579436189932,668.6579436189932,668.6579436189932,668.6579436189932,668.6579436189932,668.6579436189932,668.6579436189932,a,0.949155337002594,1,708,2,669.6248592099873,671.1248718259885,671.1248718259885,671.6250016949925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,6,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.6250016949925,671.6250016949925,671.6250016949925,671.6250016949925,671.6250016949925,671.6250016949925,671.6250016949925,671.6250016949925,671.6250016949925,671.6250016949925,a,0.990233951000846,1,709,2,672.6450482849905,674.1443202859955,674.1443202859955,674.6444374860002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,7,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.6444374860002,674.6444374860002,674.6444374860002,674.6444374860002,674.6444374860002,674.6444374860002,674.6444374860002,674.6444374860002,674.6444374860002,674.6444374860002,l,0.9312553880154155,10,719,2,675.5981294099911,677.1129247539939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,8,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.5973174569954,677.5973174569954,677.5973174569954,677.5973174569954,677.5973174569954,677.5973174569954,677.5973174569954,677.5973174569954,677.5973174569954,677.5973174569954,l,1.7946578250121092,1,720,2,679.4171197989926,680.9333553799952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,9,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.4334038759989,681.4334038759989,681.4334038759989,681.4334038759989,681.4334038759989,681.4334038759989,681.4334038759989,681.4334038759989,681.4334038759989,681.4334038759989,a,0.5504757900052937,1,721,2,682.0003154239967,683.5022699539986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,10,22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.0024902239966,684.0024902239966,684.0024902239966,684.0024902239966,684.0024902239966,684.0024902239966,684.0024902239966,684.0024902239966,684.0024902239966,684.0024902239966,l,0.605565721009043,10,731,2,684.6376316119859,686.1529570659914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,11,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.6534087879991,686.6534087879991,686.6534087879991,686.6534087879991,686.6534087879991,686.6534087879991,686.6534087879991,686.6534087879991,686.6534087879991,686.6534087879991,l,0.48267780800233595,1,732,2,687.1557837869914,688.6550005569879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,0,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.1551701919961,689.1551701919961,689.1551701919961,689.1551701919961,689.1551701919961,689.1551701919961,689.1551701919961,689.1551701919961,689.1551701919961,689.1551701919961,a,0.31641952601785306,10,742,2,689.4924597879872,691.005835923992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,1,25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.4907927569875,691.4907927569875,691.4907927569875,691.4907927569875,691.4907927569875,691.4907927569875,691.4907927569875,691.4907927569875,691.4907927569875,691.4907927569875,a,1.788894106997759,10,752,2,693.3095541239891,694.8099137889949,694.8099137889949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,2,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.3100998029986,695.3100998029986,695.3100998029986,695.3100998029986,695.3100998029986,695.3100998029986,695.3100998029986,695.3100998029986,695.3100998029986,695.3100998029986,l,0.952952018022188,1,753,2,696.2955001609953,697.7965069309867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,3,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.2968322050001,698.2968322050001,698.2968322050001,698.2968322050001,698.2968322050001,698.2968322050001,698.2968322050001,698.2968322050001,698.2968322050001,698.2968322050001,a,0.3586882610106841,1,754,2,698.679564015998,700.1799477339955,700.1799477339955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,4,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.6802386599884,700.6802386599884,700.6802386599884,700.6802386599884,700.6802386599884,700.6802386599884,700.6802386599884,700.6802386599884,700.6802386599884,700.6802386599884,l,0.2317387720104307,10,764,2,700.9320981039928,702.432823154988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,5,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.9328830389859,702.9328830389859,702.9328830389859,702.9328830389859,702.9328830389859,702.9328830389859,702.9328830389859,702.9328830389859,702.9328830389859,702.9328830389859,l,0.9626388590113493,10,774,2,703.9174941279925,705.417468656,705.417468656,705.9176926479995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,6,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.9176926479995,705.9176926479995,705.9176926479995,705.9176926479995,705.9176926479995,705.9176926479995,705.9176926479995,705.9176926479995,705.9176926479995,705.9176926479995,l,1.1933990350080421,10,784,2,707.1352479319903,708.6369484519964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,7,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.137075969993,709.137075969993,709.137075969993,709.137075969993,709.137075969993,709.137075969993,709.137075969993,709.137075969993,709.137075969993,709.137075969993,l,0.7589727980084717,10,794,2,709.9214173419896,711.420574097996,711.420574097996,711.9204765449977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96919,2022-10-26_14h33.13.032,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.741760980456945,
