LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,10,1060,,,,1381.4700528379763,,F,146,star,0.0006449669890571386,,,,,1,0,,,,,,,,,,,,1376.264196507982,1376.264196507982,1376.264196507982,1376.264196507982,1377.7658099679975,1377.7658099679975,1377.7658099679975,1377.7658099679975,1377.7658099679975,1377.7658099679975,1377.7658099679975,1377.7658099679975,repeat,number,numRpt,j,2.17672856603167,Lo,,,0,,,,,low,1379.969458364998,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,0,1060,,,,1386.258489644999,,S,160,triangle,0.0012323719856794924,,,,,1,0,,,,,,,,,,,,1382.4544596839987,1382.4544596839987,1382.4544596839987,1382.4544596839987,1383.9559365829919,1383.9559365829919,1383.9559365829919,1383.9559365829919,1383.9559365829919,1383.9559365829919,1383.9559365829919,1383.9559365829919,repeat,number,numRpt,k,0.7687458750151563,Hi,,,0,,,,,low,1384.7568015540019,1386.258489644999,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,1,1061,,,,1401.4754816679924,,B,160,hexagon,0.0015927279891911894,,,,,1,0,,,,,,,,,,,,1397.8714172029868,1397.8714172029868,1397.8714172029868,1397.8714172029868,1399.3732326159952,1399.3732326159952,1399.3732326159952,1399.3732326159952,1399.3732326159952,1399.3732326159952,1399.3732326159952,1399.3732326159952,switch,letter,lettSwt,d,0.573751721996814,Hi,,,1,,,space,4.861608072009403,low,1399.9904781439982,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,10,1071,,,,1406.1304566409963,,D,181,triangle,0.0013074750022497028,,,,,1,0,,,,,,,,,,,,1402.4597690609808,1402.4597690609808,1402.4597690609808,1402.4597690609808,1403.961363312992,1403.961363312992,1403.961363312992,1403.961363312992,1403.961363312992,1403.961363312992,1403.961363312992,1403.961363312992,repeat,letter,lettRpt,d,0.6436084730084985,Hi,,,1,,,,,low,1404.6458567339869,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,10,1081,,,,1410.769036157988,,W,125,star,0.001128553005401045,,,,,1,0,,,,,,,,,,,,1407.114989344991,1407.114989344991,1407.114989344991,1407.114989344991,1408.6164582229976,1408.6164582229976,1408.6164582229976,1408.6164582229976,1408.6164582229976,1408.6164582229976,1408.6164582229976,1408.6164582229976,repeat,letter,lettRpt,f,0.6240251870185602,Lo,,,1,,,,,low,1409.2683669659891,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,1,1082,,,,1415.3572962649923,,H,139,circle,0.0012019859859719872,,,,,1,0,,,,,,,,,,,,1411.7533520989818,1411.7533520989818,1411.7533520989818,1411.7533520989818,1413.255002566002,1413.255002566002,1413.255002566002,1413.255002566002,1413.255002566002,1413.255002566002,1413.255002566002,1413.255002566002,repeat,letter,lettRpt,d,0.5751454280107282,Lo,,,1,,,,,low,1413.872587130987,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,10,1092,,,,1419.929083030991,,F,174,star,0.0010825350182130933,,,,,1,0,,,,,,,,,,,,1416.3417944459943,1416.3417944459943,1416.3417944459943,1416.3417944459943,1417.8433040659875,1417.8433040659875,1417.8433040659875,1417.8433040659875,1417.8433040659875,1417.8433040659875,1417.8433040659875,1417.8433040659875,repeat,letter,lettRpt,d,0.5555534340091981,Lo,,,1,,,,,low,1418.444213093986,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,1,1093,,,,1424.4338337899826,,S,146,hexagon,0.0013174359919503331,,,,,1,0,,,,,,,,,,,,1420.9134928659769,1420.9134928659769,1420.9134928659769,1420.9134928659769,1422.4150057989755,1422.4150057989755,1422.4150057989755,1422.4150057989755,1422.4150057989755,1422.4150057989755,1422.4150057989755,1422.4150057989755,repeat,letter,lettRpt,f,0.4943746560020372,Hi,,,1,,,,,low,1422.9491608709795,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,1,1094,,,,1428.9222591459984,,U,167,circle,0.0011711809784173965,,,,,1,0,,,,,,,,,,,,1425.4183807509835,1425.4183807509835,1425.4183807509835,1425.4183807509835,1426.920105557976,1426.920105557976,1426.920105557976,1426.920105557976,1426.920105557976,1426.920105557976,1426.920105557976,1426.920105557976,repeat,letter,lettRpt,f,0.47905021702172235,Lo,,,1,,,,,low,1427.4218599000014,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,1,1095,,,,1433.4940468179993,,Y,132,triangle,0.0012555040011648089,,,,,1,0,,,,,,,,,,,,1429.9066007399815,1429.9066007399815,1429.9066007399815,1429.9066007399815,1431.4086505599844,1431.4086505599844,1431.4086505599844,1431.4086505599844,1431.4086505599844,1431.4086505599844,1431.4086505599844,1431.4086505599844,repeat,letter,lettRpt,f,0.5584361689980142,Hi,,,1,,,,,low,1431.9937099749804,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,1,1096,,,,1438.0826773899898,,B,160,hexagon,0.0012474700051825494,,,,,1,0,,,,,,,,,,,,1434.4786629499868,1434.4786629499868,1434.4786629499868,1434.4786629499868,1435.9800461429986,1435.9800461429986,1435.9800461429986,1435.9800461429986,1435.9800461429986,1435.9800461429986,1435.9800461429986,1435.9800461429986,repeat,letter,lettRpt,d,0.5676930329937022,Hi,,,1,,,,,low,1436.5809311539924,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,10,1106,,,,1442.7210077399795,,D,181,triangle,0.0006718150107190013,,,,,1,0,,,,,,,,,,,,1439.0502597949817,1439.0502597949817,1439.0502597949817,1439.0502597949817,1440.551868679002,1440.551868679002,1440.551868679002,1440.551868679002,1440.551868679002,1440.551868679002,1440.551868679002,1440.551868679002,repeat,letter,lettRpt,d,0.6291929779981729,Hi,,,1,,,,,low,1441.2194335589884,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,1,1107,,,,1448.9946418909822,1449.495226111001,W,125,star,0.0010277070105075836,,,,,1,0,,,,,,,,,,,,1443.6888783779868,1443.6888783779868,1443.6888783779868,1443.6888783779868,1445.1903366799816,1445.1903366799816,1445.1903366799816,1445.1903366799816,1445.1903366799816,1445.1903366799816,1445.1903366799816,1445.1903366799816,repeat,letter,lettRpt,f,2.2700176630169153,Lo,,,1,,,,,low,1447.4929430979828,1448.9946418909822,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,10,1117,,,,1453.4994847499765,,H,139,circle,0.0006677870114799589,,,,,1,0,,,,,,,,,,,,1449.9956616149866,1449.9956616149866,1449.9956616149866,1449.9956616149866,1451.4807136360032,1451.4807136360032,1451.4807136360032,1451.4807136360032,1451.49738677399,1451.49738677399,1451.49738677399,1451.49738677399,repeat,letter,lettRpt,d,0.49058304203208536,Lo,,,1,,,,,low,1452.0146844449919,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,10,1127,,,,1458.0543735629763,,F,174,circle,0.0013177059881854802,,,,,1,0,,,,,,,,,,,,1454.4839223589806,1454.4839223589806,1454.4839223589806,1454.4839223589806,1455.9856097500015,1455.9856097500015,1455.9856097500015,1455.9856097500015,1455.9856097500015,1455.9856097500015,1455.9856097500015,1455.9856097500015,repeat,letter,lettRpt,d,0.5419526740151923,Lo,,,1,,,,,low,1456.5542214860034,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,10,1137,,,,1462.5594865460007,,S,146,hexagon,0.00126201898092404,,,,,1,0,,,,,,,,,,,,1459.038826849981,1459.038826849981,1459.038826849981,1459.038826849981,1460.5406614579842,1460.5406614579842,1460.5406614579842,1460.5406614579842,1460.5406614579842,1460.5406614579842,1460.5406614579842,1460.5406614579842,repeat,letter,lettRpt,f,0.5001549060107209,Hi,,,1,,,,,low,1461.0596859299985,1462.5594865460007,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,10,1147,,,,1467.2978688689764,,U,167,triangle,0.000676497002132237,,,,,1,0,,,,,,,,,,,,1463.5439211629855,1463.5439211629855,1463.5439211629855,1463.5439211629855,1465.0456205139926,1465.0456205139926,1465.0456205139926,1465.0456205139926,1465.0456205139926,1465.0456205139926,1465.0456205139926,1465.0456205139926,repeat,letter,lettRpt,f,0.729355696006678,Hi,,,1,,,,,low,1465.7979020799976,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,1,1148,,,,1473.421336992993,,Y,132,star,0.0010403500054962933,,,,,1,0,,,,,,,,,,,,1468.2825160649954,1468.2825160649954,1468.2825160649954,1468.2825160649954,1469.78389689498,1469.78389689498,1469.78389689498,1469.78389689498,1469.78389689498,1469.78389689498,1469.78389689498,1469.78389689498,repeat,letter,lettRpt,f,2.1128103530209046,Lo,,,1,,,,,low,1471.9363344809972,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,1,1149,,,,1478.0434183789766,1478.5437194179976,F,174,circle,0.001199947000714019,,,,,1,0,,,,,,,,,,,,1474.4057640279934,1474.4057640279934,1474.4057640279934,1474.4057640279934,1475.9076941929816,1475.9076941929816,1475.9076941929816,1475.9076941929816,1475.9076941929816,1475.9076941929816,1475.9076941929816,1475.9076941929816,repeat,letter,lettRpt,d,0.6012382200278807,Lo,,,1,,,,,low,1476.5414710729965,1478.0434183789766,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,10,1159,,,,1482.564806690003,1483.065531129978,D,167,hexagon,0.0006325769936665893,,,,,1,0,,,,,,,,,,,,1479.0443979599804,1479.0443979599804,1479.0443979599804,1479.0443979599804,1480.5294083489862,1480.5294083489862,1480.5294083489862,1480.5294083489862,1480.546128135,1480.546128135,1480.546128135,1480.546128135,repeat,letter,lettRpt,d,0.5017554119986016,Hi,,,1,,,,,low,1481.0632001699996,1482.564806690003,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,1,1160,,,,1488.4547781609872,,H,125,star,0.00042441400000825524,,,,,1,0,,,,,,,,,,,,1483.5660776489822,1483.5660776489822,1483.5660776489822,1483.5660776489822,1485.051034368982,1485.051034368982,1485.051034368982,1485.051034368982,1485.0676103129808,1485.0676103129808,1485.0676103129808,1485.0676103129808,repeat,letter,lettRpt,d,1.8764911530306563,Lo,,,1,,,,,low,1486.9698425699899,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,10,1170,,,,1492.9762850549887,,B,160,triangle,0.0011797389888670295,,,,,1,0,,,,,,,,,,,,1489.4391752639785,1489.4391752639785,1489.4391752639785,1489.4391752639785,1490.9407613999792,1490.9407613999792,1490.9407613999792,1490.9407613999792,1490.9407613999792,1490.9407613999792,1490.9407613999792,1490.9407613999792,repeat,letter,lettRpt,d,0.49908523200429045,Hi,,,1,,,,,low,1491.4746959329932,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,1,1171,,,,1497.531540707976,1498.032074073999,U,132,star,0.0011447440192569047,,,,,1,0,,,,,,,,,,,,1493.9440783309983,1493.9440783309983,1493.9440783309983,1493.9440783309983,1495.4458208679862,1495.4458208679862,1495.4458208679862,1495.4458208679862,1495.4458208679862,1495.4458208679862,1495.4458208679862,1495.4458208679862,repeat,letter,lettRpt,f,0.5513270270312205,Lo,,,1,,,,,low,1496.0297407599865,1497.531540707976,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,10,1181,,,,1502.1197357389901,1502.6204991639825,S,146,triangle,0.00019522197544574738,,,,,1,0,,,,,,,,,,,,1498.5326141489786,1498.5326141489786,1498.5326141489786,1498.5326141489786,1500.0173936939973,1500.0173936939973,1500.0173936939973,1500.0173936939973,1500.034110794979,1500.034110794979,1500.034110794979,1500.034110794979,repeat,letter,lettRpt,f,0.5685882240068167,Hi,,,1,,,,,low,1500.618052779988,1502.1197357389901,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,10,1191,,,,1506.7080837340036,1507.2086132899858,Y,139,hexagon,0.0003570650005713105,,,,,1,0,,,,,,,,,,,,1503.1209604899923,1503.1209604899923,1503.1209604899923,1503.1209604899923,1504.6057444709877,1504.6057444709877,1504.6057444709877,1504.6057444709877,1504.6227038179932,1504.6227038179932,1504.6227038179932,1504.6227038179932,repeat,letter,lettRpt,f,0.5697202630108222,Hi,,,1,,,,,low,1505.2064137400012,1506.7080837340036,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,10,1201,,,,1511.1629792989988,,W,181,circle,0.00031293899519369006,,,,,1,0,,,,,,,,,,,,1507.709308763995,1507.709308763995,1507.709308763995,1507.709308763995,1509.194163823995,1509.194163823995,1509.194163823995,1509.194163823995,1509.2107662209892,1509.2107662209892,1509.2107662209892,1509.2107662209892,repeat,letter,lettRpt,f,0.44939518501632847,Lo,,,1,,,,,low,1509.6631419939804,1511.1629792989988,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,1,1202,,,,1515.6846192039957,,U,167,star,0.0008378219790756702,,,,,1,0,,,,,,,,,,,,1512.1475364840007,1512.1475364840007,1512.1475364840007,1512.1475364840007,1513.6491302259965,1513.6491302259965,1513.6491302259965,1513.6491302259965,1513.6491302259965,1513.6491302259965,1513.6491302259965,1513.6491302259965,repeat,letter,lettRpt,f,0.5062141890230123,Lo,,,1,,,,,low,1514.2000122089812,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,,,,,,,,,,,1,1203,,,,1520.2729609239905,,F,132,triangle,0.0011850350128952414,,,,,1,0,,,,,,,,,,,,1516.6691181499918,1516.6691181499918,1516.6691181499918,1516.6691181499918,1518.1706707789854,1518.1706707789854,1518.1706707789854,1518.1706707789854,1518.1706707789854,1518.1706707789854,1518.1706707789854,1518.1706707789854,repeat,letter,lettRpt,d,0.5739025410148315,Hi,,,1,,,,,low,1518.7729164089833,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,26,0,26,0,,,,,,,,,,,,,,,,1,1204,,,,1524.828301104979,,Y,181,hexagon,0.0010931260185316205,,,,,1,0,,,,,,,,,,,,1521.257709639991,1521.257709639991,1521.257709639991,1521.257709639991,1522.7592118959874,1522.7592118959874,1522.7592118959874,1522.7592118959874,1522.7592118959874,1522.7592118959874,1522.7592118959874,1522.7592118959874,repeat,letter,lettRpt,f,0.5418987900193315,Hi,,,1,,,,,low,1523.3432729009946,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,27,0,27,0,,,,,,,,,,,,,,,,10,1214,,,,1529.2996581339976,1529.8003266459855,B,174,circle,0.001180333987576887,,,,,1,0,,,,,,,,,,,,1525.8127385709959,1525.8127385709959,1525.8127385709959,1525.8127385709959,1527.314067270985,1527.314067270985,1527.314067270985,1527.314067270985,1527.314067270985,1527.314067270985,1527.314067270985,1527.314067270985,repeat,letter,lettRpt,d,0.45292176300426945,Lo,,,1,,,,,low,1527.7980248940003,1529.2996581339976,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,28,0,28,0,,,,,,,,,,,,,,,,1,1215,,,,1533.8547385199927,,W,125,circle,0.0002465150028001517,,,,,1,0,,,,,,,,,,,,1530.3008051579818,1530.3008051579818,1530.3008051579818,1530.3008051579818,1531.7860013599857,1531.7860013599857,1531.7860013599857,1531.7860013599857,1531.802706544986,1531.802706544986,1531.802706544986,1531.802706544986,repeat,letter,lettRpt,f,0.5394787230179645,Lo,,,1,,,,,low,1532.3698141299828,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,29,0,29,0,,,,,,,,,,,,,,,,0,1215,,,,1538.3931820639991,,H,160,hexagon,0.0010083680099342018,,,,,0,0,,,,,,,,,,,,1534.8391335039923,1534.8391335039923,1534.8391335039923,1534.8391335039923,1536.3408297159767,1536.3408297159767,1536.3408297159767,1536.3408297159767,1536.3408297159767,1536.3408297159767,1536.3408297159767,1536.3408297159767,repeat,letter,NA,f,0.5290641290193889,Lo,,,1,,,,,low,1536.9084136839956,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,30,0,30,0,,,,,,,,,,,,,,,,10,1225,,,,1542.9815907749871,1543.4819953929982,S,146,star,0.0011558050173334777,,,,,1,1,,,,,,,,,,,,1539.3774833509815,1539.3774833509815,1539.3774833509815,1539.3774833509815,1540.8793209449796,1540.8793209449796,1540.8793209449796,1540.8793209449796,1540.8793209449796,1540.8793209449796,1540.8793209449796,1540.8793209449796,repeat,letter,lettRpt,f,0.56876155801001,Lo,,,1,,,,,low,1541.4797161349852,1542.9815907749871,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,31,0,31,0,,,,,,,,,,,,,,,,10,1235,,,,1547.6366192379792,,D,139,triangle,0.0004667739849537611,,,,,1,0,,,,,,,,,,,,1543.9827390629798,1543.9827390629798,1543.9827390629798,1543.9827390629798,1545.467565008992,1545.467565008992,1545.467565008992,1545.467565008992,1545.4844344150042,1545.4844344150042,1545.4844344150042,1545.4844344150042,repeat,letter,lettRpt,d,0.6404156170028728,Hi,,,1,,,,,low,1546.1364046189992,,,,,,,,,,,,,,,,,,,,,98110,2022-11-21_14h08.02.994,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.90733772441504,
