LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,1407.0970925840084,,,S,167,triangle,0.016695538070052862,,,,,1,0,,,,,,,,,,,,,,,1403.5068917549215,1403.5068917549215,1403.5068917549215,1403.5068917549215,1404.9797690119594,1404.9797690119594,1404.9797690119594,1404.9797690119594,1405.0129708498716,1405.0129708498716,1405.0129708498716,1405.0129708498716,repeat,number,numRpt,k,0.5800365968607366,noRew,,,0,1405.5832916649524,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,1411.6173720208462,,,B,174,circle,0.016077660955488682,,,,,1,0,,,,,,,,,,,,,,,1408.0933983230498,1408.0933983230498,1408.0933983230498,1408.0933983230498,1409.5665620588697,1409.5665620588697,1409.5665620588697,1409.5665620588697,1409.5996224200353,1409.5996224200353,1409.5996224200353,1409.5996224200353,switch,letter,lettSwt,d,0.5160288028419018,noRew,,,0,1410.1024995278567,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,1416.370748492889,,,U,181,hexagon,0.016610921826213598,,,,,1,0,,,,,,,,,,,,,,,1412.613492088858,1412.613492088858,1412.613492088858,1412.613492088858,1414.084978197934,1414.084978197934,1414.084978197934,1414.084978197934,1414.1180996019393,1414.1180996019393,1414.1180996019393,1414.1180996019393,repeat,letter,lettRpt,f,0.7441754969768226,noRew,,,0,1414.8559722669888,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,1420.9908659709617,,,H,132,triangle,0.017024176893755794,,,,,1,0,,,,,,,,,,,,,,,1417.3670024760067,1417.3670024760067,1417.3670024760067,1417.3670024760067,1418.8383742880542,1418.8383742880542,1418.8383742880542,1418.8383742880542,1418.8717375020497,1418.8717375020497,1418.8717375020497,1418.8717375020497,repeat,letter,lettRpt,d,0.6150309811346233,noRew,,,0,1419.4764768278692,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,1425.927873939043,,,F,146,star,0.016793178860098124,,,,,1,0,,,,,,,,,,,,,,,1421.9865115529392,1421.9865115529392,1421.9865115529392,1421.9865115529392,1423.4584680490661,1423.4584680490661,1423.4584680490661,1423.4584680490661,1423.491729540052,1423.491729540052,1423.491729540052,1423.491729540052,switch,number,numSwt,j,0.9344639230985194,noRew,,,0,1424.4137157029472,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,1430.4480690939818,,,W,125,triangle,0.016606539953500032,,,,,1,0,,,,,,,,,,,,,,,1426.9241125378758,1426.9241125378758,1426.9241125378758,1426.9241125378758,1428.3953856539447,1428.3953856539447,1428.3953856539447,1428.3953856539447,1428.4288617689162,1428.4288617689162,1428.4288617689162,1428.4288617689162,switch,letter,lettSwt,f,0.5308893381152302,noRew,,,0,1428.9481854198966,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,1435.0514628679957,,,Y,160,circle,0.0023406969849020243,,,,,1,0,,,,,,,,,,,,,,,1431.4439715188928,1431.4439715188928,1431.4439715188928,1431.4439715188928,1432.9321381549817,1432.9321381549817,1432.9321381549817,1432.9321381549817,1432.9490197978448,1432.9490197978448,1432.9490197978448,1432.9490197978448,switch,number,numSwt,k,0.5957805330399424,noRew,,,0,1433.552086347947,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,1439.5880960840732,,,F,167,hexagon,0.0018903810996562243,,,,,1,0,,,,,,,,,,,,,,,1436.0475029628724,1436.0475029628724,1436.0475029628724,1436.0475029628724,1437.5357249549124,1437.5357249549124,1437.5357249549124,1437.5357249549124,1437.552243016893,1437.552243016893,1437.552243016893,1437.552243016893,repeat,number,numRpt,k,0.5258487360551953,noRew,,,0,1438.1011223108508,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,1444.211499623023,,,S,181,star,0.0018839631229639053,,,,,1,0,,,,,,,,,,,,,,,1440.5838867339771,1440.5838867339771,1440.5838867339771,1440.5838867339771,1442.0724611098412,1442.0724611098412,1442.0724611098412,1442.0724611098412,1442.0889275120571,1442.0889275120571,1442.0889275120571,1442.0889275120571,switch,letter,lettSwt,f,0.6019760391209275,noRew,,,0,1442.7066614599898,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,1448.9602118260227,,,W,174,triangle,0.01554199494421482,,,,,1,0,,,,,,,,,,,,,,,1445.2202544440515,1445.2202544440515,1445.2202544440515,1445.2202544440515,1446.6925171478651,1446.6925171478651,1446.6925171478651,1446.6925171478651,1446.7262748170178,1446.7262748170178,1446.7262748170178,1446.7262748170178,repeat,letter,lettRpt,f,0.7297366508282721,noRew,,,0,1447.4456843498629,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,1453.4634792618454,,,B,146,circle,0.002092846902087331,,,,,1,0,,,,,,,,,,,,,,,1449.9412518930621,1449.9412518930621,1449.9412518930621,1449.9412518930621,1451.429276997922,1451.429276997922,1451.429276997922,1451.429276997922,1451.4463238839526,1451.4463238839526,1451.4463238839526,1451.4463238839526,repeat,letter,lettRpt,d,0.492870032787323,noRew,,,0,1451.9615824038628,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,1458.0338737659622,,,F,174,circle,0.016850088955834508,,,,,1,0,,,,,,,,,,,,,,,1454.4603255540133,1454.4603255540133,1454.4603255540133,1454.4603255540133,1455.932742205914,1455.932742205914,1455.932742205914,1455.932742205914,1455.9664768420625,1455.9664768420625,1455.9664768420625,1455.9664768420625,switch,number,numSwt,k,0.5572828350123018,noRew,,,0,1456.51929818606,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,1462.7371940179728,,1463.2375782560557,S,167,star,0.016721629071980715,,,,,1,0,,,,,,,,,,,,,,,1459.0301451410633,1459.0301451410633,1459.0301451410633,1459.0301451410633,1460.5030917220283,1460.5030917220283,1460.5030917220283,1460.5030917220283,1460.536583228968,1460.536583228968,1460.536583228968,1460.536583228968,switch,letter,lettSwt,f,0.7010524088982493,noRew,,,0,1461.2371867210604,,,,,1462.7371940179728,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,1467.2906596800312,,,D,181,hexagon,0.01366293802857399,,,,,1,0,,,,,,,,,,,,,,,1463.7501042280346,1463.7501042280346,1463.7501042280346,1463.7501042280346,1465.2232676078565,1465.2232676078565,1465.2232676078565,1465.2232676078565,1465.256579893874,1465.256579893874,1465.256579893874,1465.256579893874,repeat,letter,lettRpt,d,0.5260026149917394,noRew,,,0,1465.7885279559996,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,1472.2777502909303,,,H,146,star,0.01690550707280636,,,,,1,0,,,,,,,,,,,,,,,1468.2867197690066,1468.2867197690066,1468.2867197690066,1468.2867197690066,1469.7599384959321,1469.7599384959321,1469.7599384959321,1469.7599384959321,1469.7934636799619,1469.7934636799619,1469.7934636799619,1469.7934636799619,repeat,letter,lettRpt,d,0.9734020058531314,noRew,,,0,1470.7633031168953,,,,,,,,,,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,10,865,,,1507.8201022420544,,,D,167,hexagon,0.017075941897928715,,,,,1,0,,,,,,,,,,,,,,,1504.0796851110645,1504.0796851110645,1504.0796851110645,1504.0796851110645,1505.5524819369894,1505.5524819369894,1505.5524819369894,1505.5524819369894,1505.5859970389865,1505.5859970389865,1505.5859970389865,1505.5859970389865,repeat,letter,lettRpt,d,0.7327849781140685,Lo,,,0,,,,,,,space,8.03503633197397,low,1506.3062142799608,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,1,866,,,1512.3233392080292,,,W,139,star,0.017113795038312674,,,,,1,0,,,,,,,,,,,,,,,1508.8163308349904,1508.8163308349904,1508.8163308349904,1508.8163308349904,1510.2893270188943,1510.2893270188943,1510.2893270188943,1510.2893270188943,1510.3227567309514,1510.3227567309514,1510.3227567309514,1510.3227567309514,repeat,letter,lettRpt,f,0.4961465548258275,Lo,,,0,,,,,,,,,low,1510.8097356560174,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,10,876,,,1516.8434758780058,,,F,160,circle,0.01665800390765071,,,,,1,0,,,,,,,,,,,,,,,1513.3200684259646,1513.3200684259646,1513.3200684259646,1513.3200684259646,1514.7927541260142,1514.7927541260142,1514.7927541260142,1514.7927541260142,1514.8259906359017,1514.8259906359017,1514.8259906359017,1514.8259906359017,repeat,letter,lettRpt,d,0.5042281751520932,Hi,,,0,,,,,,,,,low,1515.3296708529815,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,10,886,,,1521.3973236989696,,,S,174,triangle,0.016537305898964405,,,,,1,0,,,,,,,,,,,,,,,1517.8395978929475,1517.8395978929475,1517.8395978929475,1517.8395978929475,1519.313096086029,1519.313096086029,1519.313096086029,1519.313096086029,1519.3462036480196,1519.3462036480196,1519.3462036480196,1519.3462036480196,switch,number,numSwt,k,0.5408703000284731,Hi,,,0,,,,,,,,,low,1519.8832168548834,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,1,887,,,1526.3173679930624,,,H,132,star,0.0169944460503757,,,,,1,0,,,,,,,,,,,,,,,1522.3933597130235,1522.3933597130235,1522.3933597130235,1522.3933597130235,1523.86460287706,1523.86460287706,1523.86460287706,1523.86460287706,1523.8978696379345,1523.8978696379345,1523.8978696379345,1523.8978696379345,repeat,number,numRpt,j,0.9058147738687694,Lo,,,0,,,,,,,,,low,1524.803480054019,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,0,887,,,1530.9876899819355,,,B,181,triangle,0.016620876034721732,,,,,1,0,,,,,,,,,,,,,,,1527.3132124219555,1527.3132124219555,1527.3132124219555,1527.3132124219555,1528.7846202969085,1528.7846202969085,1528.7846202969085,1528.7846202969085,1528.8181329008657,1528.8181329008657,1528.8181329008657,1528.8181329008657,switch,letter,lettSwt,d,0.6664475039578974,Hi,,,0,,,,,,,,,low,1529.4783688948955,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,1,888,,,1535.4908371290658,,,Y,125,circle,0.016855950001627207,,,,,1,0,,,,,,,,,,,,,,,1531.983587478986,1531.983587478986,1531.983587478986,1531.983587478986,1533.45520506287,1533.45520506287,1533.45520506287,1533.45520506287,1533.4883787168656,1533.4883787168656,1533.4883787168656,1533.4883787168656,repeat,letter,lettRpt,f,0.5076615430880338,Hi,,,0,,,,,,,,,low,1533.9920141850598,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,10,898,,,1540.0607988389675,,,U,146,hexagon,0.0016789231449365616,,,,,1,0,,,,,,,,,,,,,,,1536.4866187789012,1536.4866187789012,1536.4866187789012,1536.4866187789012,1537.975381203927,1537.975381203927,1537.975381203927,1537.975381203927,1537.9918463469949,1537.9918463469949,1537.9918463469949,1537.9918463469949,switch,number,numSwt,j,0.5539601847995073,Lo,,,0,,,,,,,,,low,1538.5621464608703,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,10,908,,,1544.5980161109474,,1545.097990461858,D,167,triangle,0.001961971167474985,,,,,1,0,,,,,,,,,,,,,,,1541.0570092380513,1541.0570092380513,1541.0570092380513,1541.0570092380513,1542.5453847139142,1542.5453847139142,1542.5453847139142,1542.5453847139142,1542.562265170971,1542.562265170971,1542.562265170971,1542.562265170971,switch,letter,lettSwt,d,0.518113894155249,Hi,,,0,,,,,,,,,low,1543.0964316648897,1544.5980161109474,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,1,909,,,1549.264157650061,,,W,139,hexagon,0.0149222940672189,,,,,1,0,,,,,,,,,,,,,,,1545.6104416649323,1545.6104416649323,1545.6104416649323,1545.6104416649323,1547.098857874982,1547.098857874982,1547.098857874982,1547.098857874982,1547.1154947339091,1547.1154947339091,1547.1154947339091,1547.1154947339091,repeat,letter,lettRpt,f,0.6225075679831207,Lo,,,0,,,,,,,,,low,1547.7524086579215,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,10,919,,,1553.9030831689015,,,F,160,star,0.001804111059755087,,,,,1,0,,,,,,,,,,,,,,,1550.2471058380324,1550.2471058380324,1550.2471058380324,1550.2471058380324,1551.7357551469468,1551.7357551469468,1551.7357551469468,1551.7357551469468,1551.752328478964,1551.752328478964,1551.752328478964,1551.752328478964,repeat,letter,lettRpt,d,0.6205110021401197,Lo,,,0,,,,,,,,,low,1552.389155365061,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,1,920,,,1558.4233920299448,,,S,174,circle,0.002358442172408104,,,,,1,0,,,,,,,,,,,,,,,1554.8837389829569,1554.8837389829569,1554.8837389829569,1554.8837389829569,1556.3723657140508,1556.3723657140508,1556.3723657140508,1556.3723657140508,1556.3891002689488,1556.3891002689488,1556.3891002689488,1556.3891002689488,switch,number,numSwt,k,0.5067183231003582,Hi,,,0,,,,,,,,,low,1556.909317031037,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,10,930,,,1563.476608861005,,,H,132,hexagon,0.016688586911186576,,,,,1,0,,,,,,,,,,,,,,,1559.4199215180706,1559.4199215180706,1559.4199215180706,1559.4199215180706,1560.8926675040275,1560.8926675040275,1560.8926675040275,1560.8926675040275,1560.9260473188478,1560.9260473188478,1560.9260473188478,1560.9260473188478,repeat,number,numRpt,j,1.0493435440585017,Lo,,,0,,,,,,,,,low,1561.9628737708554,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,1,931,,,1568.3471514259,,,B,181,star,0.016605021199211478,,,,,1,0,,,,,,,,,,,,,,,1564.4732160819694,1564.4732160819694,1564.4732160819694,1564.4732160819694,1565.94662478799,1565.94662478799,1565.94662478799,1565.94662478799,1565.9795691180043,1565.9795691180043,1565.9795691180043,1565.9795691180043,repeat,number,numRpt,k,0.8553976528346539,Lo,,,0,,,,,,,,,low,1566.833019276848,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,0,931,,,1573.067120635882,,,Y,125,triangle,0.016627006931230426,,,,,1,0,,,,,,,,,,,,,,,1569.3438516699243,1569.3438516699243,1569.3438516699243,1569.3438516699243,1570.8167164530605,1570.8167164530605,1570.8167164530605,1570.8167164530605,1570.8498628898524,1570.8498628898524,1570.8498628898524,1570.8498628898524,switch,letter,lettSwt,f,0.7108067169319838,Hi,,,0,,,,,,,,,low,1571.554047619924,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,10,941,,,1577.6542543128598,,,U,146,circle,0.016649370081722736,,,,,1,0,,,,,,,,,,,,,,,1574.0638932390139,1574.0638932390139,1574.0638932390139,1574.0638932390139,1575.5368016250432,1575.5368016250432,1575.5368016250432,1575.5368016250432,1575.5699799950235,1575.5699799950235,1575.5699799950235,1575.5699799950235,repeat,letter,lettRpt,f,0.5697270929813385,Hi,,,0,,,,,,,,,low,1576.140143178869,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,1,942,,,1582.1242593429051,,,F,181,triangle,0.01667606015689671,,,,,1,0,,,,,,,,,,,,,,,1578.6505690279882,1578.6505690279882,1578.6505690279882,1578.6505690279882,1580.1234929710627,1580.1234929710627,1580.1234929710627,1580.1234929710627,1580.156833518995,1580.156833518995,1580.156833518995,1580.156833518995,switch,number,numSwt,k,0.4605873660184443,Hi,,,0,,,,,,,,,low,1580.6104284089524,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,10,952,,,1586.727887482848,,,U,160,hexagon,0.017023925203830004,,,,,1,0,,,,,,,,,,,,,,,1583.1209036919754,1583.1209036919754,1583.1209036919754,1583.1209036919754,1584.5938309559133,1584.5938309559133,1584.5938309559133,1584.5938309559133,1584.6270970038604,1584.6270970038604,1584.6270970038604,1584.6270970038604,repeat,number,numRpt,k,0.5920200708787888,Lo,,,0,,,,,,,,,low,1585.2137193670496,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,1,953,,,1591.3146705979016,,,S,139,star,0.016662327805534005,,,,,1,0,,,,,,,,,,,,,,,1587.7239624629728,1587.7239624629728,1587.7239624629728,1587.7239624629728,1589.195382172009,1589.195382172009,1589.195382172009,1589.195382172009,1589.228628525976,1589.228628525976,1589.228628525976,1589.228628525976,switch,letter,lettSwt,f,0.5693567609414458,Lo,,,0,,,,,,,,,low,1589.799836575985,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,10,963,,,1595.8181203510612,,,B,167,circle,0.013876331970095634,,,,,1,0,,,,,,,,,,,,,,,1592.3106694880407,1592.3106694880407,1592.3106694880407,1592.3106694880407,1593.7985409840476,1593.7985409840476,1593.7985409840476,1593.7985409840476,1593.8154779309407,1593.8154779309407,1593.8154779309407,1593.8154779309407,switch,number,numSwt,k,0.48860722896642983,Hi,,,0,,,,,,,,,low,1594.3168187050615,,,,,,,,,,,,,,,,,59446,2022-11-16_14h33.19.232,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94312095600669,
