LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,1,1153,,,1827.522362266085,,,Y,132,hexagon,0.016588588012382388,,,,,,,,1,0,,,,,,,,,,,,1824.0652119790902,1824.0652119790902,1824.0652119790902,1824.0652119790902,1825.5385551870568,1825.5385551870568,1825.5385551870568,1825.5385551870568,1825.571536183008,1825.571536183008,1825.571536183008,1825.571536183008,repeat,number,numRpt,j,0.44479508697986603,Hi,,,1,,,,,high,1826.008609901066,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,10,1163,,,1832.2759691320825,,,B,160,star,0.016822355915792286,,,,,,,,1,0,,,,,,,,,,,,1828.5179563671118,1828.5179563671118,1828.5179563671118,1828.5179563671118,1829.9918343800819,1829.9918343800819,1829.9918343800819,1829.9918343800819,1830.0253491320182,1830.0253491320182,1830.0253491320182,1830.0253491320182,switch,letter,lettSwt,d,0.7350648120045662,Lo,,,1,,,,,high,1830.7618998590624,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,0,1163,,,1836.829376851092,,,W,125,circle,0.013166919932700694,,,,,,,,0,0,,,,,,,,,,,,1833.2718686100561,1833.2718686100561,1833.2718686100561,1833.2718686100561,1834.757705415017,1834.757705415017,1834.757705415017,1834.757705415017,1834.7694254830712,1834.7694254830712,1834.7694254830712,1834.7694254830712,repeat,letter,NA,d,0.5304271390195936,Lo,,,1,,,,,high,1835.3159260899993,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,1,1164,,,1841.949958463083,,,U,139,triangle,0.016877813963219523,,,,,,,,1,1,,,,,,,,,,,,1837.8252728580264,1837.8252728580264,1837.8252728580264,1837.8252728580264,1839.2969715381041,1839.2969715381041,1839.2969715381041,1839.2969715381041,1839.3302424320718,1839.3302424320718,1839.3302424320718,1839.3302424320718,switch,number,numSwt,j,1.1103521509794518,Lo,,,1,,,,,high,1840.43608816911,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,0,1164,,,1846.620139444014,,,F,167,circle,0.01661152602173388,,,,,,,,1,0,,,,,,,,,,,,1842.945623530075,1842.945623530075,1842.945623530075,1842.945623530075,1844.4175230320543,1844.4175230320543,1844.4175230320543,1844.4175230320543,1844.450851290021,1844.450851290021,1844.450851290021,1844.450851290021,switch,letter,lettSwt,d,0.653331653913483,Hi,,,1,,,,,high,1845.1061682960717,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,0,1164,,,1851.7571291070199,,,Y,160,hexagon,0.013120195013470948,,,,,,,,1,0,,,,,,,,,,,,1847.6156283710152,1847.6156283710152,1847.6156283710152,1847.6156283710152,1849.104524946073,1849.104524946073,1849.104524946073,1849.104524946073,1849.1208525670227,1849.1208525670227,1849.1208525670227,1849.1208525670227,switch,number,numSwt,k,1.111304059973918,Hi,,,1,,,,,high,1850.2433219170198,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,1,1165,,,1856.2438639210304,,,D,132,triangle,0.01697218499612063,,,,,,,,1,0,,,,,,,,,,,,1852.752950196038,1852.752950196038,1852.752950196038,1852.752950196038,1854.2245548180072,1854.2245548180072,1854.2245548180072,1854.2245548180072,1854.2578510270687,1854.2578510270687,1854.2578510270687,1854.2578510270687,switch,letter,lettSwt,d,0.49540088791400194,Lo,,,1,,,,,high,1854.7446457050974,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,1,1166,,,1860.7306560711004,,,B,174,star,0.0020468831062316895,,,,,,,,1,0,,,,,,,,,,,,1857.2394914150937,1857.2394914150937,1857.2394914150937,1857.2394914150937,1858.728127704002,1858.728127704002,1858.728127704002,1858.728127704002,1858.7448459491134,1858.7448459491134,1858.7448459491134,1858.7448459491134,switch,number,numSwt,k,0.4787816599709913,Lo,,,1,,,,,high,1859.2315781980287,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,10,1176,,,1865.3673977290746,,,W,125,triangle,0.0019504879601299763,,,,,,,,1,0,,,,,,,,,,,,1861.7263174990658,1861.7263174990658,1861.7263174990658,1861.7263174990658,1863.2148458270822,1863.2148458270822,1863.2148458270822,1863.2148458270822,1863.2315116690006,1863.2315116690006,1863.2315116690006,1863.2315116690006,repeat,number,numRpt,j,0.6326086889021099,Lo,,,1,,,,,high,1863.8683444260387,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,10,1186,,,1869.8544972450472,,1870.354305850109,H,181,circle,0.0019127180567011237,,,,,,,,1,0,,,,,,,,,,,,1866.3626916910289,1866.3626916910289,1866.3626916910289,1866.3626916910289,1867.8517837990075,1867.8517837990075,1867.8517837990075,1867.8517837990075,1867.8685210969998,1867.8685210969998,1867.8685210969998,1867.8685210969998,repeat,number,numRpt,k,0.4678034749813378,Hi,,,1,,,,,high,1868.3534801230999,1869.8544972450472,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,1,1187,,,1874.8249696420971,,,S,139,star,0.014793152920901775,,,,,,,,1,0,,,,,,,,,,,,1870.8656642840942,1870.8656642840942,1870.8656642840942,1870.8656642840942,1872.355276330025,1872.355276330025,1872.355276330025,1872.355276330025,1872.3718329340918,1872.3718329340918,1872.3718329340918,1872.3718329340918,repeat,number,numRpt,j,0.9476424430031329,Lo,,,1,,,,,high,1873.3255767110968,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,0,1187,,,1879.4762209110195,,,U,146,hexagon,0.0023270209785550833,,,,,,,,1,0,,,,,,,,,,,,1875.819452158059,1875.819452158059,1875.819452158059,1875.819452158059,1877.3086686470779,1877.3086686470779,1877.3086686470779,1877.3086686470779,1877.3256810631137,1877.3256810631137,1877.3256810631137,1877.3256810631137,repeat,number,numRpt,j,0.626410054974258,Hi,,,1,,,,,high,1877.9629541450413,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,10,1197,,,1883.9798955440056,,,W,160,circle,0.0019391129026189446,,,,,,,,1,0,,,,,,,,,,,,1880.4568232720485,1880.4568232720485,1880.4568232720485,1880.4568232720485,1881.9455421951134,1881.9455421951134,1881.9455421951134,1881.9455421951134,1881.962415508111,1881.962415508111,1881.962415508111,1881.962415508111,switch,letter,lettSwt,f,0.48638126195874065,Hi,,,1,,,,,high,1882.465881583048,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,,,,,,,,,,,1,1198,,,1888.4998122160323,,,D,174,star,0.016710591968148947,,,,,,,,1,0,,,,,,,,,,,,1884.975910857087,1884.975910857087,1884.975910857087,1884.975910857087,1886.4491049920907,1886.4491049920907,1886.4491049920907,1886.4491049920907,1886.4825701870723,1886.4825701870723,1886.4825701870723,1886.4825701870723,repeat,letter,lettRpt,d,0.5028803190216422,Lo,,,1,,,,,high,1886.985835520085,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,26,0,26,0,,,,,,,,,,,,,,,,1,1199,,,1893.153370025102,,,H,125,triangle,0.016805275925435126,,,,,,,,1,0,,,,,,,,,,,,1889.4958730940707,1889.4958730940707,1889.4958730940707,1889.4958730940707,1890.9692369640106,1890.9692369640106,1890.9692369640106,1890.9692369640106,1891.0025688490132,1891.0025688490132,1891.0025688490132,1891.0025688490132,repeat,letter,lettRpt,d,0.6463921499671414,Lo,,,1,,,,,high,1891.6394177270122,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,27,0,27,0,,,,,,,,,,,,,,,,0,1199,,,1897.7235464330297,,,B,146,hexagon,0.016778108081780374,,,,,,,,1,0,,,,,,,,,,,,1894.1489959190367,1894.1489959190367,1894.1489959190367,1894.1489959190367,1895.6225797060179,1895.6225797060179,1895.6225797060179,1895.6225797060179,1895.6562380660325,1895.6562380660325,1895.6562380660325,1895.6562380660325,repeat,letter,lettRpt,d,0.5607396649429575,Hi,,,1,,,,,high,1896.2100016360637,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,28,0,28,0,,,,,,,,,,,,,,,,1,1200,,,1902.210315618082,,,F,167,star,0.01680705905891955,,,,,,,,1,0,,,,,,,,,,,,1898.7191328681074,1898.7191328681074,1898.7191328681074,1898.7191328681074,1900.1929674900603,1900.1929674900603,1900.1929674900603,1900.1929674900603,1900.226146949106,1900.226146949106,1900.226146949106,1900.226146949106,switch,number,numSwt,k,0.47043853206560016,Lo,,,1,,,,,high,1900.696327029029,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,29,0,29,0,,,,,,,,,,,,,,,,10,1210,,,1906.6971748170909,,,U,139,circle,0.01672061998397112,,,,,,,,1,0,,,,,,,,,,,,1903.2061561640585,1903.2061561640585,1903.2061561640585,1903.2061561640585,1904.6778961560922,1904.6778961560922,1904.6778961560922,1904.6778961560922,1904.711117278086,1904.711117278086,1904.711117278086,1904.711117278086,repeat,number,numRpt,j,0.47377905098255724,Hi,,,1,,,,,high,1905.1831265130313,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,30,0,30,0,,,,,,,,,,,,,,,,0,1210,,,1911.4340269810054,,,Y,132,hexagon,0.01700021594297141,,,,,,,,1,0,,,,,,,,,,,,1907.6930506150238,1907.6930506150238,1907.6930506150238,1907.6930506150238,1909.1646094541065,1909.1646094541065,1909.1646094541065,1909.1646094541065,1909.1979788730387,1909.1979788730387,1909.1979788730387,1909.1979788730387,repeat,number,numRpt,j,0.7226634779945016,Hi,,,1,,,,,high,1909.9207989800489,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,31,0,31,0,,,,,,,,,,,,,,,,1,1211,,,1915.9373093741015,,,S,181,triangle,0.016847471008077264,,,,,,,,1,0,,,,,,,,,,,,1912.4294719580794,1912.4294719580794,1912.4294719580794,1912.4294719580794,1913.9016534460243,1913.9016534460243,1913.9016534460243,1913.9016534460243,1913.935024439008,1913.935024439008,1913.935024439008,1913.935024439008,switch,letter,lettSwt,f,0.5052855539834127,Lo,,,1,,,,,high,1914.4385169370798,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,0,1211,,,1927.911991856061,,,H,146,circle,0.01709957595448941,,,,,,,,1,0,,,,,,,,,,,,1923.937946090009,1923.937946090009,1923.937946090009,1923.937946090009,1925.4110065650893,1925.4110065650893,1925.4110065650893,1925.4110065650893,1925.4445264990209,1925.4445264990209,1925.4445264990209,1925.4445264990209,switch,number,numSwt,j,0.9647952159866691,Hi,,,2,,,space,2.2573198579484597,high,1926.3992078480078,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,0,1211,,,1932.44906610006,,,D,139,hexagon,0.016480534919537604,,,,,,,,1,0,,,,,,,,,,,,1928.9080412830226,1928.9080412830226,1928.9080412830226,1928.9080412830226,1930.3816114830552,1930.3816114830552,1930.3816114830552,1930.3816114830552,1930.414589897031,1930.414589897031,1930.414589897031,1930.414589897031,repeat,number,numRpt,j,0.5217621830524877,Hi,,,2,,,,,high,1930.9349008341087,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,0,1211,,,1936.7523121630074,,,U,181,star,0.0166511150309816,,,,,,,,0,0,,,,,,,,,,,,1933.4445972240064,1933.4445972240064,1933.4445972240064,1933.4445972240064,1934.9183270250214,1934.9183270250214,1934.9183270250214,1934.9183270250214,1934.9514603400603,1934.9514603400603,1934.9514603400603,1934.9514603400603,switch,letter,NA,d,0.2973482490051538,Hi,,,2,,,,,high,1935.2385780250188,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,1,1212,,,1941.0723622840596,,,B,167,triangle,0.016914676991291344,,,,,,,,1,1,,,,,,,,,,,,1937.7480537190568,1937.7480537190568,1937.7480537190568,1937.7480537190568,1939.2197963111103,1939.2197963111103,1939.2197963111103,1939.2197963111103,1939.2530904250452,1939.2530904250452,1939.2530904250452,1939.2530904250452,repeat,letter,lettRpt,d,0.33234620897565037,Lo,,,2,,,,,high,1939.5732124820352,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,10,1222,,,1945.5590308270184,,,W,174,hexagon,0.0018800959223881364,,,,,,,,1,0,,,,,,,,,,,,1942.0679169750074,1942.0679169750074,1942.0679169750074,1942.0679169750074,1943.5565504491096,1943.5565504491096,1943.5565504491096,1943.5565504491096,1943.573196551064,1943.573196551064,1943.573196551064,1943.573196551064,switch,number,numSwt,k,0.45127692189998925,Hi,,,2,,,,,high,1944.0434534880333,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,0,1222,,,1950.2625272721052,,1950.7626241990365,F,160,circle,0.015215847990475595,,,,,,,,1,0,,,,,,,,,,,,1946.554588828003,1946.554588828003,1946.554588828003,1946.554588828003,1948.0433423480717,1948.0433423480717,1948.0433423480717,1948.0433423480717,1948.0598941839999,1948.0598941839999,1948.0598941839999,1948.0598941839999,repeat,number,numRpt,k,0.6845087260007858,Hi,,,2,,,,,high,1948.7632207450224,1950.2625272721052,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,1,1223,,,1954.647433478036,,,Y,132,star,-0.0008196269627660513,,,,,,,,1,0,,,,,,,,,,,,1951.2698365850374,1951.2698365850374,1951.2698365850374,1951.2698365850374,1952.7467238260433,1952.7467238260433,1952.7467238260433,1952.7467238260433,1952.7802317610476,1952.7802317610476,1952.7802317610476,1952.7802317610476,repeat,number,numRpt,j,0.36446057399734855,Lo,,,2,,,,,high,1953.1335674140137,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,7,0,7,0,,,,,,,,,,,,,,,,10,1233,,,1959.0842335950583,,,S,125,triangle,0.0019383089384064078,,,,,,,,1,0,,,,,,,,,,,,1955.628175853053,1955.628175853053,1955.628175853053,1955.628175853053,1957.1170324140694,1957.1170324140694,1957.1170324140694,1957.1170324140694,1957.1333172020968,1957.1333172020968,1957.1333172020968,1957.1333172020968,repeat,number,numRpt,j,0.42709914897568524,Lo,,,2,,,,,high,1957.5705387810012,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,8,0,8,0,,,,,,,,,,,,,,,,1,1234,,,1963.5378437390318,,,H,146,triangle,0.01670580101199448,,,,,,,,1,0,,,,,,,,,,,,1960.0805603740737,1960.0805603740737,1960.0805603740737,1960.0805603740737,1961.5538436690113,1961.5538436690113,1961.5538436690113,1961.5538436690113,1961.5871571310563,1961.5871571310563,1961.5871571310563,1961.5871571310563,switch,letter,lettSwt,d,0.4462737230351195,Lo,,,2,,,,,high,1962.0237938869977,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,9,0,9,0,,,,,,,,,,,,,,,,1,1235,,,1968.0244133010274,,,D,139,circle,0.016896139946766198,,,,,,,,1,0,,,,,,,,,,,,1964.5339643100742,1964.5339643100742,1964.5339643100742,1964.5339643100742,1966.0069156660466,1966.0069156660466,1966.0069156660466,1966.0069156660466,1966.040496439091,1966.040496439091,1966.040496439091,1966.040496439091,repeat,letter,lettRpt,d,0.4800536810653284,Hi,,,2,,,,,high,1966.5107558940072,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,10,0,10,0,,,,,,,,,,,,,,,,10,1245,,,1972.5780451650498,,,U,181,hexagon,0.01654654392041266,,,,,,,,1,0,,,,,,,,,,,,1969.0205128570087,1969.0205128570087,1969.0205128570087,1969.0205128570087,1970.493952389108,1970.493952389108,1970.493952389108,1970.493952389108,1970.5272062061122,1970.5272062061122,1970.5272062061122,1970.5272062061122,repeat,letter,lettRpt,f,0.537444561952725,Hi,,,2,,,,,high,1971.0641955510946,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,11,0,11,0,,,,,,,,,,,,,,,,1,1246,,,1977.0980935230618,,,B,167,star,0.016609207959845662,,,,,,,,1,0,,,,,,,,,,,,1973.5737495650537,1973.5737495650537,1973.5737495650537,1973.5737495650537,1975.047157432069,1975.047157432069,1975.047157432069,1975.047157432069,1975.0806348200422,1975.0806348200422,1975.0806348200422,1975.0806348200422,repeat,letter,lettRpt,d,0.5118325159419328,Lo,,,2,,,,,high,1975.5840859420132,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,12,0,12,0,,,,,,,,,,,,,,,,1,1247,,,1981.601703398046,,,W,174,triangle,0.016771096037700772,,,,,,,,1,0,,,,,,,,,,,,1978.093867326039,1978.093867326039,1978.093867326039,1978.093867326039,1979.565759583027,1979.565759583027,1979.565759583027,1979.565759583027,1979.5991913870675,1979.5991913870675,1979.5991913870675,1979.5991913870675,switch,number,numSwt,k,0.49802322406321764,Lo,,,2,,,,,high,1980.0875764400698,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,13,0,13,0,,,,,,,,,,,,,,,,0,1247,,,1986.2384053390706,,,F,160,hexagon,0.016848430037498474,,,,,,,,1,0,,,,,,,,,,,,1982.5968269560253,1982.5968269560253,1982.5968269560253,1982.5968269560253,1984.0690893660067,1984.0690893660067,1984.0690893660067,1984.0690893660067,1984.102564000059,1984.102564000059,1984.102564000059,1984.102564000059,switch,letter,lettSwt,d,0.650274365907535,Hi,,,2,,,,,high,1984.740660459036,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,14,0,14,0,,,,,,,,,,,,,,,,1,1248,,,1990.6751927000005,,,Y,132,circle,0.0016932180151343346,,,,,,,,1,0,,,,,,,,,,,,1987.2338417880237,1987.2338417880237,1987.2338417880237,1987.2338417880237,1988.7226385300746,1988.7226385300746,1988.7226385300746,1988.7226385300746,1988.7393748970935,1988.7393748970935,1988.7393748970935,1988.7393748970935,switch,number,numSwt,j,0.42072649695910513,Hi,,,2,,,,,high,1989.176329014008,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
