LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,1,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.856974056107,865.856974056107,865.856974056107,865.856974056107,865.856974056107,865.856974056107,865.856974056107,865.856974056107,865.856974056107,865.856974056107,l,0.47060977399814874,1,824,2,866.3597725500586,867.8745941880625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.3577494900674,868.3577494900674,868.3577494900674,868.3577494900674,868.3577494900674,868.3577494900674,868.3577494900674,868.3577494900674,868.3577494900674,868.3577494900674,l,0.6416019590105861,1,825,2,869.0256731820991,870.5273318180116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,3,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.0273638500366,871.0273638500366,871.0273638500366,871.0273638500366,871.0273638500366,871.0273638500366,871.0273638500366,871.0273638500366,871.0273638500366,871.0273638500366,a,0.6195275250356644,10,835,2,871.6802164200926,873.1948927220656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,4,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.6781778500881,873.6781778500881,873.6781778500881,873.6781778500881,873.6781778500881,873.6781778500881,873.6781778500881,873.6781778500881,873.6781778500881,873.6781778500881,a,1.0730739929713309,1,836,2,874.7834046570351,876.2979627350578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,5,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.7979797160951,876.7979797160951,876.7979797160951,876.7979797160951,876.7979797160951,876.7979797160951,876.7979797160951,876.7979797160951,876.7979797160951,876.7979797160951,l,0.8813484970014542,10,846,2,877.7012318790657,879.2005947320722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,6,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.7009353680769,879.7009353680769,879.7009353680769,879.7009353680769,879.7009353680769,879.7009353680769,879.7009353680769,879.7009353680769,879.7009353680769,879.7009353680769,l,0.6346228799084201,10,856,2,880.367771931109,881.8684115071082,881.8684115071082,882.3684957940131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,7,31,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.3684957940131,882.3684957940131,882.3684957940131,882.3684957940131,882.3684957940131,882.3684957940131,882.3684957940131,882.3684957940131,882.3684957940131,882.3684957940131,a,0.6952490110415965,10,866,2,883.0862842210336,884.5877019900363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,8,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.087796960026,885.087796960026,885.087796960026,885.087796960026,885.087796960026,885.087796960026,885.087796960026,885.087796960026,885.087796960026,885.087796960026,a,0.552037377958186,10,876,2,885.671492352034,887.1722214510664,887.1722214510664,887.672438337002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,9,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.672438337002,887.672438337002,887.672438337002,887.672438337002,887.672438337002,887.672438337002,887.672438337002,887.672438337002,887.672438337002,887.672438337002,l,0.8784467169316486,10,886,2,888.5735025770264,890.0748848310905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,10,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.5750956090633,890.5750956090633,890.5750956090633,890.5750956090633,890.5750956090633,890.5750956090633,890.5750956090633,890.5750956090633,890.5750956090633,890.5750956090633,l,0.5361848979955539,10,896,2,891.1429822740611,892.642601194093,892.642601194093,893.1427756830817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,11,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.1427756830817,893.1427756830817,893.1427756830817,893.1427756830817,893.1427756830817,893.1427756830817,893.1427756830817,893.1427756830817,893.1427756830817,893.1427756830817,a,0.6001591730164364,10,906,2,893.7606044400018,895.2621031670133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,0,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.7622513259994,895.7622513259994,895.7622513259994,895.7622513259994,895.7622513259994,895.7622513259994,895.7622513259994,895.7622513259994,895.7622513259994,895.7622513259994,a,0.6773405149579048,10,916,2,896.4634437860223,897.9632591190748,897.9632591190748,898.4629192370921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,1,37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.4629192370921,898.4629192370921,898.4629192370921,898.4629192370921,898.4629192370921,898.4629192370921,898.4629192370921,898.4629192370921,898.4629192370921,898.4629192370921,a,0.8085891070077196,1,917,2,899.3132142371032,900.8159045110224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,2,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.2993501570309,901.2993501570309,901.2993501570309,901.2993501570309,901.2993501570309,901.2993501570309,901.2993501570309,901.2993501570309,901.2993501570309,901.2993501570309,l,1.2441577279241756,10,927,2,902.5696795900585,904.0809853040846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,3,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.5690223440761,904.5690223440761,904.5690223440761,904.5690223440761,904.5690223440761,904.5690223440761,904.5690223440761,904.5690223440761,904.5690223440761,904.5690223440761,a,0.9339377689175308,1,928,2,905.5229565190384,907.036325416062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,4,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.5366337191081,907.5366337191081,907.5366337191081,907.5366337191081,907.5366337191081,907.5366337191081,907.5366337191081,907.5366337191081,907.5366337191081,907.5366337191081,l,0.4222493440611288,10,938,2,907.9895965950564,909.4892110080691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,5,41,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.9894084620755,909.9894084620755,909.9894084620755,909.9894084620755,909.9894084620755,909.9894084620755,909.9894084620755,909.9894084620755,909.9894084620755,909.9894084620755,l,0.40938853402622044,1,939,2,910.4259821360465,911.9402195730945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,6,42,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.4402317210333,912.4402317210333,912.4402317210333,912.4402317210333,912.4402317210333,912.4402317210333,912.4402317210333,912.4402317210333,912.4402317210333,912.4402317210333,a,0.7506842089351267,10,949,2,913.2105313600041,914.7096766980831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,7,43,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.2098892900394,915.2098892900394,915.2098892900394,915.2098892900394,915.2098892900394,915.2098892900394,915.2098892900394,915.2098892900394,915.2098892900394,915.2098892900394,l,0.757908402942121,10,959,2,915.9943399060285,917.49394962308,917.49394962308,917.9939667620929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,8,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.9939667620929,917.9939667620929,917.9939667620929,917.9939667620929,917.9939667620929,917.9939667620929,917.9939667620929,917.9939667620929,917.9939667620929,917.9939667620929,a,1.7808945899596438,1,960,2,919.7995809140848,921.3141153040342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,9,45,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.7972367201,921.7972367201,921.7972367201,921.7972367201,921.7972367201,921.7972367201,921.7972367201,921.7972367201,921.7972367201,921.7972367201,l,0.6429006450343877,10,970,2,922.4673543180106,923.9813232510351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,10,46,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.4668933560606,924.4668933560606,924.4668933560606,924.4668933560606,924.4668933560606,924.4668933560606,924.4668933560606,924.4668933560606,924.4668933560606,924.4668933560606,l,0.7159938350087032,1,971,2,925.2035852071131,926.7177995180245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,11,47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.2178199150367,927.2178199150367,927.2178199150367,927.2178199150367,927.2178199150367,927.2178199150367,927.2178199150367,927.2178199150367,927.2178199150367,927.2178199150367,a,0.46940595796331763,10,981,2,927.7211894940119,929.2203578300541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.8739516240312,,,U,181,star,0.017154364031739533,973.8809209740721,975.3536540800706,975.3536540800706,975.3536540800706,978.3545830750372,978.3545830750372,978.3545830750372,0,0,None,0,978.3714697280666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.0773308620555,,,D,146,circle,0.006388345966115594,980.8696527830325,982.3578101641033,982.3578101641033,982.3578101641033,,,,1,1,d,0,983.5781930180965,1.1942489159991965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.3978606120218,,,W,139,hexagon,0.0019357949495315552,986.0735820711125,987.5615203171037,987.5615203171037,987.5615203171037,,,,1,0,f,0,988.8965309310006,1.3025204460136592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.1013220790774,,,F,125,triangle,0.0018090649973601103,991.393848081003,992.8821601300733,992.8821601300733,992.8821601300733,,,,1,0,d,0,993.599813280045,0.6937422389164567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.6049479640787,,,Y,174,star,0.002202057046815753,996.0972922299989,997.5856739151059,997.5856739151059,997.5856739151059,,,,1,0,f,0,998.1037084920099,0.4861491739284247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004.3080427950481,,,H,132,triangle,0.001943966024555266,1000.6005706600845,1002.0889831490349,1002.0889831490349,1002.0889831490349,,,,1,0,d,0,1002.8069662080379,0.693921567988582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.9433468150673,,,B,167,hexagon,0.0020727840019389987,1005.3035444871057,1006.7927325950004,1006.7927325950004,1006.7927325950004,,,,1,0,d,0,1007.4439327330329,0.631095927907154,1008.9433468150673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.8468497470021,,,S,160,circle,0.001757254940457642,1009.940553789027,1011.4296280021081,1011.4296280021081,1011.4296280021081,,,,1,0,f,0,1012.3473108480684,0.8898338709259406,1013.8468497470021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.70069083001,,,U,181,hexagon,0.0020359429763630033,1014.8432612990728,1016.3331090240972,1016.3331090240972,1016.3331090240972,,,,1,0,f,0,1017.2010990030831,0.8501312190201133,1018.70069083001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.4209370580502,,,D,146,circle,0.004993910901248455,1019.6988729340956,1021.1865405280842,1021.1865405280842,1021.1865405280842,,,,1,0,d,0,1021.9051315360703,0.7004340719431639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.0200680200942,,,Y,160,triangle,0.0009148219833150506,,,,,,,,2,0,,1,1066.5058440261055,,,1064.3128472421085,1065.8026688630925,1065.8026688630925,1065.8026688630925,f,0.6681417590007186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073.9571305520367,,,H,181,circle,0.015411093016155064,,,,,,,,1,0,,1,1072.443414938054,,,1069.0158786460524,1070.4895864750724,1070.4895864750724,1070.4895864750724,k,1.933997712098062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079.1942252230365,,,F,167,hexagon,0.0015714799519628286,,,,,,,,1,0,,1,1077.6785724910442,,,1074.937522009015,1076.426797516062,1076.426797516062,1076.426797516062,k,1.2285518499556929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084.1314020660939,,,S,125,star,0.002098365919664502,,,,,,,,1,0,,1,1082.6319540221011,,1084.1314020660939,1080.174639705103,1081.6640708390623,1081.6640708390623,1081.6640708390623,j,0.9436895699473098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.270034823101,,,B,139,star,0.0018532610265538096,,,,,,,,1,0,,1,1087.7692247430095,,,1085.128310027998,1086.617252959055,1086.617252959055,1086.617252959055,j,1.1337626059539616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.1219852750655,,,W,174,circle,0.0017086410662159324,,,,,,,,1,0,,1,1092.6227978430688,,1094.1219852750655,1090.2653834620724,1091.7544857989997,1091.7544857989997,1091.7544857989997,k,0.837583297980018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.9753543960396,,,D,132,triangle,0.001982867019250989,,,,,,,,1,0,,1,1097.4761752650375,,1098.9753543960396,1095.1192271551117,1096.607972345082,1096.607972345082,1096.607972345082,j,0.8478400099556893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.9123133230023,,,U,146,hexagon,0.0022197869839146733,,,,,,,,1,0,,1,1102.4131220800336,,1103.9123133230023,1099.972574558109,1101.461489112,1101.461489112,1101.461489112,j,0.9300244230544195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108.8493104641093,,,Y,160,hexagon,0.0017943650018423796,,,,,,,,1,0,,1,1107.350151575054,,1108.8493104641093,1104.9092438950902,1106.3985499680275,1106.3985499680275,1106.3985499680275,k,0.9284616829827428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55611,2022-11-02_14h33.37.150,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.924121894600574,
