LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,8,44,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.9418862689927,489.9418862689927,489.9418862689927,489.9418862689927,489.9418862689927,489.9418862689927,489.9418862689927,489.9418862689927,489.9418862689927,489.9418862689927,a,0.09313207698869519,10,717,2,490.0588306169957,,491.56035724500543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,9,45,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0609019990079,492.0609019990079,492.0609019990079,492.0609019990079,492.0609019990079,492.0609019990079,492.0609019990079,492.0609019990079,492.0609019990079,492.0609019990079,a,0.1905843919957988,10,727,2,492.27792344699265,,493.77959114400437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,10,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.2801989619911,494.2801989619911,494.2801989619911,494.2801989619911,494.2801989619911,494.2801989619911,494.2801989619911,494.2801989619911,494.2801989619911,494.2801989619911,a,0.19415043899789453,10,737,2,494.4968744829821,,495.9987120649894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,11,47,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.49920603999635,496.49920603999635,496.49920603999635,496.49920603999635,496.49920603999635,496.49920603999635,496.49920603999635,496.49920603999635,496.49920603999635,496.49920603999635,a,0.2008112679759506,10,747,2,496.73270177000086,,498.234366588993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.7232801200007,139,H,hexagon,0.0019052029820159078,559.6203480070108,561.1204072780092,561.1204072780092,561.1204072780092,1,0,d,1.083466137002688,0,562.2384465399955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.3283222040045,132,S,star,0.0009783999994397163,564.7075227029854,566.209377702995,566.209377702995,566.209377702995,1,0,d,0.5850388770049904,0,566.8267495269829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.8001152240031,167,U,triangle,0.0014414280012715608,569.3138391739922,570.8145718229935,570.8145718229935,570.8145718229935,1,0,f,0.45211303199175745,0,571.298246011982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.5384629769833,160,F,circle,0.001142295979661867,573.7843464220059,575.2860784929944,575.2860784929944,575.2860784929944,1,0,f,0.7184082029853016,0,576.0369533069897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.160441193002,181,D,circle,0.0015555050049442798,578.5236661249946,580.0245805739833,580.0245805739833,580.0245805739833,1,0,f,0.6018455919693224,0,580.6585790969839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.8320767219993,146,B,triangle,0.001200878992676735,583.1460149429913,584.6463619050046,584.6463619050046,584.6463619050046,1,0,d,0.6523943329812028,0,585.3306043370103,586.8320767219993,587.3327848629851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.4704676499823,125,Y,hexagon,0.0007295509858522564,587.8164170079981,589.3181817980076,589.3181817980076,589.3181817980076,1,0,d,0.6210104069905356,0,589.9689952920016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.0089796749817,174,W,star,0.001281442993786186,592.4549425700097,593.9565736739896,593.9565736739896,593.9565736739896,1,0,f,0.5184377879777458,0,594.5074075940065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.4314801220025,139,H,circle,0.0012243759992998093,596.9935228569957,598.4950596150011,598.4950596150011,598.4950596150011,1,0,d,1.412324063014239,0,599.929921892006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.2870186319924,132,S,hexagon,0.0012526400096248835,602.4159244030016,603.917563969997,603.917563969997,603.917563969997,1,0,d,0.837314748991048,0,604.7852122040058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.3647558520024,146,H,hexagon,0.001940311980433762,,,,,1,0,,,1,629.8630002400023,,,626.9436630329874,628.4448384779971,628.4448384779971,628.4448384779971,j,1.3979330679867417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.0864192440058,139,W,triangle,0.0012165360094513744,,,,,1,0,,,1,634.5849866000062,,,632.3490355440008,633.8506406199886,633.8506406199886,633.8506406199886,k,0.7125295639852993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.641743463988,160,Y,circle,0.00147350097540766,,,,,1,0,,,1,639.1398268119956,,,637.0708396240079,638.5725914349896,638.5725914349896,638.5725914349896,k,0.5415925959823653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.2799010739836,181,B,star,0.0011895079805981368,,,,,1,0,,,1,643.7783841789933,,,641.6258543069998,643.1277437180106,643.1277437180106,643.1277437180106,j,0.6184485739795491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.7516167319845,167,D,star,0.0014406740083359182,,,,,1,0,,,1,648.249843683996,,,646.2643162790046,647.7662060919974,647.7662060919974,647.7662060919974,j,0.4519494319683872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.8405714939872,125,S,circle,0.0013630879984702915,,,,,1,0,,,1,653.3389226080035,,,650.7360358450096,652.2375996389892,652.2375996389892,652.2375996389892,k,1.0692709439899772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.5122539929871,174,F,triangle,0.0014618249842897058,,,,,1,0,,,1,658.0108645319997,,,655.8248139549978,657.3265341549995,657.3265341549995,657.3265341549995,j,0.6597088569833431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.0840382720053,132,U,hexagon,0.0009419980051461607,,,,,1,0,,,1,662.5824308430019,,,660.4968887319847,661.9983882439847,661.9983882439847,661.9983882439847,k,0.5649433390062768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.8391983589972,146,H,hexagon,0.0012972879922017455,,,,,1,0,,,1,667.3377888579853,,,665.0685656100104,666.5702704249998,666.5702704249998,666.5702704249998,j,0.7365494020050392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.4777623169939,139,W,triangle,0.0012352849880699068,,,,,1,0,,,1,671.9759135890054,,,669.823777499987,671.3254600240034,671.3254600240034,671.3254600240034,k,0.6293168059783056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,,718.7442755420052,174,B,star,0.00212597701465711,,,,,-1,0,,,2,,,,,,,,,,712.7376350490085,712.7376350490085,712.7376350490085,712.7376350490085,714.2227630800044,714.2227630800044,714.2227630800044,714.2227630800044,714.2392751300067,714.2392751300067,714.2392751300067,714.2392751300067,717.2426277039922,717.2426277039922,717.2426277039922,717.2426277039922,-1,no_choice,NA,None,vtsPrac,717.2426277039922,,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,,724.0668069199892,167,D,circle,0.009401029004948214,,,,,1,0,,,2,,,,,,,,,,719.7294286570104,719.7294286570104,719.7294286570104,719.7294286570104,721.2305173430068,721.2305173430068,721.2305173430068,721.2305173430068,721.2305173430068,721.2305173430068,721.2305173430068,721.2305173430068,,,,,switch,number,numSwt,f,vtsPrac,722.56521306801,1.3017891019990202,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,,729.8732292139903,146,W,circle,0.017013984004734084,,,,,1,0,,,2,,,,,,,,,,725.0511700229836,725.0511700229836,725.0511700229836,725.0511700229836,726.5364091490046,726.5364091490046,726.5364091490046,726.5364091490046,726.5528680039861,726.5528680039861,726.5528680039861,726.5528680039861,,,,,repeat,number,numRpt,d,vtsPrac,728.3715037200018,1.8026319319906179,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,,734.4450102440023,125,U,triangle,0.0012515779817476869,,,,,1,0,,,2,,,,,,,,,,730.8583676819981,730.8583676819981,730.8583676819981,730.8583676819981,732.3593836899963,732.3593836899963,732.3593836899963,732.3593836899963,732.3593836899963,732.3593836899963,732.3593836899963,732.3593836899963,,,,,repeat,number,numRpt,d,vtsPrac,732.9433831379865,0.5635399500024505,734.4450102440023,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,,738.983513034007,174,B,circle,0.0013054239971097559,,,,,1,0,,,2,,,,,,,,,,735.4295400420087,735.4295400420087,735.4295400420087,735.4295400420087,736.9310872939823,736.9310872939823,736.9310872939823,736.9310872939823,736.9310872939823,736.9310872939823,736.9310872939823,736.9310872939823,,,,,switch,letter,lettSwt,j,vtsPrac,737.4819815990049,0.5195834779879078,738.983513034007,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,,743.8554798749974,167,D,triangle,0.0008244229829870164,,,,,1,0,,,2,,,,,,,,,,739.9677317519963,739.9677317519963,739.9677317519963,739.9677317519963,741.4694413119869,741.4694413119869,741.4694413119869,741.4694413119869,741.4694413119869,741.4694413119869,741.4694413119869,741.4694413119869,,,,,repeat,letter,lettRpt,j,vtsPrac,742.3539083999931,0.8532858770049643,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,,748.6941595189855,146,W,triangle,0.001301878015510738,,,,,1,0,,,2,,,,,,,,,,744.839953852992,744.839953852992,744.839953852992,744.839953852992,746.3415552139923,746.3415552139923,746.3415552139923,746.3415552139923,746.3415552139923,746.3415552139923,746.3415552139923,746.3415552139923,,,,,repeat,letter,lettRpt,k,vtsPrac,747.1923096700048,0.821342312003253,748.6941595189855,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,,753.2990502250032,125,U,circle,0.0010700919956434518,,,,,1,0,,,2,,,,,,,,,,749.6784489429847,749.6784489429847,749.6784489429847,749.6784489429847,751.1802546319959,751.1802546319959,751.1802546319959,751.1802546319959,751.1802546319959,751.1802546319959,751.1802546319959,751.1802546319959,,,,,switch,number,numSwt,d,vtsPrac,751.7973865649838,0.5995366389979608,753.2990502250032,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,,758.0877945169923,160,F,triangle,0.0010545649856794626,,,,,1,0,,,2,,,,,,,,,,754.2838115519844,754.2838115519844,754.2838115519844,754.2838115519844,755.7853732719959,755.7853732719959,755.7853732719959,755.7853732719959,755.7853732719959,755.7853732719959,755.7853732719959,755.7853732719959,,,,,repeat,number,numRpt,f,vtsPrac,756.5863372639869,0.7696387639734894,758.0877945169923,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,,762.7596069680003,125,B,circle,0.0009963430056814104,,,,,1,0,,,2,,,,,,,,,,759.0720421629958,759.0720421629958,759.0720421629958,759.0720421629958,760.5738706380071,760.5738706380071,760.5738706380071,760.5738706380071,760.5738706380071,760.5738706380071,760.5738706380071,760.5738706380071,,,,,repeat,number,numRpt,d,vtsPrac,761.2578981780098,0.6531069389893673,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,,767.4647146939824,146,D,triangle,0.0011639540025498718,,,,,1,0,,,2,,,,,,,,,,763.7439797729894,763.7439797729894,763.7439797729894,763.7439797729894,765.2455102849926,765.2455102849926,765.2455102849926,765.2455102849926,765.2455102849926,765.2455102849926,765.2455102849926,765.2455102849926,,,,,switch,letter,lettSwt,j,vtsPrac,765.963285995007,0.6932718250027392,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,,772.2033545080048,139,U,circle,0.0011852149909827858,,,,,1,0,,,2,,,,,,,,,,768.4495160149818,768.4495160149818,768.4495160149818,768.4495160149818,769.9508941549866,769.9508941549866,769.9508941549866,769.9508941549866,769.9508941549866,769.9508941549866,769.9508941549866,769.9508941549866,,,,,repeat,letter,lettRpt,k,vtsPrac,770.7016560680058,0.7337933519738726,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,,776.7751164119982,160,W,hexagon,0.0009376069938298315,,,,,1,0,,,2,,,,,,,,,,773.1878858300042,773.1878858300042,773.1878858300042,773.1878858300042,774.6893821129925,774.6893821129925,774.6893821129925,774.6893821129925,774.6893821129925,774.6893821129925,774.6893821129925,774.6893821129925,,,,,repeat,letter,lettRpt,k,vtsPrac,775.2732966349868,0.552829810010735,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,,781.6136472900107,167,F,circle,0.0010098330094479024,,,,,1,0,,,2,,,,,,,,,,777.7595739690005,777.7595739690005,777.7595739690005,777.7595739690005,779.2610959179874,779.2610959179874,779.2610959179874,779.2610959179874,779.2610959179874,779.2610959179874,779.2610959179874,779.2610959179874,,,,,repeat,letter,lettRpt,j,vtsPrac,780.1122682800051,0.830054495978402,781.6136472900107,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,,786.218778104987,139,U,star,0.0009518399892840534,,,,,1,0,,,2,,,,,,,,,,782.5980461940053,782.5980461940053,782.5980461940053,782.5980461940053,784.0996313150099,784.0996313150099,784.0996313150099,784.0996313150099,784.0996313150099,784.0996313150099,784.0996313150099,784.0996313150099,,,,,switch,number,numSwt,d,vtsPrac,784.7171015619824,0.6007916700036731,786.218778104987,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,,790.7570440220006,132,B,hexagon,0.0007384009950328618,,,,,1,0,,,2,,,,,,,,,,787.2031203329971,787.2031203329971,787.2031203329971,787.2031203329971,788.7049917450058,788.7049917450058,788.7049917450058,788.7049917450058,788.7049917450058,788.7049917450058,788.7049917450058,788.7049917450058,,,,,repeat,number,numRpt,d,vtsPrac,789.2555230649887,0.5232905079901684,,,,,,,,,,,,,,,,,,,,,,,,35177,2022-10-27_13h55.24.854,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.04948738307094,
